Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Lily Bowman,Jesse Brown,David Cavey,John Clarke,Hedy Fry,Louise Kierans,Breen Ouellette,Imtiaz Popat,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59034,"Vancouver Centre/Vancouver-Centre"," 22","Vancouver",2,15,48,1,90,4,29,0,2,191,555
59034,"Vancouver Centre/Vancouver-Centre"," 23","Vancouver",0,24,13,1,64,0,51,0,0,153,390
59034,"Vancouver Centre/Vancouver-Centre"," 24","Vancouver",0,10,11,2,33,1,24,0,2,83,301
59034,"Vancouver Centre/Vancouver-Centre"," 25","Vancouver",0,30,26,1,47,1,55,0,0,160,386
59034,"Vancouver Centre/Vancouver-Centre"," 26","Vancouver",1,7,29,3,51,0,16,0,1,108,385
59034,"Vancouver Centre/Vancouver-Centre"," 27","Vancouver",1,15,34,1,72,2,22,0,0,147,466
59034,"Vancouver Centre/Vancouver-Centre"," 28","Vancouver",0,7,50,3,40,3,21,0,0,124,357
59034,"Vancouver Centre/Vancouver-Centre"," 29","Vancouver",1,14,50,2,59,0,52,0,5,183,419
59034,"Vancouver Centre/Vancouver-Centre"," 30","Vancouver",0,6,78,3,51,4,3,0,2,147,522
59034,"Vancouver Centre/Vancouver-Centre"," 31","Vancouver",0,9,39,0,83,2,15,0,4,152,398
59034,"Vancouver Centre/Vancouver-Centre"," 32","Vancouver",0,13,51,0,63,4,23,0,0,154,365
59034,"Vancouver Centre/Vancouver-Centre"," 33","Vancouver",0,11,34,4,63,1,33,0,1,147,382
59034,"Vancouver Centre/Vancouver-Centre"," 34","Vancouver",0,16,39,0,79,5,28,0,1,168,479
59034,"Vancouver Centre/Vancouver-Centre"," 35","Vancouver",2,27,67,3,117,3,48,0,1,268,571
59034,"Vancouver Centre/Vancouver-Centre"," 36","Vancouver",0,16,37,1,62,3,31,0,1,151,370
59034,"Vancouver Centre/Vancouver-Centre"," 37","Vancouver",0,11,56,0,64,3,31,1,2,168,435
59034,"Vancouver Centre/Vancouver-Centre"," 38","Vancouver",1,5,41,2,55,5,22,0,2,133,392
59034,"Vancouver Centre/Vancouver-Centre"," 39","Vancouver",2,11,33,0,41,0,32,0,4,123,332
59034,"Vancouver Centre/Vancouver-Centre"," 40","Vancouver",1,32,39,1,76,3,48,0,1,201,367
59034,"Vancouver Centre/Vancouver-Centre"," 41","Vancouver",Merged with No./Fusionné avec le n°40,,,,,,,,,,200
59034,"Vancouver Centre/Vancouver-Centre"," 42","Vancouver",0,22,15,0,81,2,44,0,1,165,412
59034,"Vancouver Centre/Vancouver-Centre"," 43","Vancouver",1,21,24,1,75,2,60,0,1,185,466
59034,"Vancouver Centre/Vancouver-Centre"," 44","Vancouver",1,32,20,2,68,5,63,0,3,194,489
59034,"Vancouver Centre/Vancouver-Centre"," 45","Vancouver",0,28,28,1,60,3,37,0,1,158,421
59034,"Vancouver Centre/Vancouver-Centre"," 46","Vancouver",0,17,23,1,61,1,73,0,0,176,509
59034,"Vancouver Centre/Vancouver-Centre"," 47","Vancouver",1,22,22,0,78,3,55,0,2,183,472
59034,"Vancouver Centre/Vancouver-Centre"," 48","Vancouver",0,20,9,0,51,2,51,0,1,134,429
59034,"Vancouver Centre/Vancouver-Centre"," 49","Vancouver",2,32,14,2,57,0,61,0,0,168,415
59034,"Vancouver Centre/Vancouver-Centre"," 50","Vancouver",0,8,4,0,15,0,18,0,1,46,122
59034,"Vancouver Centre/Vancouver-Centre"," 51","Vancouver",0,22,22,0,50,1,41,1,1,138,429
59034,"Vancouver Centre/Vancouver-Centre"," 52","Vancouver",0,25,13,2,67,4,75,0,2,188,483
59034,"Vancouver Centre/Vancouver-Centre"," 53","Vancouver",1,16,12,1,43,2,35,0,1,111,263
59034,"Vancouver Centre/Vancouver-Centre"," 54","Vancouver",0,17,21,2,60,2,47,0,2,151,389
59034,"Vancouver Centre/Vancouver-Centre"," 55","Vancouver",1,23,26,1,70,5,59,1,1,187,522
59034,"Vancouver Centre/Vancouver-Centre"," 56","Vancouver",0,29,12,1,61,3,45,0,0,151,416
59034,"Vancouver Centre/Vancouver-Centre"," 57","Vancouver",0,26,22,3,51,0,47,0,1,150,429
59034,"Vancouver Centre/Vancouver-Centre"," 58","Vancouver",0,18,15,1,45,0,38,0,0,117,328
59034,"Vancouver Centre/Vancouver-Centre"," 59","Vancouver",0,36,18,1,70,2,49,0,0,176,444
59034,"Vancouver Centre/Vancouver-Centre"," 60","Vancouver",2,31,16,2,86,4,78,1,0,220,562
59034,"Vancouver Centre/Vancouver-Centre"," 61","Vancouver",0,27,16,3,70,0,32,0,0,148,355
59034,"Vancouver Centre/Vancouver-Centre"," 62","Vancouver",0,23,14,4,66,2,62,0,0,171,450
59034,"Vancouver Centre/Vancouver-Centre"," 63","Vancouver",1,21,22,2,67,3,26,0,1,143,472
59034,"Vancouver Centre/Vancouver-Centre"," 64","Vancouver",1,21,20,0,67,4,41,0,0,154,442
59034,"Vancouver Centre/Vancouver-Centre"," 65","Vancouver",0,30,23,0,73,2,70,0,0,198,518
59034,"Vancouver Centre/Vancouver-Centre"," 66","Vancouver",0,25,16,0,64,2,57,0,1,165,415
59034,"Vancouver Centre/Vancouver-Centre"," 67","Vancouver",0,24,7,0,46,0,45,0,1,123,337
59034,"Vancouver Centre/Vancouver-Centre"," 68","Vancouver",0,13,8,1,38,2,57,0,2,121,350
59034,"Vancouver Centre/Vancouver-Centre"," 69","Vancouver",0,33,12,1,57,0,82,0,2,187,525
59034,"Vancouver Centre/Vancouver-Centre"," 70","Vancouver",0,20,6,0,49,0,49,0,0,124,323
59034,"Vancouver Centre/Vancouver-Centre"," 71","Vancouver",1,28,17,3,53,1,38,0,1,142,406
59034,"Vancouver Centre/Vancouver-Centre"," 72","Vancouver",0,33,13,0,74,3,59,0,1,183,513
59034,"Vancouver Centre/Vancouver-Centre"," 73","Vancouver",1,15,15,0,68,6,53,0,1,159,489
59034,"Vancouver Centre/Vancouver-Centre"," 74","Vancouver",0,27,26,3,69,2,44,2,0,173,522
59034,"Vancouver Centre/Vancouver-Centre"," 75","Vancouver",0,2,76,2,56,0,8,0,0,144,589
59034,"Vancouver Centre/Vancouver-Centre"," 76","Vancouver",0,5,58,1,79,1,17,0,1,162,658
59034,"Vancouver Centre/Vancouver-Centre"," 77","Vancouver",1,10,35,1,67,0,12,0,1,127,461
59034,"Vancouver Centre/Vancouver-Centre"," 78","Vancouver",0,25,26,2,53,0,58,0,0,164,446
59034,"Vancouver Centre/Vancouver-Centre"," 79","Vancouver",0,12,16,0,31,2,40,0,0,101,274
59034,"Vancouver Centre/Vancouver-Centre"," 80","Vancouver",0,14,19,0,44,0,41,0,0,118,314
59034,"Vancouver Centre/Vancouver-Centre"," 81","Vancouver",1,11,36,1,46,1,27,0,0,123,385
59034,"Vancouver Centre/Vancouver-Centre"," 82","Vancouver",0,13,34,1,84,5,41,0,1,179,490
59034,"Vancouver Centre/Vancouver-Centre"," 83","Vancouver",2,34,36,1,91,0,49,0,1,214,364
59034,"Vancouver Centre/Vancouver-Centre"," 84","Vancouver",Merged with No./Fusionné avec le n°83,,,,,,,,,,257
59034,"Vancouver Centre/Vancouver-Centre"," 85","Vancouver",0,17,29,1,75,1,46,0,1,170,395
59034,"Vancouver Centre/Vancouver-Centre"," 86","Vancouver",0,16,57,1,60,0,16,0,0,150,374
59034,"Vancouver Centre/Vancouver-Centre"," 87","Vancouver",0,24,32,2,83,1,49,0,0,191,431
59034,"Vancouver Centre/Vancouver-Centre"," 88","Vancouver",0,29,24,1,69,1,58,0,0,182,394
59034,"Vancouver Centre/Vancouver-Centre"," 89","Vancouver",0,22,26,1,75,5,51,1,0,181,418
59034,"Vancouver Centre/Vancouver-Centre"," 90","Vancouver",1,31,29,1,82,7,63,0,0,214,475
59034,"Vancouver Centre/Vancouver-Centre"," 91","Vancouver",1,25,20,1,69,2,48,0,1,167,400
59034,"Vancouver Centre/Vancouver-Centre"," 92","Vancouver",2,38,20,3,73,1,73,0,1,211,444
59034,"Vancouver Centre/Vancouver-Centre"," 93","Vancouver",1,16,38,2,94,5,35,0,0,191,436
59034,"Vancouver Centre/Vancouver-Centre"," 94","Vancouver",2,18,22,1,51,0,24,0,0,118,408
59034,"Vancouver Centre/Vancouver-Centre"," 95","Vancouver",0,22,11,1,69,3,58,0,0,164,445
59034,"Vancouver Centre/Vancouver-Centre"," 96","Vancouver",0,20,18,1,60,3,60,1,4,167,433
59034,"Vancouver Centre/Vancouver-Centre"," 97","Vancouver",1,27,22,2,82,5,116,0,0,255,575
59034,"Vancouver Centre/Vancouver-Centre"," 98","Vancouver",Merged with No./Fusionné avec le n°99,,,,,,,,,,309
59034,"Vancouver Centre/Vancouver-Centre"," 99","Vancouver",1,36,27,0,84,7,64,0,0,219,303
59034,"Vancouver Centre/Vancouver-Centre"," 100","Vancouver",0,13,6,1,69,2,38,0,1,130,346
59034,"Vancouver Centre/Vancouver-Centre"," 101","Vancouver",0,15,21,0,77,3,32,0,1,149,350
59034,"Vancouver Centre/Vancouver-Centre"," 102","Vancouver",1,14,17,0,48,0,28,0,1,109,314
59034,"Vancouver Centre/Vancouver-Centre"," 103","Vancouver",0,15,17,1,61,1,20,0,1,116,387
59034,"Vancouver Centre/Vancouver-Centre"," 104","Vancouver",0,29,36,0,86,1,46,0,0,198,566
59034,"Vancouver Centre/Vancouver-Centre"," 105","Vancouver",2,14,25,2,64,7,79,1,0,194,152
59034,"Vancouver Centre/Vancouver-Centre"," 106","Vancouver",Merged with No./Fusionné avec le n°105,,,,,,,,,,302
59034,"Vancouver Centre/Vancouver-Centre"," 107","Vancouver",2,31,38,2,108,2,83,0,1,267,586
59034,"Vancouver Centre/Vancouver-Centre"," 108","Vancouver",0,18,27,0,95,2,86,0,3,231,451
59034,"Vancouver Centre/Vancouver-Centre"," 109","Vancouver",0,37,45,1,88,4,51,0,2,228,457
59034,"Vancouver Centre/Vancouver-Centre"," 110","Vancouver",0,18,21,3,48,2,48,0,0,140,383
59034,"Vancouver Centre/Vancouver-Centre"," 111","Vancouver",0,16,9,0,35,1,46,0,1,108,293
59034,"Vancouver Centre/Vancouver-Centre"," 112","Vancouver",2,43,27,2,84,4,92,0,0,254,592
59034,"Vancouver Centre/Vancouver-Centre"," 113","Vancouver",0,10,32,1,35,0,21,1,0,100,266
59034,"Vancouver Centre/Vancouver-Centre"," 114","Vancouver",1,21,39,0,70,1,57,0,1,190,620
59034,"Vancouver Centre/Vancouver-Centre"," 115","Vancouver",0,16,28,1,58,2,29,0,1,135,376
59034,"Vancouver Centre/Vancouver-Centre"," 116","Vancouver",0,14,32,0,61,2,26,0,0,135,322
59034,"Vancouver Centre/Vancouver-Centre"," 117","Vancouver",1,11,36,0,67,0,33,0,0,148,431
59034,"Vancouver Centre/Vancouver-Centre"," 118","Vancouver",1,10,35,0,30,4,22,0,0,102,430
59034,"Vancouver Centre/Vancouver-Centre"," 119","Vancouver",0,12,54,4,92,3,35,1,0,201,617
59034,"Vancouver Centre/Vancouver-Centre"," 120","Vancouver",0,15,26,1,58,0,23,0,0,123,388
59034,"Vancouver Centre/Vancouver-Centre"," 121","Vancouver",0,16,33,2,49,2,13,0,0,115,323
59034,"Vancouver Centre/Vancouver-Centre"," 122","Vancouver",0,15,33,2,81,0,25,0,0,156,381
59034,"Vancouver Centre/Vancouver-Centre"," 123","Vancouver",1,18,26,0,59,1,45,0,3,153,259
59034,"Vancouver Centre/Vancouver-Centre"," 124","Vancouver",0,8,26,0,70,1,38,0,1,144,364
59034,"Vancouver Centre/Vancouver-Centre"," 125","Vancouver",0,15,48,1,80,6,55,0,1,206,471
59034,"Vancouver Centre/Vancouver-Centre"," 126","Vancouver",0,28,59,1,85,2,52,0,0,227,551
59034,"Vancouver Centre/Vancouver-Centre"," 127","Vancouver",Merged with No./Fusionné avec le n°123,,,,,,,,,,272
59034,"Vancouver Centre/Vancouver-Centre"," 128","Vancouver",1,12,42,1,65,2,29,0,2,154,462
59034,"Vancouver Centre/Vancouver-Centre"," 129","Vancouver",0,37,43,3,85,1,59,0,1,229,576
59034,"Vancouver Centre/Vancouver-Centre"," 130","Vancouver",0,15,20,1,75,5,31,0,0,147,433
59034,"Vancouver Centre/Vancouver-Centre"," 131","Vancouver",0,20,46,5,92,3,43,0,2,211,335
59034,"Vancouver Centre/Vancouver-Centre"," 132","Vancouver",0,20,43,3,84,1,45,0,2,198,527
59034,"Vancouver Centre/Vancouver-Centre"," 133","Vancouver",0,11,55,4,81,4,46,0,1,202,502
59034,"Vancouver Centre/Vancouver-Centre"," 134","Vancouver",Merged with No./Fusionné avec le n°131,,,,,,,,,,187
59034,"Vancouver Centre/Vancouver-Centre"," 135","Vancouver",1,16,60,0,73,2,32,0,3,187,605
59034,"Vancouver Centre/Vancouver-Centre"," 136","Vancouver",0,14,31,2,80,1,53,0,1,182,472
59034,"Vancouver Centre/Vancouver-Centre"," 137","Vancouver",1,19,22,2,59,1,51,0,0,155,445
59034,"Vancouver Centre/Vancouver-Centre"," 138","Vancouver",0,8,24,2,50,2,42,0,1,129,407
59034,"Vancouver Centre/Vancouver-Centre"," 139","Vancouver",0,6,32,1,57,0,31,0,3,130,330
59034,"Vancouver Centre/Vancouver-Centre"," 140","Vancouver",2,13,23,1,45,2,26,0,0,112,287
59034,"Vancouver Centre/Vancouver-Centre"," 141","Vancouver",1,23,29,2,63,1,38,0,2,159,456
59034,"Vancouver Centre/Vancouver-Centre"," 142","Vancouver",0,21,38,1,58,3,42,0,3,166,504
59034,"Vancouver Centre/Vancouver-Centre"," 143","Vancouver",0,9,24,2,72,1,41,0,0,149,350
59034,"Vancouver Centre/Vancouver-Centre"," 144","Vancouver",0,10,30,1,41,5,17,0,3,107,296
59034,"Vancouver Centre/Vancouver-Centre"," 145","Vancouver",0,26,45,2,87,3,62,0,2,227,559
59034,"Vancouver Centre/Vancouver-Centre"," 146","Vancouver",0,15,34,1,62,3,30,0,0,145,413
59034,"Vancouver Centre/Vancouver-Centre"," 147","Vancouver",0,8,22,3,47,1,33,1,0,115,321
59034,"Vancouver Centre/Vancouver-Centre"," 148","Vancouver",1,15,42,0,86,3,40,0,2,189,468
59034,"Vancouver Centre/Vancouver-Centre"," 149","Vancouver",0,13,28,2,47,2,24,0,0,116,305
59034,"Vancouver Centre/Vancouver-Centre"," 150","Vancouver",0,17,23,1,51,0,27,0,1,120,341
59034,"Vancouver Centre/Vancouver-Centre"," 151","Vancouver",0,15,27,2,56,3,34,2,1,140,414
59034,"Vancouver Centre/Vancouver-Centre"," 152","Vancouver",0,15,45,1,86,3,23,1,1,175,459
59034,"Vancouver Centre/Vancouver-Centre"," 153","Vancouver",1,18,47,3,96,0,30,0,1,196,538
59034,"Vancouver Centre/Vancouver-Centre"," 154","Vancouver",1,19,63,2,59,0,19,0,3,166,465
59034,"Vancouver Centre/Vancouver-Centre"," 155","Vancouver",1,16,32,5,60,1,25,0,2,142,383
59034,"Vancouver Centre/Vancouver-Centre"," 156","Vancouver",0,11,17,2,30,2,24,1,0,87,306
59034,"Vancouver Centre/Vancouver-Centre"," 157","Vancouver",1,20,60,0,106,2,38,1,1,229,706
59034,"Vancouver Centre/Vancouver-Centre"," 158","Vancouver",1,25,67,2,107,5,39,0,3,249,710
59034,"Vancouver Centre/Vancouver-Centre"," 159","Vancouver",0,23,67,3,96,0,52,0,2,243,271
59034,"Vancouver Centre/Vancouver-Centre"," 160","Vancouver",Merged with No./Fusionné avec le n°159,,,,,,,,,,433
59034,"Vancouver Centre/Vancouver-Centre"," 161","Vancouver",1,12,48,0,61,3,14,0,0,139,486
59034,"Vancouver Centre/Vancouver-Centre"," 162","Vancouver",0,17,66,0,56,1,10,0,0,150,567
59034,"Vancouver Centre/Vancouver-Centre"," 163","Vancouver",0,15,50,1,46,2,22,0,0,136,412
59034,"Vancouver Centre/Vancouver-Centre"," 164","Vancouver",2,13,43,0,56,2,13,0,1,130,500
59034,"Vancouver Centre/Vancouver-Centre"," 165","Vancouver",0,5,55,2,53,0,7,0,1,123,422
59034,"Vancouver Centre/Vancouver-Centre"," 166","Vancouver",0,15,39,1,63,0,24,0,0,142,436
59034,"Vancouver Centre/Vancouver-Centre"," 167","Vancouver",1,24,35,1,95,1,27,0,1,185,431
59034,"Vancouver Centre/Vancouver-Centre"," 168","Vancouver",0,25,24,0,81,0,57,0,2,189,383
59034,"Vancouver Centre/Vancouver-Centre"," 169","Vancouver",1,30,26,0,97,2,85,0,0,241,428
59034,"Vancouver Centre/Vancouver-Centre"," 170","Vancouver",0,24,19,1,75,1,99,0,2,221,385
59034,"Vancouver Centre/Vancouver-Centre"," 171","Vancouver",0,26,18,0,101,4,78,0,2,229,460
59034,"Vancouver Centre/Vancouver-Centre"," 172","Vancouver",0,36,18,0,82,1,62,1,0,200,312
59034,"Vancouver Centre/Vancouver-Centre"," 173","Vancouver",1,31,16,0,89,2,87,0,1,227,464
59034,"Vancouver Centre/Vancouver-Centre"," 174","Vancouver",1,16,28,0,71,0,25,0,0,141,350
59034,"Vancouver Centre/Vancouver-Centre"," 175","Vancouver",0,12,23,0,69,2,29,0,1,136,347
59034,"Vancouver Centre/Vancouver-Centre"," 176","Vancouver",0,8,40,2,69,4,30,0,2,155,407
59034,"Vancouver Centre/Vancouver-Centre"," 177","Vancouver",0,18,32,1,62,0,32,1,1,147,343
59034,"Vancouver Centre/Vancouver-Centre"," 178","Vancouver",0,9,23,2,47,5,14,0,0,100,276
59034,"Vancouver Centre/Vancouver-Centre"," 179","Vancouver",0,18,41,0,80,2,45,0,0,186,515
59034,"Vancouver Centre/Vancouver-Centre"," 180","Vancouver",0,8,28,0,60,0,17,1,0,114,355
59034,"Vancouver Centre/Vancouver-Centre"," 181","Vancouver",0,5,26,0,55,0,27,0,1,114,321
59034,"Vancouver Centre/Vancouver-Centre"," 182","Vancouver",0,11,77,4,82,1,34,0,0,209,585
59034,"Vancouver Centre/Vancouver-Centre"," 183","Vancouver",0,13,43,1,73,2,31,0,0,163,562
59034,"Vancouver Centre/Vancouver-Centre"," 184","Vancouver",0,28,31,0,41,3,20,0,0,123,426
59034,"Vancouver Centre/Vancouver-Centre"," 185","Vancouver",Merged with No./Fusionné avec le n°186,,,,,,,,,,341
59034,"Vancouver Centre/Vancouver-Centre"," 186","Vancouver",0,20,48,3,97,3,30,0,0,201,358
59034,"Vancouver Centre/Vancouver-Centre"," 187","Vancouver",0,18,38,1,71,2,35,0,1,166,493
59034,"Vancouver Centre/Vancouver-Centre"," 188","Vancouver",0,11,39,1,55,1,27,0,0,134,373
59034,"Vancouver Centre/Vancouver-Centre"," 189","Vancouver",0,11,33,0,50,2,18,0,0,114,408
59034,"Vancouver Centre/Vancouver-Centre"," 190","Vancouver",1,19,35,0,60,4,48,0,1,168,513
59034,"Vancouver Centre/Vancouver-Centre"," 191","Vancouver",0,19,60,1,76,2,23,0,1,182,530
59034,"Vancouver Centre/Vancouver-Centre"," 192","Vancouver",3,18,54,2,75,2,30,0,6,190,558
59034,"Vancouver Centre/Vancouver-Centre"," 193","Vancouver",1,10,44,0,33,1,10,0,1,100,333
59034,"Vancouver Centre/Vancouver-Centre"," 194","Vancouver",1,10,14,1,50,1,24,0,0,101,314
59034,"Vancouver Centre/Vancouver-Centre"," 195","Vancouver",1,19,23,3,45,0,44,0,1,136,418
59034,"Vancouver Centre/Vancouver-Centre"," 196","Vancouver",1,20,27,2,61,7,52,0,0,170,462
59034,"Vancouver Centre/Vancouver-Centre"," 197","Vancouver",3,30,24,0,46,2,48,0,2,155,417
59034,"Vancouver Centre/Vancouver-Centre"," 198","Vancouver",0,15,23,1,56,2,22,0,1,120,361
59034,"Vancouver Centre/Vancouver-Centre"," 199","Vancouver",0,19,39,2,90,2,34,1,0,187,510
59034,"Vancouver Centre/Vancouver-Centre"," 200","Vancouver",0,21,68,2,77,1,26,0,1,196,422
59034,"Vancouver Centre/Vancouver-Centre"," 201","Vancouver",0,20,15,2,40,1,33,0,0,111,339
59034,"Vancouver Centre/Vancouver-Centre"," 202","Vancouver",0,36,51,2,111,9,68,0,0,277,655
59034,"Vancouver Centre/Vancouver-Centre"," 203","Vancouver",0,10,35,4,45,0,48,1,2,145,386
59034,"Vancouver Centre/Vancouver-Centre"," 204","Vancouver",2,43,48,2,122,3,46,0,0,266,724
59034,"Vancouver Centre/Vancouver-Centre"," 205","Vancouver",0,13,31,0,85,1,34,0,0,164,406
59034,"Vancouver Centre/Vancouver-Centre"," 206","Vancouver",1,16,36,0,54,4,34,0,0,145,413
59034,"Vancouver Centre/Vancouver-Centre"," 207","Vancouver",1,25,30,1,85,0,39,0,0,181,472
59034,"Vancouver Centre/Vancouver-Centre"," 208","Vancouver",0,15,38,2,48,1,21,0,0,125,321
59034,"Vancouver Centre/Vancouver-Centre"," 209","Vancouver",0,16,74,4,125,2,78,0,1,300,653
59034,"Vancouver Centre/Vancouver-Centre"," 210","Vancouver",0,18,55,0,74,1,62,1,1,212,512
59034,"Vancouver Centre/Vancouver-Centre"," 211","Vancouver",0,8,35,1,83,0,40,0,1,168,464
59034,"Vancouver Centre/Vancouver-Centre"," 212","Vancouver",1,13,38,0,48,1,22,0,1,124,272
59034,"Vancouver Centre/Vancouver-Centre"," 213","Vancouver",1,25,71,4,107,3,65,1,1,278,696
59034,"Vancouver Centre/Vancouver-Centre"," 214","Vancouver",0,19,27,2,47,3,34,1,3,136,289
59034,"Vancouver Centre/Vancouver-Centre"," 215","Vancouver",0,13,16,1,48,1,26,0,0,105,287
59034,"Vancouver Centre/Vancouver-Centre"," 400","Vancouver",0,2,14,0,6,0,13,0,0,35,85
59034,"Vancouver Centre/Vancouver-Centre"," 401","Vancouver",Void/Supprimé,,,,,,,,,,
59034,"Vancouver Centre/Vancouver-Centre"," 402","Vancouver",Void/Supprimé,,,,,,,,,,
59034,"Vancouver Centre/Vancouver-Centre"," 403","Vancouver",Void/Supprimé,,,,,,,,,,
59034,"Vancouver Centre/Vancouver-Centre"," 500","Mobile poll/Bureau itinérant",3,7,8,1,25,2,17,0,2,65,158
59034,"Vancouver Centre/Vancouver-Centre"," 501","Mobile poll/Bureau itinérant",1,9,8,2,27,0,19,0,9,75,135
59034,"Vancouver Centre/Vancouver-Centre"," 502","Mobile poll/Bureau itinérant",0,1,1,2,23,1,5,0,4,37,110
59034,"Vancouver Centre/Vancouver-Centre"," 600","Vancouver",4,141,115,2,357,13,211,0,0,843,
59034,"Vancouver Centre/Vancouver-Centre"," 601","Vancouver",0,77,132,3,215,2,83,0,1,513,
59034,"Vancouver Centre/Vancouver-Centre"," 602","Vancouver",4,137,142,2,364,13,161,1,0,824,
59034,"Vancouver Centre/Vancouver-Centre"," 603","Vancouver",1,73,257,9,442,8,93,0,5,888,
59034,"Vancouver Centre/Vancouver-Centre"," 604","Vancouver",1,35,84,5,204,10,122,0,2,463,
59034,"Vancouver Centre/Vancouver-Centre"," 605","Vancouver",1,114,80,1,263,10,166,0,0,635,
59034,"Vancouver Centre/Vancouver-Centre"," 606","Vancouver",1,125,106,2,331,15,224,0,3,807,
59034,"Vancouver Centre/Vancouver-Centre"," 607","Vancouver",0,168,78,6,344,12,232,1,4,845,
59034,"Vancouver Centre/Vancouver-Centre"," 608","Vancouver",0,170,69,2,277,11,207,0,2,738,
59034,"Vancouver Centre/Vancouver-Centre"," 609","Vancouver",6,132,120,3,366,20,240,0,8,895,
59034,"Vancouver Centre/Vancouver-Centre"," 610","Vancouver",1,47,95,3,239,6,63,0,0,454,
59034,"Vancouver Centre/Vancouver-Centre"," 611","Vancouver",0,37,128,1,179,4,61,0,1,411,
59034,"Vancouver Centre/Vancouver-Centre"," 612","Vancouver",0,37,126,1,172,14,91,1,3,445,
59034,"Vancouver Centre/Vancouver-Centre"," 613","Vancouver",2,88,83,1,287,6,200,0,6,673,
59034,"Vancouver Centre/Vancouver-Centre"," 614","Vancouver",0,127,87,4,293,8,155,0,2,676,
59034,"Vancouver Centre/Vancouver-Centre"," 615","Vancouver",2,146,102,2,371,14,289,3,3,932,
59034,"Vancouver Centre/Vancouver-Centre"," 616","Vancouver",2,108,102,3,329,11,203,0,7,765,
59034,"Vancouver Centre/Vancouver-Centre"," 617","Vancouver",2,54,109,7,271,6,119,0,2,570,
59034,"Vancouver Centre/Vancouver-Centre"," 618","Vancouver",2,61,132,2,281,7,111,0,2,598,
59034,"Vancouver Centre/Vancouver-Centre"," 619","Vancouver",0,57,157,2,243,8,88,0,1,556,
59034,"Vancouver Centre/Vancouver-Centre"," 620","Vancouver",2,75,170,9,374,6,104,0,3,743,
59034,"Vancouver Centre/Vancouver-Centre"," 621","Vancouver",2,100,243,5,384,17,96,1,8,856,
59034,"Vancouver Centre/Vancouver-Centre"," 622","Vancouver",1,100,282,10,469,12,143,0,3,1020,
59034,"Vancouver Centre/Vancouver-Centre"," 623","Vancouver",0,70,75,0,167,5,113,0,1,431,
