Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Barthélémy Boisguérin,François-Philippe Champagne,Bruno-Pier Courchesne,Julie Déziel,Stéphanie Dufresne,Nicole Morin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 33","Hervey-Jonction",8,37,30,3,3,61,4,146,260
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 34","Notre-Dame-de-Montauban",2,37,27,0,5,67,3,141,253
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 35","Notre-Dame-de-Montauban",4,48,36,1,7,68,6,170,277
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 36","Grande Anse",0,33,14,2,0,24,2,75,132
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 37","Saint-Joseph-de-Mékinac",4,49,36,2,4,70,6,171,265
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 38","Lac-aux-Sables",5,44,37,4,1,79,2,172,302
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 39","Lac-aux-Sables",12,47,19,1,0,60,3,142,244
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 40","Lac-aux-Sables",11,57,39,3,1,74,4,189,321
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 41","Notre-Dame-de-Montauban",1,11,13,1,0,32,6,64,118
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 42","Sainte-Thècle",9,55,28,3,5,69,2,171,376
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 43","Sainte-Thècle",3,46,24,7,6,46,4,136,302
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 44","Sainte-Thècle",4,21,8,0,5,42,3,83,269
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 45","Sainte-Thècle",6,28,22,0,29,5,5,95,256
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 46","Sainte-Thècle",8,59,41,0,7,79,0,194,411
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 47","Sainte-Thècle",4,60,46,1,5,55,1,172,361
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 48","Saint-Roch-de-Mékinac",2,61,21,1,4,69,3,161,287
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 49","Saint-Adelphe",9,90,49,2,15,78,5,248,395
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 50","Saint-Adelphe",7,81,58,5,15,75,5,246,391
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 51","Saint-Tite",5,61,16,2,3,26,3,116,266
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 52","Saint-Tite",8,81,29,5,9,60,5,197,306
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 53","Saint-Tite",8,58,17,3,4,37,2,129,277
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 54","Saint-Tite",7,55,27,1,6,50,1,147,345
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 55","Saint-Tite",3,69,32,3,1,48,5,161,343
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 56","Saint-Tite",4,52,40,3,5,27,4,135,337
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 57","Saint-Tite",6,49,25,0,2,30,5,117,278
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 58","Saint-Tite",11,90,42,3,5,100,3,254,406
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 59","Saint-Tite",6,78,43,2,4,51,2,186,414
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 60","Grandes-Piles",10,64,22,3,8,60,3,170,379
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 61","Saint-Prosper",1,41,25,1,1,35,0,104,215
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 62","Saint-Prosper",7,50,28,0,8,56,2,151,229
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 63","Sainte-Anne-de-la-Pérade",13,46,22,0,5,70,2,158,267
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 64","Sainte-Anne-de-la-Pérade",7,26,23,4,5,37,0,102,218
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 65","Sainte-Anne-de-la-Pérade",6,61,33,1,6,68,6,181,322
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 66","Sainte-Anne-de-la-Pérade",7,65,49,3,5,66,5,200,363
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 67","Sainte-Anne-de-la-Pérade",9,84,48,7,11,77,5,241,431
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 68","Proulxville",2,55,32,8,5,60,3,165,253
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 69","Proulxville",9,83,50,11,9,75,7,244,420
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 70","Hérouxville",9,52,34,6,6,80,7,194,322
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 71","Hérouxville",9,84,36,8,6,79,1,223,455
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 72","Hérouxville",16,60,25,8,5,79,7,200,342
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 73","Saint-Stanislas",4,78,40,6,6,53,4,191,317
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 74","Saint-Stanislas",7,63,26,3,1,57,1,158,262
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 75","Saint-Stanislas",9,60,31,1,4,44,7,156,298
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 76","Shawinigan",2,74,15,1,7,52,4,155,318
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 77","Shawinigan",8,94,22,1,6,72,1,204,312
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 78","Shawinigan",6,62,24,2,2,90,1,187,423
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 79","Shawinigan",14,83,23,0,4,66,3,193,377
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 80","Shawinigan",7,74,37,11,1,56,1,187,401
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 81","Shawinigan",6,73,30,1,4,56,2,172,408
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 82","Shawinigan",6,75,27,2,2,67,1,180,441
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 83","Shawinigan",13,51,18,6,5,54,8,155,405
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 84","Shawinigan",15,108,27,9,2,54,6,221,435
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 85","Shawinigan",4,59,12,4,6,49,1,135,360
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 86","Shawinigan",7,88,11,4,6,49,2,167,367
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 87","Shawinigan",0,20,3,0,1,23,3,50,208
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 88","Shawinigan",10,69,18,2,6,44,5,154,363
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 89","Shawinigan",10,50,14,2,5,52,7,140,395
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 90","Shawinigan",4,38,12,2,3,40,4,103,366
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 91","Shawinigan",7,29,23,2,2,50,3,116,380
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 92","Shawinigan",11,66,16,3,8,40,2,146,432
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 93","Shawinigan",8,114,26,3,1,53,4,209,410
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 94","Shawinigan",11,40,21,4,7,34,0,117,343
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 95","Shawinigan",5,55,13,2,3,28,3,109,333
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 96","Sainte-Geneviève-de-Batiscan",6,36,34,4,4,38,0,122,295
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 97","Sainte-Geneviève-de-Batiscan",9,43,14,4,7,54,2,133,302
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 98","Sainte-Geneviève-de-Batiscan",11,49,27,2,8,46,1,144,276
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 99","Saint-Narcisse",9,49,45,5,5,70,6,189,380
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 100","Saint-Narcisse",11,83,34,0,6,55,2,191,311
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 101","Saint-Narcisse",11,40,30,5,1,54,7,148,297
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 102","Saint-Narcisse",15,92,36,4,3,70,10,230,453
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 103","Shawinigan",12,82,15,2,7,83,2,203,412
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 104","Shawinigan",5,82,22,2,12,74,4,201,365
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 105","Shawinigan",9,124,37,0,4,70,6,250,479
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 106","Shawinigan",9,132,33,4,18,81,6,283,493
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 107","Shawinigan",13,116,22,1,4,85,1,242,411
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 108","Shawinigan",4,85,33,3,4,50,5,184,407
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 109","Shawinigan",2,68,38,4,5,43,1,161,397
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 110","Shawinigan",3,72,26,5,7,44,2,159,381
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 111","Shawinigan",4,68,38,3,3,54,3,173,418
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 112","Shawinigan",11,65,22,7,7,65,3,180,401
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 113","Shawinigan",12,81,35,1,2,59,5,195,418
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 114","Shawinigan",19,90,30,7,11,77,3,237,492
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 115","Shawinigan",13,92,39,15,7,88,5,259,490
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 116","Shawinigan",20,79,45,4,4,85,4,241,484
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 117","Shawinigan",13,78,18,1,9,56,1,176,362
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 118","Shawinigan",14,48,31,2,4,60,6,165,392
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 119","Shawinigan",10,52,10,2,3,42,4,123,358
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 120","Shawinigan",4,46,17,3,7,44,1,122,356
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 121","Shawinigan",9,83,25,0,1,63,7,188,414
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 122","Shawinigan",1,50,11,3,4,45,6,120,359
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 123","Shawinigan",10,76,15,3,8,59,0,171,388
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 124","Shawinigan",6,96,8,2,3,55,0,170,397
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 125","Shawinigan",11,50,26,2,6,46,4,145,368
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 126","Shawinigan",7,56,22,7,3,58,3,156,378
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 127","Shawinigan",17,50,19,0,4,56,6,152,397
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 128","Shawinigan",9,68,20,5,4,92,1,199,527
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 129","Batiscan",15,66,47,2,0,72,4,206,414
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 130","Batiscan",11,72,32,1,6,100,2,224,391
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 131","Shawinigan",5,70,12,0,2,52,2,143,368
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 132","Shawinigan",6,46,30,1,2,56,6,147,360
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 133","Shawinigan",14,90,20,4,4,63,3,198,410
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 134","Shawinigan",5,63,22,1,1,40,5,137,334
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 135","Shawinigan",7,55,5,1,4,40,2,114,333
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 136","Shawinigan",6,40,16,2,5,49,8,126,337
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 137","Shawinigan",11,52,22,3,5,65,3,161,441
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 138","Shawinigan",11,52,12,7,7,41,5,135,375
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 139","Shawinigan",6,42,14,3,3,42,3,113,394
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 140","Shawinigan",14,48,13,1,6,47,6,135,377
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 141","Shawinigan",5,42,16,2,6,53,4,128,351
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 142","Shawinigan",14,59,26,5,4,54,1,163,406
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 143","Shawinigan",8,117,36,8,4,67,8,248,437
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 144","Shawinigan",8,86,36,4,2,63,1,200,373
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 145","Shawinigan",12,85,23,3,3,55,2,183,346
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 146","Shawinigan",12,51,18,3,4,53,4,145,345
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 147","Shawinigan",14,93,25,3,4,85,8,232,435
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 148","Shawinigan",8,77,32,5,9,59,6,196,385
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 149","Saint-Luc",8,43,22,5,1,39,1,119,222
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 150","Saint-Luc",11,39,26,4,7,44,3,134,233
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 151","Shawinigan",14,28,14,1,3,31,2,93,404
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 152","Shawinigan",5,25,16,3,2,24,4,79,303
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 153","Shawinigan",4,38,22,8,2,28,5,107,407
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 154","Shawinigan",9,42,18,4,0,31,2,106,378
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 155","Shawinigan",5,38,24,2,5,49,4,127,414
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 156","Shawinigan",8,53,16,0,6,53,2,138,410
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 157","Shawinigan",9,51,22,3,3,43,3,134,432
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 158","Shawinigan",5,48,13,3,2,52,7,130,355
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 159","Shawinigan",2,72,14,6,4,57,4,159,352
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 160","Shawinigan",16,115,31,0,8,64,2,236,505
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 161","Shawinigan",6,84,37,10,11,71,4,223,609
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 162","Shawinigan",8,67,21,0,4,41,2,143,374
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 163","Shawinigan",15,54,11,1,6,45,3,135,404
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 164","Shawinigan",10,76,18,4,9,52,2,171,452
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 165","Shawinigan",4,38,18,2,5,48,6,121,364
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 166","Shawinigan",12,60,18,2,6,73,9,180,402
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 167","Shawinigan",10,47,35,2,4,51,2,151,415
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 168","Shawinigan",5,48,21,0,7,54,6,141,352
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 169","Shawinigan",7,65,17,3,3,45,0,140,374
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 170","Shawinigan",12,60,8,2,4,46,1,133,369
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 171","Shawinigan",10,53,13,7,8,55,1,147,375
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 172","Shawinigan",19,62,15,1,13,55,5,170,484
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 173","Shawinigan",11,53,9,1,10,41,2,127,404
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 174","Shawinigan",15,47,19,0,11,32,2,126,362
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 175","Shawinigan",18,54,11,4,6,39,8,140,370
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 176","Shawinigan",21,88,17,3,9,64,4,206,440
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 177","Shawinigan",11,63,5,2,5,42,6,134,357
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 178","Saint-Maurice",15,55,56,1,7,47,5,186,289
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 179","Saint-Maurice",8,48,40,2,2,47,3,150,240
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 180","Saint-Maurice",16,35,29,5,4,60,1,150,303
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 181","Saint-Maurice",11,71,20,2,2,35,2,143,222
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 182","Saint-Maurice",10,64,59,5,9,55,3,205,312
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 183","Saint-Maurice",15,68,54,3,12,76,5,233,415
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 184","Saint-Maurice",13,61,39,6,12,67,3,201,380
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 185","Saint-Maurice",16,47,48,6,7,72,2,198,341
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 186","Champlain",8,63,38,2,6,67,0,184,283
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 187","Champlain",24,96,38,13,16,76,4,267,443
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 188","Champlain",6,74,28,2,19,83,3,215,360
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 189","Champlain",13,73,46,2,12,97,1,244,390
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 190","Notre-Dame-du-Mont-Carmel",13,30,31,1,8,54,5,142,337
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 191","Notre-Dame-du-Mont-Carmel",10,68,18,5,3,59,3,166,332
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 192","Notre-Dame-du-Mont-Carmel",6,37,25,1,5,25,1,100,226
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 193","Notre-Dame-du-Mont-Carmel",3,24,31,3,3,55,2,121,301
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 194","Notre-Dame-du-Mont-Carmel",8,77,50,3,5,55,5,203,423
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 195","Notre-Dame-du-Mont-Carmel",5,33,41,1,4,45,2,131,321
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 196","Notre-Dame-du-Mont-Carmel",7,29,20,2,1,26,1,86,243
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 197","Notre-Dame-du-Mont-Carmel",8,55,31,0,3,44,5,146,310
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 198","Notre-Dame-du-Mont-Carmel",14,58,31,2,5,32,3,145,384
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 199","Notre-Dame-du-Mont-Carmel",11,31,22,5,0,46,3,118,318
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 200","Notre-Dame-du-Mont-Carmel",8,53,23,2,5,61,8,160,409
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 201","Notre-Dame-du-Mont-Carmel",7,56,16,3,3,38,2,125,288
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 202","Notre-Dame-du-Mont-Carmel",12,49,46,0,2,42,3,154,377
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 203","Notre-Dame-du-Mont-Carmel",9,36,26,3,1,54,2,131,402
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 204","Shawinigan",7,50,27,2,7,57,2,152,359
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 205","Shawinigan",11,52,12,1,5,46,3,130,364
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 206","Shawinigan",13,98,19,2,2,55,7,196,444
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 207","Shawinigan",6,53,14,2,9,37,3,124,357
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 208","Shawinigan",11,72,15,2,4,47,3,154,374
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 209","Shawinigan",13,70,28,1,5,62,3,182,429
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 210","Shawinigan",16,75,25,5,5,51,6,183,392
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 211","Shawinigan",9,84,24,1,8,38,2,166,435
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 212","Shawinigan",13,73,24,1,3,53,5,172,439
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 213","Shawinigan",10,90,24,1,1,43,2,171,377
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 214","Shawinigan",11,78,17,3,6,53,1,169,405
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 215","Shawinigan",13,97,26,0,6,62,1,205,484
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 216","Trois-Rivières",13,48,36,1,3,57,5,163,321
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 217","Trois-Rivières",8,62,66,4,6,79,4,229,451
