Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Kevin Copley,Anthony Edmonds,Sybil Hogg,Darrell Samson,Matt Stickland,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 34","Lower East Chezzetcook",37,21,7,72,47,0,184,283
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 35","Fall River",94,22,3,72,26,0,217,460
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 36","Fall River",50,34,0,102,53,2,241,511
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 37","Fall River",78,20,3,86,32,0,219,407
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 38","Fall River West",45,24,2,108,46,1,226,453
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 39","Fall River West",36,33,6,84,52,0,211,426
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 40","Fall River West",33,27,0,83,30,3,176,375
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 41","North Preston",7,4,3,57,16,2,89,331
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 42","North Preston",4,4,1,81,34,0,124,459
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 43","Cherry Brook--Lake Major",6,3,0,27,16,1,53,243
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 44","Porters Lake--West Chezzetcook",50,15,2,55,47,1,170,316
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 45","Middle Porters Lake",45,33,7,94,42,0,221,435
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 46","Middle Porters Lake",47,34,0,78,31,0,190,403
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 47","Halifax",46,27,1,67,56,0,197,417
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 48","Halifax",68,22,9,95,82,2,278,496
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 49","Halifax",48,27,1,94,80,0,250,462
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 50","Halifax",50,23,6,81,49,2,211,406
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 51","Halifax",49,26,1,47,31,1,155,345
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 52","Minesville",41,15,2,102,37,4,201,354
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 53","Upper Lawrencetown",52,31,2,86,45,0,216,323
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 54","East Preston",20,19,4,77,44,2,166,444
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 55","East Preston",20,7,0,95,57,0,179,444
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 56","Halifax",68,26,3,102,43,0,242,480
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 57","Halifax",51,38,6,79,96,0,270,586
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 58","Halifax",45,36,2,77,77,0,237,491
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 59","Fall River West",37,31,1,89,46,2,206,406
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 60","Windsor Junction",47,41,2,58,32,1,181,391
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 61","Windsor Junction",28,26,0,69,41,1,165,378
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 62","Windsor Junction",44,22,0,82,29,0,177,410
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 63","Halifax",34,28,3,68,55,1,189,380
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 64","Lewis Lake",39,24,3,65,36,2,169,357
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 65","Springfield Lake",28,12,2,49,37,1,129,258
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 66","Upper Sackville",46,26,2,89,57,0,220,492
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 67","Springfield Lake",30,14,1,35,35,0,115,240
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 68","Waverley",26,28,2,104,35,0,195,397
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 69","Waverley",40,30,1,115,27,0,213,403
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 70","Waverley",41,34,2,106,31,0,214,396
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 71","Waverley",38,29,3,76,35,0,181,378
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 72","Halifax",51,29,5,117,49,0,251,447
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 73","Halifax",77,11,4,85,57,1,235,468
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 74","Halifax",62,21,2,98,108,0,291,570
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 75","Halifax",48,19,3,100,57,2,229,435
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 76","Halifax",33,28,4,94,93,1,253,523
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 77","Halifax",22,12,2,31,28,0,95,182
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 78","Halifax",38,21,5,92,49,0,205,372
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 79","Halifax",57,21,3,72,51,2,206,397
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 80","Upper Sackville",45,23,8,62,55,0,193,422
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 81","Halifax",48,6,0,80,38,0,172,316
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 82","Halifax",24,8,2,48,16,0,98,168
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 83","Halifax",55,20,1,76,51,0,203,399
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 84","Halifax",58,25,3,90,51,1,228,435
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 85","Halifax",83,26,2,122,107,4,344,609
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 86","Halifax",48,16,1,79,60,1,205,372
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 87A","Halifax",40,12,2,69,49,0,172,348
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 87B","Halifax",56,14,7,89,52,1,219,387
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 88","Halifax",90,23,6,102,92,1,314,595
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 89","Halifax",39,16,5,71,75,0,206,411
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 90","Halifax",56,18,5,92,77,0,248,421
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 91","Halifax",30,14,5,72,80,1,202,411
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 92","Halifax",41,9,3,80,81,1,215,365
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 93","Halifax",45,25,1,90,98,2,261,469
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 94","Halifax",33,17,1,71,46,0,168,360
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 95","Halifax",40,26,7,107,83,2,265,494
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 96","Halifax",29,21,0,78,43,0,171,353
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 97","Seaforth",65,45,8,97,72,3,290,507
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 98","Halifax",44,19,4,85,45,0,197,390
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 99","Halifax",46,18,4,88,65,0,221,400
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 100","Halifax",29,17,6,54,53,0,159,389
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 101","Halifax",25,12,3,78,44,0,162,349
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 102","Lakeview",40,28,4,107,46,3,228,389
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 103","Halifax",51,15,5,69,35,1,176,335
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 104","Halifax",31,23,4,67,48,1,174,370
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 105","Halifax",49,16,4,81,67,1,218,419
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 106","Halifax",32,19,3,74,64,0,192,378
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 107","Halifax",34,21,9,49,42,0,155,366
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 108","Halifax",54,29,2,93,93,0,271,454
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 109A","Halifax",44,8,1,71,45,0,169,352
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 109B","Halifax",43,16,3,64,61,0,187,415
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 110","Halifax",42,32,6,116,41,0,237,456
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 111","Lake Major",25,14,2,44,31,0,116,355
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 112","Loon Lake",34,15,4,114,48,0,215,406
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 113","Loon Lake",27,17,7,90,54,0,195,372
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 114","Halifax",26,21,6,51,49,1,154,351
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 115","Halifax",38,17,2,71,64,1,193,374
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 116","Halifax",23,20,2,53,46,0,144,341
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 117","Halifax",27,14,2,76,38,2,159,334
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 118","Upper Lawrencetown",53,21,2,129,72,2,279,443
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 119","Upper Lawrencetown",59,38,7,104,88,0,296,464
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 120","Upper Lawrencetown",66,18,10,87,59,2,242,403
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 121","Upper Lawrencetown",24,36,2,60,38,0,160,327
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 122","Upper Lawrencetown",29,29,1,38,21,1,119,228
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 123","Halifax",36,15,4,78,39,0,172,362
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 124","Halifax",25,11,0,60,42,1,139,318
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 125","Halifax",43,18,3,70,48,0,182,345
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 126","Lake Major",20,19,0,48,26,0,113,284
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 127","Halifax",53,31,6,79,61,4,234,471
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 128","Cole Harbour",54,19,1,85,34,0,193,408
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 129","Halifax",24,8,4,42,45,0,123,308
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 130","Halifax",39,20,0,85,60,0,204,490
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 131","Halifax",38,21,3,70,45,1,178,393
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 132","Halifax",80,24,2,133,60,0,299,553
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 133","Halifax",40,13,1,56,62,0,172,383
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 134","Halifax",47,22,7,76,57,3,212,424
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 135","Halifax",35,8,5,66,52,1,167,346
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 136","Halifax",43,28,4,79,64,2,220,444
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 137","Halifax",33,6,3,62,63,2,169,372
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 138","Halifax",43,28,8,95,54,1,229,433
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 139","Halifax",30,26,6,70,56,0,188,352
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 140","Halifax",57,29,6,98,81,1,272,566
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 141","Halifax",20,15,3,59,32,0,129,322
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 142","Halifax",29,11,2,78,55,0,175,577
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 143","Halifax",21,4,4,34,56,2,121,383
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 144","Halifax",34,25,4,83,86,2,234,558
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 145","Halifax",55,25,4,102,62,0,248,556
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 146","Halifax",35,21,1,90,49,0,196,412
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 147","Halifax",48,27,6,69,81,3,234,588
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 148","Halifax",25,17,1,40,32,2,117,327
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 149","Halifax",36,13,3,54,46,4,156,341
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 150","Lawrencetown Beach",61,32,1,78,52,0,224,480
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 151","Minesville",43,35,4,88,39,4,213,405
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 152","West Lawrencetown",44,36,1,58,44,2,185,360
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 153","Lawrencetown",34,32,4,91,42,0,203,429
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 154","Halifax",41,15,2,90,65,2,215,440
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 155","Halifax",71,30,7,96,51,1,256,481
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 156","Halifax",49,44,4,88,70,6,261,473
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 157A","Halifax",42,13,8,49,44,1,157,332
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 157B","Halifax",27,17,1,47,43,1,136,333
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 158","Halifax",51,14,5,88,104,0,262,561
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 159","Halifax",50,22,2,62,72,0,208,466
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 160","Halifax",47,27,3,73,60,2,212,502
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 161","Halifax",43,20,9,74,63,2,211,423
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 162","Halifax",54,29,4,94,80,0,261,571
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 163","Halifax",42,16,2,63,47,7,177,352
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 164","Halifax",62,32,6,81,82,2,265,520
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 165","Halifax",33,19,3,87,48,0,190,444
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 166","Halifax",39,22,17,94,56,0,228,490
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 167","Halifax",32,19,2,53,59,3,168,390
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 168","Halifax",38,21,2,70,73,3,207,476
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 169","Halifax",40,17,10,68,71,9,215,475
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 170","Halifax",35,13,4,64,66,0,182,381
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 171","Halifax",36,28,3,75,57,2,201,399
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 172","Halifax",41,16,10,64,43,3,177,361
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 400","Halifax",11,3,1,13,5,2,35,178
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 500","Mobile poll/Bureau itinérant",11,4,2,12,2,0,31,99
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 600","Fletchers Lake",131,75,1,236,68,1,512,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 601","Halifax",245,134,18,332,172,3,904,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 602","Halifax",214,103,20,435,196,1,969,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 603","Halifax",237,79,11,426,230,6,989,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 604","Halifax",154,86,15,313,213,2,783,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 605","Halifax",219,82,15,420,212,13,961,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 606","Halifax",224,109,13,425,205,2,978,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 607","Halifax",145,101,10,332,68,3,659,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 608","Halifax",240,113,4,370,89,6,822,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 609","Halifax",166,101,9,307,104,2,689,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 610","Halifax",85,36,3,224,69,0,417,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 611","Halifax",150,73,13,243,138,4,621,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 612","Halifax",129,87,6,212,73,11,518,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 613","Halifax",154,114,8,308,114,8,706,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 614","Halifax",136,64,9,230,84,1,524,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 615","Halifax",220,113,11,333,227,7,911,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook"," 616","Halifax",203,78,12,338,172,11,814,
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook",,Group 1/Groupe 1, 141,58,12,101,65,17,394,122
12008,"Sackville--Preston--Chezzetcook/Sackville--Preston--Chezzetcook",,Group 2/Groupe 2, 363,202,18,526,237,32,1378,
