Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Abdul Abdi,Vincent Cama,Serge Guevorkian,Nick Lin,Angella MacEwen,Butch Moore,Sean Mulligan,David Stibbe,Anita Vandenbeld,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 38","Ottawa",62,0,0,1,55,0,1,12,105,3,239,471
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 39","Ottawa",34,0,3,0,42,1,0,13,155,0,248,411
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 40","Ottawa",54,0,2,0,35,0,0,17,105,2,215,421
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 41","Ottawa",48,1,2,0,41,0,0,20,82,0,194,298
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 42","Ottawa",54,0,1,0,41,0,1,11,124,2,234,434
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 43","Nepean",38,0,4,0,51,0,0,12,58,0,163,335
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 44","Nepean",67,0,4,0,36,0,3,7,98,3,218,477
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 45","Nepean",47,0,6,0,70,0,2,21,80,1,227,549
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 46","Nepean",74,0,2,0,47,0,0,17,119,2,261,479
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 47","Nepean",96,0,1,0,31,0,0,21,168,1,318,477
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 48","Nepean",47,2,3,0,30,0,3,5,92,2,184,354
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 49","Ottawa",49,0,0,0,31,0,1,9,136,1,227,454
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 50","Ottawa",45,0,4,0,46,2,1,17,114,0,229,444
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 51","Ottawa",36,0,4,0,58,0,1,24,99,1,223,428
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 52","Ottawa",38,0,3,0,44,1,0,6,71,4,167,423
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 53","Ottawa",33,1,3,0,42,1,0,15,72,2,169,443
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 54","Nepean",39,0,2,0,65,0,2,8,82,5,203,414
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 55","Nepean",52,0,2,0,19,0,1,17,110,1,202,400
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 56","Nepean",52,0,0,0,36,1,2,15,97,2,205,360
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 57A","Nepean",38,0,1,0,23,0,1,15,84,2,164,416
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 57B","Nepean",44,0,3,1,46,0,0,11,82,2,189,454
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 58","Ottawa",Merged with No./Fusionné avec le n°60,,,,,,,,,,,290
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 59","Ottawa",80,0,4,0,43,0,1,16,128,0,272,480
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 60","Ottawa",112,0,7,0,61,0,0,11,220,4,415,515
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 61","Ottawa",65,0,7,0,97,2,0,19,115,0,305,599
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 62","Ottawa",41,0,1,1,96,0,3,13,90,3,248,550
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 63","Ottawa",62,0,4,0,42,0,0,6,116,2,232,414
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 64","Ottawa",43,0,3,0,36,0,1,8,101,2,194,351
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 65","Ottawa",54,0,1,0,46,0,2,17,128,2,250,415
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 66","Ottawa",31,0,2,0,43,1,1,11,77,2,168,395
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 67","Ottawa",51,1,3,0,43,0,0,25,121,1,245,456
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 68","Ottawa",42,0,6,0,54,0,0,16,113,2,233,438
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 69","Ottawa",53,0,2,0,67,0,1,21,86,2,232,522
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 70","Ottawa",70,0,1,0,34,0,2,11,76,2,196,440
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 71","Nepean",76,0,3,0,36,0,2,17,132,3,269,423
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 72","Nepean",68,1,1,0,25,0,2,9,127,1,234,422
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 73","Nepean",89,0,3,0,31,0,2,14,129,0,268,458
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 74","Nepean",77,1,1,0,49,3,4,18,108,0,261,442
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 75","Nepean",49,2,2,0,39,1,3,9,92,5,202,373
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 76A","Nepean",38,0,3,0,34,0,2,11,101,2,191,310
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 76B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°80C,,,,,,,,,,,70
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 76C","Nepean",Merged with No./Fusionné avec le n°424,,,,,,,,,,,91
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 77","Nepean",57,0,3,0,37,1,1,16,60,0,175,354
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 78","Nepean",28,0,3,0,51,0,1,7,97,0,187,412
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 79","Nepean",59,0,1,0,36,0,3,13,69,3,184,406
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 80A","Nepean",46,0,1,0,32,0,2,4,59,0,144,373
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 80B","Nepean",47,1,4,0,29,0,0,8,80,1,170,385
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 80C","Mobile poll/Bureau itinérant",122,2,1,3,19,0,5,4,64,13,233,113
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 81","Nepean",120,0,5,0,43,1,5,12,120,3,309,611
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 82","Ottawa",38,1,5,0,42,0,1,26,81,1,195,469
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 83","Ottawa",55,1,4,0,55,1,2,27,123,2,270,499
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 84","Ottawa",25,0,1,0,31,0,1,6,121,8,193,422
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 85","Nepean",73,0,2,1,25,1,1,18,99,1,221,400
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 86","Nepean",90,1,2,0,35,0,1,20,100,0,249,412
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 87","Nepean",97,1,2,0,38,0,2,20,100,3,263,430
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 88","Nepean",65,0,5,0,30,0,4,8,75,3,190,368
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 89","Nepean",56,0,4,0,33,0,1,6,99,1,200,403
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 90","Nepean",73,1,2,1,28,0,7,12,97,1,222,419
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 91","Nepean",77,1,3,0,28,0,1,14,99,0,223,454
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 92","Ottawa",62,0,4,0,45,0,0,12,90,2,215,449
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 93","Ottawa",34,0,1,0,52,0,0,6,105,1,199,375
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 94","Ottawa",52,0,4,1,42,1,1,16,92,0,209,352
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 95","Ottawa",46,0,2,0,37,0,0,11,76,0,172,311
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 96","Ottawa",59,0,3,0,48,0,0,12,97,1,220,432
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 97","Ottawa",70,0,2,1,47,0,0,15,64,1,200,350
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 98","Nepean",72,0,3,1,43,0,2,7,107,1,236,491
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 99A","Nepean",34,0,5,0,37,0,2,13,52,0,143,303
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 99B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°80C,,,,,,,,,,,76
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 99C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°80C,,,,,,,,,,,72
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 100","Ottawa",36,0,1,0,48,0,1,5,71,2,164,434
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 101","Ottawa",44,0,3,0,56,0,1,16,69,0,189,429
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 102","Ottawa",47,0,4,0,60,0,3,10,142,5,271,530
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 103","Ottawa",40,1,2,0,53,0,0,4,101,0,201,484
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 104","Ottawa",30,2,2,0,28,0,0,15,92,2,171,403
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 105","Ottawa",51,0,4,0,73,2,0,13,53,2,198,406
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 106","Ottawa",56,0,3,2,46,1,1,11,75,3,198,390
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 107","Ottawa",52,0,1,0,56,0,3,5,61,1,179,442
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 108","Ottawa",24,0,1,0,42,1,3,11,57,0,139,336
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 109","Ottawa",55,1,4,0,54,0,0,14,135,0,263,572
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 110","Ottawa",65,0,1,0,32,0,0,20,72,1,191,430
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 111","Ottawa",43,0,3,0,41,0,1,11,108,2,209,460
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 112","Nepean",64,2,2,0,47,2,0,10,92,3,222,470
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 113","Nepean",80,2,2,1,50,0,2,9,105,7,258,446
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 114","Nepean",93,0,8,0,37,0,7,12,103,2,262,450
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 115","Nepean",69,0,2,1,32,0,2,9,106,3,224,367
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 116","Nepean",106,0,5,0,35,0,0,14,105,1,266,596
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 117","Nepean",108,0,7,0,39,2,3,12,83,4,258,467
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 118","Nepean",61,0,1,0,77,0,4,12,85,0,240,455
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 119","Nepean",23,0,4,0,104,0,1,12,63,0,207,526
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 120","Nepean",28,0,0,0,20,0,3,4,45,0,100,264
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 121","Nepean",57,0,6,0,47,0,0,14,79,0,203,479
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 122","Nepean",25,1,1,0,36,0,1,12,83,4,163,390
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 123","Nepean",43,0,1,0,12,1,0,9,75,1,142,347
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 124","Nepean",69,0,3,0,20,0,0,12,67,2,173,365
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 125","Nepean",86,0,0,0,20,0,0,5,75,0,186,421
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 126","Nepean",44,0,4,0,16,0,0,6,56,0,126,311
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 127","Ottawa",45,2,4,0,35,1,3,10,91,2,193,428
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 128","Ottawa",37,0,3,0,24,0,0,6,88,4,162,336
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 129","Ottawa",55,0,1,0,41,0,0,9,115,4,225,494
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 130","Ottawa",27,0,4,0,40,0,3,6,180,10,270,512
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 131","Ottawa",59,0,0,0,50,0,1,10,105,3,228,472
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 132","Nepean",68,0,3,0,44,0,1,17,89,1,223,478
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 133","Nepean",74,1,3,0,22,0,2,21,99,1,223,413
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 134","Nepean",64,0,3,0,45,0,2,19,144,0,277,453
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 135","Nepean",46,1,3,0,34,0,0,8,84,2,178,385
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 136","Nepean",51,0,5,0,42,1,2,18,116,0,235,421
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 137","Nepean",59,0,5,0,47,1,0,12,73,1,198,450
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 138","Nepean",82,0,2,0,47,0,0,26,117,1,275,401
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 139","Nepean",60,0,2,0,44,0,0,24,101,2,233,541
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 140","Nepean",36,1,4,0,34,0,2,10,70,2,159,342
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 141","Nepean",70,2,0,0,47,0,1,12,120,1,253,462
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 142","Nepean",43,0,4,0,76,0,1,11,67,0,202,396
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 143","Nepean",63,0,4,0,60,0,1,8,154,3,293,576
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 144","Nepean",Merged with No./Fusionné avec le n°145,,,,,,,,,,,117
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 145","Nepean",67,2,6,0,76,0,2,10,187,2,352,472
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 146","Nepean",40,0,0,0,51,0,1,9,96,3,200,524
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 147","Nepean",11,0,0,0,17,0,0,0,108,4,140,308
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 148","Nepean",74,0,3,1,96,0,0,15,221,6,416,778
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 149","Nepean",39,0,5,0,76,0,2,16,202,7,347,637
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 150","Nepean",89,1,4,0,57,0,2,26,189,2,370,708
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 151","Nepean",55,0,3,1,31,0,0,16,77,0,183,449
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 152","Nepean",48,0,2,0,39,0,0,12,94,5,200,388
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 153","Nepean",93,0,5,0,31,0,3,11,100,3,246,519
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 154","Nepean",56,0,1,0,24,0,0,3,69,1,154,312
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 155","Nepean",71,0,5,0,29,0,0,22,113,0,240,426
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 156","Nepean",84,0,2,0,20,0,1,18,136,1,262,375
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 157","Nepean",88,0,5,0,40,0,1,27,102,0,263,356
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 158","Ottawa",67,0,7,0,64,0,5,16,106,3,268,502
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 159","Ottawa",64,0,6,0,70,2,0,17,71,0,230,491
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 160","Ottawa",47,0,7,1,56,0,1,6,112,2,232,481
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 161","Nepean",80,0,5,0,61,0,0,21,159,1,327,583
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 162","Ottawa",86,0,2,0,53,0,0,22,138,4,305,579
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 163","Nepean",73,0,2,0,29,0,0,12,91,1,208,421
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 164","Nepean",77,0,2,0,20,0,0,21,111,1,232,422
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 165","Nepean",57,0,3,0,58,0,0,15,114,2,249,431
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 166","Nepean",55,0,3,0,47,0,2,14,116,1,238,387
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 167","Nepean",78,1,6,0,62,0,1,32,139,2,321,506
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 168","Nepean",56,1,10,3,37,2,5,13,99,1,227,356
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 169","Nepean",63,1,4,0,34,0,0,13,108,3,226,513
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 170","Nepean",26,0,2,0,33,1,1,9,73,0,145,258
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 400","Ottawa",9,1,2,0,29,0,0,6,35,0,82,203
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 401","Ottawa",23,0,1,0,21,0,1,7,27,3,83,122
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 402","Ottawa",35,0,2,0,41,0,0,10,51,4,143,246
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 403","Ottawa",71,0,6,0,29,0,1,15,100,0,222,305
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 404","Ottawa",42,0,5,0,59,0,1,2,78,2,189,305
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 405","Ottawa",38,1,3,0,37,0,0,10,90,4,183,317
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 406","Ottawa",40,1,2,0,47,0,2,14,87,3,196,286
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 407","Ottawa",43,0,1,0,26,1,1,18,64,2,156,230
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 408","Ottawa",30,1,4,1,35,1,0,9,59,0,140,280
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 409","Ottawa",64,0,2,0,28,0,2,4,86,1,187,248
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 410","Ottawa",39,0,2,0,39,0,3,6,69,0,158,217
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 411","Ottawa",58,0,2,0,30,0,2,16,81,1,190,291
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 412","Ottawa",91,1,2,0,18,0,4,10,79,0,205,265
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 413","Ottawa",53,0,2,0,37,1,0,21,67,1,182,254
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 414","Ottawa",32,0,2,0,50,1,0,15,57,0,157,255
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 415","Ottawa",15,0,1,0,37,1,4,3,49,3,113,236
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 416","Ottawa",28,0,0,0,32,1,0,11,44,1,117,228
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 417","Ottawa",57,0,2,0,25,0,0,13,79,2,178,288
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 418","Ottawa",46,1,2,0,24,0,0,14,105,0,192,302
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 419","Nepean",57,1,7,0,45,1,3,10,73,2,199,323
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 420","Ottawa",15,1,0,0,48,0,0,4,36,2,106,181
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 421","Ottawa",26,0,2,0,72,0,1,13,61,0,175,291
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 422","Ottawa",57,0,2,0,31,0,1,9,93,0,193,312
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 423","Nepean",94,0,1,0,18,0,0,9,55,2,179,286
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 424","Nepean",67,0,1,0,14,2,1,6,85,7,183,138
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 425","Ottawa",85,0,4,1,36,1,0,14,84,5,230,306
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 426","Ottawa",49,5,3,0,27,0,4,10,110,1,209,318
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 427","Nepean",7,0,1,0,27,0,0,5,13,0,53,82
35079,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 428","Ottawa",38,2,8,0,44,0,0,12,74,3,181,310
