Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,André-Philippe Chenail,Marc Hivon,Christine Normandin,Chantal Reeves,Jean Rioux,Yvon Savary,Martin Thibert,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24067,"Saint-Jean/Saint-Jean"," 44","Saint-Jean-sur-Richelieu",8,3,65,6,19,1,17,1,120,269
24067,"Saint-Jean/Saint-Jean"," 45","Saint-Jean-sur-Richelieu",6,2,101,15,68,1,23,0,216,592
24067,"Saint-Jean/Saint-Jean"," 46","Saint-Jean-sur-Richelieu",15,0,110,16,90,0,19,4,254,505
24067,"Saint-Jean/Saint-Jean"," 47","Saint-Jean-sur-Richelieu",7,0,105,13,69,1,17,1,213,429
24067,"Saint-Jean/Saint-Jean"," 48","Saint-Jean-sur-Richelieu",11,5,76,28,53,0,10,0,183,373
24067,"Saint-Jean/Saint-Jean"," 49","Saint-Jean-sur-Richelieu",8,0,97,28,64,4,18,5,224,422
24067,"Saint-Jean/Saint-Jean"," 50","Saint-Jean-sur-Richelieu",5,2,74,9,56,2,22,4,174,350
24067,"Saint-Jean/Saint-Jean"," 51","Saint-Jean-sur-Richelieu",10,4,99,19,61,0,24,6,223,446
24067,"Saint-Jean/Saint-Jean"," 52","Saint-Jean-sur-Richelieu",8,1,95,17,51,1,16,3,192,425
24067,"Saint-Jean/Saint-Jean"," 53","Saint-Jean-sur-Richelieu",11,0,72,12,47,0,23,1,166,399
24067,"Saint-Jean/Saint-Jean"," 54","Saint-Jean-sur-Richelieu",3,1,87,22,55,0,22,2,192,423
24067,"Saint-Jean/Saint-Jean"," 55","Saint-Jean-sur-Richelieu",11,4,70,11,33,0,11,9,149,418
24067,"Saint-Jean/Saint-Jean"," 56","Saint-Jean-sur-Richelieu",9,2,73,25,49,0,8,6,172,399
24067,"Saint-Jean/Saint-Jean"," 57","Saint-Jean-sur-Richelieu",17,0,74,15,55,0,12,6,179,383
24067,"Saint-Jean/Saint-Jean"," 58","Saint-Jean-sur-Richelieu",7,0,94,16,48,0,24,4,193,436
24067,"Saint-Jean/Saint-Jean"," 59","Saint-Jean-sur-Richelieu",3,0,77,10,62,0,20,6,178,410
24067,"Saint-Jean/Saint-Jean"," 60","Saint-Jean-sur-Richelieu",9,1,79,15,51,0,8,2,165,477
24067,"Saint-Jean/Saint-Jean"," 61","Saint-Jean-sur-Richelieu",7,3,29,7,28,0,10,2,86,368
24067,"Saint-Jean/Saint-Jean"," 62","Saint-Jean-sur-Richelieu",7,0,73,15,23,0,17,4,139,434
24067,"Saint-Jean/Saint-Jean"," 63","Saint-Jean-sur-Richelieu",8,1,44,17,32,1,10,4,117,344
24067,"Saint-Jean/Saint-Jean"," 64","Saint-Jean-sur-Richelieu",4,2,38,14,39,1,10,3,111,406
24067,"Saint-Jean/Saint-Jean"," 65","Saint-Jean-sur-Richelieu",5,0,71,12,46,0,10,1,145,374
24067,"Saint-Jean/Saint-Jean"," 66","Saint-Jean-sur-Richelieu",5,2,38,12,55,0,13,3,128,359
24067,"Saint-Jean/Saint-Jean"," 67","Saint-Jean-sur-Richelieu",17,1,75,18,60,0,7,5,183,389
24067,"Saint-Jean/Saint-Jean"," 68","Saint-Jean-sur-Richelieu",9,0,103,30,61,0,25,2,230,505
24067,"Saint-Jean/Saint-Jean"," 69","Saint-Jean-sur-Richelieu",1,1,52,11,55,3,14,1,138,382
24067,"Saint-Jean/Saint-Jean"," 70","Saint-Jean-sur-Richelieu",4,3,54,10,51,2,17,0,141,456
24067,"Saint-Jean/Saint-Jean"," 71","Saint-Jean-sur-Richelieu",4,1,51,13,22,2,6,4,103,287
24067,"Saint-Jean/Saint-Jean"," 72","Saint-Jean-sur-Richelieu",1,1,78,11,62,1,10,3,167,459
24067,"Saint-Jean/Saint-Jean"," 73","Saint-Jean-sur-Richelieu",2,0,28,5,22,0,7,0,64,124
24067,"Saint-Jean/Saint-Jean"," 74","Saint-Jean-sur-Richelieu",25,2,102,29,76,0,14,2,250,479
24067,"Saint-Jean/Saint-Jean"," 75","Saint-Jean-sur-Richelieu",2,0,36,3,15,0,5,2,63,126
24067,"Saint-Jean/Saint-Jean"," 76","Saint-Jean-sur-Richelieu",6,1,101,7,33,3,18,2,171,475
24067,"Saint-Jean/Saint-Jean"," 77","Saint-Jean-sur-Richelieu",10,1,97,5,30,1,12,7,163,360
24067,"Saint-Jean/Saint-Jean"," 78","Saint-Jean-sur-Richelieu",11,0,78,18,45,0,22,4,178,379
24067,"Saint-Jean/Saint-Jean"," 79","Saint-Jean-sur-Richelieu",20,4,89,19,74,0,7,3,216,437
24067,"Saint-Jean/Saint-Jean"," 80","Saint-Jean-sur-Richelieu",7,0,63,19,43,1,10,7,150,413
24067,"Saint-Jean/Saint-Jean"," 81","Saint-Jean-sur-Richelieu",8,3,65,16,26,1,21,6,146,440
24067,"Saint-Jean/Saint-Jean"," 82","Saint-Jean-sur-Richelieu",6,0,83,11,45,1,19,11,176,434
24067,"Saint-Jean/Saint-Jean"," 83","Saint-Jean-sur-Richelieu",7,3,40,16,34,1,10,1,112,306
24067,"Saint-Jean/Saint-Jean"," 84","Saint-Jean-sur-Richelieu",14,2,63,8,46,0,15,1,149,385
24067,"Saint-Jean/Saint-Jean"," 85","Saint-Jean-sur-Richelieu",5,1,61,15,45,1,8,1,137,421
24067,"Saint-Jean/Saint-Jean"," 86","Saint-Jean-sur-Richelieu",7,1,71,12,70,1,12,4,178,411
24067,"Saint-Jean/Saint-Jean"," 87","Saint-Jean-sur-Richelieu",5,0,71,19,56,0,22,2,175,435
24067,"Saint-Jean/Saint-Jean"," 88","Saint-Jean-sur-Richelieu",7,2,67,14,48,1,16,4,159,424
24067,"Saint-Jean/Saint-Jean"," 89","Saint-Jean-sur-Richelieu",3,2,69,18,44,0,9,0,145,374
24067,"Saint-Jean/Saint-Jean"," 90","Saint-Jean-sur-Richelieu",5,1,63,17,68,0,16,0,170,426
24067,"Saint-Jean/Saint-Jean"," 91","Saint-Jean-sur-Richelieu",6,2,86,19,58,0,19,5,195,441
24067,"Saint-Jean/Saint-Jean"," 92","Saint-Jean-sur-Richelieu",3,2,86,10,63,0,14,3,181,568
24067,"Saint-Jean/Saint-Jean"," 93","Saint-Jean-sur-Richelieu",4,0,22,10,16,0,12,1,65,239
24067,"Saint-Jean/Saint-Jean"," 94","Saint-Jean-sur-Richelieu",6,1,108,17,71,1,12,0,216,421
24067,"Saint-Jean/Saint-Jean"," 95","Saint-Jean-sur-Richelieu",7,0,84,19,38,0,13,3,164,347
24067,"Saint-Jean/Saint-Jean"," 96","Saint-Jean-sur-Richelieu",10,1,88,26,64,0,17,2,208,424
24067,"Saint-Jean/Saint-Jean"," 97","Saint-Jean-sur-Richelieu",11,0,95,20,61,1,20,4,212,424
24067,"Saint-Jean/Saint-Jean"," 98","Saint-Jean-sur-Richelieu",16,1,86,8,64,0,11,9,195,382
24067,"Saint-Jean/Saint-Jean"," 99","Saint-Jean-sur-Richelieu",11,0,69,22,73,1,26,12,214,452
24067,"Saint-Jean/Saint-Jean"," 100","Saint-Jean-sur-Richelieu",7,0,77,25,67,0,18,9,203,376
24067,"Saint-Jean/Saint-Jean"," 101","Saint-Jean-sur-Richelieu",20,0,97,17,51,0,28,0,213,387
24067,"Saint-Jean/Saint-Jean"," 102","Saint-Jean-sur-Richelieu",13,1,144,21,90,1,29,0,299,534
24067,"Saint-Jean/Saint-Jean"," 103","Saint-Jean-sur-Richelieu",13,1,67,17,59,0,19,3,179,391
24067,"Saint-Jean/Saint-Jean"," 104","Saint-Jean-sur-Richelieu",8,1,90,17,43,2,16,2,179,401
24067,"Saint-Jean/Saint-Jean"," 105","Saint-Jean-sur-Richelieu",12,0,65,10,77,0,19,2,185,361
24067,"Saint-Jean/Saint-Jean"," 106","Saint-Jean-sur-Richelieu",9,0,72,16,71,0,12,3,183,367
24067,"Saint-Jean/Saint-Jean"," 107","Saint-Jean-sur-Richelieu",11,0,98,9,41,2,18,6,185,382
24067,"Saint-Jean/Saint-Jean"," 108","Saint-Jean-sur-Richelieu",8,1,74,10,48,2,19,9,171,496
24067,"Saint-Jean/Saint-Jean"," 109","Saint-Jean-sur-Richelieu",12,0,74,29,53,2,23,2,195,442
24067,"Saint-Jean/Saint-Jean"," 110","Saint-Jean-sur-Richelieu",8,0,52,13,44,1,5,4,127,375
24067,"Saint-Jean/Saint-Jean"," 111","Saint-Jean-sur-Richelieu",10,0,58,15,40,3,8,1,135,355
24067,"Saint-Jean/Saint-Jean"," 112","Saint-Jean-sur-Richelieu",11,1,80,15,40,2,15,6,170,440
24067,"Saint-Jean/Saint-Jean"," 113","Saint-Jean-sur-Richelieu",9,1,83,15,49,2,15,2,176,412
24067,"Saint-Jean/Saint-Jean"," 114","Saint-Jean-sur-Richelieu",10,1,78,14,33,1,3,3,143,362
24067,"Saint-Jean/Saint-Jean"," 115","Saint-Jean-sur-Richelieu",16,0,72,10,32,1,8,6,145,419
24067,"Saint-Jean/Saint-Jean"," 116","Saint-Jean-sur-Richelieu",15,1,58,12,37,4,17,6,150,485
24067,"Saint-Jean/Saint-Jean"," 117","Saint-Jean-sur-Richelieu",9,0,72,16,50,0,26,4,177,351
24067,"Saint-Jean/Saint-Jean"," 118","Saint-Jean-sur-Richelieu",8,0,123,22,45,0,15,9,222,398
24067,"Saint-Jean/Saint-Jean"," 119","Saint-Jean-sur-Richelieu",7,2,103,16,52,0,20,1,201,392
24067,"Saint-Jean/Saint-Jean"," 120","Saint-Jean-sur-Richelieu",13,1,82,16,67,3,22,0,204,398
24067,"Saint-Jean/Saint-Jean"," 121","Saint-Jean-sur-Richelieu",13,1,125,19,69,1,31,7,266,495
24067,"Saint-Jean/Saint-Jean"," 122","Saint-Jean-sur-Richelieu",6,0,72,16,39,1,22,8,164,395
24067,"Saint-Jean/Saint-Jean"," 123","Saint-Jean-sur-Richelieu",17,0,74,22,33,0,9,6,161,391
24067,"Saint-Jean/Saint-Jean"," 124","Saint-Jean-sur-Richelieu",14,1,103,24,62,2,20,2,228,430
24067,"Saint-Jean/Saint-Jean"," 125","Saint-Jean-sur-Richelieu",5,0,53,19,45,1,11,2,136,388
24067,"Saint-Jean/Saint-Jean"," 126","Saint-Jean-sur-Richelieu",11,1,67,15,27,4,9,3,137,425
24067,"Saint-Jean/Saint-Jean"," 127","Saint-Jean-sur-Richelieu",13,0,83,14,52,1,16,5,184,411
24067,"Saint-Jean/Saint-Jean"," 128","Saint-Jean-sur-Richelieu",7,1,70,15,33,1,19,4,150,430
24067,"Saint-Jean/Saint-Jean"," 129","Saint-Jean-sur-Richelieu",8,3,58,17,43,1,8,6,144,426
24067,"Saint-Jean/Saint-Jean"," 130","Saint-Jean-sur-Richelieu",2,1,91,11,30,0,18,6,159,510
24067,"Saint-Jean/Saint-Jean"," 131","Saint-Jean-sur-Richelieu",15,1,92,20,38,7,16,7,196,444
24067,"Saint-Jean/Saint-Jean"," 132","Saint-Jean-sur-Richelieu",5,1,60,15,30,2,14,10,137,405
24067,"Saint-Jean/Saint-Jean"," 133","Saint-Jean-sur-Richelieu",7,2,72,12,49,1,12,7,162,385
24067,"Saint-Jean/Saint-Jean"," 134","Saint-Jean-sur-Richelieu",8,1,78,19,44,1,13,0,164,410
24067,"Saint-Jean/Saint-Jean"," 135","Saint-Jean-sur-Richelieu",10,2,102,11,54,1,35,1,216,500
24067,"Saint-Jean/Saint-Jean"," 136","Saint-Jean-sur-Richelieu",12,3,93,18,62,2,11,2,203,441
24067,"Saint-Jean/Saint-Jean"," 137","Saint-Jean-sur-Richelieu",9,2,84,7,64,0,12,6,184,440
24067,"Saint-Jean/Saint-Jean"," 138","Saint-Jean-sur-Richelieu",8,1,49,8,27,1,12,5,111,361
24067,"Saint-Jean/Saint-Jean"," 139","Saint-Jean-sur-Richelieu",9,2,121,21,57,2,26,8,246,494
24067,"Saint-Jean/Saint-Jean"," 140","Saint-Jean-sur-Richelieu",7,2,59,17,37,0,10,1,133,376
24067,"Saint-Jean/Saint-Jean"," 141","Saint-Jean-sur-Richelieu",11,2,103,24,64,0,22,3,229,458
24067,"Saint-Jean/Saint-Jean"," 142","Saint-Jean-sur-Richelieu",11,0,70,18,64,0,18,3,184,433
24067,"Saint-Jean/Saint-Jean"," 143","Saint-Jean-sur-Richelieu",14,2,84,12,29,1,37,2,181,400
24067,"Saint-Jean/Saint-Jean"," 144","Saint-Jean-sur-Richelieu",10,2,97,10,58,1,24,10,212,427
24067,"Saint-Jean/Saint-Jean"," 145","Saint-Jean-sur-Richelieu",9,2,118,22,72,1,18,5,247,433
24067,"Saint-Jean/Saint-Jean"," 146","Saint-Jean-sur-Richelieu",14,3,134,24,56,2,16,6,255,488
24067,"Saint-Jean/Saint-Jean"," 147","Saint-Jean-sur-Richelieu",10,1,105,15,55,0,43,7,236,495
24067,"Saint-Jean/Saint-Jean"," 148","Saint-Jean-sur-Richelieu",12,6,56,22,38,1,10,2,147,397
24067,"Saint-Jean/Saint-Jean"," 149","Saint-Jean-sur-Richelieu",15,2,52,12,22,2,6,4,115,367
24067,"Saint-Jean/Saint-Jean"," 150","Saint-Jean-sur-Richelieu",7,0,43,20,28,2,9,2,111,379
24067,"Saint-Jean/Saint-Jean"," 151","Saint-Jean-sur-Richelieu",8,0,47,16,34,0,5,3,113,494
24067,"Saint-Jean/Saint-Jean"," 152","Saint-Jean-sur-Richelieu",7,0,38,9,24,1,10,3,92,358
24067,"Saint-Jean/Saint-Jean"," 153","Saint-Jean-sur-Richelieu",12,2,45,4,30,1,6,1,101,380
24067,"Saint-Jean/Saint-Jean"," 154","Saint-Jean-sur-Richelieu",8,2,55,21,47,0,17,6,156,484
24067,"Saint-Jean/Saint-Jean"," 155","Saint-Jean-sur-Richelieu",15,2,71,10,29,1,11,3,142,375
24067,"Saint-Jean/Saint-Jean"," 156","Saint-Jean-sur-Richelieu",7,0,50,28,37,0,17,5,144,392
24067,"Saint-Jean/Saint-Jean"," 157","Saint-Jean-sur-Richelieu",17,4,82,17,39,1,9,4,173,391
24067,"Saint-Jean/Saint-Jean"," 158","Saint-Jean-sur-Richelieu",14,0,64,12,42,0,9,4,145,389
24067,"Saint-Jean/Saint-Jean"," 159","Saint-Jean-sur-Richelieu",12,2,89,21,54,2,19,2,201,404
24067,"Saint-Jean/Saint-Jean"," 160","Saint-Jean-sur-Richelieu",12,3,70,16,47,1,16,2,167,433
24067,"Saint-Jean/Saint-Jean"," 161","Saint-Jean-sur-Richelieu",7,2,102,17,64,1,23,5,221,428
24067,"Saint-Jean/Saint-Jean"," 162","Saint-Jean-sur-Richelieu",13,2,91,8,58,2,5,6,185,385
24067,"Saint-Jean/Saint-Jean"," 163","Saint-Jean-sur-Richelieu",6,1,77,10,58,0,12,6,170,383
24067,"Saint-Jean/Saint-Jean"," 164","Saint-Jean-sur-Richelieu",13,2,87,16,47,0,18,4,187,391
24067,"Saint-Jean/Saint-Jean"," 165","Saint-Jean-sur-Richelieu",13,0,106,15,66,1,22,4,227,450
24067,"Saint-Jean/Saint-Jean"," 166","Saint-Jean-sur-Richelieu",8,0,78,16,76,0,27,2,207,431
24067,"Saint-Jean/Saint-Jean"," 167","Saint-Jean-sur-Richelieu",14,1,90,14,50,1,13,2,185,390
24067,"Saint-Jean/Saint-Jean"," 168","Saint-Jean-sur-Richelieu",8,0,105,14,47,1,29,6,210,398
24067,"Saint-Jean/Saint-Jean"," 169","Saint-Jean-sur-Richelieu",12,0,94,10,57,3,24,4,204,431
24067,"Saint-Jean/Saint-Jean"," 170","Saint-Jean-sur-Richelieu",12,0,124,15,40,0,35,5,231,488
24067,"Saint-Jean/Saint-Jean"," 171","Saint-Jean-sur-Richelieu",14,0,61,21,39,0,6,3,144,338
24067,"Saint-Jean/Saint-Jean"," 172","Saint-Jean-sur-Richelieu",3,1,66,11,30,1,12,0,124,376
24067,"Saint-Jean/Saint-Jean"," 173","Saint-Jean-sur-Richelieu",11,2,68,28,30,1,15,5,160,399
24067,"Saint-Jean/Saint-Jean"," 174","Saint-Jean-sur-Richelieu",12,2,96,19,50,1,31,3,214,472
24067,"Saint-Jean/Saint-Jean"," 175","Saint-Jean-sur-Richelieu",21,2,112,24,91,0,20,0,270,636
24067,"Saint-Jean/Saint-Jean"," 176","Saint-Jean-sur-Richelieu",8,1,98,14,57,0,22,3,203,366
24067,"Saint-Jean/Saint-Jean"," 177","Saint-Jean-sur-Richelieu",13,1,58,17,35,0,19,6,149,366
24067,"Saint-Jean/Saint-Jean"," 178","Saint-Jean-sur-Richelieu",19,0,102,11,75,2,23,7,239,486
24067,"Saint-Jean/Saint-Jean"," 179","Saint-Jean-sur-Richelieu",10,5,57,7,33,0,17,6,135,357
24067,"Saint-Jean/Saint-Jean"," 180","Saint-Jean-sur-Richelieu",12,0,76,29,36,1,15,3,172,454
24067,"Saint-Jean/Saint-Jean"," 181","Saint-Jean-sur-Richelieu",12,1,100,15,46,1,34,0,209,437
24067,"Saint-Jean/Saint-Jean"," 182","Saint-Jean-sur-Richelieu",5,1,106,23,35,1,24,5,200,423
24067,"Saint-Jean/Saint-Jean"," 183","Saint-Jean-sur-Richelieu",11,1,111,17,45,0,11,1,197,363
24067,"Saint-Jean/Saint-Jean"," 184","Saint-Alexandre",11,0,88,15,67,1,30,5,217,352
24067,"Saint-Jean/Saint-Jean"," 185","Saint-Alexandre",7,3,90,13,51,2,18,3,187,385
24067,"Saint-Jean/Saint-Jean"," 186","Saint-Alexandre",14,3,138,30,57,1,26,3,272,473
24067,"Saint-Jean/Saint-Jean"," 187","Saint-Alexandre",15,0,85,19,39,0,37,7,202,390
24067,"Saint-Jean/Saint-Jean"," 188","Saint-Alexandre",16,2,101,15,57,1,11,2,205,359
24067,"Saint-Jean/Saint-Jean"," 189","Saint-Jean-sur-Richelieu",10,1,107,22,81,1,27,0,249,493
24067,"Saint-Jean/Saint-Jean"," 190","Saint-Jean-sur-Richelieu",10,2,117,20,57,2,33,3,244,442
24067,"Saint-Jean/Saint-Jean"," 191","Saint-Jean-sur-Richelieu",16,3,87,31,55,0,24,1,217,424
24067,"Saint-Jean/Saint-Jean"," 192","Saint-Jean-sur-Richelieu",10,0,74,19,58,3,23,6,193,436
24067,"Saint-Jean/Saint-Jean"," 193","Saint-Jean-sur-Richelieu",13,3,109,21,50,0,14,2,212,417
24067,"Saint-Jean/Saint-Jean"," 194","Saint-Jean-sur-Richelieu",10,0,105,20,50,0,21,4,210,384
24067,"Saint-Jean/Saint-Jean"," 195","Saint-Jean-sur-Richelieu",13,0,89,18,65,0,34,4,223,506
24067,"Saint-Jean/Saint-Jean"," 196","Saint-Jean-sur-Richelieu",11,0,99,23,51,0,19,5,208,417
24067,"Saint-Jean/Saint-Jean"," 197","Sabrevois",12,0,96,5,54,1,21,5,194,373
24067,"Saint-Jean/Saint-Jean"," 198","Sabrevois",6,2,65,8,40,0,28,5,154,307
24067,"Saint-Jean/Saint-Jean"," 199","Sabrevois",9,2,85,8,38,3,21,6,172,296
24067,"Saint-Jean/Saint-Jean"," 200","Sabrevois",10,3,131,20,34,1,34,8,241,372
24067,"Saint-Jean/Saint-Jean"," 201","Sabrevois",10,1,99,6,45,0,32,3,196,338
24067,"Saint-Jean/Saint-Jean"," 202","Saint-Blaise-sur-Richelieu",13,1,101,9,49,1,23,3,200,369
24067,"Saint-Jean/Saint-Jean"," 203","Saint-Blaise-sur-Richelieu",12,0,106,19,62,1,24,4,228,399
24067,"Saint-Jean/Saint-Jean"," 204","Saint-Blaise-sur-Richelieu",5,1,91,10,56,2,24,6,195,375
24067,"Saint-Jean/Saint-Jean"," 205","Saint-Blaise-sur-Richelieu",17,2,133,21,66,5,34,3,281,558
24067,"Saint-Jean/Saint-Jean"," 206","Saint-Paul-de-l'Île-aux-Noix",10,2,100,10,71,0,43,6,242,431
24067,"Saint-Jean/Saint-Jean"," 207","Saint-Valentin",9,2,51,9,24,0,18,6,119,204
24067,"Saint-Jean/Saint-Jean"," 208","Saint-Valentin",6,0,50,7,31,0,11,1,106,184
24067,"Saint-Jean/Saint-Jean"," 209","Saint-Paul-de-l'Île-aux-Noix",6,0,105,4,85,2,18,6,226,395
24067,"Saint-Jean/Saint-Jean"," 210","Saint-Paul-de-l'Île-aux-Noix",1,0,9,2,15,0,6,0,33,63
24067,"Saint-Jean/Saint-Jean"," 211","Saint-Paul-de-l'Île-aux-Noix",5,1,52,7,30,0,19,3,117,200
24067,"Saint-Jean/Saint-Jean"," 212","Saint-Paul-de-l'Île-aux-Noix",2,1,62,9,32,1,30,6,143,338
24067,"Saint-Jean/Saint-Jean"," 213","Saint-Valentin",8,1,65,8,45,1,17,4,149,339
24067,"Saint-Jean/Saint-Jean"," 214","Lacolle",10,2,75,21,50,2,15,6,181,419
24067,"Saint-Jean/Saint-Jean"," 215","Lacolle",9,2,56,11,41,1,20,3,143,330
24067,"Saint-Jean/Saint-Jean"," 216","Lacolle",14,1,45,9,26,1,24,1,121,311
24067,"Saint-Jean/Saint-Jean"," 217","Lacolle",14,2,98,10,67,0,22,6,219,472
24067,"Saint-Jean/Saint-Jean"," 218","Lacolle",7,3,71,14,44,3,19,4,165,382
24067,"Saint-Jean/Saint-Jean"," 219","Lacolle",5,0,45,9,35,0,16,2,112,295
24067,"Saint-Jean/Saint-Jean"," 400","Saint-Jean-sur-Richelieu",1,0,21,0,33,1,4,3,63,120
24067,"Saint-Jean/Saint-Jean"," 401","Saint-Jean-sur-Richelieu",1,0,70,3,81,2,14,2,173,232
24067,"Saint-Jean/Saint-Jean"," 402","Saint-Jean-sur-Richelieu",1,1,45,2,120,2,8,12,191,260
24067,"Saint-Jean/Saint-Jean"," 403","Saint-Jean-sur-Richelieu",3,1,60,6,60,0,21,10,161,209
24067,"Saint-Jean/Saint-Jean"," 404","Saint-Jean-sur-Richelieu",1,0,57,2,100,0,16,14,190,269
24067,"Saint-Jean/Saint-Jean"," 405","Saint-Jean-sur-Richelieu",5,0,66,4,171,2,22,13,283,351
24067,"Saint-Jean/Saint-Jean"," 406","Saint-Jean-sur-Richelieu",1,1,46,1,80,1,12,2,144,172
