Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Leona Alleslev,Aaron Brown,Timothy Flemming,Serge Korovitsyn,Priya Patil,Leah Taylor Roy,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 32","Aurora",111,20,14,3,4,97,2,251,482
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 33","Aurora",72,17,8,3,1,93,1,195,354
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 34","Aurora",83,19,5,2,2,93,0,204,401
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 35","Aurora",95,5,2,1,2,43,0,148,424
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 36","Richmond Hill",109,9,3,4,0,71,1,197,477
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 37","Richmond Hill",76,6,4,1,0,62,1,150,390
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 38","Aurora",131,9,4,0,1,69,4,218,479
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 39","Richmond Hill",81,12,8,1,6,76,4,188,508
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 40","Aurora",77,35,17,1,3,84,5,222,439
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 41","Aurora",92,24,19,1,4,101,2,243,459
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 42","Aurora",81,27,21,2,2,118,0,251,416
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 43","Aurora",84,31,14,3,1,90,2,225,432
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 44","Aurora",110,19,10,3,2,82,0,226,419
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 45","Richmond Hill",86,11,4,0,1,70,2,174,389
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 46","Richmond Hill",101,14,3,0,2,83,4,207,433
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 47","Richmond Hill",99,11,4,2,4,100,0,220,466
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 48","Richmond Hill",96,17,18,1,1,91,2,226,440
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 49","Richmond Hill",78,14,6,1,0,63,1,163,383
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 50","Richmond Hill",96,19,6,2,1,92,1,217,507
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 51","Richmond Hill",65,13,8,4,6,77,3,176,452
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 52","Richmond Hill",82,6,4,0,6,57,1,156,367
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 53","Richmond Hill",75,7,7,2,1,59,2,153,483
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 54","Richmond Hill",74,11,8,2,3,75,2,175,415
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 55","Richmond Hill",103,20,10,1,3,93,1,231,457
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 56","Richmond Hill",88,8,8,3,1,85,4,197,425
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 57","Richmond Hill",72,18,8,0,2,84,3,187,363
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 58","Richmond Hill",57,18,9,1,2,76,2,165,404
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 59","Richmond Hill",77,18,10,4,1,60,0,170,374
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 60","Richmond Hill",101,18,7,4,2,124,4,260,477
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 61","Richmond Hill",131,19,16,5,2,95,1,269,527
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 62","Richmond Hill",83,18,8,4,7,109,0,229,481
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 63","Richmond Hill",97,21,12,4,5,128,2,269,487
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 64","Richmond Hill",120,17,8,1,4,119,3,272,473
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 65","Richmond Hill",79,9,5,5,4,115,0,217,386
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 66","Richmond Hill",93,18,15,1,3,112,2,244,551
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 67","Richmond Hill",60,13,4,1,2,89,1,170,389
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 68","Richmond Hill",56,4,7,2,3,89,1,162,344
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 69","Richmond Hill",63,17,5,1,0,84,0,170,328
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 70","Richmond Hill",111,16,5,5,1,69,2,209,423
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 71","Richmond Hill",89,19,7,4,12,74,3,208,440
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 72","Richmond Hill",97,10,7,3,0,90,2,209,471
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 73","Richmond Hill",77,12,16,5,0,86,2,198,461
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 74","Richmond Hill",82,16,13,3,3,76,0,193,477
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 75","Richmond Hill",113,26,11,3,8,74,3,238,588
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 76","Richmond Hill",53,10,6,5,6,83,0,163,382
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 77","Richmond Hill",56,12,6,1,6,80,2,163,416
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 78","Richmond Hill",81,12,4,3,0,69,0,169,390
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 79","Richmond Hill",83,14,9,8,8,124,3,249,574
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 80","Richmond Hill",54,11,7,1,1,90,3,167,404
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 81","Richmond Hill",133,13,7,4,2,106,6,271,637
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 82","Richmond Hill",103,16,10,7,4,133,0,273,533
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 83","Richmond Hill",148,30,6,1,6,99,2,292,611
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 84","Richmond Hill",78,17,3,1,0,79,1,179,369
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 85","Richmond Hill",105,15,3,8,0,91,1,223,514
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 86","Richmond Hill",134,16,11,1,1,84,1,248,502
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 87","Richmond Hill",68,8,8,2,1,64,0,151,353
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 88","Richmond Hill",108,27,8,5,0,112,2,262,635
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 89","Richmond Hill",79,14,10,1,2,75,3,184,409
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 90","Richmond Hill",98,10,9,2,1,76,2,198,426
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 91","Richmond Hill",82,17,9,1,4,72,0,185,400
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 92","Richmond Hill",103,7,6,4,0,80,1,201,454
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 93","Richmond Hill",115,9,5,2,5,98,1,235,441
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 94","Richmond Hill",64,8,3,6,2,102,0,185,452
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 95","Richmond Hill",90,11,7,1,0,77,0,186,375
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 96","Richmond Hill",100,18,6,2,3,109,1,239,479
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 97","Richmond Hill",104,14,6,1,0,96,0,221,428
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 98","Richmond Hill",97,5,3,2,1,81,4,193,572
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 99","Richmond Hill",102,11,3,0,4,61,4,185,467
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 100","Richmond Hill",85,11,6,3,2,76,0,183,555
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 101","Richmond Hill",91,9,3,1,2,69,0,175,468
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 102","Richmond Hill",81,6,2,3,2,95,1,190,428
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 103","Richmond Hill",98,8,7,1,1,89,2,206,527
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 104","Richmond Hill",90,22,10,0,0,105,2,229,618
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 105A","Richmond Hill",85,12,6,2,2,50,0,157,370
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 105B","Richmond Hill",104,9,7,3,1,41,3,168,428
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 106","Richmond Hill",82,16,2,1,0,45,1,147,454
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 107","Richmond Hill",90,17,6,1,5,78,0,197,427
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 108","Richmond Hill",61,10,4,1,0,55,1,132,378
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 109","Richmond Hill",67,6,7,1,0,86,1,168,509
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 110","Richmond Hill",114,16,10,2,0,81,0,223,615
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 111","Richmond Hill",84,12,3,1,1,62,2,165,452
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 112","Richmond Hill",112,18,4,0,0,77,4,215,452
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 113","Richmond Hill",84,9,11,2,2,88,3,199,421
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 114","Richmond Hill",95,13,6,2,4,72,5,197,439
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 115","Richmond Hill",82,13,10,2,1,89,2,199,445
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 116","Richmond Hill",130,10,2,2,1,88,7,240,506
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 117","Richmond Hill",114,14,3,4,1,86,3,225,472
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 118","Richmond Hill",96,12,4,2,1,77,0,192,475
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 119","Richmond Hill",71,19,8,0,4,101,1,204,453
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 120","Richmond Hill",93,9,8,7,0,94,4,215,469
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 121","Richmond Hill",87,14,9,0,0,55,0,165,399
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 122","Richmond Hill",125,11,9,2,1,80,0,228,567
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 123","Richmond Hill",71,9,8,3,1,55,6,153,372
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 124","Richmond Hill",79,6,8,2,1,61,1,158,357
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 125","Richmond Hill",87,12,9,5,2,88,0,203,401
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 126","Richmond Hill",97,16,2,0,1,92,3,211,383
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 127","Richmond Hill",106,10,5,3,2,81,2,209,476
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 128","Richmond Hill",91,11,6,2,0,82,0,192,477
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 129","Richmond Hill",121,11,11,2,1,83,1,230,493
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 130","Richmond Hill",93,24,5,1,1,77,2,203,514
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 131","Richmond Hill",86,18,8,3,1,86,2,204,527
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 132","Richmond Hill",83,15,10,2,0,77,0,187,448
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 133","Richmond Hill",80,12,5,1,3,51,3,155,435
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 134","Richmond Hill",80,8,7,6,1,78,0,180,398
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 135","Richmond Hill",120,9,5,0,0,83,6,223,525
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 136","Richmond Hill",110,14,6,4,0,83,0,217,524
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 137","Richmond Hill",91,23,4,3,1,66,4,192,460
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 138","Richmond Hill",93,13,6,4,1,78,4,199,476
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 139","Richmond Hill",77,11,6,5,0,55,5,159,419
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 140","Richmond Hill",106,11,0,2,2,58,0,179,517
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 141","Richmond Hill",81,18,7,1,2,89,1,199,474
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 142","Richmond Hill",84,14,5,6,1,96,7,213,428
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 143","Richmond Hill",79,23,6,6,3,124,2,243,505
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 144","Richmond Hill",82,21,1,2,5,70,0,181,452
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 145","Richmond Hill",75,18,8,5,2,77,1,186,463
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 146","Richmond Hill",100,32,3,3,1,98,2,239,529
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 147","Richmond Hill",78,17,7,2,4,69,1,178,420
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 148","Richmond Hill",72,14,10,0,2,55,3,156,384
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 149","Richmond Hill",112,18,9,0,1,74,2,216,498
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 150","Richmond Hill",78,12,7,4,2,70,2,175,411
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 151","Richmond Hill",68,20,11,3,2,82,5,191,413
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 152","Richmond Hill",104,11,10,2,0,66,0,193,498
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 153","Richmond Hill",92,20,7,1,1,64,1,186,525
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 154","Richmond Hill",86,21,4,2,1,56,1,171,408
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 155","Richmond Hill",98,12,6,1,8,67,2,194,514
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 156","Richmond Hill",90,27,4,2,4,75,4,206,536
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 157","Richmond Hill",90,12,2,3,0,58,0,165,521
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 158","Richmond Hill",88,23,4,4,4,88,0,211,579
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 159A","Richmond Hill",48,16,8,3,3,63,1,142,328
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 159B","Richmond Hill",63,7,7,1,2,68,5,153,331
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 160","Richmond Hill",102,15,7,1,1,68,3,197,487
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 161","Richmond Hill",83,16,9,1,1,73,1,184,466
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 162","Richmond Hill",101,10,4,3,0,72,0,190,457
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 163","Richmond Hill",86,12,4,5,1,70,0,178,407
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 164","Richmond Hill",121,14,5,4,0,106,1,251,572
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 165","Richmond Hill",82,16,10,2,1,90,1,202,539
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 166","Richmond Hill",115,9,2,0,2,77,1,206,503
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 167","Richmond Hill",75,12,2,2,0,65,1,157,398
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 168","Richmond Hill",71,23,8,2,2,75,1,182,489
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 169","Richmond Hill",86,19,4,2,1,89,2,203,442
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 170","Richmond Hill",117,8,7,2,3,70,0,207,463
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 171","Richmond Hill",63,10,8,2,5,90,3,181,437
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 172","Richmond Hill",75,15,3,0,0,68,2,163,420
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 173","Richmond Hill",98,9,3,0,1,71,1,183,500
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 174","Richmond Hill",64,4,3,2,2,77,1,153,395
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 175","Richmond Hill",122,14,7,0,1,80,0,224,515
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 400","Aurora",19,4,2,3,0,16,0,44,155
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 401A","Richmond Hill",156,14,4,3,1,96,0,274,447
35003,"Aurora--Oak Ridges--Richmond Hill/Aurora--Oak Ridges--Richmond Hill"," 401B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,,,64
