Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ziad Aboultaif,Kamal Kadri,Pam Phiri,Laura-Leah Shaw,Charmaine St. Germain,Daniel Summers,Andre Vachon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48016,"Edmonton Manning/Edmonton Manning"," 36","Edmonton",126,60,0,3,40,4,0,2,235,534
48016,"Edmonton Manning/Edmonton Manning"," 37","Edmonton",115,44,2,2,19,1,0,4,187,473
48016,"Edmonton Manning/Edmonton Manning"," 38","Edmonton",115,32,0,2,26,3,0,1,179,350
48016,"Edmonton Manning/Edmonton Manning"," 39A","Edmonton",132,23,1,15,52,6,0,1,230,619
48016,"Edmonton Manning/Edmonton Manning"," 39B","Edmonton",148,22,3,8,45,3,1,2,232,616
48016,"Edmonton Manning/Edmonton Manning"," 40","Edmonton",206,24,0,1,35,4,0,0,270,498
48016,"Edmonton Manning/Edmonton Manning"," 41","Edmonton",Merged with No./Fusionné avec le n°44,,,,,,,,,249
48016,"Edmonton Manning/Edmonton Manning"," 42","Edmonton",108,105,1,3,39,5,1,3,265,569
48016,"Edmonton Manning/Edmonton Manning"," 43","Edmonton",154,61,2,3,38,13,0,4,275,541
48016,"Edmonton Manning/Edmonton Manning"," 44","Edmonton",138,109,0,13,40,5,1,0,306,435
48016,"Edmonton Manning/Edmonton Manning"," 45","Edmonton",115,49,2,10,47,3,0,0,226,586
48016,"Edmonton Manning/Edmonton Manning"," 46","Edmonton",82,66,2,5,34,5,1,0,195,427
48016,"Edmonton Manning/Edmonton Manning"," 47","Edmonton",114,68,3,6,36,2,0,1,230,565
48016,"Edmonton Manning/Edmonton Manning"," 48","Edmonton",78,77,1,6,24,3,1,0,190,420
48016,"Edmonton Manning/Edmonton Manning"," 49","Edmonton",56,54,0,2,14,0,0,0,126,318
48016,"Edmonton Manning/Edmonton Manning"," 50","Edmonton",208,69,0,5,56,5,0,1,344,748
48016,"Edmonton Manning/Edmonton Manning"," 51","Edmonton",121,54,0,1,53,2,0,3,234,346
48016,"Edmonton Manning/Edmonton Manning"," 52","Edmonton",70,29,0,3,25,2,0,1,130,369
48016,"Edmonton Manning/Edmonton Manning"," 53","Edmonton",162,77,3,5,46,3,0,1,297,686
48016,"Edmonton Manning/Edmonton Manning"," 54","Edmonton",98,59,0,4,25,4,2,2,194,397
48016,"Edmonton Manning/Edmonton Manning"," 55","Edmonton",189,90,3,8,54,10,0,1,355,672
48016,"Edmonton Manning/Edmonton Manning"," 56","Edmonton",107,28,3,6,19,0,1,0,164,389
48016,"Edmonton Manning/Edmonton Manning"," 57","Edmonton",60,47,0,4,26,3,0,1,141,399
48016,"Edmonton Manning/Edmonton Manning"," 58","Edmonton",89,88,0,7,24,5,1,2,216,416
48016,"Edmonton Manning/Edmonton Manning"," 59","Edmonton",121,73,1,1,20,2,0,0,218,472
48016,"Edmonton Manning/Edmonton Manning"," 60","Edmonton",115,60,0,1,31,2,0,0,209,531
48016,"Edmonton Manning/Edmonton Manning"," 61","Edmonton",132,53,3,2,38,0,1,2,231,542
48016,"Edmonton Manning/Edmonton Manning"," 62","Edmonton",156,54,0,4,49,3,0,1,267,609
48016,"Edmonton Manning/Edmonton Manning"," 63","Edmonton",133,59,0,3,23,0,1,0,219,510
48016,"Edmonton Manning/Edmonton Manning"," 64","Edmonton",98,34,0,2,41,0,0,4,179,423
48016,"Edmonton Manning/Edmonton Manning"," 65","Edmonton",123,50,1,1,33,1,0,0,209,498
48016,"Edmonton Manning/Edmonton Manning"," 66","Edmonton",109,72,0,2,33,3,0,4,223,528
48016,"Edmonton Manning/Edmonton Manning"," 67","Edmonton",104,34,0,2,30,3,0,3,176,399
48016,"Edmonton Manning/Edmonton Manning"," 68","Edmonton",115,57,5,3,42,1,0,1,224,492
48016,"Edmonton Manning/Edmonton Manning"," 69","Edmonton",131,40,1,4,32,2,0,0,210,446
48016,"Edmonton Manning/Edmonton Manning"," 70","Edmonton",107,49,0,1,27,5,0,0,189,451
48016,"Edmonton Manning/Edmonton Manning"," 71","Edmonton",111,64,0,3,22,7,0,2,209,469
48016,"Edmonton Manning/Edmonton Manning"," 72","Edmonton",73,44,19,5,3,0,0,1,145,447
48016,"Edmonton Manning/Edmonton Manning"," 73","Edmonton",Merged with No./Fusionné avec le n°51,,,,,,,,,295
48016,"Edmonton Manning/Edmonton Manning"," 74","Edmonton",115,38,1,1,38,1,0,4,198,494
48016,"Edmonton Manning/Edmonton Manning"," 75","Edmonton",138,66,0,5,28,4,0,2,243,600
48016,"Edmonton Manning/Edmonton Manning"," 76","Edmonton",103,30,2,7,29,1,0,0,172,400
48016,"Edmonton Manning/Edmonton Manning"," 77","Edmonton",84,45,1,6,33,1,0,2,172,404
48016,"Edmonton Manning/Edmonton Manning"," 78","Edmonton",111,53,0,2,33,6,0,1,206,559
48016,"Edmonton Manning/Edmonton Manning"," 79","Edmonton",62,72,0,5,26,5,0,6,176,466
48016,"Edmonton Manning/Edmonton Manning"," 80","Edmonton",153,35,1,2,37,2,0,1,231,563
48016,"Edmonton Manning/Edmonton Manning"," 81","Edmonton",101,50,1,3,51,3,0,0,209,542
48016,"Edmonton Manning/Edmonton Manning"," 82","Edmonton",76,48,0,2,38,4,2,3,173,461
48016,"Edmonton Manning/Edmonton Manning"," 83","Edmonton",161,53,0,2,47,6,0,0,269,582
48016,"Edmonton Manning/Edmonton Manning"," 84","Edmonton",116,24,0,6,40,1,1,0,188,443
48016,"Edmonton Manning/Edmonton Manning"," 85","Edmonton",113,47,3,1,42,5,0,1,212,559
48016,"Edmonton Manning/Edmonton Manning"," 86","Edmonton",70,20,0,3,11,0,0,0,104,401
48016,"Edmonton Manning/Edmonton Manning"," 87","Edmonton",93,44,0,1,36,4,0,3,181,450
48016,"Edmonton Manning/Edmonton Manning"," 88","Edmonton",85,38,1,5,22,3,0,2,156,459
48016,"Edmonton Manning/Edmonton Manning"," 89","Edmonton",121,61,1,2,28,1,0,2,216,660
48016,"Edmonton Manning/Edmonton Manning"," 90","Edmonton",141,60,4,4,48,6,0,0,263,552
48016,"Edmonton Manning/Edmonton Manning"," 91","Edmonton",130,44,1,3,24,4,1,0,207,520
48016,"Edmonton Manning/Edmonton Manning"," 92","Edmonton",109,35,0,1,45,2,0,2,194,479
48016,"Edmonton Manning/Edmonton Manning"," 93","Edmonton",120,54,1,5,43,6,0,3,232,494
48016,"Edmonton Manning/Edmonton Manning"," 94","Edmonton",134,40,0,3,30,6,0,0,213,536
48016,"Edmonton Manning/Edmonton Manning"," 95","Edmonton",157,29,2,4,33,3,0,0,228,560
48016,"Edmonton Manning/Edmonton Manning"," 96","Edmonton",147,48,0,3,28,7,0,1,234,496
48016,"Edmonton Manning/Edmonton Manning"," 97","Edmonton",118,32,1,4,37,14,0,0,206,494
48016,"Edmonton Manning/Edmonton Manning"," 98","Edmonton",131,30,1,5,47,5,0,0,219,543
48016,"Edmonton Manning/Edmonton Manning"," 99","Edmonton",124,73,2,3,55,3,0,2,262,597
48016,"Edmonton Manning/Edmonton Manning"," 100","Edmonton",69,38,1,3,35,3,1,0,150,408
48016,"Edmonton Manning/Edmonton Manning"," 101","Edmonton",90,50,0,0,34,1,0,1,176,546
48016,"Edmonton Manning/Edmonton Manning"," 102","Edmonton",83,23,1,5,23,4,1,0,140,423
48016,"Edmonton Manning/Edmonton Manning"," 103","Edmonton",108,39,0,13,56,2,0,0,218,456
48016,"Edmonton Manning/Edmonton Manning"," 104","Edmonton",74,48,0,11,47,4,0,0,184,434
48016,"Edmonton Manning/Edmonton Manning"," 105","Edmonton",88,51,1,7,45,4,0,0,196,584
48016,"Edmonton Manning/Edmonton Manning"," 106","Edmonton",85,61,4,3,54,4,0,1,212,475
48016,"Edmonton Manning/Edmonton Manning"," 107","Edmonton",140,58,0,6,39,4,0,1,248,629
48016,"Edmonton Manning/Edmonton Manning"," 108","Edmonton",88,30,0,4,32,5,0,2,161,402
48016,"Edmonton Manning/Edmonton Manning"," 109","Edmonton",160,52,2,3,60,2,0,1,280,604
48016,"Edmonton Manning/Edmonton Manning"," 110","Edmonton",137,60,4,3,46,2,0,3,255,537
48016,"Edmonton Manning/Edmonton Manning"," 111A","Edmonton",80,64,1,4,39,5,1,1,195,454
48016,"Edmonton Manning/Edmonton Manning"," 111B","Edmonton",87,46,0,1,43,2,0,2,181,449
48016,"Edmonton Manning/Edmonton Manning"," 112","Edmonton",133,71,1,6,46,4,0,0,261,563
48016,"Edmonton Manning/Edmonton Manning"," 113","Edmonton",115,78,4,7,57,4,0,1,266,580
48016,"Edmonton Manning/Edmonton Manning"," 114","Edmonton",159,65,4,4,33,3,1,0,269,554
48016,"Edmonton Manning/Edmonton Manning"," 115","Edmonton",129,28,1,6,40,4,0,0,208,469
48016,"Edmonton Manning/Edmonton Manning"," 116","Edmonton",125,37,0,4,45,4,0,0,215,511
48016,"Edmonton Manning/Edmonton Manning"," 117","Edmonton",90,49,0,4,36,2,0,0,181,448
48016,"Edmonton Manning/Edmonton Manning"," 118","Edmonton",122,75,2,2,46,3,0,7,257,526
48016,"Edmonton Manning/Edmonton Manning"," 119","Edmonton",71,62,1,6,55,5,0,0,200,435
48016,"Edmonton Manning/Edmonton Manning"," 120","Edmonton",101,54,0,7,54,1,0,15,232,478
48016,"Edmonton Manning/Edmonton Manning"," 121","Edmonton",88,35,2,6,62,4,0,2,199,447
48016,"Edmonton Manning/Edmonton Manning"," 122","Edmonton",147,27,0,13,47,4,1,0,239,451
48016,"Edmonton Manning/Edmonton Manning"," 123","Edmonton",107,28,2,1,41,4,0,1,184,409
48016,"Edmonton Manning/Edmonton Manning"," 124","Edmonton",124,46,1,7,32,6,1,0,217,605
48016,"Edmonton Manning/Edmonton Manning"," 125","Edmonton",71,58,1,2,57,8,1,3,201,463
48016,"Edmonton Manning/Edmonton Manning"," 126","Edmonton",91,43,0,22,43,5,0,0,204,452
48016,"Edmonton Manning/Edmonton Manning"," 127","Edmonton",130,35,0,6,44,7,0,1,223,418
48016,"Edmonton Manning/Edmonton Manning"," 128","Edmonton",140,34,1,3,35,1,1,0,215,494
48016,"Edmonton Manning/Edmonton Manning"," 129","Edmonton",99,39,1,2,27,6,0,0,174,489
48016,"Edmonton Manning/Edmonton Manning"," 130A","Edmonton",46,50,2,0,22,4,0,1,125,334
48016,"Edmonton Manning/Edmonton Manning"," 130B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,,,63
48016,"Edmonton Manning/Edmonton Manning"," 131","Edmonton",236,54,0,4,60,3,0,2,359,669
48016,"Edmonton Manning/Edmonton Manning"," 132","Edmonton",149,51,0,7,67,7,1,4,286,533
48016,"Edmonton Manning/Edmonton Manning"," 133","Edmonton",165,35,1,10,54,2,0,1,268,530
48016,"Edmonton Manning/Edmonton Manning"," 134","Edmonton",193,52,3,6,33,3,2,2,294,580
48016,"Edmonton Manning/Edmonton Manning"," 135","Edmonton",60,50,0,3,44,2,0,2,161,419
48016,"Edmonton Manning/Edmonton Manning"," 136","Edmonton",120,46,2,9,62,6,0,1,246,500
48016,"Edmonton Manning/Edmonton Manning"," 137","Edmonton",129,30,0,9,36,10,0,1,215,448
48016,"Edmonton Manning/Edmonton Manning"," 138","Edmonton",43,61,1,1,40,8,0,1,155,438
48016,"Edmonton Manning/Edmonton Manning"," 139","Edmonton",Merged with No./Fusionné avec le n°140,,,,,,,,,86
48016,"Edmonton Manning/Edmonton Manning"," 140","Edmonton",105,70,1,8,51,2,0,0,237,333
48016,"Edmonton Manning/Edmonton Manning"," 141","Edmonton",67,29,1,2,25,3,0,0,127,322
48016,"Edmonton Manning/Edmonton Manning"," 142","Edmonton",93,46,1,6,55,5,2,1,209,510
48016,"Edmonton Manning/Edmonton Manning"," 143","Edmonton",124,26,1,7,60,6,0,0,224,479
48016,"Edmonton Manning/Edmonton Manning"," 144","Edmonton",145,67,4,11,62,7,2,1,299,570
48016,"Edmonton Manning/Edmonton Manning"," 145","Edmonton",121,50,0,7,60,7,0,3,248,484
48016,"Edmonton Manning/Edmonton Manning"," 146","Edmonton",120,42,0,4,50,6,0,0,222,459
48016,"Edmonton Manning/Edmonton Manning"," 147","Edmonton",177,72,0,7,64,10,1,3,334,623
48016,"Edmonton Manning/Edmonton Manning"," 148","Edmonton",116,29,1,4,47,3,0,1,201,445
48016,"Edmonton Manning/Edmonton Manning"," 149","Edmonton",86,45,2,5,38,1,2,1,180,385
48016,"Edmonton Manning/Edmonton Manning"," 150","Edmonton",113,25,2,5,34,8,0,4,191,442
48016,"Edmonton Manning/Edmonton Manning"," 151","Edmonton",73,21,0,6,35,0,0,0,135,449
48016,"Edmonton Manning/Edmonton Manning"," 152","Edmonton",48,36,1,8,27,7,3,1,131,413
48016,"Edmonton Manning/Edmonton Manning"," 153","Edmonton",66,86,1,10,38,2,0,1,204,539
48016,"Edmonton Manning/Edmonton Manning"," 154","Edmonton",91,62,0,6,33,5,0,0,197,524
48016,"Edmonton Manning/Edmonton Manning"," 155","Edmonton",141,39,0,4,59,3,0,1,247,497
48016,"Edmonton Manning/Edmonton Manning"," 156","Edmonton",143,63,3,10,61,2,1,3,286,526
48016,"Edmonton Manning/Edmonton Manning"," 157","Edmonton",66,28,0,3,49,4,0,1,151,414
48016,"Edmonton Manning/Edmonton Manning"," 158","Edmonton",124,31,1,5,62,7,1,2,233,542
48016,"Edmonton Manning/Edmonton Manning"," 159","Edmonton",121,41,0,8,42,3,0,0,215,490
48016,"Edmonton Manning/Edmonton Manning"," 160","Edmonton",131,22,1,9,41,10,0,2,216,514
48016,"Edmonton Manning/Edmonton Manning"," 161","Edmonton",73,26,0,5,32,4,0,0,140,411
48016,"Edmonton Manning/Edmonton Manning"," 162","Edmonton",107,97,2,5,52,7,0,8,278,599
48016,"Edmonton Manning/Edmonton Manning"," 163","Edmonton",85,28,0,3,41,6,0,2,165,519
48016,"Edmonton Manning/Edmonton Manning"," 164","Edmonton",92,33,0,6,40,5,0,0,176,472
48016,"Edmonton Manning/Edmonton Manning"," 165","Edmonton",124,41,0,6,41,6,0,0,218,462
48016,"Edmonton Manning/Edmonton Manning"," 166","Edmonton",145,45,0,7,82,8,1,0,288,568
48016,"Edmonton Manning/Edmonton Manning"," 167","Edmonton",139,74,2,7,66,5,1,2,296,534
48016,"Edmonton Manning/Edmonton Manning"," 168","Edmonton",150,56,0,5,47,7,0,0,265,542
48016,"Edmonton Manning/Edmonton Manning"," 169","Edmonton",127,40,0,3,45,5,0,0,220,570
48016,"Edmonton Manning/Edmonton Manning"," 170","Edmonton",119,53,1,3,38,5,0,1,220,487
48016,"Edmonton Manning/Edmonton Manning"," 171","Edmonton",147,33,0,9,42,6,0,1,238,495
48016,"Edmonton Manning/Edmonton Manning"," 172","Edmonton",139,42,0,7,64,10,0,0,262,570
48016,"Edmonton Manning/Edmonton Manning"," 173","Edmonton",106,35,0,4,49,2,1,0,197,402
48016,"Edmonton Manning/Edmonton Manning"," 174","Edmonton",112,25,2,5,33,12,0,0,189,395
48016,"Edmonton Manning/Edmonton Manning"," 175","Edmonton",93,49,0,8,41,4,0,1,196,503
48016,"Edmonton Manning/Edmonton Manning"," 176","Edmonton",128,55,1,9,46,11,1,0,251,540
48016,"Edmonton Manning/Edmonton Manning"," 177","Edmonton",184,37,2,6,38,14,0,3,284,537
48016,"Edmonton Manning/Edmonton Manning"," 178","East Edmonton",159,51,4,4,39,7,0,0,264,582
48016,"Edmonton Manning/Edmonton Manning"," 179","Edmonton",106,43,1,7,51,7,0,0,215,556
48016,"Edmonton Manning/Edmonton Manning"," 500","Mobile poll/Bureau itinérant",43,19,0,4,20,2,1,0,89,115
48016,"Edmonton Manning/Edmonton Manning"," 501","Mobile poll/Bureau itinérant",65,21,1,5,10,3,0,1,106,147
48016,"Edmonton Manning/Edmonton Manning"," 502","Mobile poll/Bureau itinérant",27,22,3,6,23,5,1,6,93,138
48016,"Edmonton Manning/Edmonton Manning"," 503","Mobile poll/Bureau itinérant",101,14,6,6,14,2,0,5,148,174
48016,"Edmonton Manning/Edmonton Manning"," 600","Edmonton",437,176,4,15,74,10,1,1,718,
48016,"Edmonton Manning/Edmonton Manning"," 601","Edmonton",364,143,3,18,87,13,0,4,632,
48016,"Edmonton Manning/Edmonton Manning"," 602","Edmonton",622,161,2,23,112,17,1,6,944,
48016,"Edmonton Manning/Edmonton Manning"," 603","Edmonton",695,198,4,28,150,26,0,11,1112,
48016,"Edmonton Manning/Edmonton Manning"," 604","Edmonton",631,218,1,17,139,16,1,9,1032,
48016,"Edmonton Manning/Edmonton Manning"," 605","Edmonton",601,182,3,14,124,21,2,5,952,
48016,"Edmonton Manning/Edmonton Manning"," 606","Edmonton",720,186,6,19,154,22,1,3,1111,
48016,"Edmonton Manning/Edmonton Manning"," 607","Edmonton",544,188,5,5,121,18,0,2,883,
48016,"Edmonton Manning/Edmonton Manning"," 608","Edmonton",588,205,1,18,149,15,0,4,980,
48016,"Edmonton Manning/Edmonton Manning"," 609","Edmonton",271,42,4,15,51,13,1,1,398,
48016,"Edmonton Manning/Edmonton Manning"," 610","Edmonton",500,96,1,26,154,27,0,1,805,
48016,"Edmonton Manning/Edmonton Manning"," 611","Edmonton",355,91,0,9,76,14,0,1,546,
48016,"Edmonton Manning/Edmonton Manning"," 612","Edmonton",312,121,3,6,81,6,0,3,532,
48016,"Edmonton Manning/Edmonton Manning"," 613","Edmonton",343,94,7,11,112,6,3,1,577,
48016,"Edmonton Manning/Edmonton Manning"," 614","Edmonton",473,142,3,28,131,14,2,3,796,
48016,"Edmonton Manning/Edmonton Manning"," 615","Edmonton",338,116,3,29,90,9,0,4,589,
48016,"Edmonton Manning/Edmonton Manning"," 616","Edmonton",205,58,3,11,72,18,0,1,368,
48016,"Edmonton Manning/Edmonton Manning"," 617","Edmonton",371,129,1,10,129,16,0,1,657,
48016,"Edmonton Manning/Edmonton Manning",,Group 1/Groupe 1, 247,67,2,24,56,24,1,26,447,142
48016,"Edmonton Manning/Edmonton Manning",,Group 2/Groupe 2, 939,430,12,71,309,51,2,44,1858,
