Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Neil Drabkin,Marc Garneau,Franklin Gertler,Robert Green,Rachel Hoffman,Jennifer Jetté,Jeffery A. Thomas,André Valiquette,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 39","Montréal",17,100,24,26,0,13,1,2,2,185,485
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 40","Montréal",23,45,15,7,0,1,0,1,1,93,358
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 41","Montréal",19,99,20,9,0,5,0,1,1,154,515
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 42","Montréal",22,87,36,16,0,6,1,1,2,171,459
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 43","Montréal",15,65,20,14,0,8,0,4,1,127,332
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 44","Montréal",28,123,29,8,0,3,0,1,1,193,446
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 45","Montréal",12,63,21,9,0,15,1,2,4,127,357
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 46","Montréal",40,146,32,25,0,10,0,3,0,256,629
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 47","Montréal",44,163,24,23,0,10,0,3,1,268,453
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 48","Westmount",29,141,30,32,1,13,0,1,2,249,473
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 49","Westmount",Merged with No./Fusionné avec le n°51,,,,,,,,,,321
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 50","Montréal",24,105,36,30,0,18,0,1,0,214,464
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 51","Montréal",24,136,66,40,0,9,1,3,0,279,472
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 52","Westmount",8,66,31,20,0,9,0,5,1,140,340
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 53","Westmount",12,73,11,6,0,2,0,3,3,110,296
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 54","Westmount",10,81,8,14,0,4,0,0,1,118,353
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 55","Westmount",22,110,22,24,0,3,0,2,0,183,428
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 56","Westmount",10,77,28,18,0,4,0,3,0,140,405
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 57","Montréal",14,67,46,24,0,7,1,1,2,162,396
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 58","Montréal",15,122,39,35,0,11,0,9,0,231,461
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 59","Montréal",21,94,36,8,0,0,1,1,1,162,367
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 60","Montréal",23,92,47,24,0,16,0,2,2,206,411
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 61","Montréal",19,121,54,25,0,34,0,1,1,255,457
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 62","Montréal",17,93,36,11,1,25,0,2,2,187,316
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 63","Montréal",24,108,37,25,0,10,0,2,7,213,437
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 64","Montréal",22,104,50,18,2,10,0,4,0,210,473
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 65","Montréal",21,74,34,23,0,20,0,1,0,173,436
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 66","Montréal",22,112,44,25,0,5,1,6,1,216,481
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 67","Montréal",14,97,45,32,0,10,0,0,1,199,463
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 68","Montréal",26,146,56,28,0,22,1,0,0,279,498
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 69","Montréal",12,85,23,18,0,12,0,0,1,151,341
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 70","Montréal",19,76,43,13,0,10,0,1,0,162,323
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 71","Montréal",8,72,42,27,0,19,0,0,1,169,337
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 72","Montréal",7,69,48,10,0,7,0,4,0,145,376
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 73","Montréal",16,76,39,17,1,9,0,0,0,158,363
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 74","Montréal",6,87,37,14,0,11,1,2,0,158,360
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 75","Montréal",16,75,28,26,0,20,1,2,5,173,298
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 76","Montréal",19,90,47,38,0,20,0,3,0,217,452
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 77","Montréal",17,100,37,27,0,30,0,1,2,214,410
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 78","Montréal",8,120,51,42,0,35,0,1,0,257,429
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 79","Montréal",13,81,23,25,0,15,0,0,0,157,364
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 80","Montréal",18,102,41,27,0,15,0,3,0,206,409
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 81","Montréal",16,120,38,45,0,28,0,2,0,249,497
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 82","Montréal",12,110,43,31,0,12,0,1,0,209,395
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 83","Montréal",14,99,29,35,1,12,0,1,2,193,335
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 84","Montréal",13,112,37,40,0,22,0,1,0,225,399
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 85","Montréal",15,80,32,17,0,7,0,1,1,153,321
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 86","Montréal",20,150,55,48,1,23,0,3,6,306,516
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 87","Montréal",14,101,37,22,0,11,0,2,1,188,392
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 88","Montréal",7,64,49,26,0,4,0,0,2,152,355
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 89","Montréal",5,101,52,20,0,7,1,3,3,192,411
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 90","Montréal",16,75,44,27,0,5,1,3,1,172,467
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 91","Montréal",12,71,53,20,0,9,1,1,5,172,424
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 92","Montréal",18,127,48,20,0,7,1,2,2,225,511
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 93","Montréal",15,96,36,26,0,10,0,1,1,185,475
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 94","Montréal",3,102,35,28,1,4,0,2,1,176,378
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 95","Montréal",24,132,38,33,0,6,1,6,0,240,524
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 96","Montréal",14,102,32,18,0,3,0,2,1,172,421
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 97","Montréal",18,113,69,26,2,9,0,3,3,243,499
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 98","Montréal",12,83,61,35,0,18,0,4,2,215,420
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 99","Montréal",7,68,54,16,0,7,1,3,0,156,346
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 100","Montréal",2,82,64,24,1,17,0,3,2,195,403
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 101","Montréal",5,97,56,35,1,14,0,4,4,216,375
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 102","Montréal",4,77,62,37,1,16,0,3,2,202,420
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 103","Montréal",11,72,16,31,0,10,0,1,1,142,329
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 104","Montréal",11,111,28,31,0,13,2,3,1,200,353
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 105","Montréal",17,109,40,20,1,20,0,0,2,209,482
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 106","Montréal",11,113,43,25,0,13,3,3,1,212,474
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 107","Montréal",10,59,39,29,0,6,1,2,0,146,312
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 108","Montréal",10,90,76,43,0,20,1,4,2,246,493
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 109","Montréal",7,108,61,27,1,7,0,2,2,215,398
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 110","Montréal",19,95,64,26,0,8,0,6,0,218,400
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 111","Montréal",21,93,51,35,1,6,0,3,4,214,491
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 112","Montréal",21,112,27,11,0,8,0,1,0,180,391
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 113","Montréal",23,78,24,30,0,8,0,0,0,163,345
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 114","Montréal",19,152,31,16,2,8,1,3,1,233,430
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 115","Montréal",17,128,27,13,0,9,0,1,4,199,413
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 116","Montréal",19,101,21,11,0,6,0,0,2,160,329
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 117","Montréal",33,170,26,12,0,7,1,4,11,264,537
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 118","Montréal",23,110,27,8,0,5,0,1,5,179,392
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 119","Montréal",19,117,28,7,1,7,0,1,5,185,468
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 120","Montréal",15,117,16,8,2,2,1,3,7,171,517
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 121","Montréal",7,97,49,33,1,28,0,1,1,217,439
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 122","Montréal",13,121,39,18,1,16,0,5,2,215,423
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 123","Montréal",14,60,36,13,0,8,0,0,0,131,338
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 124","Montréal",14,96,26,19,0,29,0,6,0,190,381
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 125","Montréal",18,78,15,14,0,6,1,2,2,136,405
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 126","Montréal",26,124,20,15,0,7,1,5,2,200,539
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 127","Montréal",25,145,27,14,0,9,0,2,3,225,458
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 128","Montréal",17,83,21,6,0,5,0,6,1,139,310
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 129","Montréal",5,101,26,27,0,12,1,2,1,175,359
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 130","Montréal",16,83,23,20,0,5,1,7,1,156,455
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 131","Montréal",14,102,42,24,0,13,1,0,0,196,375
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 132","Montréal",25,118,52,25,0,3,1,1,2,227,567
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 133","Montréal",10,66,35,15,0,10,0,2,0,138,392
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 134","Montréal",12,77,28,7,0,7,1,1,2,135,494
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 135","Montréal",13,65,22,11,0,6,0,0,0,117,382
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 136","Montréal",17,93,18,12,0,3,1,4,3,151,468
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 137","Montréal",26,84,22,7,1,5,2,3,1,151,410
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 138","Montréal",15,64,15,7,1,3,1,5,0,111,429
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 139","Montréal",17,107,31,10,0,5,1,4,0,175,531
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 140","Montréal",13,166,25,9,2,1,1,1,2,220,527
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 141","Montréal",42,124,37,15,0,3,0,1,4,226,540
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 142","Montréal",12,114,38,7,1,10,0,5,4,191,422
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 143","Montréal",30,127,10,6,0,1,1,2,5,182,407
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 144","Montréal",21,107,17,7,0,5,0,1,5,163,352
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 145","Montréal",22,101,24,16,0,12,0,1,1,177,429
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 146","Montréal",29,139,27,18,0,5,0,1,3,222,429
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 147","Montréal",15,117,33,22,0,8,0,4,2,201,435
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 148","Montréal",18,90,24,8,0,5,1,2,0,148,404
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 149","Montréal",19,103,26,30,0,13,0,4,0,195,455
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 150","Montréal",19,87,23,22,0,9,1,2,1,164,351
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 151","Montréal",11,103,29,22,0,4,3,1,1,174,373
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 152","Montréal",30,99,31,14,0,16,1,2,2,195,489
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 153","Montréal",12,100,29,21,1,7,0,8,3,181,419
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 154","Montréal",11,67,44,16,0,6,0,5,0,149,438
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 155","Montréal",11,87,40,17,0,15,1,6,0,177,406
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 156","Montréal",21,82,36,28,0,7,0,3,3,180,450
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 157","Montréal",22,133,44,21,0,10,2,0,2,234,524
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 158","Montréal",22,91,31,20,0,7,0,1,1,173,351
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 159","Montréal",14,101,27,15,1,8,0,0,2,168,369
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 160","Montréal",13,90,31,14,0,8,0,4,3,163,348
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 161","Montréal",9,91,35,18,2,5,0,2,2,164,347
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 162","Montréal",15,89,31,13,0,6,0,0,1,155,379
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 163","Montréal",23,111,34,10,1,6,0,1,3,189,519
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 164","Montréal",11,49,24,12,2,1,0,3,1,103,260
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 165","Montréal-Ouest",37,61,25,11,1,3,0,1,0,139,325
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 166","Montréal-Ouest",25,122,41,30,0,0,0,6,3,227,392
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 167","Montréal",28,140,20,12,0,3,0,6,1,210,478
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 168","Montréal",20,121,19,8,0,10,1,1,4,184,452
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 169","Montréal-Ouest",20,114,26,19,0,5,1,3,5,193,440
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 170","Montréal-Ouest",22,117,23,11,1,8,0,1,1,184,344
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 171","Montréal-Ouest",39,122,16,6,0,0,0,1,0,184,339
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 172","Côte-Saint-Luc",43,94,17,8,0,4,3,1,0,170,345
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 173","Montréal",11,78,29,17,0,7,0,0,1,143,394
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 174","Montréal",11,98,46,23,0,10,1,1,1,191,395
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 175","Montréal-Ouest",19,94,19,22,0,5,0,3,0,162,413
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 176","Montréal-Ouest",24,134,25,24,0,6,0,4,1,218,443
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 177","Montréal-Ouest",18,142,30,31,0,4,0,2,2,229,458
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 178","Montréal-Ouest",27,125,25,44,2,7,0,4,1,235,471
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 400","Westmount",8,67,9,8,0,3,1,3,3,102,513
24053,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 401","Westmount",40,157,20,6,0,5,1,2,0,231,424
