Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Gene Balfour,Barbara Doyle,Judi Forbes,Elizabeth Fraser,Jamie Schmale,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 37","Minden Hills",3,14,23,12,42,1,95,251
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 38","Minden Hills",0,27,41,14,57,0,139,306
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 39","Lutterworth",6,27,39,21,71,1,165,370
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 40","Snowdon",1,17,29,12,66,1,126,306
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 41","Lutterworth",7,25,46,15,89,1,183,401
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 42","Lutterworth",7,24,40,15,73,5,164,414
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 43","Lutterworth",1,16,26,8,48,0,99,275
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 44","Irondale",5,16,56,15,58,1,151,337
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 45","Kawartha Lakes",1,16,42,7,80,1,147,370
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 46","Kawartha Lakes",1,24,48,18,89,1,181,382
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 47","Kawartha Lakes",6,27,22,7,123,0,185,427
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 48","Kawartha Lakes",1,36,44,13,83,3,180,367
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 49","Kawartha Lakes",3,17,42,22,128,3,215,400
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 50","Kawartha Lakes",5,24,81,30,133,0,273,502
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 51","Kawartha Lakes",6,28,64,14,92,0,204,473
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 52","Kawartha Lakes",9,32,42,22,116,0,221,476
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 53","Kawartha Lakes",3,20,54,18,109,1,205,484
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 54","Kawartha Lakes",8,30,65,18,117,0,238,513
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 55","Kawartha Lakes",4,18,61,26,112,0,221,447
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 56","Kawartha Lakes",7,33,69,27,151,4,291,440
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 57","Kawartha Lakes",5,23,48,13,117,2,208,408
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 58","Kawartha Lakes",0,23,68,28,115,0,234,474
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 59","Kawartha Lakes",3,47,57,22,113,0,242,555
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 60","Kawartha Lakes",3,19,36,10,80,0,148,318
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 61","Kawartha Lakes",2,16,49,16,72,0,155,347
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 62","Kawartha Lakes",7,30,56,21,99,0,213,500
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 63","Kawartha Lakes",2,41,69,13,129,2,256,519
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 64","Kawartha Lakes",12,37,50,23,137,0,259,524
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 65","Kawartha Lakes",2,26,55,22,115,1,221,457
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 66","Kawartha Lakes",8,27,51,19,112,3,220,467
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 67","Kawartha Lakes",4,40,71,25,117,0,257,559
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 68A","Kawartha Lakes",2,22,44,15,57,1,141,307
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 68B","Kawartha Lakes",5,26,28,6,55,1,121,287
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 69","Kawartha Lakes",3,23,51,13,89,2,181,411
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 70","Kawartha Lakes",6,17,55,21,92,2,193,481
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 71","Kawartha Lakes",1,23,33,13,109,0,179,414
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 72","Kawartha Lakes",2,14,62,21,94,0,193,470
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 73","Kawartha Lakes",2,37,40,11,75,2,167,365
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 74","Kawartha Lakes",10,28,31,21,74,3,167,398
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 75","Kawartha Lakes",8,36,65,12,84,0,205,494
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 76","Kawartha Lakes",5,14,103,18,98,1,239,524
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 77","Kawartha Lakes",3,17,98,14,82,0,214,463
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 78","Kawartha Lakes",2,27,78,20,91,1,219,516
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 79","Kawartha Lakes",0,24,79,13,113,1,230,487
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 80","Kawartha Lakes",4,28,80,17,121,0,250,413
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 81","Kawartha Lakes",1,33,84,13,101,3,235,398
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 82","Kawartha Lakes",5,31,49,22,113,2,222,446
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 83","Kawartha Lakes",2,20,59,13,123,0,217,360
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 84","Kawartha Lakes",6,18,69,16,139,0,248,433
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 85","Kawartha Lakes",2,35,65,15,127,0,244,486
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 86","Kawartha Lakes",11,27,41,15,127,1,222,443
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 87","Kawartha Lakes",1,31,56,8,108,2,206,394
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 88","Kawartha Lakes",7,27,29,12,126,1,202,409
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 89","Kawartha Lakes",6,45,73,14,91,3,232,419
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 90","Kawartha Lakes",6,37,63,23,131,0,260,485
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 91","Kawartha Lakes",3,71,63,26,161,3,327,552
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 92A","Kawartha Lakes",0,44,33,14,87,1,179,311
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 92B","Kawartha Lakes",0,27,29,13,73,2,144,297
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 93","Kawartha Lakes",4,28,74,15,126,1,248,457
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 94","Brock",6,43,69,17,127,1,263,562
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 95","Kawartha Lakes",2,61,46,29,132,1,271,430
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 96","Kawartha Lakes",4,46,42,16,120,2,230,448
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 97","Kawartha Lakes",7,45,61,17,131,4,265,478
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 98","Kawartha Lakes",8,31,51,17,150,3,260,421
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 99","Kawartha Lakes",5,50,62,21,136,0,274,467
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 100","Kawartha Lakes",9,38,59,17,66,4,193,380
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 101","Kawartha Lakes",8,33,85,17,105,1,249,420
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 102","Kawartha Lakes",3,45,54,19,109,1,231,431
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 103","Kawartha Lakes",3,29,88,8,122,2,252,476
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 104","Kawartha Lakes",5,38,45,10,145,1,244,442
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 105","Kawartha Lakes",5,30,49,13,142,0,239,445
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 106","Kawartha Lakes",6,45,36,12,139,1,239,442
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 107","Kawartha Lakes",7,27,33,13,122,1,203,398
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 108","Brock",3,28,36,20,78,1,166,403
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 109","Brock",1,20,36,19,85,4,165,341
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 110","Brock",1,40,53,18,80,0,192,402
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 111","Brock",1,20,25,14,47,0,107,308
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 112","Brock",1,13,27,8,42,1,92,240
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 113A","Kawartha Lakes",1,27,23,21,85,1,158,316
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 113B","Kawartha Lakes",3,38,38,16,57,1,153,306
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 114A","Kawartha Lakes",2,26,39,6,70,1,144,292
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 114B","Kawartha Lakes",3,24,44,10,85,0,166,307
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 115","Kawartha Lakes",4,42,64,25,127,0,262,478
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 116","Kawartha Lakes",3,35,52,16,50,2,158,347
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 117","Kawartha Lakes",6,31,84,13,111,1,246,453
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 118","Kawartha Lakes",3,41,57,16,78,2,197,335
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 119","Kawartha Lakes",7,46,66,15,81,9,224,430
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 120","Kawartha Lakes",3,38,76,17,105,1,240,480
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 121","Kawartha Lakes",5,66,46,19,82,4,222,479
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 122","Kawartha Lakes",4,62,55,16,97,0,234,587
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 123","Kawartha Lakes",11,61,63,18,90,0,243,534
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 124","Kawartha Lakes",3,40,28,11,67,4,153,400
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 125","Kawartha Lakes",7,23,49,16,89,2,186,344
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 126","Kawartha Lakes",4,40,67,11,87,0,209,394
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 127","Kawartha Lakes",4,40,37,12,36,0,129,383
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 128","Kawartha Lakes",1,32,42,24,88,0,187,375
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 129","Kawartha Lakes",2,33,66,5,78,1,185,403
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 130","Kawartha Lakes",5,52,51,14,87,2,211,451
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 131","Kawartha Lakes",4,49,66,10,65,0,194,414
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 132","Kawartha Lakes",3,69,58,12,91,0,233,461
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 133","Kawartha Lakes",7,62,56,29,73,1,228,472
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 134","Kawartha Lakes",8,52,78,14,124,2,278,517
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 135","Kawartha Lakes",8,27,65,13,97,0,210,489
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 136","Kawartha Lakes",4,21,71,12,100,2,210,437
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 137","Kawartha Lakes",6,45,56,28,44,0,179,423
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 138","Kawartha Lakes",3,31,65,21,68,0,188,400
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 139","Kawartha Lakes",2,58,45,10,66,1,182,458
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 140","Kawartha Lakes",1,41,43,5,84,0,174,463
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 141","Kawartha Lakes",2,32,54,13,63,2,166,383
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 142","Kawartha Lakes",2,38,45,16,70,1,172,423
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 143","Kawartha Lakes",6,30,42,18,58,1,155,400
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 144A","Kawartha Lakes",5,27,19,10,40,0,101,310
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 144B","Kawartha Lakes",2,24,16,14,53,0,109,293
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 145","Kawartha Lakes",4,44,42,22,93,2,207,451
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 146","Kawartha Lakes",9,55,64,17,134,0,279,539
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 147","Kawartha Lakes",1,26,78,14,121,0,240,495
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 148","Kawartha Lakes",5,30,30,16,101,0,182,441
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 149","Kawartha Lakes",8,50,59,9,125,3,254,404
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 150","Kawartha Lakes",3,40,85,28,116,0,272,417
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 151","Kawartha Lakes",4,46,94,15,92,3,254,564
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 152A","Kawartha Lakes",4,23,43,13,96,0,179,351
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 152B","Kawartha Lakes",2,24,59,17,85,0,187,360
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 153","Kawartha Lakes",5,44,64,28,147,2,290,521
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 154","Kawartha Lakes",9,46,60,22,120,1,258,474
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 155","Kawartha Lakes",1,37,34,16,83,2,173,310
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 156","Kawartha Lakes",7,47,49,17,111,2,233,523
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 157","Kawartha Lakes",3,24,22,13,116,0,178,408
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 158","Kawartha Lakes",2,29,41,9,105,1,187,363
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 159","Kawartha Lakes",2,29,36,9,108,2,186,374
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 160","Kawartha Lakes",5,31,28,18,129,2,213,393
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 161","Brock",1,16,39,8,127,1,192,433
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 162","Cannington",8,35,50,31,110,1,235,391
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 163","Brock",5,43,68,21,117,0,254,420
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 164","Brock",8,38,88,35,118,2,289,449
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 165","Brock",6,41,62,25,118,3,255,445
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 166","Kawartha Lakes",4,20,30,7,70,0,131,243
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 167","Kawartha Lakes",8,52,50,17,134,4,265,555
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 168","Kawartha Lakes",1,24,47,13,136,0,221,474
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 169","Kawartha Lakes",4,31,15,38,119,0,207,426
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 170A","Kawartha Lakes",2,18,29,11,63,2,125,297
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 170B","Kawartha Lakes",3,23,29,7,67,2,131,352
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 171","Kawartha Lakes",2,29,43,16,115,1,206,369
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 172","Brock",4,45,54,32,100,2,237,475
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 173","Brock",2,45,30,10,52,1,140,352
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 174","Brock",1,4,27,5,39,0,76,242
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 175","Brock",4,18,46,12,129,4,213,538
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 176","Cavan-Millbrook-North Monaghan",2,17,54,17,74,0,164,270
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 177","Cavan-Millbrook-North Monaghan",0,19,64,27,95,1,206,342
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 178","Cavan-Millbrook-North Monaghan",1,34,38,20,51,0,144,260
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 179","Cavan-Millbrook-North Monaghan",1,33,34,21,104,0,193,341
35034,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 180","Kawartha Lakes",4,34,56,13,101,2,210,497
