Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Steven Foster,Jessika Hepburn,Bernadette Jordan,Jason Matthews,Shawn McMahon,Robert Monk,Rick Perkins,Kevin Schulthies,Thomas Trappenberg,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 214","Barrington",0,15,35,0,0,4,84,1,6,2,147,338
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 215","North East Point",0,21,40,1,2,2,77,1,7,1,152,350
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 216","Newellton",1,10,33,0,0,4,114,2,3,0,167,338
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 217","Stoney Island",1,16,21,1,0,5,136,1,1,1,183,415
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 218","West Head",3,16,28,0,1,6,94,2,5,1,156,346
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 219","Clark's Harbour",0,15,23,0,0,5,83,0,6,0,132,288
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 220","Barrington",0,13,48,3,1,3,115,1,4,2,190,436
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 221","Charlesville--Upper/Central Woods Harbour",0,13,18,0,1,4,103,0,6,0,145,308
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 222","Lower Shag Harbour",0,9,22,1,0,0,57,2,2,0,93,277
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 223","Central Woods Harbour",0,12,20,1,0,2,72,1,3,3,114,267
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 224","Lower Clarks Harbour",1,12,30,0,0,3,85,0,3,0,134,294
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 225","Charlesville--Upper/Central Woods Harbour",1,14,24,1,1,1,85,3,4,1,135,261
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 500","Mobile poll/Bureau itinérant",2,2,38,1,0,0,20,0,5,2,70,163
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 501","Mobile poll/Bureau itinérant",0,8,24,2,0,0,13,0,6,0,53,108
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 502","Mobile poll/Bureau itinérant",5,5,21,3,0,3,9,2,3,5,56,206
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 503","Mobile poll/Bureau itinérant",2,5,38,1,2,0,13,0,2,5,68,131
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 504","Mobile poll/Bureau itinérant",1,6,27,2,0,3,24,0,0,4,67,137
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 505","Mobile poll/Bureau itinérant",3,0,21,2,1,1,13,1,1,0,43,114
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 506","Mobile poll/Bureau itinérant",1,3,15,1,0,1,11,0,2,1,35,70
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 600","Upper Tantallon",2,119,368,2,1,10,206,0,93,2,803,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 601","Hubley",16,103,367,0,1,9,165,0,94,4,759,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 602","Hatchet Lake",5,106,293,0,1,7,143,0,106,0,661,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 603","Hatchet Lake",3,93,286,0,0,14,128,1,102,1,628,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 604","Indian Harbour",5,60,263,2,0,6,114,2,81,1,534,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 605","Hubbards",4,56,268,0,2,5,105,0,102,4,546,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 606","New Ross",0,25,90,1,2,3,73,1,18,1,214,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 607","Chester",4,70,308,2,1,5,156,2,88,4,640,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 608","Chester",0,32,132,1,1,5,106,3,42,3,325,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 609","Lunenburg",1,78,283,0,0,3,108,2,97,0,572,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 610","Mahone Bay",2,75,238,0,1,2,92,2,77,1,490,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 611","New Germany",0,54,183,1,2,17,124,2,44,2,429,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 612","Dayspring",0,41,115,0,0,5,98,0,43,0,302,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 613","Bridgewater",2,81,318,0,0,2,145,0,68,4,620,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 614","Lunenburg",0,37,170,0,0,0,62,0,46,2,317,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 615","Lake Centre--New Cumberland",0,59,240,1,0,2,86,0,71,4,463,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 616","Bridgewater",1,112,323,1,1,2,133,0,89,6,668,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 617","Bakers Settlement",2,48,100,0,1,6,85,0,41,0,283,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 618","Queens",2,10,71,0,0,1,44,2,12,1,143,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 619","Middlewood",0,44,123,0,0,9,90,2,45,0,313,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 620","Liverpool",2,58,212,0,0,4,121,0,40,5,442,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 621","Liverpool",1,38,158,0,2,4,117,2,42,3,367,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 622","Shelburne",2,29,182,2,3,4,119,1,42,2,386,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 623","Sable River",0,18,99,1,2,1,95,1,25,2,244,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 624","Port Clyde",1,35,80,0,1,0,191,1,23,0,332,
12009,"South Shore--St. Margarets/South Shore--St. Margarets"," 625","Shag Harbour",0,20,92,1,0,5,205,0,18,1,342,
12009,"South Shore--St. Margarets/South Shore--St. Margarets",,Group 1/Groupe 1, 2,26,82,1,2,4,36,0,15,10,178,171
12009,"South Shore--St. Margarets/South Shore--St. Margarets",,Group 2/Groupe 2, 6,217,732,10,1,24,409,5,287,28,1719,
