Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Elizabeth Abbott,Ivan Byard,Zia Choudhary,Julie Dabrusin,Tara Dos Remedios,John Kladitis,Min Sook Lee,Chris Tolley,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35109,"Toronto--Danforth/Toronto--Danforth"," 37","Toronto",0,1,21,83,3,0,63,17,1,189,374
35109,"Toronto--Danforth/Toronto--Danforth"," 38","Toronto",0,1,13,109,2,0,78,14,0,217,400
35109,"Toronto--Danforth/Toronto--Danforth"," 39","Toronto",0,2,17,100,3,1,69,7,4,203,381
35109,"Toronto--Danforth/Toronto--Danforth"," 40","East York",2,0,40,99,6,2,49,8,4,210,468
35109,"Toronto--Danforth/Toronto--Danforth"," 41","East York",1,0,26,104,4,0,47,16,1,199,393
35109,"Toronto--Danforth/Toronto--Danforth"," 42","East York",0,2,28,89,7,0,80,6,1,213,567
35109,"Toronto--Danforth/Toronto--Danforth"," 43","East York",0,0,42,158,2,4,85,9,7,307,584
35109,"Toronto--Danforth/Toronto--Danforth"," 44","East York",1,2,32,110,10,3,53,15,2,228,440
35109,"Toronto--Danforth/Toronto--Danforth"," 45","East York",0,3,25,116,0,1,91,9,2,247,443
35109,"Toronto--Danforth/Toronto--Danforth"," 46","East York",1,0,11,143,0,0,72,12,4,243,415
35109,"Toronto--Danforth/Toronto--Danforth"," 47","East York",1,1,28,104,2,0,79,13,0,228,435
35109,"Toronto--Danforth/Toronto--Danforth"," 48","Toronto",1,0,20,164,5,6,72,8,1,277,455
35109,"Toronto--Danforth/Toronto--Danforth"," 49","Toronto",0,1,19,118,5,2,80,15,1,241,396
35109,"Toronto--Danforth/Toronto--Danforth"," 50","Toronto",0,0,15,131,2,1,61,12,2,224,388
35109,"Toronto--Danforth/Toronto--Danforth"," 51","East York",4,1,31,65,3,1,44,7,2,158,401
35109,"Toronto--Danforth/Toronto--Danforth"," 52","East York",1,1,37,89,4,1,98,17,4,252,589
35109,"Toronto--Danforth/Toronto--Danforth"," 53","East York",1,0,11,90,0,1,33,3,2,141,337
35109,"Toronto--Danforth/Toronto--Danforth"," 54","East York",1,1,17,93,4,1,41,7,1,166,429
35109,"Toronto--Danforth/Toronto--Danforth"," 55","East York",0,0,23,97,2,1,70,7,2,202,410
35109,"Toronto--Danforth/Toronto--Danforth"," 56","East York",0,0,30,106,2,0,53,13,2,206,406
35109,"Toronto--Danforth/Toronto--Danforth"," 57","East York",1,1,27,88,0,0,80,11,4,212,361
35109,"Toronto--Danforth/Toronto--Danforth"," 58","East York",1,0,30,144,2,1,84,16,2,280,521
35109,"Toronto--Danforth/Toronto--Danforth"," 59","East York",2,0,31,130,1,3,75,18,2,262,439
35109,"Toronto--Danforth/Toronto--Danforth"," 60","Toronto",0,0,19,144,1,1,60,23,0,248,438
35109,"Toronto--Danforth/Toronto--Danforth"," 61","Toronto",1,0,10,90,2,3,69,21,1,197,417
35109,"Toronto--Danforth/Toronto--Danforth"," 62","Toronto",3,1,24,93,0,0,84,6,2,213,364
35109,"Toronto--Danforth/Toronto--Danforth"," 63","Toronto",0,0,20,106,2,3,74,18,0,223,368
35109,"Toronto--Danforth/Toronto--Danforth"," 64","Toronto",2,1,15,129,4,1,86,10,3,251,404
35109,"Toronto--Danforth/Toronto--Danforth"," 65","Toronto",1,0,24,128,2,0,105,13,2,275,433
35109,"Toronto--Danforth/Toronto--Danforth"," 66","Toronto",0,0,23,123,3,0,97,21,0,267,464
35109,"Toronto--Danforth/Toronto--Danforth"," 67","Toronto",1,1,11,88,0,0,69,10,2,182,386
35109,"Toronto--Danforth/Toronto--Danforth"," 68","Toronto",4,2,29,139,1,5,94,11,14,299,511
35109,"Toronto--Danforth/Toronto--Danforth"," 69","Toronto",1,0,15,111,2,1,69,9,2,210,427
35109,"Toronto--Danforth/Toronto--Danforth"," 70","Toronto",0,0,16,114,2,1,41,12,0,186,354
35109,"Toronto--Danforth/Toronto--Danforth"," 71","Toronto",1,0,18,85,1,0,74,28,2,209,376
35109,"Toronto--Danforth/Toronto--Danforth"," 72","Toronto",0,0,20,177,5,1,79,31,1,314,601
35109,"Toronto--Danforth/Toronto--Danforth"," 73","Toronto",3,0,20,112,1,2,95,10,2,245,445
35109,"Toronto--Danforth/Toronto--Danforth"," 74","Toronto",1,2,36,172,5,0,112,30,7,365,690
35109,"Toronto--Danforth/Toronto--Danforth"," 75","Toronto",1,0,28,104,3,1,53,13,6,209,339
35109,"Toronto--Danforth/Toronto--Danforth"," 76","Toronto",1,1,18,96,0,0,69,19,2,206,361
35109,"Toronto--Danforth/Toronto--Danforth"," 77","Toronto",0,1,32,118,1,0,86,8,1,247,423
35109,"Toronto--Danforth/Toronto--Danforth"," 78","Toronto",2,4,47,146,6,0,92,16,8,321,500
35109,"Toronto--Danforth/Toronto--Danforth"," 79","Toronto",2,1,26,84,2,0,80,13,0,208,369
35109,"Toronto--Danforth/Toronto--Danforth"," 80","Toronto",1,3,25,122,2,2,90,19,0,264,448
35109,"Toronto--Danforth/Toronto--Danforth"," 81","Toronto",0,0,33,106,1,0,56,11,1,208,339
35109,"Toronto--Danforth/Toronto--Danforth"," 82","Toronto",3,1,33,125,3,0,76,18,0,259,447
35109,"Toronto--Danforth/Toronto--Danforth"," 83","Toronto",1,1,18,114,3,3,60,11,2,213,368
35109,"Toronto--Danforth/Toronto--Danforth"," 84","Toronto",0,2,31,149,8,1,130,16,0,337,589
35109,"Toronto--Danforth/Toronto--Danforth"," 85","Toronto",1,1,30,160,4,0,84,23,0,303,494
35109,"Toronto--Danforth/Toronto--Danforth"," 86","Toronto",2,0,21,127,3,0,125,13,1,292,498
35109,"Toronto--Danforth/Toronto--Danforth"," 87","Toronto",0,1,13,91,0,1,67,13,0,186,356
35109,"Toronto--Danforth/Toronto--Danforth"," 88","Toronto",1,0,28,102,1,0,92,15,1,240,460
35109,"Toronto--Danforth/Toronto--Danforth"," 89","Toronto",0,0,27,111,6,0,128,13,1,286,618
35109,"Toronto--Danforth/Toronto--Danforth"," 90","Toronto",0,3,43,88,4,2,101,15,2,258,457
35109,"Toronto--Danforth/Toronto--Danforth"," 91","Toronto",1,1,18,102,0,1,110,15,3,251,509
35109,"Toronto--Danforth/Toronto--Danforth"," 92","Toronto",0,0,22,92,0,1,67,24,4,210,408
35109,"Toronto--Danforth/Toronto--Danforth"," 93","Toronto",0,1,13,118,1,0,77,23,0,233,407
35109,"Toronto--Danforth/Toronto--Danforth"," 94","Toronto",0,0,9,89,1,1,69,9,2,180,370
35109,"Toronto--Danforth/Toronto--Danforth"," 95","Toronto",1,0,26,164,1,2,88,15,2,299,483
35109,"Toronto--Danforth/Toronto--Danforth"," 96","Toronto",0,0,22,71,4,0,76,16,1,190,408
35109,"Toronto--Danforth/Toronto--Danforth"," 97","Toronto",0,1,8,162,3,3,68,1,5,251,539
35109,"Toronto--Danforth/Toronto--Danforth"," 98","Toronto",1,0,10,128,3,0,76,11,2,231,477
35109,"Toronto--Danforth/Toronto--Danforth"," 99","Toronto",2,1,36,128,2,6,60,25,0,260,455
35109,"Toronto--Danforth/Toronto--Danforth"," 100","Toronto",0,2,30,137,10,4,73,15,0,271,502
35109,"Toronto--Danforth/Toronto--Danforth"," 101","Toronto",0,0,27,164,5,0,88,16,1,301,523
35109,"Toronto--Danforth/Toronto--Danforth"," 102","Toronto",0,0,20,118,1,0,59,12,0,210,379
35109,"Toronto--Danforth/Toronto--Danforth"," 103","Toronto",0,0,6,83,2,0,47,22,0,160,280
35109,"Toronto--Danforth/Toronto--Danforth"," 104","Toronto",0,1,18,134,3,0,76,19,1,252,446
35109,"Toronto--Danforth/Toronto--Danforth"," 105","Toronto",1,0,17,129,0,1,76,31,1,256,441
35109,"Toronto--Danforth/Toronto--Danforth"," 106","Toronto",0,0,14,85,6,0,80,2,2,189,369
35109,"Toronto--Danforth/Toronto--Danforth"," 107","Toronto",0,0,37,96,6,1,98,25,1,264,528
35109,"Toronto--Danforth/Toronto--Danforth"," 108","Toronto",0,0,23,94,2,0,97,19,4,239,466
35109,"Toronto--Danforth/Toronto--Danforth"," 109","Toronto",3,0,13,105,0,0,74,13,0,208,408
35109,"Toronto--Danforth/Toronto--Danforth"," 110","Toronto",2,0,24,99,3,0,101,11,4,244,339
35109,"Toronto--Danforth/Toronto--Danforth"," 111","Toronto",1,0,9,120,3,0,112,20,3,268,344
35109,"Toronto--Danforth/Toronto--Danforth"," 112","Toronto",0,0,17,94,0,1,91,10,2,215,468
35109,"Toronto--Danforth/Toronto--Danforth"," 113","Toronto",0,0,18,66,2,0,76,13,0,175,372
35109,"Toronto--Danforth/Toronto--Danforth"," 114","Toronto",1,1,24,87,2,0,109,5,0,229,443
35109,"Toronto--Danforth/Toronto--Danforth"," 115","Toronto",1,0,23,55,0,0,105,15,0,199,402
35109,"Toronto--Danforth/Toronto--Danforth"," 116","Toronto",0,0,8,56,0,0,68,18,1,151,364
35109,"Toronto--Danforth/Toronto--Danforth"," 117","Toronto",2,0,27,73,0,0,50,11,1,164,350
35109,"Toronto--Danforth/Toronto--Danforth"," 118","Toronto",0,1,23,66,1,0,89,10,0,190,420
35109,"Toronto--Danforth/Toronto--Danforth"," 119","Toronto",0,1,22,90,1,0,62,12,3,191,366
35109,"Toronto--Danforth/Toronto--Danforth"," 120","Toronto",3,2,34,107,3,1,117,6,0,273,487
35109,"Toronto--Danforth/Toronto--Danforth"," 121","Toronto",0,0,33,111,1,2,98,18,2,265,562
35109,"Toronto--Danforth/Toronto--Danforth"," 122","Toronto",3,0,5,62,0,0,136,14,2,222,417
35109,"Toronto--Danforth/Toronto--Danforth"," 123","Toronto",0,1,48,122,3,2,110,15,3,304,526
35109,"Toronto--Danforth/Toronto--Danforth"," 124","Toronto",0,0,17,85,2,2,98,17,2,223,369
35109,"Toronto--Danforth/Toronto--Danforth"," 125","Toronto",1,0,15,78,1,0,71,9,3,178,371
35109,"Toronto--Danforth/Toronto--Danforth"," 126","Toronto",0,0,9,129,4,1,60,17,0,220,362
35109,"Toronto--Danforth/Toronto--Danforth"," 127","Toronto",1,1,16,137,0,1,112,18,0,286,499
35109,"Toronto--Danforth/Toronto--Danforth"," 128","Toronto",0,0,28,161,1,0,74,18,0,282,455
35109,"Toronto--Danforth/Toronto--Danforth"," 129","Toronto",3,0,26,135,1,1,96,35,5,302,549
35109,"Toronto--Danforth/Toronto--Danforth"," 130","Toronto",1,0,15,59,3,1,74,8,1,162,437
35109,"Toronto--Danforth/Toronto--Danforth"," 131","Toronto",1,0,25,102,3,2,64,17,1,215,520
35109,"Toronto--Danforth/Toronto--Danforth"," 132","Toronto",1,0,14,72,3,1,56,10,1,158,427
35109,"Toronto--Danforth/Toronto--Danforth"," 133","Toronto",0,0,18,65,2,0,57,16,3,161,367
35109,"Toronto--Danforth/Toronto--Danforth"," 134","Toronto",1,0,29,145,3,1,110,15,0,304,629
35109,"Toronto--Danforth/Toronto--Danforth"," 135","Toronto",0,0,13,88,2,1,68,4,1,177,354
35109,"Toronto--Danforth/Toronto--Danforth"," 136","Toronto",5,1,36,111,3,0,72,17,0,245,552
35109,"Toronto--Danforth/Toronto--Danforth"," 137","Toronto",0,0,33,152,3,0,94,19,5,306,498
35109,"Toronto--Danforth/Toronto--Danforth"," 138","Toronto",3,3,29,111,4,0,90,21,2,263,495
35109,"Toronto--Danforth/Toronto--Danforth"," 139","Toronto",3,2,27,107,3,0,100,11,1,254,506
35109,"Toronto--Danforth/Toronto--Danforth"," 140","Toronto",1,1,28,69,1,0,81,16,4,201,459
35109,"Toronto--Danforth/Toronto--Danforth"," 141","Toronto",1,0,26,78,4,0,71,18,0,198,429
35109,"Toronto--Danforth/Toronto--Danforth"," 142","Toronto",2,0,12,101,1,1,64,14,3,198,400
35109,"Toronto--Danforth/Toronto--Danforth"," 143","Toronto",3,0,19,108,1,0,79,12,0,222,461
35109,"Toronto--Danforth/Toronto--Danforth"," 144","Toronto",0,0,14,80,1,0,79,11,1,186,386
35109,"Toronto--Danforth/Toronto--Danforth"," 145","Toronto",1,0,22,79,3,1,89,15,0,210,472
35109,"Toronto--Danforth/Toronto--Danforth"," 146","Toronto",1,1,27,81,3,1,80,10,0,204,495
35109,"Toronto--Danforth/Toronto--Danforth"," 147","Toronto",1,0,19,119,6,2,49,9,1,206,502
35109,"Toronto--Danforth/Toronto--Danforth"," 148","Toronto",0,0,21,107,1,0,48,25,2,204,406
35109,"Toronto--Danforth/Toronto--Danforth"," 149","Toronto",0,0,17,110,1,1,74,36,0,239,433
35109,"Toronto--Danforth/Toronto--Danforth"," 150","Toronto",1,3,32,102,3,0,78,8,2,229,488
35109,"Toronto--Danforth/Toronto--Danforth"," 151","Toronto",1,2,26,114,4,0,76,14,0,237,431
35109,"Toronto--Danforth/Toronto--Danforth"," 152","Toronto",3,1,23,76,0,0,86,26,2,217,446
35109,"Toronto--Danforth/Toronto--Danforth"," 153","Toronto",0,1,26,109,2,0,67,30,1,236,464
35109,"Toronto--Danforth/Toronto--Danforth"," 154","Toronto",0,1,26,104,5,0,112,10,6,264,501
35109,"Toronto--Danforth/Toronto--Danforth"," 155","Toronto",2,2,29,144,4,2,78,16,0,277,443
35109,"Toronto--Danforth/Toronto--Danforth"," 156","Toronto",3,0,12,93,0,0,69,17,0,194,399
35109,"Toronto--Danforth/Toronto--Danforth"," 157","Toronto",1,0,27,108,2,0,104,18,0,260,530
35109,"Toronto--Danforth/Toronto--Danforth"," 158","Toronto",3,1,23,131,1,2,99,14,1,275,465
35109,"Toronto--Danforth/Toronto--Danforth"," 159","Toronto",1,1,26,122,4,0,89,21,2,266,582
35109,"Toronto--Danforth/Toronto--Danforth"," 160","Toronto",2,2,22,145,1,0,105,15,0,292,463
35109,"Toronto--Danforth/Toronto--Danforth"," 161","Toronto",1,1,22,123,5,1,71,10,2,236,496
35109,"Toronto--Danforth/Toronto--Danforth"," 162","Toronto",1,0,24,146,0,0,71,15,2,259,524
35109,"Toronto--Danforth/Toronto--Danforth"," 163","Toronto",0,1,17,115,2,0,71,21,0,227,445
35109,"Toronto--Danforth/Toronto--Danforth"," 164","Toronto",1,0,22,139,3,1,63,11,0,240,480
35109,"Toronto--Danforth/Toronto--Danforth"," 165","Toronto",2,0,20,106,2,0,72,18,0,220,545
35109,"Toronto--Danforth/Toronto--Danforth"," 166","Toronto",10,0,26,100,0,0,65,12,1,214,491
35109,"Toronto--Danforth/Toronto--Danforth"," 167","Toronto",2,0,14,89,0,0,64,17,0,186,386
35109,"Toronto--Danforth/Toronto--Danforth"," 168","Toronto",4,4,53,104,3,1,144,23,1,337,738
35109,"Toronto--Danforth/Toronto--Danforth"," 169","Toronto",1,0,21,93,0,1,77,7,0,200,414
35109,"Toronto--Danforth/Toronto--Danforth"," 170","Toronto",5,0,45,118,3,0,111,8,0,290,560
35109,"Toronto--Danforth/Toronto--Danforth"," 171","Toronto",3,2,30,111,2,1,95,22,9,275,478
35109,"Toronto--Danforth/Toronto--Danforth"," 172","Toronto",0,0,19,96,3,0,78,12,1,209,486
35109,"Toronto--Danforth/Toronto--Danforth"," 173","Toronto",0,1,22,151,2,1,75,9,5,266,544
35109,"Toronto--Danforth/Toronto--Danforth"," 174","Toronto",3,0,21,85,1,0,66,14,0,190,408
35109,"Toronto--Danforth/Toronto--Danforth"," 175","Toronto",1,1,48,161,3,0,86,26,4,330,683
35109,"Toronto--Danforth/Toronto--Danforth"," 176","Toronto",3,0,26,108,0,1,82,8,0,228,443
35109,"Toronto--Danforth/Toronto--Danforth"," 177","Toronto",1,0,22,107,2,1,77,13,1,224,471
35109,"Toronto--Danforth/Toronto--Danforth"," 178","Toronto",1,1,30,136,4,0,102,19,3,296,579
35109,"Toronto--Danforth/Toronto--Danforth"," 179","Toronto",0,1,21,117,1,0,72,12,0,224,447
35109,"Toronto--Danforth/Toronto--Danforth"," 400","East York",3,0,16,107,0,2,40,14,0,182,249
35109,"Toronto--Danforth/Toronto--Danforth"," 401","Toronto",0,1,8,24,0,0,9,0,0,42,83
35109,"Toronto--Danforth/Toronto--Danforth"," 402","Toronto",2,1,23,103,5,0,35,16,2,187,289
35109,"Toronto--Danforth/Toronto--Danforth"," 403","Toronto",1,0,16,92,3,0,79,11,2,204,353
35109,"Toronto--Danforth/Toronto--Danforth"," 404","Toronto",0,0,17,92,2,0,73,8,3,195,334
35109,"Toronto--Danforth/Toronto--Danforth"," 500A","Mobile poll/Bureau itinérant",0,0,2,53,0,0,22,4,1,82,47
35109,"Toronto--Danforth/Toronto--Danforth"," 500B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,,,,,163
35109,"Toronto--Danforth/Toronto--Danforth"," 501A","Mobile poll/Bureau itinérant",6,1,21,34,2,0,13,8,5,90,66
35109,"Toronto--Danforth/Toronto--Danforth"," 501B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,,,68
35109,"Toronto--Danforth/Toronto--Danforth"," 600","Toronto",4,2,160,762,14,5,388,87,7,1429,
35109,"Toronto--Danforth/Toronto--Danforth"," 601","Toronto",6,9,144,537,20,8,320,64,2,1110,
35109,"Toronto--Danforth/Toronto--Danforth"," 602","Toronto",3,1,196,689,10,5,394,106,0,1404,
35109,"Toronto--Danforth/Toronto--Danforth"," 603","Toronto",0,0,77,557,13,4,319,80,2,1052,
35109,"Toronto--Danforth/Toronto--Danforth"," 604","Toronto",2,2,81,597,11,6,318,85,5,1107,
35109,"Toronto--Danforth/Toronto--Danforth"," 605","Toronto",3,1,77,655,7,2,430,113,1,1289,
35109,"Toronto--Danforth/Toronto--Danforth"," 606","Toronto",3,1,87,542,4,3,436,82,4,1162,
35109,"Toronto--Danforth/Toronto--Danforth"," 607","Toronto",3,0,78,368,11,0,367,67,1,895,
35109,"Toronto--Danforth/Toronto--Danforth"," 608","Toronto",1,3,102,486,9,1,541,94,1,1238,
35109,"Toronto--Danforth/Toronto--Danforth"," 609","Toronto",3,2,108,537,13,3,483,86,1,1236,
35109,"Toronto--Danforth/Toronto--Danforth"," 610","Toronto",6,2,88,621,12,2,405,81,1,1218,
35109,"Toronto--Danforth/Toronto--Danforth"," 611","Toronto",8,1,104,688,11,1,381,84,0,1278,
35109,"Toronto--Danforth/Toronto--Danforth",,Group 1/Groupe 1, 0,0,14,188,3,0,87,24,7,323,487
35109,"Toronto--Danforth/Toronto--Danforth",,Group 2/Groupe 2, 5,2,89,677,10,5,634,128,53,1603,
