Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,David Benoît,Marie-Claude Bibeau,Naomie Mathieu Chauvette,Jessy Mc Neil,Paul Reed,Jean Rousseau,Jonathan Therrien,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24023,"Compton--Stanstead/Compton--Stanstead"," 29","Westbury",45,57,9,27,6,6,1,1,152,332
24023,"Compton--Stanstead/Compton--Stanstead"," 30","Westbury",55,27,3,19,1,8,1,2,116,281
24023,"Compton--Stanstead/Compton--Stanstead"," 31","Westbury",54,34,10,38,3,6,0,2,147,277
24023,"Compton--Stanstead/Compton--Stanstead"," 32A","East Angus",70,51,11,35,3,5,1,3,179,403
24023,"Compton--Stanstead/Compton--Stanstead"," 32B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,,,,32
24023,"Compton--Stanstead/Compton--Stanstead"," 33","East Angus",34,25,6,15,0,6,0,1,87,396
24023,"Compton--Stanstead/Compton--Stanstead"," 34","East Angus",61,28,9,22,0,7,1,2,130,409
24023,"Compton--Stanstead/Compton--Stanstead"," 35","East Angus",73,44,11,43,1,6,2,9,189,438
24023,"Compton--Stanstead/Compton--Stanstead"," 36","East Angus",75,67,13,32,0,14,1,4,206,471
24023,"Compton--Stanstead/Compton--Stanstead"," 37","Newport",23,54,14,31,3,12,0,0,137,257
24023,"Compton--Stanstead/Compton--Stanstead"," 38","Newport",47,47,14,35,3,15,0,3,164,266
24023,"Compton--Stanstead/Compton--Stanstead"," 39","Ascot Corner",68,42,23,21,0,6,0,2,162,359
24023,"Compton--Stanstead/Compton--Stanstead"," 40","Ascot Corner",112,36,19,35,3,5,0,7,217,521
24023,"Compton--Stanstead/Compton--Stanstead"," 41","Ascot Corner",72,41,8,29,3,4,0,2,159,375
24023,"Compton--Stanstead/Compton--Stanstead"," 42","Ascot Corner",66,31,13,22,0,15,4,1,152,329
24023,"Compton--Stanstead/Compton--Stanstead"," 43","Ascot Corner",100,60,13,44,4,13,0,3,237,471
24023,"Compton--Stanstead/Compton--Stanstead"," 44","Ascot Corner",67,70,12,32,4,9,1,5,200,412
24023,"Compton--Stanstead/Compton--Stanstead"," 45","Cookshire-Eaton",62,52,22,24,2,9,1,1,173,438
24023,"Compton--Stanstead/Compton--Stanstead"," 46","Cookshire-Eaton",68,60,18,54,0,6,2,4,212,474
24023,"Compton--Stanstead/Compton--Stanstead"," 47","Cookshire",48,64,10,46,0,9,0,2,179,399
24023,"Compton--Stanstead/Compton--Stanstead"," 48","Cookshire-Eaton",76,64,10,24,2,10,0,3,189,447
24023,"Compton--Stanstead/Compton--Stanstead"," 49","Sherbrooke",79,38,18,31,2,5,0,0,173,372
24023,"Compton--Stanstead/Compton--Stanstead"," 50","Sherbrooke",65,47,13,31,1,11,2,7,177,341
24023,"Compton--Stanstead/Compton--Stanstead"," 51","Sherbrooke",111,99,28,49,1,22,3,4,317,552
24023,"Compton--Stanstead/Compton--Stanstead"," 52","Sherbrooke",68,31,13,29,1,3,0,1,146,388
24023,"Compton--Stanstead/Compton--Stanstead"," 53","Sherbrooke",54,63,16,25,2,7,1,3,171,408
24023,"Compton--Stanstead/Compton--Stanstead"," 54","Sherbrooke",62,28,18,14,1,14,3,4,144,416
24023,"Compton--Stanstead/Compton--Stanstead"," 55","Sherbrooke",74,42,22,17,0,2,1,1,159,442
24023,"Compton--Stanstead/Compton--Stanstead"," 56","Sherbrooke",99,56,19,21,0,4,1,1,201,415
24023,"Compton--Stanstead/Compton--Stanstead"," 57","Sherbrooke",86,68,26,36,0,4,0,5,225,389
24023,"Compton--Stanstead/Compton--Stanstead"," 58","Sherbrooke",88,67,31,15,0,13,1,1,216,424
24023,"Compton--Stanstead/Compton--Stanstead"," 59","Sherbrooke",78,74,24,38,1,11,1,5,232,449
24023,"Compton--Stanstead/Compton--Stanstead"," 60","Sherbrooke",70,75,17,8,0,8,1,2,181,389
24023,"Compton--Stanstead/Compton--Stanstead"," 61","Sherbrooke",77,76,20,23,5,7,0,2,210,387
24023,"Compton--Stanstead/Compton--Stanstead"," 62","Chartierville",55,38,3,34,1,6,2,2,141,253
24023,"Compton--Stanstead/Compton--Stanstead"," 63","Cookshire-Eaton",30,76,12,47,5,20,1,2,193,364
24023,"Compton--Stanstead/Compton--Stanstead"," 64","Sawyerville",37,83,18,48,3,6,2,1,198,363
24023,"Compton--Stanstead/Compton--Stanstead"," 65","Cookshire-Eaton",39,71,16,43,5,8,0,1,183,351
24023,"Compton--Stanstead/Compton--Stanstead"," 66","Sherbrooke",35,79,19,27,1,9,0,1,171,379
24023,"Compton--Stanstead/Compton--Stanstead"," 67A","Sherbrooke",26,81,33,21,3,16,0,4,184,357
24023,"Compton--Stanstead/Compton--Stanstead"," 67B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503A,,,,,,,,,34
24023,"Compton--Stanstead/Compton--Stanstead"," 68","Sherbrooke",3,44,67,16,1,19,0,2,152,171
24023,"Compton--Stanstead/Compton--Stanstead"," 69A","Sherbrooke",19,69,27,17,3,12,2,1,150,340
24023,"Compton--Stanstead/Compton--Stanstead"," 69B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502A,,,,,,,,,21
24023,"Compton--Stanstead/Compton--Stanstead"," 70","Sherbrooke",14,71,69,20,6,23,1,1,205,418
24023,"Compton--Stanstead/Compton--Stanstead"," 71","Sherbrooke",17,77,28,15,1,6,2,0,146,329
24023,"Compton--Stanstead/Compton--Stanstead"," 72","Sherbrooke",21,53,17,12,1,7,1,0,112,289
24023,"Compton--Stanstead/Compton--Stanstead"," 73","Saint-Isidore-d'Auckland",37,58,7,53,1,5,0,2,163,280
24023,"Compton--Stanstead/Compton--Stanstead"," 74","East Clifton",42,62,5,36,2,6,0,1,154,260
24023,"Compton--Stanstead/Compton--Stanstead"," 75","Cookshire-Eaton",81,76,23,31,5,12,3,0,231,452
24023,"Compton--Stanstead/Compton--Stanstead"," 76","Cookshire-Eaton",73,58,21,29,3,13,0,6,203,396
24023,"Compton--Stanstead/Compton--Stanstead"," 77","Cookshire-Eaton",54,97,9,43,4,16,0,4,227,453
24023,"Compton--Stanstead/Compton--Stanstead"," 78","Martinville",57,45,17,37,2,18,0,0,176,390
24023,"Compton--Stanstead/Compton--Stanstead"," 79","Sherbrooke",13,64,36,11,3,7,1,1,136,356
24023,"Compton--Stanstead/Compton--Stanstead"," 80A","Sherbrooke",24,68,59,27,5,31,0,0,214,349
24023,"Compton--Stanstead/Compton--Stanstead"," 80B","Sherbrooke",10,55,27,18,2,7,0,0,119,339
24023,"Compton--Stanstead/Compton--Stanstead"," 81","Sherbrooke",21,79,40,20,1,18,1,0,180,392
24023,"Compton--Stanstead/Compton--Stanstead"," 82","Sherbrooke",22,86,39,19,3,14,1,2,186,346
24023,"Compton--Stanstead/Compton--Stanstead"," 83","Sherbrooke",38,86,12,35,0,9,0,0,180,303
24023,"Compton--Stanstead/Compton--Stanstead"," 84A","Sherbrooke",37,54,22,19,1,9,0,2,144,300
24023,"Compton--Stanstead/Compton--Stanstead"," 84B","Sherbrooke",38,54,30,17,0,10,0,0,149,296
24023,"Compton--Stanstead/Compton--Stanstead"," 85","Sherbrooke",78,85,20,17,0,13,3,5,221,479
24023,"Compton--Stanstead/Compton--Stanstead"," 86","Sherbrooke",73,76,19,23,0,15,1,1,208,434
24023,"Compton--Stanstead/Compton--Stanstead"," 87","Sherbrooke",90,97,37,30,2,12,0,7,275,497
24023,"Compton--Stanstead/Compton--Stanstead"," 88","Sherbrooke",80,45,40,17,3,16,2,4,207,484
24023,"Compton--Stanstead/Compton--Stanstead"," 89","Sherbrooke",64,73,37,20,0,14,1,5,214,463
24023,"Compton--Stanstead/Compton--Stanstead"," 90","Sherbrooke",76,72,19,14,1,17,3,3,205,413
24023,"Compton--Stanstead/Compton--Stanstead"," 91","Sherbrooke",75,63,25,24,2,6,1,7,203,417
24023,"Compton--Stanstead/Compton--Stanstead"," 92","Sherbrooke",69,59,27,19,3,13,0,4,194,493
24023,"Compton--Stanstead/Compton--Stanstead"," 93","Sherbrooke",79,79,44,11,0,5,1,1,220,427
24023,"Compton--Stanstead/Compton--Stanstead"," 94","Sherbrooke",60,65,27,18,1,14,0,3,188,419
24023,"Compton--Stanstead/Compton--Stanstead"," 95A","Sherbrooke",54,64,22,9,0,7,0,3,159,340
24023,"Compton--Stanstead/Compton--Stanstead"," 95B","Sherbrooke",34,40,7,11,3,6,0,2,103,245
24023,"Compton--Stanstead/Compton--Stanstead"," 96","Sherbrooke",68,93,26,20,2,18,0,3,230,498
24023,"Compton--Stanstead/Compton--Stanstead"," 97","Sherbrooke",51,64,16,34,1,16,0,4,186,378
24023,"Compton--Stanstead/Compton--Stanstead"," 98","Sherbrooke",28,29,15,25,0,2,0,0,99,212
24023,"Compton--Stanstead/Compton--Stanstead"," 99","Sherbrooke",86,58,29,44,1,9,4,2,233,532
24023,"Compton--Stanstead/Compton--Stanstead"," 100A","Sherbrooke",63,53,15,12,0,2,0,3,148,315
24023,"Compton--Stanstead/Compton--Stanstead"," 100B","Sherbrooke",49,43,18,17,0,10,1,4,142,256
24023,"Compton--Stanstead/Compton--Stanstead"," 101A","Sherbrooke",59,43,24,18,0,10,2,2,158,380
24023,"Compton--Stanstead/Compton--Stanstead"," 101B","Sherbrooke",68,45,19,16,2,1,0,2,153,326
24023,"Compton--Stanstead/Compton--Stanstead"," 102","Sherbrooke",84,75,29,34,2,6,0,4,234,493
24023,"Compton--Stanstead/Compton--Stanstead"," 103","Sherbrooke",77,76,28,24,2,9,0,5,221,493
24023,"Compton--Stanstead/Compton--Stanstead"," 104","Sherbrooke",90,94,34,29,0,16,1,6,270,513
24023,"Compton--Stanstead/Compton--Stanstead"," 105","Sherbrooke",96,64,28,20,0,11,0,3,222,513
24023,"Compton--Stanstead/Compton--Stanstead"," 106A","Sherbrooke",38,43,23,23,0,5,0,2,134,306
24023,"Compton--Stanstead/Compton--Stanstead"," 106B","Sherbrooke",66,41,16,20,1,9,1,1,155,327
24023,"Compton--Stanstead/Compton--Stanstead"," 107","Sherbrooke",92,56,23,35,2,8,0,4,220,470
24023,"Compton--Stanstead/Compton--Stanstead"," 108","Sherbrooke",91,57,30,34,0,10,1,6,229,560
24023,"Compton--Stanstead/Compton--Stanstead"," 109","Sherbrooke",100,79,22,36,3,17,0,8,265,492
24023,"Compton--Stanstead/Compton--Stanstead"," 110","Sherbrooke",118,96,31,19,1,10,1,4,280,456
24023,"Compton--Stanstead/Compton--Stanstead"," 111","Sherbrooke",41,42,13,18,0,10,0,4,128,243
24023,"Compton--Stanstead/Compton--Stanstead"," 112","Sherbrooke",94,51,12,46,3,12,1,5,224,500
24023,"Compton--Stanstead/Compton--Stanstead"," 113A","Sherbrooke",71,38,30,24,1,7,0,1,172,320
24023,"Compton--Stanstead/Compton--Stanstead"," 113B","Sherbrooke",55,38,9,18,0,5,2,3,130,293
24023,"Compton--Stanstead/Compton--Stanstead"," 114","Sherbrooke",95,87,35,20,1,8,1,3,250,453
24023,"Compton--Stanstead/Compton--Stanstead"," 115","Sherbrooke",72,49,27,15,1,8,0,4,176,343
24023,"Compton--Stanstead/Compton--Stanstead"," 116","Sherbrooke",61,66,29,29,3,12,0,7,207,445
24023,"Compton--Stanstead/Compton--Stanstead"," 117","Sherbrooke",52,122,30,18,2,8,1,4,237,483
24023,"Compton--Stanstead/Compton--Stanstead"," 118","Sherbrooke",90,97,31,21,2,17,0,5,263,525
24023,"Compton--Stanstead/Compton--Stanstead"," 119","Sherbrooke",64,143,30,25,1,12,0,4,279,504
24023,"Compton--Stanstead/Compton--Stanstead"," 120","Sherbrooke",59,66,32,23,1,11,0,3,195,432
24023,"Compton--Stanstead/Compton--Stanstead"," 121","Sherbrooke",86,66,48,34,2,6,0,7,249,489
24023,"Compton--Stanstead/Compton--Stanstead"," 122","Sherbrooke",103,86,46,26,1,18,2,3,285,568
24023,"Compton--Stanstead/Compton--Stanstead"," 123","Sherbrooke",59,88,32,13,1,7,1,4,205,466
24023,"Compton--Stanstead/Compton--Stanstead"," 124","Sherbrooke",71,55,36,18,0,6,0,5,191,495
24023,"Compton--Stanstead/Compton--Stanstead"," 125","Sherbrooke",103,68,20,28,3,15,0,4,241,527
24023,"Compton--Stanstead/Compton--Stanstead"," 126","Sherbrooke",49,63,22,15,1,6,2,4,162,450
24023,"Compton--Stanstead/Compton--Stanstead"," 127A","Sherbrooke",42,49,19,12,5,4,0,2,133,345
24023,"Compton--Stanstead/Compton--Stanstead"," 127B","Sherbrooke",37,41,22,9,0,11,1,1,122,286
24023,"Compton--Stanstead/Compton--Stanstead"," 128","Sherbrooke",83,80,48,42,3,9,1,1,267,517
24023,"Compton--Stanstead/Compton--Stanstead"," 129","Sherbrooke",51,22,13,25,1,5,1,5,123,343
24023,"Compton--Stanstead/Compton--Stanstead"," 130","Sherbrooke",58,62,17,22,2,9,1,2,173,440
24023,"Compton--Stanstead/Compton--Stanstead"," 131","Sherbrooke",47,60,17,11,1,5,0,3,144,363
24023,"Compton--Stanstead/Compton--Stanstead"," 132","Sherbrooke",90,112,36,20,0,13,2,3,276,533
24023,"Compton--Stanstead/Compton--Stanstead"," 133","Sherbrooke",83,85,32,30,2,16,2,8,258,563
24023,"Compton--Stanstead/Compton--Stanstead"," 134","Hatley",48,70,20,15,3,7,0,0,163,365
24023,"Compton--Stanstead/Compton--Stanstead"," 135","Hatley",47,53,15,17,4,11,0,0,147,299
24023,"Compton--Stanstead/Compton--Stanstead"," 136","Hatley",68,98,32,17,0,14,0,2,231,464
24023,"Compton--Stanstead/Compton--Stanstead"," 137","Sherbrooke",63,63,30,14,0,9,2,3,184,356
24023,"Compton--Stanstead/Compton--Stanstead"," 138","Sherbrooke",72,39,26,13,2,17,1,2,172,398
24023,"Compton--Stanstead/Compton--Stanstead"," 139","Sherbrooke",45,43,20,13,0,9,0,0,130,343
24023,"Compton--Stanstead/Compton--Stanstead"," 140","Sherbrooke",61,60,12,13,2,5,0,1,154,324
24023,"Compton--Stanstead/Compton--Stanstead"," 141","Sherbrooke",111,74,27,21,1,15,0,2,251,477
24023,"Compton--Stanstead/Compton--Stanstead"," 142","Sherbrooke",79,67,9,22,6,9,0,3,195,444
24023,"Compton--Stanstead/Compton--Stanstead"," 143","Sherbrooke",74,55,31,33,1,14,2,2,212,400
24023,"Compton--Stanstead/Compton--Stanstead"," 144","Sherbrooke",101,99,31,27,4,15,0,0,277,544
24023,"Compton--Stanstead/Compton--Stanstead"," 145","Sherbrooke",76,76,35,30,0,10,2,4,233,515
24023,"Compton--Stanstead/Compton--Stanstead"," 146","Sherbrooke",60,90,23,28,0,16,3,1,221,513
24023,"Compton--Stanstead/Compton--Stanstead"," 147","Saint-Malo",92,93,8,52,2,5,1,1,254,375
24023,"Compton--Stanstead/Compton--Stanstead"," 148","Waterville",29,64,11,16,5,7,2,0,134,309
24023,"Compton--Stanstead/Compton--Stanstead"," 149","Waterville",35,46,18,17,3,11,2,4,136,287
24023,"Compton--Stanstead/Compton--Stanstead"," 150","Waterville",29,40,9,15,2,9,0,0,104,232
24023,"Compton--Stanstead/Compton--Stanstead"," 151","Waterville",45,61,31,22,2,25,0,3,189,337
24023,"Compton--Stanstead/Compton--Stanstead"," 152","Waterville",26,46,15,9,0,6,0,1,103,261
24023,"Compton--Stanstead/Compton--Stanstead"," 153","Compton",51,55,17,17,6,22,0,1,169,297
24023,"Compton--Stanstead/Compton--Stanstead"," 154A","Sherbrooke",60,43,16,20,2,4,0,2,147,329
24023,"Compton--Stanstead/Compton--Stanstead"," 154B","Sherbrooke",43,31,16,21,1,5,2,3,122,288
24023,"Compton--Stanstead/Compton--Stanstead"," 155","Sherbrooke",100,109,29,41,4,10,2,4,299,553
24023,"Compton--Stanstead/Compton--Stanstead"," 156","Sainte-Edwidge-de-Clifton",64,82,15,44,3,9,0,2,219,375
24023,"Compton--Stanstead/Compton--Stanstead"," 157","Hatley",31,68,18,16,6,19,0,1,159,339
24023,"Compton--Stanstead/Compton--Stanstead"," 158","North Hatley",15,60,12,10,4,12,0,0,113,262
24023,"Compton--Stanstead/Compton--Stanstead"," 159","North Hatley",17,76,13,5,4,12,0,0,127,272
24023,"Compton--Stanstead/Compton--Stanstead"," 160","Hatley",17,84,15,16,4,4,0,1,141,308
24023,"Compton--Stanstead/Compton--Stanstead"," 161","Compton",43,68,14,23,2,8,2,4,164,303
24023,"Compton--Stanstead/Compton--Stanstead"," 162","Compton",65,72,18,28,0,18,0,1,202,378
24023,"Compton--Stanstead/Compton--Stanstead"," 163","Compton",46,75,9,31,0,13,0,0,174,347
24023,"Compton--Stanstead/Compton--Stanstead"," 164","Compton",45,65,6,12,3,10,1,6,148,345
24023,"Compton--Stanstead/Compton--Stanstead"," 165","Compton",47,64,12,36,1,7,0,4,171,352
24023,"Compton--Stanstead/Compton--Stanstead"," 166","Compton",45,46,8,29,1,11,0,3,143,293
24023,"Compton--Stanstead/Compton--Stanstead"," 167","Compton",38,72,7,24,2,10,0,0,153,277
24023,"Compton--Stanstead/Compton--Stanstead"," 168","Sainte-Catherine-de-Hatley",66,65,9,24,0,7,0,2,173,356
24023,"Compton--Stanstead/Compton--Stanstead"," 169","Sainte-Catherine-de-Hatley",43,49,5,14,3,7,0,5,126,318
24023,"Compton--Stanstead/Compton--Stanstead"," 170","Sainte-Catherine-de-Hatley",46,52,13,12,0,9,0,1,133,279
24023,"Compton--Stanstead/Compton--Stanstead"," 171","Sainte-Catherine-de-Hatley",61,39,9,15,1,5,0,1,131,292
24023,"Compton--Stanstead/Compton--Stanstead"," 172","Sainte-Catherine-de-Hatley",73,41,16,28,1,11,1,4,175,323
24023,"Compton--Stanstead/Compton--Stanstead"," 173","Sainte-Catherine-de-Hatley",44,32,12,27,4,14,1,5,139,272
24023,"Compton--Stanstead/Compton--Stanstead"," 174","Sainte-Catherine-de-Hatley",44,56,4,25,2,5,0,1,137,312
24023,"Compton--Stanstead/Compton--Stanstead"," 175","East Hereford",43,56,10,30,0,4,3,6,152,287
24023,"Compton--Stanstead/Compton--Stanstead"," 176","Hatley",32,50,9,13,3,9,0,1,117,218
24023,"Compton--Stanstead/Compton--Stanstead"," 177","Hatley",14,70,8,31,3,5,0,0,131,214
24023,"Compton--Stanstead/Compton--Stanstead"," 178","Coaticook",36,54,9,24,1,10,1,5,140,367
24023,"Compton--Stanstead/Compton--Stanstead"," 179","Coaticook",51,51,13,28,7,11,1,2,164,343
24023,"Compton--Stanstead/Compton--Stanstead"," 180","Coaticook",53,51,15,32,1,12,4,3,171,374
24023,"Compton--Stanstead/Compton--Stanstead"," 181","Coaticook",47,64,14,22,5,11,2,2,167,397
24023,"Compton--Stanstead/Compton--Stanstead"," 182","Coaticook",29,41,6,22,0,2,1,6,107,358
24023,"Compton--Stanstead/Compton--Stanstead"," 183","Coaticook",51,74,10,37,1,3,0,5,181,392
24023,"Compton--Stanstead/Compton--Stanstead"," 184","Saint-Herménégilde",38,50,5,28,0,5,0,0,126,277
24023,"Compton--Stanstead/Compton--Stanstead"," 185","Saint-Herménégilde",43,41,3,18,3,2,0,3,113,268
24023,"Compton--Stanstead/Compton--Stanstead"," 186","Coaticook",56,65,10,14,0,9,1,5,160,368
24023,"Compton--Stanstead/Compton--Stanstead"," 187A","Coaticook",30,61,10,14,0,4,1,2,122,329
24023,"Compton--Stanstead/Compton--Stanstead"," 187B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°507A,,,,,,,,,12
24023,"Compton--Stanstead/Compton--Stanstead"," 187C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°507A,,,,,,,,,14
24023,"Compton--Stanstead/Compton--Stanstead"," 188","Coaticook",53,36,6,28,2,2,0,2,129,383
24023,"Compton--Stanstead/Compton--Stanstead"," 189","Coaticook",50,66,18,27,0,8,2,3,174,388
24023,"Compton--Stanstead/Compton--Stanstead"," 190","Coaticook",46,57,6,30,3,9,0,3,154,395
24023,"Compton--Stanstead/Compton--Stanstead"," 191","Coaticook",62,72,11,26,2,4,0,3,180,365
24023,"Compton--Stanstead/Compton--Stanstead"," 192","Coaticook",41,51,5,8,1,4,1,1,112,357
24023,"Compton--Stanstead/Compton--Stanstead"," 193","Coaticook",47,71,10,19,1,6,0,5,159,356
24023,"Compton--Stanstead/Compton--Stanstead"," 194","Coaticook",55,98,3,28,0,8,2,2,196,370
24023,"Compton--Stanstead/Compton--Stanstead"," 195","Coaticook",57,97,11,37,3,5,2,0,212,389
24023,"Compton--Stanstead/Compton--Stanstead"," 196","Coaticook",43,58,8,19,0,2,0,1,131,288
24023,"Compton--Stanstead/Compton--Stanstead"," 197","Hatley",39,69,8,2,1,3,0,1,123,255
24023,"Compton--Stanstead/Compton--Stanstead"," 198","Ayer's Cliff",37,90,14,35,4,8,1,1,190,306
24023,"Compton--Stanstead/Compton--Stanstead"," 199","Ayer's Cliff",20,66,13,15,1,11,1,0,127,268
24023,"Compton--Stanstead/Compton--Stanstead"," 200","Ayer's Cliff",21,51,10,9,3,7,1,0,102,290
24023,"Compton--Stanstead/Compton--Stanstead"," 201","Stanstead-Est",16,35,10,15,1,12,1,2,92,201
24023,"Compton--Stanstead/Compton--Stanstead"," 202","Coaticook",19,65,15,21,3,5,0,4,132,246
24023,"Compton--Stanstead/Compton--Stanstead"," 203","Barnston-Ouest",20,68,18,31,2,8,0,2,149,264
24023,"Compton--Stanstead/Compton--Stanstead"," 204","Dixville",32,82,12,28,1,10,1,8,174,301
24023,"Compton--Stanstead/Compton--Stanstead"," 205","Dixville",38,56,7,25,2,8,0,3,139,288
24023,"Compton--Stanstead/Compton--Stanstead"," 206","Stanstead",52,87,8,14,0,8,4,3,176,292
24023,"Compton--Stanstead/Compton--Stanstead"," 207","Stanstead",56,77,7,28,1,10,0,0,179,306
24023,"Compton--Stanstead/Compton--Stanstead"," 208","Stanstead",17,75,11,27,4,5,1,1,141,289
24023,"Compton--Stanstead/Compton--Stanstead"," 209","Coaticook",39,40,7,20,1,1,0,3,111,192
24023,"Compton--Stanstead/Compton--Stanstead"," 210","Coaticook",51,87,8,26,0,2,1,2,177,318
24023,"Compton--Stanstead/Compton--Stanstead"," 211","Stanstead-Est",20,49,5,23,2,13,0,2,114,248
24023,"Compton--Stanstead/Compton--Stanstead"," 212","Stanstead",20,57,11,14,3,4,0,1,110,271
24023,"Compton--Stanstead/Compton--Stanstead"," 213","Stanstead",16,57,9,19,2,5,0,1,109,271
24023,"Compton--Stanstead/Compton--Stanstead"," 214","Ogden",13,34,6,33,0,5,0,0,91,267
24023,"Compton--Stanstead/Compton--Stanstead"," 215","Ogden",18,89,13,33,1,10,1,0,165,310
24023,"Compton--Stanstead/Compton--Stanstead"," 216","Stanstead-Est",15,66,2,14,1,5,1,1,105,329
24023,"Compton--Stanstead/Compton--Stanstead"," 217","Stanstead",15,60,5,15,1,4,1,1,102,302
24023,"Compton--Stanstead/Compton--Stanstead"," 218","Stanstead",15,37,7,17,5,6,0,3,90,309
24023,"Compton--Stanstead/Compton--Stanstead"," 219","Stanstead",20,39,6,18,0,4,1,1,89,275
24023,"Compton--Stanstead/Compton--Stanstead"," 220","Stanstead",11,25,8,24,2,8,0,1,79,260
24023,"Compton--Stanstead/Compton--Stanstead"," 221","Stanstead",13,41,20,20,2,6,1,0,103,272
24023,"Compton--Stanstead/Compton--Stanstead"," 400","Sherbrooke",58,99,2,11,1,3,0,9,183,207
24023,"Compton--Stanstead/Compton--Stanstead"," 401","Sherbrooke",25,58,4,8,1,1,0,3,100,145
24023,"Compton--Stanstead/Compton--Stanstead"," 500A","Mobile poll/Bureau itinérant",18,44,4,9,2,1,1,3,82,114
24023,"Compton--Stanstead/Compton--Stanstead"," 500B","Weedon",Merged with No./Fusionné avec le n°7,,,,,,,,,3
24023,"Compton--Stanstead/Compton--Stanstead"," 500C","Cookshire-Eaton",Merged with No./Fusionné avec le n°63,,,,,,,,,4
24023,"Compton--Stanstead/Compton--Stanstead"," 500D","Sawyerville",Merged with No./Fusionné avec le n°64,,,,,,,,,10
24023,"Compton--Stanstead/Compton--Stanstead"," 501A","Mobile poll/Bureau itinérant",14,37,3,10,1,0,0,7,72,76
