Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Tracy Calogheros,Todd Doherty,Mackenzie Kerr,Michael Orr,Heather Sapergia,Jing Lan Yang,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59004,"Cariboo--Prince George/Cariboo--Prince George"," 56","Prince George",44,61,23,2,42,4,1,177,592
59004,"Cariboo--Prince George/Cariboo--Prince George"," 57","Prince George",37,61,33,2,48,7,0,188,456
59004,"Cariboo--Prince George/Cariboo--Prince George"," 58","Prince George",25,52,26,4,63,6,0,176,571
59004,"Cariboo--Prince George/Cariboo--Prince George"," 59","Prince George",33,50,25,1,52,4,1,166,446
59004,"Cariboo--Prince George/Cariboo--Prince George"," 60","Prince George",15,36,13,2,43,5,1,115,442
59004,"Cariboo--Prince George/Cariboo--Prince George"," 61","Prince George",44,74,18,1,36,2,1,176,483
59004,"Cariboo--Prince George/Cariboo--Prince George"," 62","Prince George",62,65,25,0,48,6,0,206,429
59004,"Cariboo--Prince George/Cariboo--Prince George"," 63","Prince George",90,126,41,1,64,3,2,327,513
59004,"Cariboo--Prince George/Cariboo--Prince George"," 64","Prince George",41,70,20,0,31,2,0,164,402
59004,"Cariboo--Prince George/Cariboo--Prince George"," 65","Prince George",54,101,5,1,49,6,0,216,449
59004,"Cariboo--Prince George/Cariboo--Prince George"," 66","Prince George",57,97,16,0,33,5,0,208,419
59004,"Cariboo--Prince George/Cariboo--Prince George"," 67","Prince George",50,82,23,4,43,5,3,210,433
59004,"Cariboo--Prince George/Cariboo--Prince George"," 68","Prince George",81,135,24,2,33,11,0,286,553
59004,"Cariboo--Prince George/Cariboo--Prince George"," 69","Prince George",66,94,13,2,43,5,1,224,509
59004,"Cariboo--Prince George/Cariboo--Prince George"," 70","Prince George",56,118,22,1,45,11,3,256,556
59004,"Cariboo--Prince George/Cariboo--Prince George"," 71","Prince George",48,102,16,2,34,9,1,212,402
59004,"Cariboo--Prince George/Cariboo--Prince George"," 72","Prince George",20,74,23,0,39,3,0,159,479
59004,"Cariboo--Prince George/Cariboo--Prince George"," 73","Prince George",36,61,13,2,36,10,1,159,494
59004,"Cariboo--Prince George/Cariboo--Prince George"," 74","Prince George",46,105,19,1,46,6,3,226,400
59004,"Cariboo--Prince George/Cariboo--Prince George"," 75","Prince George",31,62,18,2,35,10,0,158,410
59004,"Cariboo--Prince George/Cariboo--Prince George"," 76","Prince George",73,108,21,1,21,10,0,234,476
59004,"Cariboo--Prince George/Cariboo--Prince George"," 77","Prince George",76,157,14,1,44,6,2,300,577
59004,"Cariboo--Prince George/Cariboo--Prince George"," 78","Prince George",69,121,27,3,52,4,1,277,584
59004,"Cariboo--Prince George/Cariboo--Prince George"," 79","Prince George",56,114,15,0,27,3,0,215,506
59004,"Cariboo--Prince George/Cariboo--Prince George"," 80","Prince George",54,87,12,0,29,2,0,184,416
59004,"Cariboo--Prince George/Cariboo--Prince George"," 81","Prince George",51,78,12,1,35,2,1,180,365
59004,"Cariboo--Prince George/Cariboo--Prince George"," 82","Prince George",64,117,31,1,31,3,1,248,535
59004,"Cariboo--Prince George/Cariboo--Prince George"," 83","Prince George",47,148,23,0,39,8,3,268,531
59004,"Cariboo--Prince George/Cariboo--Prince George"," 84","Prince George",30,133,18,2,28,5,4,220,450
59004,"Cariboo--Prince George/Cariboo--Prince George"," 85","Prince George",32,113,13,0,26,6,1,191,426
59004,"Cariboo--Prince George/Cariboo--Prince George"," 86","Prince George",53,147,21,0,44,3,2,270,630
59004,"Cariboo--Prince George/Cariboo--Prince George"," 87","Prince George",42,148,21,0,20,3,3,237,487
59004,"Cariboo--Prince George/Cariboo--Prince George"," 88","Prince George",55,177,18,1,35,5,1,292,521
59004,"Cariboo--Prince George/Cariboo--Prince George"," 89","Prince George",85,132,35,2,51,5,2,312,589
59004,"Cariboo--Prince George/Cariboo--Prince George"," 90","Prince George",70,150,32,5,64,3,1,325,575
59004,"Cariboo--Prince George/Cariboo--Prince George"," 91","Prince George",53,127,32,2,45,4,0,263,507
59004,"Cariboo--Prince George/Cariboo--Prince George"," 92","Prince George",71,148,18,2,73,4,0,316,623
59004,"Cariboo--Prince George/Cariboo--Prince George"," 93","Prince George",51,91,19,0,38,4,1,204,421
59004,"Cariboo--Prince George/Cariboo--Prince George"," 94","Prince George",35,85,26,1,56,2,1,206,431
59004,"Cariboo--Prince George/Cariboo--Prince George"," 95","Prince George",54,131,24,2,36,8,1,256,482
59004,"Cariboo--Prince George/Cariboo--Prince George"," 96","Nechako",39,149,23,4,16,5,1,237,396
59004,"Cariboo--Prince George/Cariboo--Prince George"," 97","Beaverley",34,146,17,0,24,5,2,228,381
59004,"Cariboo--Prince George/Cariboo--Prince George"," 98","Beaverley",38,145,22,1,25,12,4,247,450
59004,"Cariboo--Prince George/Cariboo--Prince George"," 99","Beaverley",42,131,20,0,29,5,3,230,448
59004,"Cariboo--Prince George/Cariboo--Prince George"," 100","Mud River",19,97,12,0,7,8,0,143,258
59004,"Cariboo--Prince George/Cariboo--Prince George"," 101","Telachick",20,112,11,1,17,13,2,176,339
59004,"Cariboo--Prince George/Cariboo--Prince George"," 102","Baldy Hughes",31,82,16,0,22,2,0,153,298
59004,"Cariboo--Prince George/Cariboo--Prince George"," 103","Anahim Lake",27,82,25,0,42,7,0,183,468
59004,"Cariboo--Prince George/Cariboo--Prince George"," 104","Nazko",11,32,3,0,16,1,2,65,192
59004,"Cariboo--Prince George/Cariboo--Prince George"," 105","Strathnaver",34,264,20,3,41,9,0,371,619
59004,"Cariboo--Prince George/Cariboo--Prince George"," 106","Quesnel",23,118,20,0,39,6,3,209,392
59004,"Cariboo--Prince George/Cariboo--Prince George"," 107","Quesnel",39,122,17,1,25,4,1,209,395
59004,"Cariboo--Prince George/Cariboo--Prince George"," 108","Quesnel",32,166,18,2,23,3,0,244,424
59004,"Cariboo--Prince George/Cariboo--Prince George"," 109","Quesnel",42,131,16,1,36,9,1,236,471
59004,"Cariboo--Prince George/Cariboo--Prince George"," 110","Baker Creek",24,104,12,3,15,7,1,166,349
59004,"Cariboo--Prince George/Cariboo--Prince George"," 111","Quesnel",38,65,15,1,19,4,2,144,407
59004,"Cariboo--Prince George/Cariboo--Prince George"," 112","Quesnel",43,91,22,0,36,7,1,200,543
59004,"Cariboo--Prince George/Cariboo--Prince George"," 113","Quesnel",53,134,16,0,37,1,1,242,489
59004,"Cariboo--Prince George/Cariboo--Prince George"," 114","Quesnel",40,94,15,0,31,0,3,183,432
59004,"Cariboo--Prince George/Cariboo--Prince George"," 115","Quesnel",56,103,15,2,33,0,3,212,430
59004,"Cariboo--Prince George/Cariboo--Prince George"," 116","Quesnel",40,131,17,0,28,3,0,219,506
59004,"Cariboo--Prince George/Cariboo--Prince George"," 117","Quesnel",43,151,16,0,27,5,2,244,467
59004,"Cariboo--Prince George/Cariboo--Prince George"," 118","Quesnel",26,109,6,3,23,5,2,174,418
59004,"Cariboo--Prince George/Cariboo--Prince George"," 119","Quesnel",24,113,21,2,43,1,1,205,429
59004,"Cariboo--Prince George/Cariboo--Prince George"," 120","Rich Bar",13,68,12,1,22,1,0,117,268
59004,"Cariboo--Prince George/Cariboo--Prince George"," 121","Rich Bar",32,94,10,2,21,4,1,164,326
59004,"Cariboo--Prince George/Cariboo--Prince George"," 122","Rich Bar",16,68,9,2,20,0,0,115,303
59004,"Cariboo--Prince George/Cariboo--Prince George"," 123","Quesnel",37,83,9,1,34,2,0,166,441
59004,"Cariboo--Prince George/Cariboo--Prince George"," 124","Quesnel",54,121,20,2,43,6,2,248,535
59004,"Cariboo--Prince George/Cariboo--Prince George"," 125","Quesnel",54,95,20,2,40,6,0,217,473
59004,"Cariboo--Prince George/Cariboo--Prince George"," 126","Quesnel",47,81,31,1,32,14,1,207,518
59004,"Cariboo--Prince George/Cariboo--Prince George"," 127","Quesnel",35,96,17,3,27,2,0,180,445
59004,"Cariboo--Prince George/Cariboo--Prince George"," 128","Quesnel",25,77,28,0,30,3,0,163,472
59004,"Cariboo--Prince George/Cariboo--Prince George"," 129","Quesnel",29,77,17,0,47,5,4,179,446
59004,"Cariboo--Prince George/Cariboo--Prince George"," 130","Quesnel",22,75,10,2,34,9,0,152,352
59004,"Cariboo--Prince George/Cariboo--Prince George"," 131","Quesnel View",31,150,29,1,24,4,1,240,449
59004,"Cariboo--Prince George/Cariboo--Prince George"," 132","Quesnel View",30,135,20,3,24,8,0,220,508
59004,"Cariboo--Prince George/Cariboo--Prince George"," 133","Moose Heights",39,145,22,0,20,5,1,232,430
59004,"Cariboo--Prince George/Cariboo--Prince George"," 134","Ten Mile Lake",28,116,11,0,28,2,1,186,319
59004,"Cariboo--Prince George/Cariboo--Prince George"," 135","Barlow",24,146,13,5,20,5,0,213,344
59004,"Cariboo--Prince George/Cariboo--Prince George"," 136","Barlow",24,114,19,2,20,6,2,187,345
59004,"Cariboo--Prince George/Cariboo--Prince George"," 137","Barlow",31,111,20,0,14,6,2,184,311
59004,"Cariboo--Prince George/Cariboo--Prince George"," 138","Wells",34,33,25,0,36,3,0,131,233
59004,"Cariboo--Prince George/Cariboo--Prince George"," 139","Chilanko Forks",21,31,9,0,5,0,1,67,206
59004,"Cariboo--Prince George/Cariboo--Prince George"," 140","Narcosli Creek",4,42,4,0,7,0,0,57,133
59004,"Cariboo--Prince George/Cariboo--Prince George"," 141","Quesnel",42,102,8,2,27,1,2,184,357
59004,"Cariboo--Prince George/Cariboo--Prince George"," 142","Quesnel",40,123,16,0,31,7,0,217,424
59004,"Cariboo--Prince George/Cariboo--Prince George"," 143","Quesnel",58,117,11,0,29,5,1,221,452
59004,"Cariboo--Prince George/Cariboo--Prince George"," 144","Cariboo A",38,133,10,2,24,4,0,211,438
59004,"Cariboo--Prince George/Cariboo--Prince George"," 145","Quesnel",58,135,12,0,34,1,0,240,553
59004,"Cariboo--Prince George/Cariboo--Prince George"," 146","Cariboo A",60,130,19,0,30,3,0,242,417
59004,"Cariboo--Prince George/Cariboo--Prince George"," 147","Gravelle Ferry",46,179,16,1,32,3,1,278,489
59004,"Cariboo--Prince George/Cariboo--Prince George"," 148","Kersley",29,180,23,2,30,3,3,270,510
59004,"Cariboo--Prince George/Cariboo--Prince George"," 149","Alexandria",38,132,22,2,22,5,0,221,407
59004,"Cariboo--Prince George/Cariboo--Prince George"," 150","Alexis Creek",39,27,10,2,31,4,1,114,409
59004,"Cariboo--Prince George/Cariboo--Prince George"," 151","Tatla Lake",16,60,16,0,14,2,0,108,189
59004,"Cariboo--Prince George/Cariboo--Prince George"," 152","McLeese Lake",26,135,19,2,22,2,5,211,338
59004,"Cariboo--Prince George/Cariboo--Prince George"," 153","Big Lake Ranch",37,206,27,2,40,12,2,326,536
59004,"Cariboo--Prince George/Cariboo--Prince George"," 154","Likely",29,100,19,0,18,5,0,171,304
59004,"Cariboo--Prince George/Cariboo--Prince George"," 155","Williams Lake",14,56,14,2,10,1,0,97,232
59004,"Cariboo--Prince George/Cariboo--Prince George"," 156","Williams Lake",20,144,18,2,27,1,2,214,434
59004,"Cariboo--Prince George/Cariboo--Prince George"," 157","Williams Lake",29,93,18,1,31,4,0,176,444
59004,"Cariboo--Prince George/Cariboo--Prince George"," 158","Williams Lake",29,51,11,5,24,0,2,122,305
59004,"Cariboo--Prince George/Cariboo--Prince George"," 159","Williams Lake",33,74,11,0,12,1,0,131,388
59004,"Cariboo--Prince George/Cariboo--Prince George"," 160","Williams Lake",44,72,25,1,28,2,0,172,439
59004,"Cariboo--Prince George/Cariboo--Prince George"," 161","Williams Lake",40,150,19,0,25,3,1,238,473
59004,"Cariboo--Prince George/Cariboo--Prince George"," 162","Soda Creek",56,112,23,1,27,3,0,222,438
59004,"Cariboo--Prince George/Cariboo--Prince George"," 163","Williams Lake",26,153,25,5,22,9,2,242,502
59004,"Cariboo--Prince George/Cariboo--Prince George"," 164","Williams Lake",27,109,27,2,19,4,1,189,433
59004,"Cariboo--Prince George/Cariboo--Prince George"," 165","Williams Lake",33,67,16,3,27,1,1,148,395
59004,"Cariboo--Prince George/Cariboo--Prince George"," 166","Williams Lake",37,114,17,3,34,4,2,211,612
59004,"Cariboo--Prince George/Cariboo--Prince George"," 167","Williams Lake",39,96,15,0,37,3,0,190,522
59004,"Cariboo--Prince George/Cariboo--Prince George"," 168","Williams Lake",51,83,16,0,26,1,0,177,420
59004,"Cariboo--Prince George/Cariboo--Prince George"," 169","Williams Lake",26,81,19,3,31,5,0,165,345
59004,"Cariboo--Prince George/Cariboo--Prince George"," 170","Williams Lake",31,83,13,1,31,4,0,163,441
59004,"Cariboo--Prince George/Cariboo--Prince George"," 171","Hanceville",27,14,21,8,15,6,0,91,209
59004,"Cariboo--Prince George/Cariboo--Prince George"," 172","Riske Creek",20,40,5,8,6,2,1,82,189
59004,"Cariboo--Prince George/Cariboo--Prince George"," 173","Williams Lake",43,112,15,3,40,5,1,219,456
59004,"Cariboo--Prince George/Cariboo--Prince George"," 174","Williams Lake",33,94,16,1,25,1,0,170,383
59004,"Cariboo--Prince George/Cariboo--Prince George"," 175","Williams Lake",39,81,10,1,16,3,0,150,423
59004,"Cariboo--Prince George/Cariboo--Prince George"," 176","Williams Lake",30,56,29,1,48,4,5,173,438
59004,"Cariboo--Prince George/Cariboo--Prince George"," 177","Williams Lake",24,34,16,3,41,2,2,122,471
59004,"Cariboo--Prince George/Cariboo--Prince George"," 178","Miocene",40,140,51,1,25,6,1,264,431
59004,"Cariboo--Prince George/Cariboo--Prince George"," 179","Williams Lake",31,158,12,0,21,4,0,226,519
59004,"Cariboo--Prince George/Cariboo--Prince George"," 180","Williams Lake",33,128,7,0,15,0,1,184,420
59004,"Cariboo--Prince George/Cariboo--Prince George"," 181","Williams Lake",28,148,15,0,31,4,0,226,462
59004,"Cariboo--Prince George/Cariboo--Prince George"," 182","Williams Lake",34,153,11,1,25,5,0,229,446
59004,"Cariboo--Prince George/Cariboo--Prince George"," 183","Williams Lake",38,105,17,1,13,3,1,178,477
59004,"Cariboo--Prince George/Cariboo--Prince George"," 184","Williams Lake",31,181,18,3,17,6,1,257,456
59004,"Cariboo--Prince George/Cariboo--Prince George"," 185","Horsefly",21,103,36,1,26,3,0,190,280
59004,"Cariboo--Prince George/Cariboo--Prince George"," 186","Horsefly",23,111,16,0,25,2,0,177,256
59004,"Cariboo--Prince George/Cariboo--Prince George"," 187","Williams Lake",34,107,16,2,22,2,0,183,365
59004,"Cariboo--Prince George/Cariboo--Prince George"," 188","Williams Lake",36,131,15,1,20,1,0,204,521
59004,"Cariboo--Prince George/Cariboo--Prince George"," 189","Williams Lake",26,151,14,1,32,2,0,226,421
59004,"Cariboo--Prince George/Cariboo--Prince George"," 190","Springhouse",31,134,25,0,21,8,0,219,406
59004,"Cariboo--Prince George/Cariboo--Prince George"," 191","Springhouse",39,141,22,3,18,0,1,224,405
59004,"Cariboo--Prince George/Cariboo--Prince George"," 192","Nemaiah Valley",34,2,10,2,19,5,1,73,107
59004,"Cariboo--Prince George/Cariboo--Prince George"," 193","Dugan Lake",12,106,3,1,23,2,0,147,236
59004,"Cariboo--Prince George/Cariboo--Prince George"," 194","150 Mile House",35,141,16,1,44,7,1,245,487
59004,"Cariboo--Prince George/Cariboo--Prince George"," 195","150 Mile House",34,128,15,0,16,2,0,195,334
59004,"Cariboo--Prince George/Cariboo--Prince George"," 196","150 Mile House",35,153,16,1,19,2,3,229,360
59004,"Cariboo--Prince George/Cariboo--Prince George"," 197","Dugan Lake",21,147,33,0,22,5,0,228,404
59004,"Cariboo--Prince George/Cariboo--Prince George"," 198","Alkali Lake",13,30,51,1,87,4,1,187,309
59004,"Cariboo--Prince George/Cariboo--Prince George"," 199","Big Creek",7,12,0,0,0,0,0,19,32
59004,"Cariboo--Prince George/Cariboo--Prince George"," 200","Dog Creek",4,8,15,0,22,2,0,51,101
59004,"Cariboo--Prince George/Cariboo--Prince George"," 500","Mobile poll/Bureau itinérant",4,16,3,1,3,1,2,30,51
59004,"Cariboo--Prince George/Cariboo--Prince George"," 501","Mobile poll/Bureau itinérant",25,33,2,1,8,0,4,73,113
59004,"Cariboo--Prince George/Cariboo--Prince George"," 502","Mobile poll/Bureau itinérant",25,27,1,2,8,1,1,65,124
59004,"Cariboo--Prince George/Cariboo--Prince George"," 503","Mobile poll/Bureau itinérant",21,29,2,1,10,3,0,66,170
59004,"Cariboo--Prince George/Cariboo--Prince George"," 504","Mobile poll/Bureau itinérant",50,32,11,3,13,1,0,110,170
59004,"Cariboo--Prince George/Cariboo--Prince George"," 600","Vanderhoof",50,377,28,0,28,15,6,504,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 601","Vanderhoof",69,383,31,1,29,18,2,533,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 602","Prince George",66,241,30,4,28,19,2,390,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 603","Prince George",228,460,84,7,168,14,6,967,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 604","Prince George",231,352,74,8,151,30,3,849,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 605","Prince George",126,274,48,4,114,12,1,579,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 606","Prince George",234,330,91,5,207,21,6,894,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 607","Prince George",123,282,43,0,75,11,1,535,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 608","Prince George",300,486,90,0,131,13,1,1021,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 609","Prince George",244,541,60,4,105,17,7,978,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 610","Quesnel",46,173,22,0,27,4,1,273,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 611","Quesnel",75,207,30,6,63,2,1,384,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 612","Quesnel",141,337,67,5,77,8,7,642,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 613","Quesnel",91,352,42,6,69,10,3,573,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 614","Quesnel",91,277,35,2,37,5,2,449,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 615","Quesnel",53,174,32,3,31,3,0,296,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 616","Williams Lake",58,307,30,4,26,12,4,441,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 617","Williams Lake",167,476,61,3,112,9,9,837,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 618","Williams Lake",149,518,87,2,90,21,9,876,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 619","Williams Lake",45,238,25,5,39,2,4,358,
59004,"Cariboo--Prince George/Cariboo--Prince George"," 620","Chilco",24,48,8,0,18,1,1,100,
59004,"Cariboo--Prince George/Cariboo--Prince George",,Group 1/Groupe 1, 69,21,5,0,21,8,9,133,145
59004,"Cariboo--Prince George/Cariboo--Prince George",,Group 2/Groupe 2, 362,1161,231,12,268,46,28,2108,
