Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Sean Carson,Brian Chang,Bronwyn Cragg,Philip Fernandez,Ryan Lester,Rob Lewin,Bill Morneau,Annamie Paul,Jason Tavares,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35108,"Toronto Centre/Toronto-Centre"," 78B","Toronto",0,66,0,0,24,1,154,16,0,0,261,420
35108,"Toronto Centre/Toronto-Centre"," 79","Toronto",0,56,0,0,17,1,100,12,0,1,187,421
35108,"Toronto Centre/Toronto-Centre"," 80A","Toronto",1,37,0,0,17,3,83,9,0,0,150,323
35108,"Toronto Centre/Toronto-Centre"," 80B","Toronto",2,39,0,0,25,0,65,6,0,0,137,313
35108,"Toronto Centre/Toronto-Centre"," 81","Toronto",0,28,2,0,19,0,78,8,2,2,139,479
35108,"Toronto Centre/Toronto-Centre"," 82","Toronto",0,10,0,0,12,0,44,2,0,0,68,202
35108,"Toronto Centre/Toronto-Centre"," 83","Toronto",0,24,0,0,25,2,102,14,0,0,167,348
35108,"Toronto Centre/Toronto-Centre"," 84","Toronto",1,37,0,0,15,0,75,13,0,1,142,318
35108,"Toronto Centre/Toronto-Centre"," 85","Toronto",2,35,0,0,0,1,54,10,1,0,103,232
35108,"Toronto Centre/Toronto-Centre"," 86","Toronto",0,14,0,0,8,0,138,6,1,4,171,415
35108,"Toronto Centre/Toronto-Centre"," 87","Toronto",0,43,0,0,33,2,99,15,0,2,194,358
35108,"Toronto Centre/Toronto-Centre"," 88A","Toronto",0,19,0,1,24,0,96,8,0,1,149,303
35108,"Toronto Centre/Toronto-Centre"," 88B","Toronto",0,22,0,0,21,0,86,5,0,0,134,289
35108,"Toronto Centre/Toronto-Centre"," 89","Toronto",1,41,1,0,13,1,84,6,1,2,150,357
35108,"Toronto Centre/Toronto-Centre"," 90","Toronto",0,27,0,0,13,0,74,6,1,0,121,273
35108,"Toronto Centre/Toronto-Centre"," 91","Toronto",1,59,2,0,36,2,102,10,1,2,215,463
35108,"Toronto Centre/Toronto-Centre"," 92","Toronto",Merged with No./Fusionné avec le n°97,,,,,,,,,,,34
35108,"Toronto Centre/Toronto-Centre"," 93","Toronto",0,34,0,0,24,2,106,9,1,2,178,429
35108,"Toronto Centre/Toronto-Centre"," 94A","Toronto",0,34,0,0,11,0,67,9,0,0,121,239
35108,"Toronto Centre/Toronto-Centre"," 94B","Toronto",2,36,0,0,15,3,69,3,1,3,132,267
35108,"Toronto Centre/Toronto-Centre"," 95","Toronto",1,51,1,0,22,0,125,10,0,1,211,487
35108,"Toronto Centre/Toronto-Centre"," 96","Toronto",1,34,0,0,35,1,99,15,0,0,185,272
35108,"Toronto Centre/Toronto-Centre"," 97","Toronto",0,29,2,0,28,1,100,8,0,0,168,425
35108,"Toronto Centre/Toronto-Centre"," 98A","Toronto",1,16,0,0,24,0,57,4,0,0,102,288
35108,"Toronto Centre/Toronto-Centre"," 98B","Toronto",0,8,0,0,24,1,65,9,0,0,107,275
35108,"Toronto Centre/Toronto-Centre"," 99","Toronto",1,45,0,0,22,1,98,16,2,0,185,417
35108,"Toronto Centre/Toronto-Centre"," 100","Toronto",0,31,0,0,23,0,99,15,0,0,168,412
35108,"Toronto Centre/Toronto-Centre"," 101","Toronto",0,19,1,0,28,0,94,17,0,1,160,438
35108,"Toronto Centre/Toronto-Centre"," 102","Toronto",1,41,1,0,18,0,115,7,0,1,184,412
35108,"Toronto Centre/Toronto-Centre"," 103","Toronto",0,22,0,0,45,0,89,10,0,1,167,143
35108,"Toronto Centre/Toronto-Centre"," 104A","Toronto",0,16,0,0,45,1,78,6,0,3,149,378
35108,"Toronto Centre/Toronto-Centre"," 104B","Toronto",0,8,0,0,35,0,80,9,0,2,134,409
35108,"Toronto Centre/Toronto-Centre"," 104C","Toronto",0,17,0,1,48,0,84,6,0,1,157,396
35108,"Toronto Centre/Toronto-Centre"," 105","Toronto",Merged with No./Fusionné avec le n°103,,,,,,,,,,,205
35108,"Toronto Centre/Toronto-Centre"," 106","Toronto",2,44,0,0,48,4,131,18,0,0,247,352
35108,"Toronto Centre/Toronto-Centre"," 400","Toronto",0,49,0,0,21,1,102,13,0,2,188,492
35108,"Toronto Centre/Toronto-Centre"," 401","Toronto",0,32,0,0,16,1,116,10,2,0,177,290
35108,"Toronto Centre/Toronto-Centre"," 402","Toronto",0,52,0,0,18,1,100,12,0,1,184,458
35108,"Toronto Centre/Toronto-Centre"," 403","Toronto",0,28,0,0,12,0,122,2,1,7,172,420
35108,"Toronto Centre/Toronto-Centre"," 404","Toronto",0,51,1,1,30,1,126,9,0,2,221,479
35108,"Toronto Centre/Toronto-Centre"," 404-1","Toronto",0,57,0,0,18,0,128,8,0,0,211,404
35108,"Toronto Centre/Toronto-Centre"," 404-2","Toronto",1,45,1,0,36,0,78,13,0,0,174,402
35108,"Toronto Centre/Toronto-Centre"," 405","Toronto",0,23,2,0,14,0,76,7,3,3,128,255
35108,"Toronto Centre/Toronto-Centre"," 405-1","Toronto",0,20,0,0,12,1,72,6,1,0,112,266
35108,"Toronto Centre/Toronto-Centre"," 405-2A","Toronto",0,19,0,0,15,0,71,2,0,2,109,289
35108,"Toronto Centre/Toronto-Centre"," 405-2B","Toronto",0,15,0,1,18,0,62,5,0,0,101,270
35108,"Toronto Centre/Toronto-Centre"," 406","Toronto",0,33,0,0,17,0,76,7,0,0,133,262
35108,"Toronto Centre/Toronto-Centre"," 407","Toronto",0,21,0,0,17,2,139,6,0,0,185,487
35108,"Toronto Centre/Toronto-Centre"," 407-1","Toronto",0,20,1,0,14,1,100,4,0,1,141,417
35108,"Toronto Centre/Toronto-Centre"," 407-2A","Toronto",1,21,0,1,20,1,101,5,1,3,154,448
35108,"Toronto Centre/Toronto-Centre"," 407-2B","Toronto",0,30,2,0,13,0,121,2,0,0,168,414
35108,"Toronto Centre/Toronto-Centre"," 408","Toronto",0,28,1,0,12,1,69,9,0,2,122,276
35108,"Toronto Centre/Toronto-Centre"," 408-1","Toronto",0,38,1,0,15,1,67,13,0,2,137,303
35108,"Toronto Centre/Toronto-Centre"," 408-2","Toronto",0,54,0,0,19,0,148,21,0,1,243,446
35108,"Toronto Centre/Toronto-Centre"," 409","Toronto",0,42,0,0,68,1,132,7,0,0,250,467
35108,"Toronto Centre/Toronto-Centre"," 410","Toronto",0,46,0,0,39,0,80,10,0,0,175,312
35108,"Toronto Centre/Toronto-Centre"," 410-1","Toronto",0,31,0,0,59,0,97,13,0,0,200,339
35108,"Toronto Centre/Toronto-Centre"," 411","Toronto",0,57,1,0,18,0,50,8,1,0,135,278
35108,"Toronto Centre/Toronto-Centre"," 412","Toronto",0,20,1,0,16,0,55,4,0,0,96,130
35108,"Toronto Centre/Toronto-Centre"," 412-1","Toronto",Merged with No./Fusionné avec le n°412,,,,,,,,,,,182
35108,"Toronto Centre/Toronto-Centre"," 413","Toronto",2,44,3,0,27,2,100,15,0,1,194,298
35108,"Toronto Centre/Toronto-Centre"," 414","Toronto",0,51,2,0,27,2,77,12,1,1,173,298
35108,"Toronto Centre/Toronto-Centre"," 415","Toronto",0,35,0,0,8,0,44,4,0,0,91,217
35108,"Toronto Centre/Toronto-Centre"," 416","Toronto",0,12,0,0,8,0,44,6,0,1,71,205
35108,"Toronto Centre/Toronto-Centre"," 417","Toronto",2,50,0,0,18,0,80,15,0,1,166,282
35108,"Toronto Centre/Toronto-Centre"," 418","Toronto",0,29,0,0,45,1,109,9,0,0,193,318
35108,"Toronto Centre/Toronto-Centre"," 419","Toronto",0,34,0,1,36,0,131,8,0,1,211,382
35108,"Toronto Centre/Toronto-Centre"," 419-1A","Toronto",1,29,0,0,30,1,97,11,0,1,170,297
35108,"Toronto Centre/Toronto-Centre"," 419-1B","Toronto",0,26,0,0,34,0,99,14,1,0,174,318
35108,"Toronto Centre/Toronto-Centre"," 420","Toronto",1,20,0,0,36,0,91,11,0,0,159,263
35108,"Toronto Centre/Toronto-Centre"," 421","Toronto",0,41,0,0,48,1,134,25,1,1,251,407
35108,"Toronto Centre/Toronto-Centre"," 422","Toronto",1,91,0,0,16,0,152,21,0,0,281,434
35108,"Toronto Centre/Toronto-Centre"," 422-1","Toronto",1,18,0,1,11,1,55,9,0,1,97,200
35108,"Toronto Centre/Toronto-Centre"," 423A","Toronto",0,32,0,0,14,0,140,13,0,1,200,318
35108,"Toronto Centre/Toronto-Centre"," 423B","Toronto",0,16,0,1,23,0,115,10,0,0,165,268
35108,"Toronto Centre/Toronto-Centre"," 423-1","Toronto",2,11,0,0,4,2,51,3,0,2,75,176
35108,"Toronto Centre/Toronto-Centre"," 424A","Toronto",0,15,0,0,14,0,59,2,0,2,92,280
35108,"Toronto Centre/Toronto-Centre"," 424B","Toronto",0,18,1,0,11,0,66,1,0,1,98,292
35108,"Toronto Centre/Toronto-Centre"," 425A","Toronto",0,27,1,1,15,0,80,4,0,1,129,296
35108,"Toronto Centre/Toronto-Centre"," 425B","Toronto",0,29,1,0,17,0,82,6,0,1,136,319
35108,"Toronto Centre/Toronto-Centre"," 426A","Toronto",0,38,0,0,12,1,108,2,0,0,161,361
35108,"Toronto Centre/Toronto-Centre"," 426B","Toronto",0,36,1,0,13,0,91,7,0,2,150,346
35108,"Toronto Centre/Toronto-Centre"," 427","Toronto",0,70,0,0,13,1,103,11,0,3,201,300
35108,"Toronto Centre/Toronto-Centre"," 428","Toronto",1,8,1,0,8,1,36,3,1,5,64,260
35108,"Toronto Centre/Toronto-Centre"," 429","Toronto",0,40,0,0,15,1,147,26,1,1,231,319
35108,"Toronto Centre/Toronto-Centre"," 429-1A","Toronto",0,47,0,0,20,1,101,9,0,0,178,245
35108,"Toronto Centre/Toronto-Centre"," 429-1B","Toronto",0,42,0,0,20,2,99,16,0,1,180,279
35108,"Toronto Centre/Toronto-Centre"," 430","Toronto",2,45,0,0,15,1,84,9,3,0,159,300
35108,"Toronto Centre/Toronto-Centre"," 431","Toronto",1,21,0,0,15,0,78,6,0,0,121,197
35108,"Toronto Centre/Toronto-Centre"," 432","Toronto",1,45,0,0,25,1,112,16,0,0,200,303
35108,"Toronto Centre/Toronto-Centre"," 433","Toronto",0,24,0,0,46,0,82,9,0,1,162,271
35108,"Toronto Centre/Toronto-Centre"," 434","Toronto",0,19,0,0,18,0,52,6,2,1,98,160
35108,"Toronto Centre/Toronto-Centre"," 434-1","Toronto",0,18,0,0,20,0,40,4,0,0,82,166
35108,"Toronto Centre/Toronto-Centre"," 434-2","Toronto",0,13,0,0,25,0,61,9,0,0,108,231
35108,"Toronto Centre/Toronto-Centre"," 435","Toronto",0,43,2,0,19,0,117,6,0,3,190,282
35108,"Toronto Centre/Toronto-Centre"," 435-1","Toronto",1,44,1,0,18,4,89,14,0,1,172,306
35108,"Toronto Centre/Toronto-Centre"," 436","Toronto",Merged with No./Fusionné avec le n°38,,,,,,,,,,,212
35108,"Toronto Centre/Toronto-Centre"," 436-1","Toronto",1,25,1,0,12,1,104,9,1,0,154,281
35108,"Toronto Centre/Toronto-Centre"," 437","Toronto",0,29,3,0,9,1,118,10,0,1,171,282
35108,"Toronto Centre/Toronto-Centre"," 438","Toronto",0,31,0,1,4,0,106,15,1,0,158,277
35108,"Toronto Centre/Toronto-Centre"," 439","Toronto",0,27,2,0,12,0,74,13,0,0,128,216
35108,"Toronto Centre/Toronto-Centre"," 439-1A","Toronto",1,39,0,0,11,0,113,10,1,2,177,285
35108,"Toronto Centre/Toronto-Centre"," 439-1B","Toronto",0,47,0,0,16,0,115,13,0,0,191,294
35108,"Toronto Centre/Toronto-Centre"," 440","Toronto",1,1,0,0,3,0,36,1,1,4,47,165
35108,"Toronto Centre/Toronto-Centre"," 441","Toronto",0,88,0,0,25,1,147,7,0,0,268,446
35108,"Toronto Centre/Toronto-Centre"," 441-1","Toronto",0,11,0,0,24,0,75,9,1,2,122,182
35108,"Toronto Centre/Toronto-Centre"," 442","Toronto",0,10,0,0,17,0,71,11,0,0,109,203
35108,"Toronto Centre/Toronto-Centre"," 443","Toronto",1,79,0,0,21,0,104,10,1,0,216,312
35108,"Toronto Centre/Toronto-Centre"," 444","Toronto",0,18,0,0,21,0,56,3,0,1,99,198
35108,"Toronto Centre/Toronto-Centre"," 445","Toronto",0,32,0,0,10,0,58,7,0,1,108,188
35108,"Toronto Centre/Toronto-Centre"," 446","Toronto",0,23,0,0,32,0,66,6,2,0,129,281
35108,"Toronto Centre/Toronto-Centre"," 446-1","Toronto",Merged with No./Fusionné avec le n°443,,,,,,,,,,,127
35108,"Toronto Centre/Toronto-Centre"," 447","Toronto",1,35,0,0,30,0,83,7,0,0,156,260
35108,"Toronto Centre/Toronto-Centre"," 447-1","Toronto",1,39,0,0,46,0,105,9,2,3,205,345
35108,"Toronto Centre/Toronto-Centre"," 447-2","Toronto",Merged with No./Fusionné avec le n°42,,,,,,,,,,,182
35108,"Toronto Centre/Toronto-Centre"," 448","Toronto",2,12,2,3,36,2,83,2,2,6,150,286
35108,"Toronto Centre/Toronto-Centre"," 449","Toronto",2,55,0,0,33,2,90,15,2,0,199,364
35108,"Toronto Centre/Toronto-Centre"," 450","Toronto",0,82,0,0,17,1,63,8,0,0,171,272
35108,"Toronto Centre/Toronto-Centre"," 451","Toronto",1,76,1,0,13,0,91,6,0,0,188,427
35108,"Toronto Centre/Toronto-Centre"," 451-1","Toronto",2,33,1,0,10,1,119,9,0,2,177,441
35108,"Toronto Centre/Toronto-Centre"," 451-2","Toronto",0,20,1,0,36,1,74,4,0,3,139,275
35108,"Toronto Centre/Toronto-Centre"," 452","Toronto",0,76,1,0,22,2,110,9,0,0,220,384
35108,"Toronto Centre/Toronto-Centre"," 453","Toronto",2,65,0,0,32,0,117,9,0,0,225,431
35108,"Toronto Centre/Toronto-Centre"," 454","Toronto",0,45,0,0,18,0,83,13,0,2,161,319
35108,"Toronto Centre/Toronto-Centre"," 455","Toronto",0,30,0,0,10,1,66,5,0,0,112,251
35108,"Toronto Centre/Toronto-Centre"," 456","Toronto",Void/Supprimé,,,,,,,,,,,
35108,"Toronto Centre/Toronto-Centre"," 457","Toronto",0,18,0,0,21,1,42,1,0,0,83,157
35108,"Toronto Centre/Toronto-Centre"," 457-1","Toronto",0,35,0,1,51,0,89,7,0,0,183,355
35108,"Toronto Centre/Toronto-Centre"," 458","Toronto",0,72,1,0,13,2,89,9,0,0,186,321
35108,"Toronto Centre/Toronto-Centre"," 459","Toronto",0,37,0,0,12,0,54,8,1,0,112,268
35108,"Toronto Centre/Toronto-Centre"," 460","Toronto",1,21,1,0,16,0,78,4,1,3,125,321
35108,"Toronto Centre/Toronto-Centre"," 460-1","Toronto",2,20,0,0,8,1,105,2,0,0,138,367
35108,"Toronto Centre/Toronto-Centre"," 461","Toronto",0,22,3,0,4,0,92,0,2,5,128,368
35108,"Toronto Centre/Toronto-Centre"," 462","Toronto",1,48,0,0,19,0,96,23,0,0,187,268
35108,"Toronto Centre/Toronto-Centre"," 462-1","Toronto",0,29,0,0,18,0,96,8,0,0,151,279
35108,"Toronto Centre/Toronto-Centre"," 462-2","Toronto",Merged with No./Fusionné avec le n°462,,,,,,,,,,,99
35108,"Toronto Centre/Toronto-Centre"," 463","Toronto",0,33,0,0,25,2,123,14,0,1,198,279
35108,"Toronto Centre/Toronto-Centre"," 463-1","Toronto",0,54,0,0,42,0,140,26,1,2,265,394
35108,"Toronto Centre/Toronto-Centre"," 463-2","Toronto",1,23,0,0,18,1,126,22,1,1,193,297
35108,"Toronto Centre/Toronto-Centre"," 464","Toronto",1,28,2,0,16,0,65,15,0,1,128,253
35108,"Toronto Centre/Toronto-Centre"," 464-1","Toronto",0,14,0,0,35,1,89,7,1,1,148,218
35108,"Toronto Centre/Toronto-Centre"," 464-2","Toronto",0,28,0,0,64,1,207,11,0,1,312,464
35108,"Toronto Centre/Toronto-Centre"," 464-3","Toronto",0,36,0,0,40,1,102,12,1,0,192,281
35108,"Toronto Centre/Toronto-Centre"," 465","Toronto",1,45,0,0,44,1,140,13,1,0,245,410
35108,"Toronto Centre/Toronto-Centre"," 466","Toronto",Merged with No./Fusionné avec le n°104A,,,,,,,,,,,3
35108,"Toronto Centre/Toronto-Centre"," 467","Toronto",0,32,0,0,40,0,84,10,0,0,166,261
35108,"Toronto Centre/Toronto-Centre"," 468","Toronto",0,15,0,0,41,1,67,6,0,0,130,209
35108,"Toronto Centre/Toronto-Centre"," 469","Toronto",1,46,1,0,44,3,140,14,0,2,251,378
35108,"Toronto Centre/Toronto-Centre"," 470","Toronto",0,47,1,0,40,0,142,19,1,1,251,372
35108,"Toronto Centre/Toronto-Centre"," 471","Toronto",2,44,0,0,48,1,182,26,1,3,307,469
35108,"Toronto Centre/Toronto-Centre"," 472","Toronto",0,38,0,1,91,0,151,12,0,1,294,501
35108,"Toronto Centre/Toronto-Centre"," 472-1","Toronto",1,30,0,0,76,0,128,13,0,0,248,381
35108,"Toronto Centre/Toronto-Centre"," 472-2","Toronto",0,19,0,0,26,0,70,4,0,0,119,176
