Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bob Chamberlin,James Chumsa,Jennifer Clarke,Michelle Corfield,John Hirst,Paul Manly,Brian Marlatt,Geoff Stoneman,Echo White,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 123","Nanaimo",60,1,2,32,60,60,2,0,1,2,220,544
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 124","Nanaimo",36,1,1,25,32,66,1,0,0,0,162,433
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 125","Nanaimo",51,0,5,21,23,59,0,0,0,1,160,474
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 126","Nanaimo",31,0,2,27,31,59,3,2,0,0,155,389
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 127","Nanaimo",77,1,2,56,70,70,1,1,0,1,279,776
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 128","Nanaimo",80,0,6,36,32,60,0,1,0,0,215,553
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 129","Nanaimo",73,0,6,22,52,65,1,2,0,0,221,615
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 130","Nanaimo",44,1,4,18,44,54,0,0,0,0,165,468
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 131","Nanaimo",46,3,2,13,25,51,0,1,0,0,141,457
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 132","Nanaimo",61,0,4,28,59,66,3,0,3,0,224,500
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 133","Nanaimo",65,0,4,18,30,46,2,2,0,0,167,468
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 134","Nanaimo",46,0,5,24,44,68,0,2,0,3,192,441
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 135","Nanaimo",55,1,4,26,38,77,0,1,1,1,204,459
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 136","Nanaimo",53,0,4,11,37,37,1,4,0,0,147,434
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 137","Nanaimo",68,0,1,17,16,136,0,0,1,0,239,346
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 138","Nanaimo",70,2,10,22,35,54,0,0,0,0,193,496
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 139","Nanaimo",61,0,4,23,63,67,0,1,0,0,219,492
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 140","Nanaimo",84,0,4,26,40,107,0,0,0,0,261,550
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 141","Nanaimo",74,0,6,15,31,96,0,0,0,0,222,507
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 142","Nanaimo",53,0,6,20,23,69,0,1,2,0,174,522
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 143","Nanaimo",84,0,2,15,29,78,0,1,0,0,209,479
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 144","Nanaimo",40,0,4,14,27,61,0,0,0,1,147,419
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 145","Nanaimo",52,0,2,16,30,49,0,0,0,0,149,448
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 146","Nanaimo",59,1,3,24,16,81,0,1,0,1,186,484
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 147","Nanaimo",63,1,2,16,32,40,0,1,0,0,155,512
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 148","Nanaimo",71,0,3,26,42,66,0,0,0,0,208,434
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 149","Nanaimo",59,1,8,18,44,73,0,2,0,1,206,471
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 150","Nanaimo",81,2,3,22,33,49,0,1,0,1,192,545
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 151","Nanaimo",73,2,3,12,36,59,0,1,0,1,187,482
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 152","Nanaimo",46,0,2,37,45,56,1,0,0,0,187,495
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 153","Nanaimo",60,1,3,14,23,63,0,0,0,3,167,483
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 154","Nanaimo",81,0,0,25,48,57,0,1,0,1,213,457
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 155","Nanaimo",80,0,5,26,42,64,2,2,2,0,223,502
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 156","Nanaimo",64,1,1,31,31,90,0,2,0,0,220,528
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 157","Nanaimo",51,0,4,12,18,114,0,3,0,0,202,551
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 158","Nanaimo",40,2,1,9,16,61,1,2,0,1,133,417
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 159","Nanaimo",31,0,1,30,42,48,1,0,0,0,153,468
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 160","Nanaimo",63,0,4,19,37,87,1,5,1,1,218,491
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 161","Nanaimo",46,0,4,10,26,51,1,0,0,0,138,389
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 162","Nanaimo",64,1,2,27,16,58,0,0,0,0,168,427
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 163","Nanaimo",74,1,2,27,41,65,0,0,0,0,210,478
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 164","Nanaimo",49,0,5,12,25,63,0,0,0,1,155,374
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 165","Nanaimo",50,0,3,33,38,60,1,1,0,0,186,527
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 166","Nanaimo Town 1",94,0,0,2,0,44,0,0,0,0,140,314
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 167","Nanaimo",52,0,2,16,58,73,1,1,0,0,203,478
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 168","Nanaimo",95,1,4,18,46,57,1,0,0,1,223,499
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 169","Nanaimo",70,1,3,27,57,62,0,2,0,0,222,467
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 170","Nanaimo",82,0,5,15,27,52,0,2,0,0,183,511
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 171","Nanaimo",80,0,1,37,59,87,1,1,2,1,269,562
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 172","Nanaimo",109,1,5,36,80,94,0,1,0,3,329,711
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 173","Nanaimo",72,2,7,29,75,75,1,2,1,1,265,568
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 174","Nanaimo",52,0,5,26,55,51,1,3,0,0,193,510
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 175","Gabriola",64,0,4,19,18,71,1,3,0,1,181,459
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 176","Gabriola",51,0,5,13,15,74,0,0,0,1,159,413
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 177","Gabriola",48,0,3,13,15,77,0,2,0,1,159,379
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 178","Gabriola Island ",49,0,2,15,14,98,0,1,0,1,180,489
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 179","Gabriola Island ",61,0,3,17,16,87,0,0,0,0,184,507
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 180","Gabriola",57,0,8,19,16,81,0,0,0,0,181,449
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 181","Gabriola Island 5",43,0,2,22,10,89,2,0,0,0,168,375
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 182","Gabriola Island ",55,0,3,22,21,98,1,0,0,1,201,458
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 183","Gabriola Island 5",33,0,5,13,16,75,0,1,0,0,143,383
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 184","Nanaimo River 3",68,0,7,15,39,58,0,2,0,0,189,472
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 185","Nanaimo",43,0,5,16,56,47,0,2,1,0,170,400
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 186","Nanaimo River 3",55,0,2,21,60,51,0,0,0,0,189,458
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 187","South Wellington",53,1,5,22,48,92,0,1,1,0,223,408
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 188","Cedar",38,0,3,26,41,59,1,0,0,0,168,337
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 189","Boat Harbour",49,0,3,24,63,68,0,2,0,0,209,448
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 190","Cedar",42,1,0,13,62,53,2,1,0,0,174,349
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 191","Cedar",54,0,4,17,54,59,0,0,0,2,190,394
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 192","Quennell Lake",53,0,2,20,63,55,0,0,0,0,193,371
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 193","Boat Harbour",27,0,3,26,54,67,0,0,0,0,177,353
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 194","Cassidy",46,0,6,27,42,70,0,1,0,1,193,408
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 195","Quennell Lake",34,0,6,31,57,74,0,0,0,0,202,419
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 196","Quennell Lake",41,0,1,22,55,69,3,0,0,0,191,370
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 197","Cassidy",30,0,2,14,29,31,1,1,0,0,108,272
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 198","Bush Creek",88,0,8,33,81,69,1,3,0,0,283,621
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 199","Ladysmith",54,1,1,24,42,75,1,0,0,4,202,493
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 200","Ladysmith",65,0,2,37,67,78,0,0,0,1,250,555
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 201","Ladysmith",80,0,3,26,62,70,2,1,0,0,244,611
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 202","Ladysmith",57,1,6,36,44,51,0,0,0,1,196,429
59018,"Nanaimo--Ladysmith/Nanaimo--Ladysmith"," 203","Bush Creek",57,0,2,32,57,61,0,0,0,0,209,550
