Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rodrigo André Bolaños,Ahmed Bouragba,Morgan Gay,Sarmad Laith,David McGuinty,Les Schram,Eli Tannis,Larry Wasslen,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35077,"Ottawa South/Ottawa-Sud"," 52","Ottawa",3,2,55,0,133,15,68,1,3,280,491
35077,"Ottawa South/Ottawa-Sud"," 53","Ottawa",3,0,14,1,79,15,74,3,1,190,416
35077,"Ottawa South/Ottawa-Sud"," 54","Ottawa",1,0,23,0,85,23,49,0,0,181,381
35077,"Ottawa South/Ottawa-Sud"," 55","Ottawa",1,0,33,1,92,19,57,0,0,203,404
35077,"Ottawa South/Ottawa-Sud"," 56","Ottawa",1,0,42,0,120,24,37,0,0,224,449
35077,"Ottawa South/Ottawa-Sud"," 57","Ottawa",0,0,29,0,107,27,35,0,5,203,395
35077,"Ottawa South/Ottawa-Sud"," 58","Ottawa",6,0,21,0,95,15,37,0,2,176,375
35077,"Ottawa South/Ottawa-Sud"," 59","Ottawa",4,0,10,0,74,4,35,0,0,127,325
35077,"Ottawa South/Ottawa-Sud"," 60","Ottawa",4,0,45,0,99,22,57,1,0,228,376
35077,"Ottawa South/Ottawa-Sud"," 61","Ottawa",1,0,25,0,97,26,42,1,0,192,355
35077,"Ottawa South/Ottawa-Sud"," 62","Ottawa",3,0,26,1,158,16,58,0,1,263,554
35077,"Ottawa South/Ottawa-Sud"," 63","Ottawa",5,0,44,0,123,20,73,0,0,265,507
35077,"Ottawa South/Ottawa-Sud"," 64","Ottawa",5,0,27,1,166,18,65,1,0,283,486
35077,"Ottawa South/Ottawa-Sud"," 65","Ottawa",2,0,25,0,143,17,81,0,1,269,487
35077,"Ottawa South/Ottawa-Sud"," 66","Ottawa",3,0,24,0,131,9,69,0,1,237,478
35077,"Ottawa South/Ottawa-Sud"," 67","Ottawa",1,2,16,0,111,3,80,0,1,214,425
35077,"Ottawa South/Ottawa-Sud"," 68","Ottawa",1,0,12,0,118,6,48,0,0,185,413
35077,"Ottawa South/Ottawa-Sud"," 69","Ottawa",3,1,38,0,148,10,43,0,2,245,507
35077,"Ottawa South/Ottawa-Sud"," 70","Ottawa",3,2,30,0,141,7,84,0,0,267,531
35077,"Ottawa South/Ottawa-Sud"," 71","Ottawa",3,0,23,1,188,8,65,0,2,290,606
35077,"Ottawa South/Ottawa-Sud"," 72","Ottawa",1,0,40,0,138,4,57,0,1,241,540
35077,"Ottawa South/Ottawa-Sud"," 73","Ottawa",2,0,24,0,103,24,23,0,1,177,371
35077,"Ottawa South/Ottawa-Sud"," 74","Ottawa",4,0,47,0,90,22,50,0,1,214,467
35077,"Ottawa South/Ottawa-Sud"," 75","Ottawa",3,1,25,0,106,25,48,0,1,209,431
35077,"Ottawa South/Ottawa-Sud"," 76","Ottawa",3,0,40,0,143,7,71,0,0,264,454
35077,"Ottawa South/Ottawa-Sud"," 77","Ottawa",2,0,29,0,91,23,44,0,1,190,363
35077,"Ottawa South/Ottawa-Sud"," 78","Ottawa",8,5,46,1,163,14,47,1,1,286,566
35077,"Ottawa South/Ottawa-Sud"," 79","Ottawa",0,0,60,0,126,21,34,1,0,242,417
35077,"Ottawa South/Ottawa-Sud"," 80","Ottawa",2,1,43,0,105,10,31,0,0,192,387
35077,"Ottawa South/Ottawa-Sud"," 81","Ottawa",2,1,77,1,130,22,55,2,1,291,609
35077,"Ottawa South/Ottawa-Sud"," 82","Ottawa",4,0,51,0,104,3,25,0,2,189,487
35077,"Ottawa South/Ottawa-Sud"," 83","Ottawa",5,0,22,4,198,1,12,0,3,245,518
35077,"Ottawa South/Ottawa-Sud"," 84","Ottawa",7,1,30,2,143,5,34,0,4,226,453
35077,"Ottawa South/Ottawa-Sud"," 85","Ottawa",2,1,42,0,160,10,51,0,6,272,553
35077,"Ottawa South/Ottawa-Sud"," 86","Ottawa",3,0,57,0,113,12,27,1,5,218,449
35077,"Ottawa South/Ottawa-Sud"," 87","Ottawa",1,0,43,1,118,9,25,0,3,200,402
35077,"Ottawa South/Ottawa-Sud"," 88","Ottawa",0,0,9,0,76,1,5,0,0,91,243
35077,"Ottawa South/Ottawa-Sud"," 89","Ottawa",0,3,25,0,90,5,10,0,0,133,383
35077,"Ottawa South/Ottawa-Sud"," 90","Ottawa",4,0,34,0,119,7,36,1,8,209,529
35077,"Ottawa South/Ottawa-Sud"," 91","Ottawa",0,0,54,1,145,5,30,0,0,235,641
35077,"Ottawa South/Ottawa-Sud"," 92","Ottawa",2,0,59,0,133,18,27,0,10,249,567
35077,"Ottawa South/Ottawa-Sud"," 93","Ottawa",2,0,29,1,136,3,26,0,2,199,517
35077,"Ottawa South/Ottawa-Sud"," 94","Ottawa",2,0,48,0,74,9,22,0,1,156,368
35077,"Ottawa South/Ottawa-Sud"," 95","Ottawa",5,0,71,0,104,27,38,1,0,246,443
35077,"Ottawa South/Ottawa-Sud"," 96","Ottawa",4,0,82,0,108,18,68,1,4,285,638
35077,"Ottawa South/Ottawa-Sud"," 97","Ottawa",7,0,82,1,79,15,57,0,0,241,484
35077,"Ottawa South/Ottawa-Sud"," 98","Ottawa",3,0,58,0,66,16,46,0,2,191,367
35077,"Ottawa South/Ottawa-Sud"," 99","Ottawa",4,0,61,0,157,19,86,2,6,335,538
35077,"Ottawa South/Ottawa-Sud"," 100","Ottawa",2,0,17,0,110,4,56,0,0,189,433
35077,"Ottawa South/Ottawa-Sud"," 101","Ottawa",1,1,18,0,103,6,48,0,1,178,395
35077,"Ottawa South/Ottawa-Sud"," 102","Ottawa",0,0,23,1,79,8,48,0,1,160,341
35077,"Ottawa South/Ottawa-Sud"," 103","Ottawa",1,1,48,0,135,10,47,0,1,243,486
35077,"Ottawa South/Ottawa-Sud"," 104","Ottawa",2,5,34,0,96,7,41,0,1,186,423
35077,"Ottawa South/Ottawa-Sud"," 105","Ottawa",1,1,24,0,110,14,60,3,0,213,415
35077,"Ottawa South/Ottawa-Sud"," 106","Ottawa",1,2,20,0,129,9,22,1,6,190,413
35077,"Ottawa South/Ottawa-Sud"," 107","Ottawa",5,0,44,0,91,12,58,0,2,212,478
35077,"Ottawa South/Ottawa-Sud"," 108","Ottawa",1,0,56,0,121,1,25,0,7,211,493
35077,"Ottawa South/Ottawa-Sud"," 109","Ottawa",0,0,33,0,90,45,15,0,1,184,421
35077,"Ottawa South/Ottawa-Sud"," 110","Ottawa",1,0,30,0,102,5,36,0,1,175,390
35077,"Ottawa South/Ottawa-Sud"," 111","Ottawa",0,3,36,0,140,5,57,1,1,243,546
35077,"Ottawa South/Ottawa-Sud"," 112","Ottawa",0,0,38,1,126,4,31,2,0,202,483
35077,"Ottawa South/Ottawa-Sud"," 113","Ottawa",4,1,44,0,137,7,49,0,1,243,499
35077,"Ottawa South/Ottawa-Sud"," 114","Ottawa",2,0,37,1,78,3,35,0,1,157,405
35077,"Ottawa South/Ottawa-Sud"," 115","Ottawa",3,1,44,0,118,7,31,0,4,208,481
35077,"Ottawa South/Ottawa-Sud"," 116","Ottawa",5,0,46,0,107,6,37,1,4,206,511
35077,"Ottawa South/Ottawa-Sud"," 117","Ottawa",0,0,49,0,133,7,46,0,2,237,492
35077,"Ottawa South/Ottawa-Sud"," 118","Ottawa",1,0,26,0,129,5,23,0,1,185,401
35077,"Ottawa South/Ottawa-Sud"," 119","Ottawa",4,1,53,1,75,5,42,0,1,182,409
35077,"Ottawa South/Ottawa-Sud"," 120","Ottawa",2,2,32,0,138,7,55,0,2,238,461
35077,"Ottawa South/Ottawa-Sud"," 121","Ottawa",2,0,29,1,139,12,60,0,3,246,547
35077,"Ottawa South/Ottawa-Sud"," 122","Ottawa",4,0,49,0,95,6,25,2,1,182,440
35077,"Ottawa South/Ottawa-Sud"," 123","Ottawa",1,1,46,0,148,6,56,0,3,261,611
35077,"Ottawa South/Ottawa-Sud"," 124","Ottawa",3,1,34,0,97,11,54,0,2,202,355
35077,"Ottawa South/Ottawa-Sud"," 125","Ottawa",3,0,39,1,122,20,78,0,0,263,379
35077,"Ottawa South/Ottawa-Sud"," 126","Gloucester",1,1,24,1,154,9,94,0,1,285,557
35077,"Ottawa South/Ottawa-Sud"," 127","Gloucester",2,0,39,1,104,11,95,1,4,257,506
35077,"Ottawa South/Ottawa-Sud"," 128","Gloucester",0,0,18,0,110,7,50,0,1,186,375
35077,"Ottawa South/Ottawa-Sud"," 129","Gloucester",0,1,13,0,115,6,55,0,0,190,390
35077,"Ottawa South/Ottawa-Sud"," 130","Gloucester",2,1,47,1,133,8,77,0,2,271,496
35077,"Ottawa South/Ottawa-Sud"," 131","Gloucester",5,2,42,0,146,9,120,0,2,326,539
35077,"Ottawa South/Ottawa-Sud"," 132","Ottawa",4,0,51,0,93,15,43,0,4,210,406
35077,"Ottawa South/Ottawa-Sud"," 133","Ottawa",4,1,45,0,95,18,59,2,2,226,402
35077,"Ottawa South/Ottawa-Sud"," 134","Ottawa",3,0,60,0,119,18,43,0,0,243,511
35077,"Ottawa South/Ottawa-Sud"," 135","Ottawa",4,1,51,0,77,12,32,0,2,179,353
35077,"Ottawa South/Ottawa-Sud"," 136","Ottawa",3,0,27,0,91,12,61,0,3,197,343
35077,"Ottawa South/Ottawa-Sud"," 137","Ottawa",1,0,28,0,119,15,33,0,0,196,367
35077,"Ottawa South/Ottawa-Sud"," 138","Ottawa",2,0,31,0,114,15,42,0,0,204,350
35077,"Ottawa South/Ottawa-Sud"," 139","Ottawa",1,0,30,0,101,17,60,1,1,211,395
35077,"Ottawa South/Ottawa-Sud"," 140","Ottawa",2,0,27,0,80,15,45,0,0,169,345
35077,"Ottawa South/Ottawa-Sud"," 141","Ottawa",4,0,36,0,88,11,31,0,5,175,395
35077,"Ottawa South/Ottawa-Sud"," 142","Ottawa",1,1,24,0,106,8,82,0,0,222,425
35077,"Ottawa South/Ottawa-Sud"," 143","Ottawa",2,0,28,0,87,9,42,2,2,172,382
35077,"Ottawa South/Ottawa-Sud"," 144","Ottawa",1,1,39,0,124,20,58,1,5,249,382
35077,"Ottawa South/Ottawa-Sud"," 145","Ottawa",2,0,50,0,94,16,72,0,2,236,521
35077,"Ottawa South/Ottawa-Sud"," 146","Ottawa",4,0,21,0,86,8,66,0,2,187,394
35077,"Ottawa South/Ottawa-Sud"," 147","Ottawa",6,0,59,1,105,11,64,1,0,247,431
35077,"Ottawa South/Ottawa-Sud"," 148","Ottawa",0,0,46,0,130,15,60,1,3,255,432
35077,"Ottawa South/Ottawa-Sud"," 149","Ottawa",4,2,45,0,124,15,78,1,2,271,455
35077,"Ottawa South/Ottawa-Sud"," 150","Ottawa",0,0,51,0,108,19,62,0,1,241,415
35077,"Ottawa South/Ottawa-Sud"," 151","Ottawa",1,1,18,0,85,12,61,0,0,178,399
35077,"Ottawa South/Ottawa-Sud"," 152","Ottawa",2,0,31,1,104,16,72,1,1,228,408
35077,"Ottawa South/Ottawa-Sud"," 153","Ottawa",3,0,27,0,107,12,58,1,0,208,378
35077,"Ottawa South/Ottawa-Sud"," 154","Ottawa",2,0,15,0,114,13,36,0,0,180,367
35077,"Ottawa South/Ottawa-Sud"," 155","Ottawa",4,0,36,0,103,11,72,0,1,227,495
35077,"Ottawa South/Ottawa-Sud"," 156","Gloucester",6,0,45,1,105,8,58,0,3,226,435
35077,"Ottawa South/Ottawa-Sud"," 157","Gloucester",7,0,51,0,138,15,59,1,2,273,562
35077,"Ottawa South/Ottawa-Sud"," 158","Gloucester",3,0,40,0,107,9,65,0,1,225,443
35077,"Ottawa South/Ottawa-Sud"," 159","Gloucester",9,2,43,0,107,5,68,0,0,234,474
35077,"Ottawa South/Ottawa-Sud"," 160","Gloucester",2,1,32,0,90,3,70,0,2,200,421
35077,"Ottawa South/Ottawa-Sud"," 161","Gloucester",3,1,48,1,81,8,79,1,0,222,418
35077,"Ottawa South/Ottawa-Sud"," 162","Gloucester",0,0,25,0,120,3,48,0,0,196,439
35077,"Ottawa South/Ottawa-Sud"," 163","Gloucester",0,2,28,1,139,7,60,0,0,237,430
35077,"Ottawa South/Ottawa-Sud"," 164","Gloucester",3,4,39,0,126,14,70,0,2,258,555
35077,"Ottawa South/Ottawa-Sud"," 165","Ottawa",4,0,46,2,149,9,42,0,5,257,558
35077,"Ottawa South/Ottawa-Sud"," 166","Ottawa",2,0,24,0,136,10,20,0,3,195,461
35077,"Ottawa South/Ottawa-Sud"," 167","Ottawa",0,0,18,0,116,3,39,0,0,176,351
35077,"Ottawa South/Ottawa-Sud"," 168","Ottawa",1,0,34,0,132,8,27,0,7,209,472
35077,"Ottawa South/Ottawa-Sud"," 169","Ottawa",8,1,65,0,132,9,42,2,3,262,562
35077,"Ottawa South/Ottawa-Sud"," 170","Ottawa",2,2,55,0,97,12,66,0,0,234,419
35077,"Ottawa South/Ottawa-Sud"," 171","Ottawa",2,0,67,0,106,12,44,1,0,232,535
35077,"Ottawa South/Ottawa-Sud"," 172","Ottawa",3,0,34,1,124,14,46,0,2,224,454
35077,"Ottawa South/Ottawa-Sud"," 173","Ottawa",0,1,37,1,109,11,43,1,3,206,458
35077,"Ottawa South/Ottawa-Sud"," 174","Gloucester",2,2,37,0,140,8,20,0,2,211,505
35077,"Ottawa South/Ottawa-Sud"," 175","Gloucester",6,0,32,2,106,13,71,1,4,235,514
35077,"Ottawa South/Ottawa-Sud"," 176","Gloucester",0,2,37,1,103,8,30,1,1,183,460
35077,"Ottawa South/Ottawa-Sud"," 177","Gloucester",1,1,26,0,123,19,89,2,0,261,541
35077,"Ottawa South/Ottawa-Sud"," 178","Gloucester",7,1,27,0,122,14,56,0,1,228,539
35077,"Ottawa South/Ottawa-Sud"," 179","Gloucester",6,0,27,0,108,13,55,0,0,209,432
35077,"Ottawa South/Ottawa-Sud"," 180","Gloucester",3,1,53,0,100,14,35,0,4,210,517
35077,"Ottawa South/Ottawa-Sud"," 181","Gloucester",4,1,23,0,87,10,43,0,0,168,410
35077,"Ottawa South/Ottawa-Sud"," 182","Ottawa",3,0,39,0,80,17,37,0,0,176,377
35077,"Ottawa South/Ottawa-Sud"," 183","Ottawa",0,0,32,1,98,13,59,0,0,203,359
35077,"Ottawa South/Ottawa-Sud"," 184","Ottawa",0,0,34,0,127,12,56,0,0,229,406
35077,"Ottawa South/Ottawa-Sud"," 185","Ottawa",1,0,17,0,100,18,82,0,1,219,434
35077,"Ottawa South/Ottawa-Sud"," 186","Ottawa",2,0,18,0,167,14,72,0,1,274,478
35077,"Ottawa South/Ottawa-Sud"," 187","Ottawa",1,0,33,0,138,13,67,0,0,252,444
35077,"Ottawa South/Ottawa-Sud"," 188","Gloucester",10,0,87,0,62,26,140,1,4,330,659
35077,"Ottawa South/Ottawa-Sud"," 189","Gloucester",6,1,36,1,87,14,79,1,4,229,604
35077,"Ottawa South/Ottawa-Sud"," 400","Ottawa",4,0,11,0,136,3,89,0,1,244,334
35077,"Ottawa South/Ottawa-Sud"," 401","Ottawa",1,1,16,0,120,5,51,0,1,195,301
35077,"Ottawa South/Ottawa-Sud"," 402","Ottawa",1,1,13,0,109,19,77,0,3,223,319
35077,"Ottawa South/Ottawa-Sud"," 403","Ottawa",0,1,10,1,74,4,43,0,7,140,202
35077,"Ottawa South/Ottawa-Sud"," 404","Ottawa",3,0,33,0,88,10,22,0,0,156,252
35077,"Ottawa South/Ottawa-Sud"," 405","Ottawa",1,0,35,0,49,6,16,0,0,107,182
35077,"Ottawa South/Ottawa-Sud"," 406","Ottawa",3,0,20,0,46,4,15,0,0,88,171
35077,"Ottawa South/Ottawa-Sud"," 407","Ottawa",1,2,18,0,33,7,26,0,0,87,110
35077,"Ottawa South/Ottawa-Sud"," 408","Ottawa",1,0,21,0,58,7,29,0,1,117,205
35077,"Ottawa South/Ottawa-Sud"," 409","Ottawa",0,0,20,0,45,2,23,0,4,94,175
35077,"Ottawa South/Ottawa-Sud"," 410","Ottawa",4,0,9,1,56,7,25,0,1,103,272
35077,"Ottawa South/Ottawa-Sud"," 411","Ottawa",0,0,29,0,108,15,44,0,0,196,292
35077,"Ottawa South/Ottawa-Sud"," 412","Ottawa",0,1,32,1,90,11,38,0,1,174,254
35077,"Ottawa South/Ottawa-Sud"," 413","Ottawa",4,1,46,0,72,8,27,1,2,161,284
35077,"Ottawa South/Ottawa-Sud"," 414","Ottawa",1,1,19,0,98,3,11,1,2,136,284
35077,"Ottawa South/Ottawa-Sud"," 415","Ottawa",1,2,18,2,90,2,34,0,2,151,228
35077,"Ottawa South/Ottawa-Sud"," 416","Ottawa",5,0,7,1,61,3,20,1,1,99,156
35077,"Ottawa South/Ottawa-Sud"," 417","Ottawa",Merged with No./Fusionné avec le n°418,,,,,,,,,,197
35077,"Ottawa South/Ottawa-Sud"," 418","Ottawa",2,0,29,1,113,12,88,1,7,253,197
35077,"Ottawa South/Ottawa-Sud"," 419","Gloucester",2,2,19,0,46,7,22,0,0,98,213
35077,"Ottawa South/Ottawa-Sud"," 420","Ottawa",1,0,15,0,69,2,13,0,0,100,259
35077,"Ottawa South/Ottawa-Sud"," 421","Gloucester",0,0,12,0,55,1,17,0,0,85,271
35077,"Ottawa South/Ottawa-Sud"," 422","Gloucester",1,0,6,0,56,3,21,0,0,87,293
35077,"Ottawa South/Ottawa-Sud"," 423","Ottawa",0,0,10,0,51,3,74,0,0,138,238
35077,"Ottawa South/Ottawa-Sud"," 424","Ottawa",2,0,5,0,85,5,72,0,0,169,234
35077,"Ottawa South/Ottawa-Sud"," 500","Mobile poll/Bureau itinérant",1,1,8,0,98,9,31,0,12,160,202
35077,"Ottawa South/Ottawa-Sud"," 501","Mobile poll/Bureau itinérant",1,2,10,0,53,5,29,0,1,101,122
35077,"Ottawa South/Ottawa-Sud"," 502","Mobile poll/Bureau itinérant",0,0,7,1,68,9,72,0,0,157,107
35077,"Ottawa South/Ottawa-Sud"," 503","Mobile poll/Bureau itinérant",1,4,8,0,38,3,27,0,7,88,190
35077,"Ottawa South/Ottawa-Sud"," 504","Mobile poll/Bureau itinérant",0,0,9,1,61,4,46,0,4,125,146
35077,"Ottawa South/Ottawa-Sud"," 600","Ottawa",15,0,131,0,475,62,170,2,5,860,
35077,"Ottawa South/Ottawa-Sud"," 601","Ottawa",12,1,105,1,416,53,193,0,2,783,
35077,"Ottawa South/Ottawa-Sud"," 602","Ottawa",6,0,95,2,552,33,338,1,6,1033,
35077,"Ottawa South/Ottawa-Sud"," 603","Ottawa",4,2,75,5,345,29,174,0,5,639,
35077,"Ottawa South/Ottawa-Sud"," 604","Ottawa",16,1,168,1,598,76,323,3,11,1197,
35077,"Ottawa South/Ottawa-Sud"," 605","Ottawa",7,1,113,1,687,71,322,1,3,1206,
35077,"Ottawa South/Ottawa-Sud"," 606","Ottawa",12,0,204,1,716,105,296,0,5,1339,
35077,"Ottawa South/Ottawa-Sud"," 607","Ottawa",2,0,146,0,337,53,149,1,1,689,
35077,"Ottawa South/Ottawa-Sud"," 608","Ottawa",5,0,134,0,336,53,190,0,4,722,
35077,"Ottawa South/Ottawa-Sud"," 609","Ottawa",10,1,120,1,390,26,158,4,6,716,
35077,"Ottawa South/Ottawa-Sud"," 610","Ottawa",9,3,86,2,281,27,100,0,4,512,
35077,"Ottawa South/Ottawa-Sud"," 611","Ottawa",4,1,111,1,606,47,231,2,1,1004,
35077,"Ottawa South/Ottawa-Sud"," 612","Ottawa",5,3,146,4,604,67,289,2,5,1125,
35077,"Ottawa South/Ottawa-Sud"," 613","Ottawa",11,0,149,0,528,50,305,3,3,1049,
35077,"Ottawa South/Ottawa-Sud"," 614","Ottawa",7,0,97,0,490,55,315,2,6,972,
35077,"Ottawa South/Ottawa-Sud"," 615","Ottawa",4,2,140,1,518,67,285,1,11,1029,
35077,"Ottawa South/Ottawa-Sud"," 616","Ottawa",18,1,125,0,469,49,313,0,10,985,
35077,"Ottawa South/Ottawa-Sud"," 617","Ottawa",2,2,102,1,401,40,274,0,5,827,
35077,"Ottawa South/Ottawa-Sud"," 618","Ottawa",11,2,94,0,511,47,297,0,8,970,
35077,"Ottawa South/Ottawa-Sud",,Group 1/Groupe 1, 12,0,74,1,293,45,156,3,18,602,521
35077,"Ottawa South/Ottawa-Sud",,Group 2/Groupe 2, 16,5,358,1,1017,174,388,2,64,2025,
