Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Elaine Baetz,Matthew Correia,Alan Keeso,Wasai Rahimi,Marwan Tabbara,Joseph Todd,David Weber,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 48","Cambridge",0,1,65,54,71,4,33,2,230,513
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 49","Cambridge",0,0,58,33,67,6,31,2,197,383
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 50","Cambridge",0,0,88,25,80,4,20,1,218,470
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 51","Cambridge",0,1,82,44,71,13,50,0,261,544
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 52","Kitchener",0,0,82,22,97,1,30,6,238,417
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 53","Kitchener",0,1,68,23,106,3,24,0,225,384
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 54","Kitchener",0,0,57,11,81,0,21,1,171,312
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 55","Kitchener",0,0,60,19,80,1,17,1,178,333
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 56","Kitchener",0,0,40,35,66,7,24,3,175,417
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 57","Kitchener",0,2,50,29,65,6,20,4,176,444
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 58","Kitchener",0,0,64,34,49,1,22,0,170,364
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 59","Kitchener",0,0,45,24,71,6,17,2,165,463
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 60","Kitchener",2,1,45,23,63,2,22,0,158,339
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 61","Kitchener",0,0,73,34,55,3,29,5,199,365
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 62","Kitchener",0,2,38,30,70,4,26,3,173,341
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 63","Kitchener",0,1,27,38,68,6,15,3,158,398
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 64","Kitchener",0,2,56,23,72,9,15,4,181,435
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 65","Kitchener",0,1,32,36,102,1,28,2,202,485
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 66","Kitchener",1,0,43,28,78,6,16,0,172,415
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 67","Kitchener",0,3,73,31,83,3,26,1,220,446
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 68","Kitchener",0,1,58,27,68,2,22,0,178,398
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 69","Kitchener",0,0,76,48,82,13,43,3,265,571
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 70","Kitchener",0,0,45,22,49,3,10,3,132,330
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 71","Kitchener",0,0,49,22,66,2,19,2,160,361
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 72","Kitchener",0,0,48,28,55,5,20,0,156,354
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 73","Kitchener",0,1,31,16,65,0,32,2,147,451
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 74","Kitchener",0,0,48,21,82,2,26,4,183,358
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 75","Kitchener",1,1,24,21,41,5,6,2,101,345
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 76","Kitchener",0,0,139,38,160,7,41,3,388,567
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 77","Kitchener",0,0,114,29,164,7,34,7,355,532
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 78","Kitchener",0,1,42,28,61,5,22,3,162,398
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 79","Kitchener",0,2,38,37,67,1,11,2,158,405
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 80","Kitchener",2,0,72,26,64,5,37,2,208,451
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 81","Kitchener",0,0,53,16,80,3,19,2,173,351
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 82","Kitchener",0,1,36,35,65,2,27,5,171,427
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 83","Kitchener",0,0,58,35,71,2,21,0,187,514
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 84","Kitchener",0,0,38,31,77,4,26,0,176,448
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 85","Kitchener",0,0,91,10,46,0,6,1,154,361
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 86","Kitchener",0,1,79,33,88,4,33,1,239,409
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 87","Kitchener",0,2,34,35,87,4,19,2,183,430
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 88","Kitchener",1,1,55,61,126,8,24,4,280,523
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 89","Kitchener",0,0,29,27,98,2,20,2,178,449
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 90","Kitchener",0,0,66,36,87,2,40,0,231,443
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 91","Kitchener",2,1,66,35,109,4,43,1,261,435
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 92","Kitchener",0,0,63,34,78,5,25,2,207,366
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 93","Kitchener",0,0,57,22,64,2,33,0,178,397
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 94","Kitchener",0,0,79,15,96,0,16,1,207,346
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 95","Kitchener",0,0,126,19,115,2,25,2,289,522
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 96","Kitchener",0,0,134,9,78,3,6,3,233,406
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 97","Kitchener",0,0,125,19,108,2,25,0,279,505
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 98","Kitchener",0,0,163,20,85,1,21,2,292,552
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 99","Kitchener",1,0,51,21,68,1,12,2,156,363
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 100","Kitchener",0,1,48,31,89,1,15,3,188,375
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 101","Kitchener",0,0,57,28,121,12,17,2,237,447
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 102","Kitchener",0,1,44,22,88,3,15,6,179,414
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 103","Kitchener",0,0,69,28,80,7,23,0,207,412
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 104","Kitchener",0,0,62,24,91,4,18,3,202,364
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 105","Kitchener",0,0,41,25,77,5,32,0,180,444
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 106","Kitchener",1,0,63,27,98,6,28,0,223,417
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 107","Kitchener",0,0,84,35,103,8,43,1,274,486
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 108","Kitchener",0,1,51,69,96,6,22,1,246,582
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 109","Kitchener",1,1,56,30,84,11,35,2,220,422
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 110","Kitchener",0,0,61,34,70,4,24,0,193,383
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 111","Kitchener",1,0,51,32,73,2,24,1,184,439
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 112","Kitchener",0,0,78,36,88,8,36,1,247,445
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 113","Kitchener",0,0,56,43,86,5,18,3,211,477
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 114","Kitchener",0,0,45,22,58,7,30,1,163,342
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 115","Kitchener",0,0,52,24,94,3,29,3,205,408
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 116","Kitchener",0,0,39,27,77,8,20,2,173,391
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 117","Kitchener",0,1,31,17,43,2,11,1,106,241
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 118","Kitchener",0,0,86,75,127,8,33,6,335,637
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 119","Kitchener",0,1,46,40,49,3,23,1,163,375
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 120","Kitchener",0,0,86,40,109,3,31,3,272,492
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 121","Kitchener",0,1,65,22,66,1,28,0,183,390
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 122","Kitchener",0,1,50,35,99,9,30,0,224,499
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 123","Kitchener",0,0,60,21,58,3,28,2,172,326
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 124A","Kitchener",0,0,39,9,46,1,9,0,104,178
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 124B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500B,,,,,,,,,53
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 124C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500B,,,,,,,,,153
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 125","Kitchener",0,0,100,46,87,1,28,0,262,467
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 126","Kitchener",0,0,56,29,85,2,15,1,188,336
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 127","Kitchener",0,0,43,35,87,7,20,3,195,419
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 128","Kitchener",1,2,68,16,89,3,20,0,199,411
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 129","Kitchener",0,0,59,39,86,6,27,1,218,398
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 130","Kitchener",1,0,41,26,65,1,12,0,146,370
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 131","Kitchener",0,0,60,29,78,3,25,0,195,470
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 132","Kitchener",0,0,51,20,78,1,17,1,168,344
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 133","Kitchener",0,0,36,29,62,4,18,0,149,407
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 134","Kitchener",0,1,43,45,56,10,19,0,174,483
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 135","Kitchener",0,2,101,30,127,5,26,2,293,560
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 136","Kitchener",0,0,59,32,75,4,15,0,185,426
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 137","Kitchener",0,0,50,36,90,3,14,5,198,452
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 138","Kitchener",0,1,56,31,78,2,11,2,181,398
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 139","Kitchener",0,0,87,33,108,6,24,4,262,535
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 140","Kitchener",0,0,74,35,92,3,19,0,223,444
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 141","Kitchener",1,1,72,27,74,3,23,2,203,306
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 142","Kitchener",0,2,51,42,83,3,25,0,206,450
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 143","Kitchener",0,1,93,47,85,9,22,3,260,470
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 144","Kitchener",0,1,34,38,72,11,29,1,186,394
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 145","Kitchener",0,2,84,21,104,1,28,0,240,441
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 146","Kitchener",0,0,53,38,88,9,22,3,213,501
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 147","Kitchener",0,0,97,35,98,3,39,1,273,496
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 148","Kitchener",0,0,81,34,98,4,16,0,233,452
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 149","Kitchener",0,0,48,23,73,0,25,0,169,370
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 150","Kitchener",0,0,95,32,100,9,26,2,264,457
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 151","Kitchener",0,0,56,26,68,6,33,0,189,369
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 152","Kitchener",0,0,64,24,75,1,18,0,182,360
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 153","Kitchener",0,0,77,23,79,3,42,0,224,427
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 154","Kitchener",1,1,71,12,89,1,21,1,197,383
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 155","Kitchener",0,0,86,17,74,2,14,0,193,416
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 156","Kitchener",0,0,115,22,95,5,16,1,254,472
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 157","Kitchener",0,0,96,15,98,4,19,4,236,444
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 158A","Kitchener",0,0,61,18,74,0,5,3,161,413
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 158B","Kitchener",0,0,75,24,63,2,10,3,177,403
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 159","Kitchener",0,1,98,24,104,4,28,3,262,522
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 160","Kitchener",0,1,51,30,115,6,20,0,223,440
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 161","Kitchener",1,0,68,44,97,2,21,0,233,540
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 162","Kitchener",0,0,87,24,85,11,21,0,228,494
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 163","Kitchener",0,0,72,26,108,5,26,1,238,448
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 164","Kitchener",0,0,74,27,99,1,18,5,224,442
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 165","Kitchener",1,0,54,45,89,9,28,2,228,439
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 166","Kitchener",0,0,99,31,97,2,20,4,253,439
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 167","Kitchener",1,1,103,22,88,4,22,1,242,419
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 168","Kitchener",1,0,113,30,62,9,28,0,243,459
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 169","Kitchener",0,0,89,19,85,2,24,1,220,432
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 170","Kitchener",0,0,69,30,97,0,15,1,212,475
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 171","Kitchener",0,0,75,25,81,6,45,0,232,395
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 172","Kitchener",0,0,53,12,94,7,24,0,190,330
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 173","Kitchener",1,0,102,35,101,1,15,1,256,516
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 174","Kitchener",0,0,81,32,124,1,32,0,270,471
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 175","Kitchener",1,0,99,26,110,7,25,0,268,439
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 176","Kitchener",0,0,89,33,139,1,14,3,279,640
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 177A","Kitchener",0,1,55,24,86,1,21,2,190,407
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 177B","Kitchener",2,0,66,11,59,3,12,1,154,347
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 178","Kitchener",2,0,82,29,70,2,11,1,197,397
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 400","Kitchener",0,2,34,21,69,0,12,0,138,310
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 401","Kitchener",1,0,37,33,66,3,13,1,154,356
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 402","Kitchener",1,0,31,23,69,2,7,2,135,289
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 403","Kitchener",0,0,47,16,52,2,22,3,142,251
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 500A","Mobile poll/Bureau itinérant",4,1,41,11,28,1,8,10,104,34
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 500B","Mobile poll/Bureau itinérant",1,0,37,9,90,0,20,11,168,69
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 501","Mobile poll/Bureau itinérant",1,1,36,7,53,1,5,0,104,225
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 600","Cambridge",0,0,353,103,367,33,100,2,958,
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 601","Cambridge",3,0,482,117,476,7,118,4,1207,
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 602","Cambridge",0,4,368,97,287,12,96,4,868,
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 603","Cambridge",0,0,283,105,408,16,58,2,872,
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 604","Kitchener",3,2,280,73,337,19,89,9,812,
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 605","Kitchener",2,0,215,86,227,11,59,1,601,
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 606","Kitchener",0,1,173,62,169,10,91,4,510,
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 607","Kitchener",0,0,167,66,229,13,76,0,551,
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 608","Kitchener",0,1,94,42,121,7,44,2,311,
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 609","Kitchener",1,2,257,71,355,19,78,6,789,
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 610","Kitchener",1,2,175,53,261,11,74,2,579,
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 611","Kitchener",2,2,250,78,310,22,63,4,731,
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 612","Kitchener",0,1,273,84,246,6,65,1,676,
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 613","Kitchener",0,0,335,82,262,10,75,2,766,
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 614","Kitchener",0,2,330,89,354,10,91,11,887,
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler"," 615","Kitchener",1,1,323,95,440,9,61,7,937,
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler",,Group 1/Groupe 1, 0,0,17,10,66,10,8,11,122,157
35047,"Kitchener South--Hespeler/Kitchener-Sud--Hespeler",,Group 2/Groupe 2, 0,2,336,160,565,21,126,33,1243,
