Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Anne Marie Anonsen,Alexandra Hayward,David Jones,Terry Martin,Seamus O'Regan,Benjamin Ruckpaul,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 37","St. John's",36,2,1,34,84,2,10,169,352
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 38","St. John's",67,3,1,22,108,1,0,202,396
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 39","St. John's",39,4,2,21,75,0,1,142,298
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 40","St. John's",69,2,1,26,89,2,5,194,417
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 41","St. John's",57,1,0,19,88,4,4,173,406
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 42","St. John's",52,0,1,14,66,1,1,135,419
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 43","St. John's",50,5,0,14,68,0,1,138,286
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 44","St. John's",55,2,0,23,72,1,1,154,345
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 45","St. John's",47,9,2,22,121,2,7,210,425
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 46","St. John's",67,6,1,49,144,3,1,271,489
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 47","St. John's",65,5,0,53,132,0,2,257,472
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 48","St. John's",56,3,0,24,69,0,6,158,339
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 49","St. John's",47,2,0,28,55,1,4,137,346
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 50","St. John's",47,3,0,37,128,1,8,224,461
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 51","St. John's",59,2,0,45,86,3,2,197,401
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 52","St. John's",81,5,1,40,124,2,1,254,548
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 53","St. John's",42,1,1,27,51,1,1,124,270
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 54","St. John's",67,2,1,45,148,0,3,266,510
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 55","St. John's",56,3,0,34,68,2,6,169,496
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 56","St. John's",46,6,1,27,74,0,1,155,324
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 57","St. John's",45,11,0,48,165,0,2,271,533
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 58","St. John's",79,3,0,48,176,2,4,312,505
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 59","St. John's",54,7,0,32,146,5,2,246,422
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 60","St. John's",56,0,0,49,120,1,5,231,418
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 61","St. John's",72,8,1,22,69,2,0,174,422
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 62","St. John's",52,1,2,24,85,3,1,168,432
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 63","St. John's",51,2,1,26,125,4,1,210,499
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 64","St. John's",49,7,1,21,120,1,1,200,409
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 65","St. John's",66,6,2,44,161,7,1,287,529
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 66","St. John's",92,4,0,47,148,5,0,296,528
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 67","St. John's",60,6,2,21,57,0,0,146,311
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 68","St. John's",61,1,1,50,113,2,1,229,395
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 69","St. John's",42,2,1,26,117,0,0,188,395
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 70","St. John's",47,7,2,28,112,1,0,197,393
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 71","St. John's",61,2,0,41,118,3,1,226,440
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 72","St. John's",41,4,2,35,90,1,1,174,313
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 73","St. John's",64,2,1,32,109,0,2,210,367
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 74","St. John's",60,1,1,22,95,2,5,186,383
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 75","St. John's",39,5,0,16,97,0,3,160,288
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 76","Mount Pearl",42,1,1,48,98,2,3,195,380
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 77","Mount Pearl",41,2,0,43,131,2,21,240,584
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 78","Mount Pearl",85,4,0,55,117,4,4,269,559
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 79","Mount Pearl",81,1,0,58,117,3,4,264,585
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 80","Mount Pearl",50,4,0,44,83,0,1,182,416
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 81","Mount Pearl",72,8,0,38,98,0,3,219,495
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 82","Mount Pearl",89,9,1,64,123,3,3,292,573
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 83","Mount Pearl",55,3,1,39,75,2,2,177,393
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 84","Mount Pearl",50,6,1,46,82,5,1,191,421
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 85","Mount Pearl",30,2,1,26,62,0,1,122,347
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 86","Mount Pearl",37,1,2,50,54,0,7,151,331
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 87","Mount Pearl",47,1,0,44,74,1,1,168,350
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 88","Mount Pearl",38,1,2,23,52,1,1,118,314
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 89","Mount Pearl",49,0,0,32,114,1,0,196,446
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 90","Mount Pearl",60,2,0,31,106,2,6,207,396
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 91","St. John's",29,1,0,34,97,2,0,163,333
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 92","St. John's",58,1,0,74,111,1,2,247,450
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 93","St. John's",51,3,0,34,82,1,0,171,393
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 94","St. John's",48,3,1,25,87,1,0,165,325
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 95","St. John's",79,4,1,52,133,0,1,270,477
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 96","St. John's",62,3,0,33,74,3,4,179,356
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 97","St. John's",68,0,1,30,95,0,2,196,442
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 98","St. John's",97,2,2,76,126,2,3,308,647
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 99","St. John's",71,1,0,52,118,1,2,245,552
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 100","St. John's",63,1,1,56,100,2,10,233,539
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 101","St. John's",67,4,1,37,118,1,2,230,469
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 102","Petty Harbour-Maddox Cove",71,1,0,40,98,6,4,220,385
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 103","Petty Harbour-Maddox Cove",40,4,0,29,106,3,4,186,340
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 104","Mount Pearl",53,4,0,30,107,5,1,200,422
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 105","Mount Pearl",63,2,5,60,115,4,5,254,446
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 106","Mount Pearl",45,3,0,36,86,1,9,180,338
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 107","Mount Pearl",48,1,0,22,92,2,0,165,308
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 108","Mount Pearl",52,1,2,35,120,1,1,212,363
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 109","Mount Pearl",72,2,0,29,83,0,4,190,382
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 110","Mount Pearl",40,4,0,30,103,3,2,182,326
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 111","Mount Pearl",57,4,0,32,144,2,5,244,465
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 112","Mount Pearl",61,3,0,55,145,1,2,267,453
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 113","Mount Pearl",50,1,2,65,120,1,1,240,448
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 114","Mount Pearl",87,6,1,48,122,0,6,270,543
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 115","Mount Pearl",59,5,1,49,110,3,11,238,454
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 116","Mount Pearl",57,5,1,22,58,1,3,147,334
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 117","Mount Pearl",43,2,1,42,110,1,2,201,435
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 118","Mount Pearl",59,5,0,65,114,2,3,248,451
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 119","Mount Pearl",42,0,0,36,123,0,0,201,417
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 120","St. John's",44,0,1,56,138,0,3,242,498
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 121","St. John's",49,6,0,39,99,1,0,194,372
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 122","St. John's",52,5,0,65,140,0,0,262,468
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 123","St. John's",67,5,1,118,160,2,3,356,612
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 124","St. John's",70,3,0,86,165,0,2,326,609
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 125","St. John's",47,1,0,87,139,1,1,276,491
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 126","St. John's",86,2,1,114,160,4,5,372,692
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 127","St. John's",49,6,0,70,137,1,1,264,511
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 128","St. John's",43,6,0,51,83,1,1,185,410
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 129","St. John's",34,2,0,47,95,1,7,186,345
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 130","St. John's",49,2,1,54,108,1,1,216,408
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 131","St. John's",40,3,2,38,80,1,0,164,367
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 132","St. John's",53,1,0,52,105,2,0,213,436
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 133","St. John's",49,4,1,46,105,0,3,208,349
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 134","St. John's",36,1,1,35,88,0,0,161,327
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 135","St. John's",38,2,0,48,117,2,1,208,370
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 136","St. John's",41,3,1,49,119,1,0,214,402
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 137","St. John's",39,1,0,45,90,2,2,179,318
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 138","St. John's",42,1,0,49,78,2,0,172,335
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 139","St. John's",57,2,0,56,106,2,0,223,435
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 140","St. John's",52,4,0,54,116,1,0,227,423
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 141","Mount Pearl",65,4,0,55,86,4,1,215,456
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 142","Mount Pearl",53,4,1,24,115,2,0,199,420
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 143","Mount Pearl",51,4,0,38,118,3,0,214,431
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 144","Mount Pearl",61,2,1,21,107,0,3,195,400
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 145","Mount Pearl",61,1,0,27,85,0,1,175,355
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 146","Mount Pearl",88,4,1,33,111,2,0,239,494
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 147","Mount Pearl",45,2,1,32,92,0,3,175,392
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 148","Mount Pearl",44,7,1,25,49,3,6,135,306
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 149","Mount Pearl",46,3,0,35,111,0,0,195,382
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 150","Mount Pearl",51,4,1,43,101,1,0,201,408
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 151","Mount Pearl",67,2,0,38,91,3,4,205,341
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 152","Mount Pearl",82,4,1,46,172,0,4,309,502
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 153","Mount Pearl",40,4,0,19,80,2,0,145,309
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 154","Mount Pearl",66,1,1,37,100,2,1,208,406
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 155","St. John's",59,5,0,37,111,2,3,217,441
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 156","Bay Bulls",55,4,1,79,113,3,1,256,533
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 157","Bay Bulls",36,1,1,72,85,2,0,197,362
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 158","Bay Bulls",23,3,2,44,66,1,0,139,292
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 159","Witless Bay",29,5,0,75,110,0,1,220,374
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 160","Witless Bay",20,1,0,71,53,0,0,145,292
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 161","Witless Bay",34,5,1,125,104,0,6,275,503
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 400","St. John's",18,2,0,10,79,1,1,111,149
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 500","Mobile poll/Bureau itinérant",3,0,2,10,17,2,1,35,126
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 501","Mobile poll/Bureau itinérant",9,0,1,14,62,0,7,93,136
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 502","Mobile poll/Bureau itinérant",4,1,2,18,43,1,21,90,141
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 503","Mobile poll/Bureau itinérant",6,1,1,12,27,0,5,52,69
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 600","St. John's",139,10,3,63,221,0,9,445,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 601","St. John's",93,9,2,58,170,0,10,342,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 602","St. John's",104,6,0,44,218,1,8,381,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 603","St. John's",121,7,1,32,136,0,5,302,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 604","St. John's",92,13,3,75,328,3,10,524,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 605","St. John's",71,10,0,86,284,1,3,455,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 606","St. John's",115,17,5,144,398,3,8,690,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 607","Mount Pearl",59,7,1,72,144,4,7,294,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 608","St. John's",93,6,5,109,249,6,13,481,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 609","St. John's",72,9,2,36,113,1,2,235,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 610","St. John's",23,0,0,12,47,0,3,85,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 611","Mount Pearl",54,6,0,79,195,1,4,339,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 612","Mount Pearl",110,21,4,146,448,4,6,739,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 613","St. John's",68,8,1,151,340,0,5,573,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 614","Mount Pearl",56,11,0,66,211,3,4,351,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 615","St. John's",43,3,0,50,136,4,6,242,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl"," 616","Bay Bulls",31,2,0,77,95,0,4,209,
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl",,Group 1/Groupe 1, 31,6,1,16,48,29,4,135,139
10007,"St. John's South--Mount Pearl/St. John's-Sud--Mount Pearl",,Group 2/Groupe 2, 358,44,4,308,872,15,32,1633,
