Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Marc Audet,Grégory De Luca,Marie-Claude Diotte,Glenn Hoa,Alexandra Mendès,Sam Nassif,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 20","Saint-Lambert",37,15,43,7,93,1,2,198,457
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 21","Saint-Lambert",22,12,47,11,108,0,3,203,421
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 22","Saint-Lambert",24,17,24,5,52,0,1,123,248
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 23","Saint-Lambert",25,19,42,10,104,1,1,202,418
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 24","Saint-Lambert",32,15,41,22,90,0,1,201,427
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 25","Saint-Lambert",24,11,44,18,97,1,2,197,496
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 26","Saint-Lambert",9,15,37,15,83,0,3,162,499
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 27","Saint-Lambert",21,20,23,25,88,4,2,183,374
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 28","Saint-Lambert",32,13,32,25,119,1,1,223,444
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 29","Saint-Lambert",5,4,45,11,170,2,4,241,376
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 30","Brossard",24,13,39,12,90,2,2,182,467
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 31","Brossard",15,3,46,12,83,3,1,163,351
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 32","Brossard",18,9,28,14,80,2,3,154,348
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 33","Brossard",27,9,69,18,139,1,1,264,462
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 34","Brossard",17,10,50,19,91,2,4,193,419
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 35","Brossard",27,1,32,19,103,3,5,190,420
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 36","Brossard",18,5,47,18,98,0,2,188,369
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 37","Brossard",20,9,31,14,114,5,0,193,446
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 38","Brossard",13,10,31,13,108,0,3,178,444
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 39","Brossard",17,4,49,28,91,4,4,197,491
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 40","Brossard",34,14,52,11,104,2,1,218,493
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 41","Brossard",9,5,36,15,62,5,2,134,342
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 42","Brossard",17,9,27,24,80,5,3,165,380
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 43","Brossard",26,12,32,22,81,5,1,179,445
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 44","Brossard",31,6,61,21,135,2,6,262,566
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 45","Brossard",16,8,39,9,101,0,3,176,403
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 46","Brossard",19,9,31,15,109,1,5,189,387
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 47","Brossard",11,5,20,18,70,0,2,126,344
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 48","Brossard",29,13,64,26,138,2,1,273,523
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 49","Brossard",13,9,36,15,72,1,2,148,431
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 50","Saint-Lambert",8,1,17,3,55,0,0,84,232
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 51","Saint-Lambert",18,15,40,22,117,1,0,213,395
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 52","Saint-Lambert",27,13,27,11,89,1,1,169,384
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 53","Saint-Lambert",20,21,35,10,102,1,1,190,408
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 54","Saint-Lambert",13,14,44,16,124,2,1,214,376
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 55","Saint-Lambert",21,7,51,14,113,1,0,207,419
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 56","Saint-Lambert",26,28,46,17,142,0,0,259,464
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 57","Saint-Lambert",12,22,66,12,130,1,1,244,530
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 58","Saint-Lambert",31,14,26,30,69,1,2,173,407
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 59","Saint-Lambert",24,11,48,22,126,0,1,232,465
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 60","Saint-Lambert",12,12,19,20,108,1,1,173,398
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 61","Saint-Lambert",13,10,49,17,130,1,2,222,518
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 62","Brossard",20,4,14,10,79,4,0,131,316
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 63","Brossard",26,4,47,20,107,2,2,208,431
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 64","Brossard",22,13,37,8,73,0,2,155,299
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 65","Brossard",44,11,38,42,187,3,3,328,318
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 66","Brossard",20,7,44,10,71,0,3,155,339
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 67","Brossard",17,13,13,17,88,0,0,148,374
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 68","Brossard",20,7,38,24,102,4,2,197,416
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 69","Brossard",22,8,22,15,72,7,2,148,339
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 70","Brossard",18,10,41,17,80,1,2,169,321
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 71","Brossard",28,6,32,18,104,2,1,191,447
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 72","Brossard",10,6,6,37,89,1,3,152,349
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 73","Brossard",14,10,27,9,96,2,1,159,352
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 74","Brossard",13,5,37,23,84,3,0,165,420
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 75","Brossard",9,5,14,10,53,4,1,96,281
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 76","Brossard",14,7,7,75,145,1,2,251,547
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 77","Brossard",18,9,30,17,93,7,0,174,482
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 78","Brossard",13,5,14,33,72,1,2,140,327
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 79","Brossard",29,7,29,25,140,6,2,238,478
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 80","Brossard",34,15,39,18,138,1,5,250,457
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 81","Brossard",26,7,24,27,92,0,1,177,350
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 82","Brossard",12,7,34,12,99,2,7,173,505
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 83","Brossard",10,6,18,13,102,3,3,155,436
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 84","Brossard",17,11,46,22,123,3,7,229,442
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 85","Brossard",18,18,25,19,127,1,3,211,366
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 86","Brossard",7,7,22,18,75,1,1,131,389
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 87","Brossard",22,10,32,20,88,1,1,174,411
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 88","Brossard",19,8,54,21,95,5,3,205,500
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 89","Brossard",Merged with No./Fusionné avec le n°65,,,,,,,,454
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 90","Brossard",19,3,40,17,97,3,5,184,431
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 91","Brossard",16,7,18,20,65,1,3,130,390
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 92","Brossard",16,6,27,16,102,1,0,168,403
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 93","Brossard",18,5,36,18,87,0,0,164,405
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 94","Brossard",20,7,17,14,105,0,3,166,362
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 95","Brossard",35,15,40,21,119,3,2,235,547
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 96","Brossard",24,6,24,19,83,5,1,162,387
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 97","Brossard",20,10,30,24,102,1,6,193,402
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 98","Brossard",16,3,33,35,97,2,1,187,479
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 99","Brossard",10,8,31,17,102,3,3,174,387
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 100","Brossard",17,7,43,13,98,2,0,180,415
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 101","Brossard",33,15,49,36,166,6,3,308,359
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 102","Brossard",31,8,42,22,114,2,4,223,516
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 103","Brossard",Merged with No./Fusionné avec le n°101,,,,,,,,333
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 104","Brossard",27,8,30,14,100,3,2,184,340
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 105","Brossard",12,4,20,13,72,1,1,123,343
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 106","Brossard",18,7,20,2,53,1,2,103,304
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 107","Brossard",18,11,16,15,50,2,0,112,278
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 108","Brossard",27,12,19,24,89,2,1,174,409
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 109","Brossard",21,6,14,24,86,2,1,154,309
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 110","Brossard",16,11,32,14,112,1,8,194,394
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 111","Brossard",25,19,51,27,123,1,1,247,473
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 112","Brossard",27,13,21,16,84,3,1,165,361
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 113","Brossard",30,11,34,24,90,1,2,192,413
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 114","Brossard",25,9,28,17,123,0,9,211,455
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 115","Brossard",23,8,33,22,100,1,5,192,372
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 116","Brossard",25,7,17,18,92,0,3,162,352
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 117","Brossard",18,8,13,18,89,1,1,148,374
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 118","Brossard",29,9,28,32,117,2,2,219,473
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 119","Brossard",7,3,14,19,50,0,0,93,289
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 120","Brossard",13,10,25,17,122,0,2,189,447
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 121","Brossard",5,5,3,20,68,1,1,103,222
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 122","Brossard",18,10,26,25,96,1,1,177,398
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 123","Brossard",29,7,23,30,121,3,5,218,525
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 124","Brossard",10,7,10,14,90,1,2,134,365
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 125","Brossard",24,3,38,19,88,0,1,173,370
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 126","Brossard",22,8,34,19,112,3,2,200,418
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 127","Brossard",22,12,35,21,118,2,3,213,471
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 128","Brossard",15,13,36,16,119,2,1,202,403
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 129","Brossard",6,6,13,21,83,2,2,133,327
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 130","Brossard",15,6,19,28,89,1,4,162,399
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 131","Brossard",14,9,28,17,113,2,1,184,410
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 132","Brossard",9,11,23,31,66,2,0,142,284
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 133","Brossard",30,11,42,9,114,6,3,215,497
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 134","Brossard",22,13,30,18,129,0,3,215,438
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 135","Brossard",16,5,41,24,102,0,1,189,428
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 136","Brossard",13,8,4,20,88,2,2,137,331
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 137","Brossard",16,5,23,23,70,0,0,137,279
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 138","Brossard",29,7,12,31,105,1,3,188,442
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 139","Brossard",28,16,27,28,109,3,0,211,439
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 140","Brossard",14,7,27,31,140,1,2,222,461
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 141","Brossard",17,6,23,32,113,4,2,197,449
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 142","Brossard",17,1,26,25,120,3,2,194,447
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 143","Brossard",15,4,7,14,111,0,1,152,373
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 144A","Brossard",20,5,13,14,64,1,0,117,308
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 144B","Brossard",4,6,21,21,83,2,2,139,302
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 145","Brossard",9,7,40,16,99,0,1,172,452
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 146","Brossard",15,6,33,22,109,0,2,187,485
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 147","Brossard",20,1,22,27,95,1,6,172,408
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 148A","Brossard",7,4,21,15,71,0,2,120,317
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 148B","Brossard",17,8,25,11,67,0,3,131,325
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 149","Brossard",17,14,29,24,101,2,0,187,426
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 150A","Brossard",8,6,20,22,85,4,2,147,402
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 150B","Brossard",17,6,21,14,79,0,0,137,319
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 151","Brossard",25,10,43,18,127,2,0,225,461
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 152","Brossard",11,5,12,43,84,3,3,161,373
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 153","Brossard",15,6,14,26,127,0,1,189,395
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 154","Brossard",11,4,28,20,110,3,1,177,552
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 155A","Brossard",13,4,25,7,47,0,0,96,306
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 155B","Brossard",2,3,35,6,42,0,2,90,323
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 156","Brossard",8,4,37,17,83,0,1,150,403
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 157","Brossard",16,3,49,15,127,5,1,216,576
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 158","Brossard",24,13,35,37,116,3,0,228,479
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 159","Brossard",24,12,29,28,124,1,5,223,492
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 160","Brossard",16,6,20,26,113,1,1,183,423
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 161","Brossard",4,1,32,10,44,0,1,92,531
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 162","Brossard",20,12,24,51,128,0,1,236,501
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 163","Brossard",31,5,26,25,110,1,0,198,462
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 164","Brossard",18,9,12,31,91,0,3,164,350
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 165","Brossard",17,9,29,28,100,2,2,187,416
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 166","Brossard",17,6,17,23,94,1,0,158,412
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 167","Brossard",6,6,11,29,70,2,2,126,306
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 168","Brossard",18,12,12,43,130,1,2,218,513
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 169","Brossard",8,2,27,20,100,1,0,158,349
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 170A","Brossard",9,2,5,25,99,1,2,143,418
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 170B","Brossard",9,5,35,30,81,4,0,164,409
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 171","Brossard",11,3,22,28,94,4,2,164,422
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 172","Brossard",17,2,14,27,62,0,2,124,341
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 173","Brossard",25,8,46,47,177,1,3,307,349
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 174","Brossard",8,1,16,29,88,0,1,143,391
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 175","Brossard",9,9,20,23,107,4,1,173,426
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 176","Brossard",21,5,46,14,88,3,3,180,436
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 177","Brossard",16,9,8,31,93,3,2,162,400
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 178","Brossard",20,11,28,15,122,4,1,201,559
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 179","Brossard",18,7,18,18,94,2,5,162,401
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 180","Brossard",18,7,32,18,92,0,0,167,491
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 181","Brossard",13,2,7,42,97,1,2,164,380
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 182","Brossard",8,4,8,26,85,1,1,133,355
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 183","Brossard",16,3,17,28,106,3,0,173,421
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 184A","Brossard",11,3,37,12,80,1,3,147,434
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 184B","Brossard",20,6,37,16,90,2,3,174,451
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 185","Brossard",4,7,28,8,82,3,1,133,308
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 186","Brossard",18,5,16,27,97,2,1,166,432
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 187","Brossard",Results combined with No./Résultats combinés au n°173,,,,,,,,419
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 188","Brossard",17,1,23,22,72,2,0,137,376
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 189","Brossard",13,3,9,34,58,0,1,118,385
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 190","Brossard",31,5,32,40,138,4,3,253,592
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 191","Brossard",17,4,21,14,102,2,0,160,491
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 400","Brossard",7,2,87,21,173,2,12,304,435
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 401","Brossard",8,1,128,25,189,1,17,369,497
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 402","Brossard",2,8,93,14,142,2,12,273,398
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 403","Brossard",4,5,67,11,129,3,11,230,299
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 500","Mobile poll/Bureau itinérant",5,2,12,1,45,2,6,73,99
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 501","Mobile poll/Bureau itinérant",9,4,22,10,91,0,8,144,177
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 502","Mobile poll/Bureau itinérant",0,1,8,3,15,3,8,38,101
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 503","Mobile poll/Bureau itinérant",6,6,41,7,71,2,12,145,228
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 504","Mobile poll/Bureau itinérant",2,2,13,0,30,1,3,51,166
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 600","Saint-Lambert",107,102,287,70,561,4,18,1149,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 601","Saint-Lambert",121,107,372,65,600,7,10,1282,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 602","Saint-Lambert",81,89,254,85,559,11,9,1088,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 603","Saint-Lambert",71,72,279,93,579,7,6,1107,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 604","Brossard",60,45,171,89,445,6,9,825,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 605","Brossard",75,37,210,81,338,11,7,759,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 606","Brossard",74,26,210,83,428,12,17,850,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 607","Brossard",94,47,273,139,641,10,2,1206,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 608","Brossard",107,45,211,125,515,12,17,1032,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 609","Brossard",70,49,281,109,595,11,13,1128,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 610","Brossard",103,50,196,152,710,11,9,1231,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 611","Brossard",60,38,121,100,446,3,1,769,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 612","Brossard",65,23,447,140,752,18,15,1460,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 613","Brossard",84,45,193,203,665,19,13,1222,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 614","Brossard",88,56,277,142,545,10,14,1132,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 615","Brossard",54,36,190,125,511,8,8,932,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert"," 616","Brossard",96,49,229,172,558,13,12,1129,
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert",,Group 1/Groupe 1, 18,16,14,33,91,0,1,173,233
24017,"Brossard--Saint-Lambert/Brossard--Saint-Lambert",,Group 2/Groupe 2, 220,168,265,182,1073,13,32,1953,
