Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Scott Aitchison,Trisha Cowie,Gord Miller,Daniel Predie Jr,Tom Young,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 50A","Huntsville",65,59,15,2,16,2,159,318
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 50B","Huntsville",61,50,6,0,11,1,129,313
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 51","Huntsville",96,81,28,1,26,2,234,448
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 52","Huntsville",75,44,25,0,19,1,164,418
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 53","Huntsville",55,23,26,0,12,1,117,266
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 54","Huntsville",59,58,25,0,22,2,166,384
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 55","Huntsville",74,48,17,0,32,0,171,399
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 56","Huntsville",76,49,17,3,17,2,164,386
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 57","Huntsville",95,43,27,0,13,0,178,431
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 58","Huntsville",49,37,31,0,24,0,141,388
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 59","Huntsville",57,47,33,5,28,2,172,451
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 60","Huntsville",52,58,45,2,31,0,188,492
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 61","Huntsville",85,45,43,0,20,0,193,397
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 62","Huntsville",73,50,29,2,28,0,182,428
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 63","Huntsville",68,53,27,1,19,1,169,422
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 64","Huntsville",76,54,21,2,34,1,188,452
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 65","Orrville",87,74,30,3,19,4,217,361
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 66","Orrville",71,54,29,3,26,3,186,327
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 67","Huntsville",94,53,23,3,21,2,196,401
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 68","Huntsville",80,35,29,2,14,2,162,398
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 69","Huntsville",78,60,37,1,21,0,197,510
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 70","Huntsville",96,57,29,1,24,1,208,515
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 71","Huntsville",99,73,29,1,19,2,223,533
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 72","Huntsville",120,72,32,0,11,1,236,519
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 73","Huntsville",62,50,41,1,17,4,175,456
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 74","Huntsville",66,55,40,0,18,0,179,442
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 75","Huntsville",108,42,32,1,15,3,201,459
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 76","Huntsville",93,55,42,0,24,1,215,482
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 77","Huntsville",99,61,34,0,24,0,218,519
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 78","Huntsville",89,37,31,0,8,0,165,379
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 79","Pointe au Baril",84,54,18,2,14,1,173,319
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 80","Rosseau",127,54,44,4,36,3,268,466
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 81","Rosseau",68,67,32,0,14,1,182,303
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 82","Carling",103,41,24,1,19,1,189,368
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 83","Carling",96,49,38,2,17,0,202,383
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 84","Carling",66,62,28,2,18,0,176,318
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 85","Dorset",91,76,36,1,22,3,229,380
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 86","Port Sydney",81,67,48,0,16,1,213,361
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 87","Port Sydney",151,75,54,3,23,2,308,476
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 88","Port Sydney",130,49,43,1,44,2,269,519
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 89","Port Sydney",107,90,51,1,35,1,285,462
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 90","Seguin",58,54,24,2,33,0,171,353
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 91","Seguin",50,37,25,1,22,0,135,289
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 92","Seguin",84,42,23,2,10,1,162,310
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 93","Seguin",103,50,32,0,13,1,199,388
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 94","Huntsville",93,37,25,2,20,1,178,373
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 95","Utterson",86,65,35,0,29,0,215,429
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 96","Utterson",111,36,37,3,16,0,203,407
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 97","Lake of Bays",80,59,25,0,17,0,181,277
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 98","Lake of Bays",57,63,18,3,14,1,156,339
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 99","Lake of Bays",70,58,36,3,23,3,193,298
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 100","Seguin",104,89,34,0,19,1,247,466
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 101","Seguin",125,70,36,2,32,1,266,465
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 102","Raymond",95,71,47,1,32,0,246,419
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 103","Raymond",92,66,29,0,24,1,212,359
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 104","Raymond",105,61,51,1,20,0,238,470
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 105","Minett",88,74,26,1,15,1,205,370
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 106","Bracebridge",64,63,35,0,32,1,195,464
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 107","Bracebridge",78,51,40,0,18,3,190,426
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 108","Bracebridge",57,71,42,2,35,0,207,522
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 109","Bracebridge",79,86,43,0,38,1,247,515
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 110","Bracebridge",98,91,43,1,56,3,292,544
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 111","Bracebridge",72,50,36,3,25,1,187,458
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 112","Bracebridge",45,83,37,2,36,0,203,519
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 113","Bracebridge",63,73,41,1,26,2,206,446
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 114","Bracebridge",62,69,37,1,38,3,210,417
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 115","Bracebridge",42,47,34,0,25,2,150,400
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 116","Bracebridge",39,79,39,3,26,0,186,490
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 117","Bracebridge",85,57,56,3,44,1,246,502
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 118","Bracebridge",60,88,37,0,33,2,220,486
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 119","Port Carling",82,62,45,2,22,1,214,437
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 120","Port Carling",82,57,21,1,21,2,184,416
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 121","Port Carling",98,53,31,2,19,2,205,457
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 122A","Milford Bay",66,63,30,1,11,0,171,293
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 122B","Milford Bay",53,50,25,1,15,2,146,317
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 123","Vankoughnet",80,86,41,3,29,1,240,468
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 124","McDougall",93,48,19,0,20,3,183,434
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 125","McDougall",63,39,20,0,11,1,134,286
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 126","McDougall",100,45,29,1,21,0,196,395
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 127","McDougall",118,84,27,3,33,1,266,566
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 128","Parry Sound",70,82,28,2,33,4,219,525
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 129","Parry Sound",55,53,31,4,47,0,190,440
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 130","Parry Sound",57,60,26,2,24,1,170,482
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 131","Parry Sound",65,72,39,2,22,1,201,442
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 132","Parry Sound",56,52,27,0,31,0,166,397
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 133","Parry Sound",69,59,45,4,35,0,212,477
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 134","Parry Sound",51,70,17,3,22,0,163,417
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 135","Parry Sound",68,63,34,2,15,3,185,380
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 136","Parry Sound",58,68,23,2,29,0,180,416
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 137","Parry Sound",32,31,15,3,19,2,102,265
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 138","Parry Sound",48,48,27,1,38,1,163,453
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 139","Parry Sound",70,63,42,1,21,0,197,499
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 140","San Souci",39,28,20,1,21,1,110,285
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 141","Bracebridge",60,62,33,0,19,0,174,410
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 142","Bracebridge",98,111,41,0,28,0,278,509
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 143","Bracebridge",83,99,24,1,25,1,233,423
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 144","Bracebridge",58,80,19,0,37,3,197,431
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 145","Bracebridge",69,77,28,0,20,0,194,400
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 146","Bracebridge",79,96,43,1,32,0,251,507
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 147","Bracebridge",105,82,33,2,18,1,241,567
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 148","Bracebridge",40,51,35,2,36,2,166,451
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 149","Bracebridge",46,87,28,1,16,9,187,448
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 150","Bracebridge",65,78,39,0,28,0,210,430
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 151","Bracebridge",49,88,46,1,39,3,226,458
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 152","Bracebridge",78,76,57,0,26,0,237,535
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 153","Bracebridge",73,59,37,0,15,3,187,445
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 154","Walkers Point",77,37,24,2,12,0,152,293
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 155","Muskoka Falls",84,74,39,0,56,0,253,512
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 156","Muskoka Falls",71,54,45,4,43,0,217,465
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 157","Muskoka Falls",111,51,51,3,28,2,246,511
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 158","Bala",99,37,21,0,13,2,172,307
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 159","Bala",75,77,26,1,23,0,202,398
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 160","Bala",102,97,32,1,33,4,269,466
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 161","Gravenhurst",70,64,32,2,31,3,202,486
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 162","Gravenhurst",80,59,29,0,27,0,195,409
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 163A","Gravenhurst",47,42,27,3,14,1,134,303
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 163B","Gravenhurst",47,41,34,3,24,0,149,329
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 164","Gravenhurst",61,75,47,4,33,0,220,444
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 165","Gravenhurst",52,42,28,0,35,0,157,422
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 166","Gravenhurst",66,76,37,1,49,0,229,512
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 167","Gravenhurst",49,65,31,1,24,0,170,478
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 168","MacTier",84,47,22,2,25,2,182,408
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 169","MacTier",82,63,16,0,27,0,188,325
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 170","MacTier",90,30,13,1,18,1,153,391
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 171","Ryde",123,71,45,3,28,1,271,503
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 172","Gravenhurst",59,45,17,0,19,0,140,278
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 173","Gravenhurst",56,67,44,3,30,3,203,443
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 174","Gravenhurst",63,86,30,7,31,0,217,568
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 175","Gravenhurst",22,32,12,1,7,2,76,194
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 176","Gravenhurst",71,66,34,1,35,4,211,464
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 177","Gravenhurst",62,65,35,0,46,2,210,491
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 178","Gravenhurst",68,56,33,2,32,4,195,425
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 179","Gravenhurst",86,88,16,3,20,0,213,450
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 180","Gravenhurst",52,30,23,2,38,1,146,387
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 181","Gravenhurst",69,69,35,2,36,3,214,528
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 182","Gravenhurst",79,61,26,3,41,7,217,515
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 183","Port Severn(Baxter)",99,43,16,1,10,0,169,407
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 184","Baxter",51,45,22,0,16,0,134,369
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 185","Baxter",95,47,22,2,42,3,211,480
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 186","Baxter",95,66,19,0,34,0,214,502
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 187","Severn Bridge",76,44,21,1,31,1,174,374
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 188","Severn Bridge",78,53,24,3,21,3,182,375
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 189","Severn Bridge",116,56,31,1,29,1,234,447
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 190","Dokis First Nation",7,70,2,0,36,0,115,195
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 191","Henvey Inlet First Nation",8,34,1,0,15,0,58,119
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 192","Magnetawan First Nation",1,13,6,1,12,0,33,67
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 193","Shawanaga First Nation",7,38,7,0,37,0,89,151
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 194","Wasauksing First Nation",5,49,19,2,66,0,141,260
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 195","Moose Deer Point First Nation",12,31,11,0,9,1,64,119
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 196","Wahta First Nation",9,29,5,2,8,1,54,105
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 500A","Mobile poll/Bureau itinérant",29,21,8,0,5,6,69,149
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 500B","Mobile poll/Bureau itinérant",18,16,6,2,7,1,50,44
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 501","Mobile poll/Bureau itinérant",37,38,12,1,2,1,91,167
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 502","Mobile poll/Bureau itinérant",44,33,8,2,10,14,111,141
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 503","Mobile poll/Bureau itinérant",33,40,5,0,9,2,89,231
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 504A","Mobile poll/Bureau itinérant",40,47,7,0,12,7,113,113
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 504B","Mobile poll/Bureau itinérant",28,36,9,2,7,6,88,161
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 505A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504B,,,,,,,71
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 505B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504A,,,,,,,57
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 506A","Mobile poll/Bureau itinérant",28,42,8,1,10,1,90,267
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 506B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500B,,,,,,,42
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 600","Port Loring",171,55,29,1,19,2,277,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 601","Britt",46,36,14,2,13,1,112,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 602","Parry Sound",377,227,87,3,69,2,765,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 603","Parry Sound",335,336,126,4,100,8,909,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 604","Parry Sound",270,203,90,5,50,1,619,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 605","Burk's Falls",353,166,124,8,55,2,708,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 606","South River",515,192,99,7,110,7,930,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 607","Burk's Falls",152,75,41,6,27,1,302,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 608","Huntsville",315,206,108,2,42,1,674,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 609","Huntsville",377,276,153,5,68,3,882,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 610","Huntsville",355,156,89,1,36,1,638,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 611","Huntsville",346,194,120,3,64,5,732,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 612","Bracebridge",427,301,185,1,85,3,1002,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 613","Port Carling",321,188,67,0,22,1,599,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 614","Baxter",180,121,34,1,35,1,372,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 615","Gravenhurst",310,219,97,2,44,7,679,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 616","Gravenhurst",258,200,107,4,65,0,634,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 617","Bracebridge",369,450,184,3,119,7,1132,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 618","Bracebridge",401,365,173,3,99,7,1048,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka"," 619","Gravenhurst",260,159,83,3,42,6,553,
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka",,Group 1/Groupe 1, 25,54,20,1,10,1,111,139
35082,"Parry Sound--Muskoka/Parry Sound--Muskoka",,Group 2/Groupe 2, 1089,849,428,11,204,37,2618,
