Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Patrick Bernier,Andrew Moraga,Mike Morrice,Ellen Papenburg,Raj Saini,Stephen Woodworth,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35045,"Kitchener Centre/Kitchener-Centre"," 47","Kitchener",5,27,78,0,74,38,1,223,445
35045,"Kitchener Centre/Kitchener-Centre"," 48","Kitchener",3,24,67,4,68,36,0,202,427
35045,"Kitchener Centre/Kitchener-Centre"," 49","Kitchener",3,20,91,1,67,17,0,199,420
35045,"Kitchener Centre/Kitchener-Centre"," 50","Kitchener",5,32,54,1,86,85,2,265,491
35045,"Kitchener Centre/Kitchener-Centre"," 51","Kitchener",4,31,58,1,85,65,7,251,445
35045,"Kitchener Centre/Kitchener-Centre"," 52","Kitchener",4,28,94,1,88,89,2,306,469
35045,"Kitchener Centre/Kitchener-Centre"," 53","Kitchener",5,34,65,1,86,61,1,253,447
35045,"Kitchener Centre/Kitchener-Centre"," 54","Kitchener",11,24,110,2,90,69,2,308,472
35045,"Kitchener Centre/Kitchener-Centre"," 55","Kitchener",9,31,84,1,72,66,1,264,410
35045,"Kitchener Centre/Kitchener-Centre"," 56","Kitchener",8,22,71,0,58,32,1,192,362
35045,"Kitchener Centre/Kitchener-Centre"," 57","Kitchener",5,30,63,3,88,41,0,230,449
35045,"Kitchener Centre/Kitchener-Centre"," 58","Kitchener",2,20,90,0,65,30,0,207,347
35045,"Kitchener Centre/Kitchener-Centre"," 59","Kitchener",3,18,63,2,88,39,1,214,351
35045,"Kitchener Centre/Kitchener-Centre"," 60","Kitchener",3,21,77,1,96,36,1,235,457
35045,"Kitchener Centre/Kitchener-Centre"," 61","Kitchener",3,23,99,0,75,34,0,234,360
35045,"Kitchener Centre/Kitchener-Centre"," 62","Kitchener",1,17,53,0,92,57,3,223,359
35045,"Kitchener Centre/Kitchener-Centre"," 63","Kitchener",1,34,29,1,45,39,7,156,352
35045,"Kitchener Centre/Kitchener-Centre"," 64","Kitchener",6,24,81,2,102,94,2,311,484
35045,"Kitchener Centre/Kitchener-Centre"," 65","Kitchener",3,21,53,1,102,47,2,229,389
35045,"Kitchener Centre/Kitchener-Centre"," 66","Kitchener",5,24,38,0,64,46,1,178,321
35045,"Kitchener Centre/Kitchener-Centre"," 67","Kitchener",4,20,29,0,63,72,2,190,369
35045,"Kitchener Centre/Kitchener-Centre"," 68","Kitchener",2,20,28,0,61,44,1,156,294
35045,"Kitchener Centre/Kitchener-Centre"," 69","Kitchener",0,4,25,1,60,58,1,149,283
35045,"Kitchener Centre/Kitchener-Centre"," 70","Kitchener",3,15,22,1,69,76,1,187,362
35045,"Kitchener Centre/Kitchener-Centre"," 71","Kitchener",8,12,19,1,54,59,0,153,309
35045,"Kitchener Centre/Kitchener-Centre"," 72","Kitchener",7,17,25,0,103,59,0,211,437
35045,"Kitchener Centre/Kitchener-Centre"," 73","Kitchener",4,16,63,0,81,55,1,220,332
35045,"Kitchener Centre/Kitchener-Centre"," 74","Kitchener",1,22,83,1,89,44,2,242,370
35045,"Kitchener Centre/Kitchener-Centre"," 75","Kitchener",1,9,124,0,102,32,0,268,375
35045,"Kitchener Centre/Kitchener-Centre"," 76","Kitchener",1,32,87,2,63,24,0,209,439
35045,"Kitchener Centre/Kitchener-Centre"," 77","Kitchener",0,31,83,1,79,19,4,217,417
35045,"Kitchener Centre/Kitchener-Centre"," 78","Kitchener",2,26,89,0,48,20,0,185,344
35045,"Kitchener Centre/Kitchener-Centre"," 79A","Kitchener",4,32,46,0,44,23,2,151,354
35045,"Kitchener Centre/Kitchener-Centre"," 79B","Kitchener",2,15,35,0,29,15,0,96,151
35045,"Kitchener Centre/Kitchener-Centre"," 80","Kitchener",6,38,83,2,85,37,2,253,558
35045,"Kitchener Centre/Kitchener-Centre"," 81","Kitchener",4,35,47,0,66,30,1,183,400
35045,"Kitchener Centre/Kitchener-Centre"," 82","Kitchener",5,22,40,1,51,41,3,163,458
35045,"Kitchener Centre/Kitchener-Centre"," 83","Kitchener",3,35,88,1,78,42,0,247,452
35045,"Kitchener Centre/Kitchener-Centre"," 84","Kitchener",3,32,119,3,88,38,1,284,466
35045,"Kitchener Centre/Kitchener-Centre"," 85","Kitchener",2,37,99,1,114,59,1,313,534
35045,"Kitchener Centre/Kitchener-Centre"," 86","Kitchener",3,18,76,1,109,36,1,244,427
35045,"Kitchener Centre/Kitchener-Centre"," 87","Kitchener",3,31,57,1,122,62,0,276,422
35045,"Kitchener Centre/Kitchener-Centre"," 88","Kitchener",4,24,51,0,83,66,0,228,452
35045,"Kitchener Centre/Kitchener-Centre"," 89","Kitchener",3,24,74,0,102,64,2,269,477
35045,"Kitchener Centre/Kitchener-Centre"," 90","Kitchener",2,23,51,0,99,75,2,252,430
35045,"Kitchener Centre/Kitchener-Centre"," 91","Kitchener",9,19,71,0,118,72,0,289,461
35045,"Kitchener Centre/Kitchener-Centre"," 92","Kitchener",1,17,33,1,83,62,1,198,348
35045,"Kitchener Centre/Kitchener-Centre"," 93A","Kitchener",0,10,13,1,22,22,0,68,181
35045,"Kitchener Centre/Kitchener-Centre"," 93B","Mobile poll/Bureau itinérant",5,15,22,0,63,45,6,156,122
35045,"Kitchener Centre/Kitchener-Centre"," 93C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°93B,,,,,,,,37
35045,"Kitchener Centre/Kitchener-Centre"," 93D","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°93B,,,,,,,,58
35045,"Kitchener Centre/Kitchener-Centre"," 93E","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°93B,,,,,,,,174
35045,"Kitchener Centre/Kitchener-Centre"," 94","Kitchener",9,22,57,1,79,60,0,228,426
35045,"Kitchener Centre/Kitchener-Centre"," 95","Kitchener",4,17,92,0,108,38,1,260,443
35045,"Kitchener Centre/Kitchener-Centre"," 96","Kitchener",2,19,106,0,80,17,1,225,452
35045,"Kitchener Centre/Kitchener-Centre"," 97","Kitchener",2,17,85,0,63,44,0,211,476
35045,"Kitchener Centre/Kitchener-Centre"," 98","Kitchener",3,9,20,0,57,84,0,173,313
35045,"Kitchener Centre/Kitchener-Centre"," 99","Kitchener",1,14,22,0,70,70,0,177,334
35045,"Kitchener Centre/Kitchener-Centre"," 100","Kitchener",5,19,47,1,89,74,0,235,452
35045,"Kitchener Centre/Kitchener-Centre"," 101","Kitchener",5,28,30,3,95,96,2,259,502
35045,"Kitchener Centre/Kitchener-Centre"," 102","Kitchener",4,37,33,1,69,50,0,194,366
35045,"Kitchener Centre/Kitchener-Centre"," 103","Kitchener",6,28,104,1,138,70,0,347,664
35045,"Kitchener Centre/Kitchener-Centre"," 104","Kitchener",6,18,51,0,57,29,4,165,499
35045,"Kitchener Centre/Kitchener-Centre"," 105","Kitchener",0,13,63,0,54,28,1,159,398
35045,"Kitchener Centre/Kitchener-Centre"," 106","Kitchener",2,34,72,3,95,30,3,239,580
35045,"Kitchener Centre/Kitchener-Centre"," 107","Kitchener",4,17,47,0,71,31,0,170,317
35045,"Kitchener Centre/Kitchener-Centre"," 108","Kitchener",5,29,47,0,94,63,2,240,369
35045,"Kitchener Centre/Kitchener-Centre"," 109","Kitchener",6,21,75,1,73,36,0,212,431
35045,"Kitchener Centre/Kitchener-Centre"," 110","Kitchener",3,29,53,0,58,38,3,184,408
35045,"Kitchener Centre/Kitchener-Centre"," 111","Kitchener",5,22,66,1,52,42,0,188,409
35045,"Kitchener Centre/Kitchener-Centre"," 112","Kitchener",2,19,64,0,53,50,2,190,472
35045,"Kitchener Centre/Kitchener-Centre"," 113","Kitchener",6,39,61,0,114,40,0,260,502
35045,"Kitchener Centre/Kitchener-Centre"," 114","Kitchener",4,35,72,0,77,38,0,226,450
35045,"Kitchener Centre/Kitchener-Centre"," 115","Kitchener",7,26,62,0,83,35,4,217,473
35045,"Kitchener Centre/Kitchener-Centre"," 116","Kitchener",5,33,134,0,95,30,0,297,514
35045,"Kitchener Centre/Kitchener-Centre"," 117","Kitchener",10,36,88,1,83,36,2,256,516
35045,"Kitchener Centre/Kitchener-Centre"," 118A","Kitchener",2,39,61,1,78,43,2,226,434
35045,"Kitchener Centre/Kitchener-Centre"," 118B","Kitchener",1,21,73,0,98,37,2,232,443
35045,"Kitchener Centre/Kitchener-Centre"," 119","Kitchener",5,36,43,2,66,24,5,181,503
35045,"Kitchener Centre/Kitchener-Centre"," 120","Kitchener",4,18,54,1,67,25,4,173,390
35045,"Kitchener Centre/Kitchener-Centre"," 121","Kitchener",2,16,39,0,62,27,3,149,308
35045,"Kitchener Centre/Kitchener-Centre"," 122","Kitchener",1,18,27,0,44,27,8,125,331
35045,"Kitchener Centre/Kitchener-Centre"," 123","Kitchener",2,23,22,2,57,36,5,147,368
35045,"Kitchener Centre/Kitchener-Centre"," 124","Kitchener",4,19,42,0,74,60,2,201,415
35045,"Kitchener Centre/Kitchener-Centre"," 125","Kitchener",6,25,30,1,58,45,2,167,356
35045,"Kitchener Centre/Kitchener-Centre"," 126","Kitchener",3,17,31,2,54,39,0,146,348
35045,"Kitchener Centre/Kitchener-Centre"," 127","Kitchener",2,22,32,0,50,49,1,156,325
35045,"Kitchener Centre/Kitchener-Centre"," 128","Kitchener",10,39,63,0,62,26,1,201,456
35045,"Kitchener Centre/Kitchener-Centre"," 129","Kitchener",8,22,61,2,65,35,1,194,441
35045,"Kitchener Centre/Kitchener-Centre"," 130","Kitchener",10,24,64,0,81,43,0,222,527
35045,"Kitchener Centre/Kitchener-Centre"," 131","Kitchener",7,36,81,0,77,50,0,251,536
35045,"Kitchener Centre/Kitchener-Centre"," 132","Kitchener",7,28,55,1,55,34,0,180,384
35045,"Kitchener Centre/Kitchener-Centre"," 133","Kitchener",2,24,56,0,69,47,0,198,420
35045,"Kitchener Centre/Kitchener-Centre"," 134","Kitchener",2,9,43,1,84,83,0,222,451
35045,"Kitchener Centre/Kitchener-Centre"," 135","Kitchener",4,22,53,0,112,66,0,257,503
35045,"Kitchener Centre/Kitchener-Centre"," 136","Kitchener",4,31,46,1,64,53,2,201,460
35045,"Kitchener Centre/Kitchener-Centre"," 137","Kitchener",7,47,63,1,86,47,3,254,622
35045,"Kitchener Centre/Kitchener-Centre"," 138","Kitchener",6,54,67,2,109,47,3,288,622
35045,"Kitchener Centre/Kitchener-Centre"," 139","Kitchener",3,22,33,1,71,35,3,168,361
35045,"Kitchener Centre/Kitchener-Centre"," 140","Kitchener",4,32,31,1,59,34,1,162,354
35045,"Kitchener Centre/Kitchener-Centre"," 141","Kitchener",2,45,46,1,69,37,3,203,489
35045,"Kitchener Centre/Kitchener-Centre"," 142","Kitchener",6,31,65,3,66,31,1,203,458
35045,"Kitchener Centre/Kitchener-Centre"," 143","Kitchener",7,29,48,1,45,31,1,162,385
35045,"Kitchener Centre/Kitchener-Centre"," 144","Kitchener",3,33,40,3,63,49,1,192,360
35045,"Kitchener Centre/Kitchener-Centre"," 145","Kitchener",3,28,32,1,55,40,0,159,394
35045,"Kitchener Centre/Kitchener-Centre"," 146","Kitchener",2,23,32,0,103,63,1,224,448
35045,"Kitchener Centre/Kitchener-Centre"," 147","Kitchener",16,26,48,1,78,59,1,229,434
35045,"Kitchener Centre/Kitchener-Centre"," 148","Kitchener",1,34,48,1,68,19,3,174,365
35045,"Kitchener Centre/Kitchener-Centre"," 149","Kitchener",1,19,84,0,66,24,0,194,341
35045,"Kitchener Centre/Kitchener-Centre"," 150","Kitchener",1,31,59,3,64,33,1,192,338
35045,"Kitchener Centre/Kitchener-Centre"," 151","Kitchener",6,38,85,1,74,40,2,246,461
35045,"Kitchener Centre/Kitchener-Centre"," 152","Kitchener",3,26,69,0,66,50,1,215,402
35045,"Kitchener Centre/Kitchener-Centre"," 153","Kitchener",3,24,46,0,104,57,1,235,481
35045,"Kitchener Centre/Kitchener-Centre"," 154","Kitchener",1,22,24,1,56,35,3,142,310
35045,"Kitchener Centre/Kitchener-Centre"," 155","Kitchener",3,11,15,0,54,30,0,113,284
35045,"Kitchener Centre/Kitchener-Centre"," 156","Kitchener",2,20,55,3,82,37,1,200,370
35045,"Kitchener Centre/Kitchener-Centre"," 157","Kitchener",5,30,65,1,89,36,1,227,419
35045,"Kitchener Centre/Kitchener-Centre"," 158","Kitchener",2,35,78,1,74,56,0,246,458
35045,"Kitchener Centre/Kitchener-Centre"," 159","Kitchener",1,24,38,1,61,55,2,182,396
35045,"Kitchener Centre/Kitchener-Centre"," 160","Kitchener",4,24,36,4,60,35,3,166,403
35045,"Kitchener Centre/Kitchener-Centre"," 161","Kitchener",1,34,29,1,59,31,3,158,412
35045,"Kitchener Centre/Kitchener-Centre"," 162","Kitchener",5,20,37,2,59,34,2,159,407
35045,"Kitchener Centre/Kitchener-Centre"," 163","Kitchener",9,39,53,2,107,63,2,275,531
35045,"Kitchener Centre/Kitchener-Centre"," 164","Kitchener",8,27,41,0,89,50,1,216,502
35045,"Kitchener Centre/Kitchener-Centre"," 165","Kitchener",4,33,47,2,72,46,0,204,473
35045,"Kitchener Centre/Kitchener-Centre"," 166","Kitchener",2,17,23,0,48,61,4,155,374
35045,"Kitchener Centre/Kitchener-Centre"," 167","Kitchener",2,31,41,2,56,32,1,165,435
35045,"Kitchener Centre/Kitchener-Centre"," 168","Kitchener",5,19,30,3,48,48,0,153,366
35045,"Kitchener Centre/Kitchener-Centre"," 169","Kitchener",5,35,25,0,56,38,0,159,391
35045,"Kitchener Centre/Kitchener-Centre"," 170","Kitchener",6,10,35,0,63,38,0,152,407
35045,"Kitchener Centre/Kitchener-Centre"," 171","Kitchener",3,13,31,0,55,38,3,143,369
35045,"Kitchener Centre/Kitchener-Centre"," 172","Kitchener",4,28,20,4,76,48,0,180,471
35045,"Kitchener Centre/Kitchener-Centre"," 173","Kitchener",1,42,30,1,86,41,4,205,484
35045,"Kitchener Centre/Kitchener-Centre"," 174","Kitchener",3,26,37,0,71,48,1,186,412
35045,"Kitchener Centre/Kitchener-Centre"," 175","Kitchener",4,21,31,0,57,46,2,161,381
35045,"Kitchener Centre/Kitchener-Centre"," 176","Kitchener",6,48,73,0,88,70,2,287,590
35045,"Kitchener Centre/Kitchener-Centre"," 177","Kitchener",5,34,47,1,77,48,3,215,488
35045,"Kitchener Centre/Kitchener-Centre"," 178","Kitchener",6,28,40,0,57,54,3,188,398
35045,"Kitchener Centre/Kitchener-Centre"," 179","Kitchener",6,18,35,0,57,50,1,167,447
35045,"Kitchener Centre/Kitchener-Centre"," 180","Kitchener",4,16,56,1,77,49,1,204,410
35045,"Kitchener Centre/Kitchener-Centre"," 181","Kitchener",6,18,31,5,77,55,2,194,414
35045,"Kitchener Centre/Kitchener-Centre"," 182","Kitchener",3,23,54,0,104,69,3,256,502
35045,"Kitchener Centre/Kitchener-Centre"," 183","Kitchener",3,17,63,1,78,55,1,218,460
35045,"Kitchener Centre/Kitchener-Centre"," 184","Kitchener",3,15,40,0,102,49,0,209,357
35045,"Kitchener Centre/Kitchener-Centre"," 185","Kitchener",1,14,29,0,72,50,1,167,386
35045,"Kitchener Centre/Kitchener-Centre"," 186","Kitchener",1,22,54,0,94,65,4,240,414
35045,"Kitchener Centre/Kitchener-Centre"," 187","Kitchener",2,20,50,1,70,67,0,210,383
35045,"Kitchener Centre/Kitchener-Centre"," 188","Kitchener",2,14,52,0,95,67,0,230,356
35045,"Kitchener Centre/Kitchener-Centre"," 400","Kitchener",3,14,29,0,105,48,2,201,296
35045,"Kitchener Centre/Kitchener-Centre"," 401","Kitchener",2,25,32,1,90,51,2,203,308
35045,"Kitchener Centre/Kitchener-Centre"," 402","Kitchener",5,11,29,0,67,20,1,133,219
35045,"Kitchener Centre/Kitchener-Centre"," 403","Kitchener",1,14,38,0,65,18,3,139,183
35045,"Kitchener Centre/Kitchener-Centre"," 404","Kitchener",7,36,32,0,83,36,4,198,308
35045,"Kitchener Centre/Kitchener-Centre"," 405","Kitchener",1,8,21,0,23,6,1,60,116
35045,"Kitchener Centre/Kitchener-Centre"," 406","Kitchener",1,12,36,1,90,54,1,195,269
35045,"Kitchener Centre/Kitchener-Centre"," 407","Kitchener",0,22,33,2,46,26,1,130,216
35045,"Kitchener Centre/Kitchener-Centre"," 500","Mobile poll/Bureau itinérant",1,3,15,1,25,12,5,62,112
35045,"Kitchener Centre/Kitchener-Centre"," 501","Mobile poll/Bureau itinérant",2,9,8,1,55,47,8,130,172
35045,"Kitchener Centre/Kitchener-Centre"," 502","Mobile poll/Bureau itinérant",0,5,10,0,37,30,1,83,112
35045,"Kitchener Centre/Kitchener-Centre"," 503","Mobile poll/Bureau itinérant",0,6,15,1,28,40,3,93,132
35045,"Kitchener Centre/Kitchener-Centre"," 600","Kitchener",16,100,323,2,408,216,3,1068,
35045,"Kitchener Centre/Kitchener-Centre"," 601","Kitchener",19,75,214,4,320,152,5,789,
35045,"Kitchener Centre/Kitchener-Centre"," 602","Kitchener",10,99,410,3,332,154,8,1016,
35045,"Kitchener Centre/Kitchener-Centre"," 603","Kitchener",18,117,441,0,391,261,6,1234,
35045,"Kitchener Centre/Kitchener-Centre"," 604","Kitchener",13,51,329,2,251,119,5,770,
35045,"Kitchener Centre/Kitchener-Centre"," 605","Kitchener",24,76,274,1,380,334,3,1092,
35045,"Kitchener Centre/Kitchener-Centre"," 606","Kitchener",17,75,158,2,342,248,7,849,
35045,"Kitchener Centre/Kitchener-Centre"," 607","Kitchener",20,89,181,2,510,452,7,1261,
35045,"Kitchener Centre/Kitchener-Centre"," 608","Kitchener",15,89,187,4,275,292,6,868,
35045,"Kitchener Centre/Kitchener-Centre"," 609","Kitchener",14,84,359,0,335,196,7,995,
35045,"Kitchener Centre/Kitchener-Centre"," 610","Kitchener",13,100,199,2,243,197,3,757,
35045,"Kitchener Centre/Kitchener-Centre"," 611","Kitchener",14,80,228,4,369,219,11,925,
35045,"Kitchener Centre/Kitchener-Centre"," 612","Kitchener",20,85,170,5,391,225,2,898,
35045,"Kitchener Centre/Kitchener-Centre",,Group 1/Groupe 1, 5,27,50,2,104,17,10,215,291
35045,"Kitchener Centre/Kitchener-Centre",,Group 2/Groupe 2, 7,171,317,2,484,205,43,1229,
