Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bill Blair,Amanda Cain,Italo Eratostene,Kimberly Fawcett Smith,Simon Luisi,Keith McCrady,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 36","Scarborough",166,3,2,75,1,36,1,284,487
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 37","Scarborough",117,5,4,58,1,35,4,224,488
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 38","Scarborough",102,3,2,33,0,22,1,163,516
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 39","Scarborough",124,3,2,31,0,23,2,185,358
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 40","Scarborough",102,7,4,39,0,46,0,198,464
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 41","Scarborough",124,7,0,47,4,48,3,233,476
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 42","Scarborough",113,10,0,35,1,26,0,185,358
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 43","Scarborough",130,16,4,37,3,49,2,241,603
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 44","Scarborough",103,9,0,26,0,22,3,163,377
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 45","Scarborough",148,7,1,37,0,29,1,223,429
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 46","Scarborough",138,8,2,59,3,43,1,254,434
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 47","Scarborough",220,6,3,47,2,25,1,304,617
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 48","Scarborough",76,9,1,45,2,27,0,160,374
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 49","Scarborough",122,13,1,48,1,37,0,222,400
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 50","Scarborough",146,7,6,29,1,38,0,227,491
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 51","Scarborough",141,10,4,64,0,35,1,255,532
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 52","Scarborough",114,11,3,71,0,50,1,250,487
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 53","Scarborough",127,15,5,50,3,49,2,251,526
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 54","Scarborough",139,9,0,74,1,47,2,272,548
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 55","Scarborough",125,4,1,41,4,28,0,203,422
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 56A","Scarborough",151,12,2,46,0,49,4,264,600
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 56B","Scarborough",Merged with No./Fusionné avec le n°60,,,,,,,,96
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 57","Scarborough",120,9,2,33,3,41,1,209,495
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 58","Scarborough",87,6,4,40,0,34,3,174,431
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 59","Scarborough",70,4,2,42,0,34,0,152,357
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 60","Scarborough",109,9,3,49,3,33,0,206,361
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 61","Scarborough",130,7,1,24,1,30,5,198,509
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 62","Scarborough",118,7,2,64,1,52,1,245,528
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 63","Scarborough",82,3,7,24,1,41,0,158,396
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 64","Scarborough",131,7,0,30,0,28,0,196,390
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 65","Scarborough",113,12,2,35,0,38,1,201,364
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 66","Scarborough",104,12,5,71,0,44,0,236,469
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 67","Scarborough",112,7,1,64,0,35,2,221,465
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 68","Scarborough",121,11,1,52,0,48,1,234,496
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 69A","Scarborough",171,8,4,55,0,45,0,283,603
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 69B","Scarborough",Merged with No./Fusionné avec le n°72,,,,,,,,223
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 70","Scarborough",107,11,0,49,0,34,0,201,536
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 71","Scarborough",96,3,1,36,0,16,0,152,411
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 72","Scarborough",147,13,3,65,1,50,0,279,383
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 73A","Scarborough",148,13,2,47,2,41,3,256,540
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 73B","Mobile poll/Bureau itinérant",129,9,2,29,2,14,7,192,199
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 74","Scarborough",147,8,5,65,2,39,0,266,513
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 75","Scarborough",85,21,3,53,1,27,0,190,391
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 76","Scarborough",99,26,7,62,1,45,1,241,479
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 77","Scarborough",98,11,5,40,3,29,2,188,402
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 78","Scarborough",107,10,1,78,4,32,2,234,398
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 79","Scarborough",87,7,2,63,0,34,3,196,369
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 80","Scarborough",94,15,1,47,1,46,2,206,360
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 81","Scarborough",100,7,2,54,0,36,2,201,407
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 82","Scarborough",89,20,4,52,1,39,2,207,378
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 83","Scarborough",120,22,8,71,2,36,0,259,432
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 84","Scarborough",117,10,5,71,2,55,0,260,513
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 85","Scarborough",84,9,3,35,3,38,0,172,354
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 86","Scarborough",155,24,11,81,4,63,3,341,595
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 87","Scarborough",141,10,4,51,2,27,2,237,482
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 88","Scarborough",171,3,3,31,3,48,0,259,627
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 89","Scarborough",115,7,1,39,0,32,2,196,345
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 90","Scarborough",119,7,3,50,1,23,1,204,433
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 91","Scarborough",148,7,6,60,4,26,2,253,492
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 92","Scarborough",131,7,1,19,0,19,0,177,419
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 93","Scarborough",132,6,0,59,1,39,1,238,420
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 94","Scarborough",155,4,3,35,0,21,0,218,514
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 95","Scarborough",145,6,2,49,3,59,3,267,536
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 96","Scarborough",95,6,3,33,1,41,1,180,441
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 97","Scarborough",109,16,7,44,3,42,3,224,451
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 98","Scarborough",116,12,7,36,0,46,2,219,433
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 99","Scarborough",122,11,5,75,2,43,0,258,531
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 100","Scarborough",124,13,2,47,2,72,3,263,412
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 101","Scarborough",101,12,2,53,2,75,5,250,513
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 102A","Scarborough",143,17,2,65,0,60,4,291,549
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 102B","Scarborough",Merged with No./Fusionné avec le n°100,,,,,,,,108
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 103","Scarborough",107,10,3,51,1,22,4,198,493
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 104","Scarborough",154,4,4,17,1,27,1,208,511
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 105","Scarborough",75,10,2,29,0,27,0,143,393
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 106","Scarborough",80,11,5,42,0,15,1,154,331
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 107","Scarborough",85,11,2,65,2,32,1,198,403
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 108","Scarborough",124,7,1,57,0,36,0,225,460
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 109","Scarborough",78,8,1,49,2,35,0,173,428
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 110","Scarborough",108,8,3,27,1,26,0,173,451
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 111","Scarborough",73,8,2,36,0,22,1,142,354
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 112","Scarborough",113,7,4,61,4,43,2,234,517
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 113","Scarborough",181,5,3,40,0,39,2,270,614
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 114","Scarborough",152,13,3,38,0,29,2,237,491
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 115","Scarborough",210,5,0,21,0,45,1,282,554
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 116","Scarborough",131,8,11,46,2,50,3,251,559
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 117","Scarborough",102,9,4,39,0,49,0,203,493
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 118","Scarborough",116,14,1,69,1,29,0,230,519
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 119","Scarborough",112,22,1,54,1,43,0,233,445
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 120","Scarborough",108,21,1,37,2,39,2,210,410
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 121","Scarborough",115,14,3,40,0,33,1,206,465
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 122","Scarborough",85,5,1,40,0,55,0,186,402
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 123","Scarborough",115,16,2,42,1,57,2,235,496
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 124","Scarborough",127,16,3,46,0,37,1,230,439
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 125","Scarborough",117,20,1,42,0,41,3,224,414
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 126","Scarborough",71,9,1,36,0,30,0,147,393
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 127","Scarborough",141,4,6,54,2,30,0,237,437
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 128","Scarborough",80,11,0,25,2,34,1,153,389
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 129","Scarborough",152,12,3,39,1,56,0,263,481
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 130","Scarborough",148,10,6,31,1,34,1,231,443
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 131","Scarborough",133,10,7,43,4,59,1,257,566
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 132","Scarborough",115,11,3,48,0,56,1,234,414
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 133","Scarborough",138,20,1,61,3,42,0,265,504
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 134","Scarborough",107,30,3,44,1,59,0,244,421
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 135","Scarborough",124,18,2,72,1,54,3,274,561
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 136","Scarborough",101,17,0,40,0,45,2,205,427
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 137","Scarborough",115,8,3,53,3,37,1,220,426
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 138","Scarborough",104,13,10,55,0,40,2,224,474
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 139","Scarborough",108,14,3,39,1,46,0,211,412
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 140","Scarborough",119,17,0,44,0,30,2,212,379
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 141","Scarborough",165,12,3,59,2,55,1,297,576
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 142","Scarborough",90,23,3,48,0,32,0,196,397
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 143","Scarborough",123,15,0,43,2,31,1,215,420
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 144","Scarborough",97,7,2,60,2,17,0,185,338
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 145","Scarborough",103,22,5,24,0,51,1,206,420
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 146","Scarborough",124,23,2,47,2,25,1,224,323
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 400","Scarborough",165,4,2,42,0,28,3,244,383
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 401","Scarborough",Merged with No./Fusionné avec le n°4,,,,,,,,97
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 402","Scarborough",93,8,1,10,3,11,4,130,273
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 403","Scarborough",192,10,5,58,2,38,9,314,520
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 404","Scarborough",161,6,0,36,1,43,2,249,464
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 405","Scarborough",174,6,0,16,1,21,16,234,505
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 406","Scarborough",95,2,0,9,0,21,4,131,250
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 407","Scarborough",111,4,1,8,0,10,9,143,284
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 408","Scarborough",Merged with No./Fusionné avec le n°39,,,,,,,,93
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 409","Scarborough",Merged with No./Fusionné avec le n°39,,,,,,,,102
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 410","Scarborough",Merged with No./Fusionné avec le n°40,,,,,,,,98
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 411","Scarborough",Merged with No./Fusionné avec le n°41,,,,,,,,63
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 412","Scarborough",184,15,5,80,1,45,4,334,541
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 413","Scarborough",180,17,3,82,1,39,3,325,574
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 414","Scarborough",126,5,2,42,1,17,13,206,329
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 415","Scarborough",172,10,6,79,0,35,2,304,478
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 416","Scarborough",47,8,2,19,0,21,0,97,174
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 417","Scarborough",91,5,2,34,2,18,0,152,282
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 418","Scarborough",83,7,3,29,1,24,1,148,292
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 419","Scarborough",60,5,3,15,2,4,2,91,276
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 420","Scarborough",71,2,1,14,2,5,0,95,143
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 421","Scarborough",48,1,1,9,1,10,3,73,187
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 422","Scarborough",49,3,2,6,1,10,0,71,286
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 423","Scarborough",119,4,1,30,1,31,2,188,324
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 424","Scarborough",115,5,2,10,0,16,5,153,298
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 425","Scarborough",135,1,0,11,0,16,1,164,344
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 426","Scarborough",180,2,1,19,0,22,2,226,472
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 427","Scarborough",161,5,0,10,1,25,9,211,394
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 428","Scarborough",275,4,0,31,0,16,5,331,480
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 429","Scarborough",193,4,3,12,2,24,0,238,409
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 430","Scarborough",230,1,1,9,1,22,1,265,420
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 431","Scarborough",23,1,1,7,0,5,0,37,192
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 432","Scarborough",51,5,2,12,1,9,5,85,175
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 433A","Scarborough",161,5,2,22,0,19,0,209,336
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 433B","Scarborough",181,7,1,18,2,31,4,244,387
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 434","Scarborough",95,8,4,51,0,40,2,200,294
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 435","Scarborough",131,3,0,12,1,24,0,171,288
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 500","Mobile poll/Bureau itinérant",86,15,0,24,3,7,9,144,309
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 501","Mobile poll/Bureau itinérant",52,3,4,48,0,11,5,123,370
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 600","Scarborough",483,33,7,182,1,83,1,790,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 601","Scarborough",272,18,7,94,1,61,2,455,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 602","Scarborough",499,32,8,185,6,98,7,835,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 603","Scarborough",672,53,9,257,3,167,4,1165,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 604","Scarborough",453,20,6,166,0,88,8,741,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 605","Scarborough",634,56,14,280,4,175,21,1184,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 606","Scarborough",463,86,10,281,6,104,1,951,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 607","Scarborough",584,104,18,249,6,186,9,1156,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 608","Scarborough",626,29,7,161,0,108,11,942,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 609","Scarborough",550,45,13,165,4,107,12,896,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 610","Scarborough",480,49,4,140,7,129,4,813,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest"," 611","Scarborough",661,107,11,274,3,193,0,1249,
35098,"Scarborough Southwest/Scarborough-Sud-Ouest",,Group 1/Groupe 1, 90,9,3,23,1,31,13,170,209
35098,"Scarborough Southwest/Scarborough-Sud-Ouest",,Group 2/Groupe 2, 598,91,10,190,5,183,27,1104,
