Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peter DeVita,Raquel Fronte,Muhammad Hassan Khan,Teresa Kruze,Domenic Montesano,Francesco Sorbara,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 73","Vaughan",16,3,1,119,8,133,4,284,530
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 74","Vaughan",11,2,1,85,0,123,7,229,446
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 75","Vaughan",14,9,1,94,1,99,3,221,432
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 76","Vaughan",21,7,0,92,8,131,0,259,508
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 77","Vaughan",8,3,0,72,1,106,1,191,367
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 78","Vaughan",9,7,0,107,3,121,2,249,502
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 79","Vaughan",7,0,1,73,2,81,2,166,335
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 80","Vaughan",15,4,1,83,6,83,4,196,386
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 81","Vaughan",19,8,1,111,6,114,1,260,478
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 82","Vaughan",14,4,0,48,3,71,1,141,360
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 83","Vaughan",7,8,0,54,3,85,1,158,341
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 84","Vaughan",6,7,0,94,3,71,0,181,366
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 85","Vaughan",10,3,1,57,5,137,3,216,411
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 86","Vaughan",16,4,3,56,3,118,11,211,341
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 87","Vaughan",19,6,2,79,2,124,3,235,375
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 88","Vaughan",7,1,0,45,0,143,1,197,356
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 89","Vaughan",15,7,1,82,2,115,2,224,438
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 90","Vaughan",20,8,1,77,3,131,4,244,430
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 91","Vaughan",35,6,0,94,4,138,2,279,493
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 92","Vaughan",19,6,1,79,4,106,1,216,385
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 93","Vaughan",16,2,0,134,5,119,2,278,495
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 94","Vaughan",3,2,0,64,0,40,1,110,253
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 95","Vaughan",13,2,0,98,0,98,1,212,383
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 96","Vaughan",9,1,1,96,6,90,0,203,398
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 97","Vaughan",12,10,0,89,5,96,3,215,400
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 98","Vaughan",7,9,1,107,4,98,2,228,500
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 99","Vaughan",16,8,0,99,3,81,3,210,389
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 100","Vaughan",32,4,1,88,8,86,0,219,458
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 101","Vaughan",23,4,0,83,9,132,2,253,505
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 102","Vaughan",13,5,0,69,3,103,5,198,392
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 103","Vaughan",19,4,1,57,6,114,2,203,391
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 104","Vaughan",18,5,2,91,7,134,2,259,522
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 105","Vaughan",8,5,2,70,4,114,0,203,353
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 106","Vaughan",5,6,1,44,5,80,1,142,282
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 107","Vaughan",22,9,1,66,1,146,6,251,446
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 108","Vaughan",20,5,5,63,3,103,7,206,410
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 109","Vaughan",23,4,0,63,0,121,3,214,463
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 110","Vaughan",8,9,1,139,2,121,3,283,469
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 111","Vaughan",17,4,0,79,4,123,2,229,560
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 112","Vaughan",14,8,2,67,6,104,4,205,391
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 113","Vaughan",9,6,0,60,2,77,2,156,347
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 114","Vaughan",20,3,2,79,0,104,0,208,432
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 115","Vaughan",15,8,0,72,1,100,3,199,444
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 116","Vaughan",28,4,0,87,3,124,0,246,475
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 117","Vaughan",16,10,0,75,6,114,0,221,460
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 118","Vaughan",20,1,3,45,4,134,0,207,411
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 119","Vaughan",14,14,1,60,2,82,0,173,385
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 120","Vaughan",13,4,0,51,2,119,4,193,395
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 121","Vaughan",17,6,0,43,4,111,0,181,384
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 122","Vaughan",18,6,0,67,7,132,2,232,475
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 123","Vaughan",11,7,0,56,9,94,2,179,348
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 124","Vaughan",19,4,0,49,3,102,1,178,372
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 125","Vaughan",17,7,1,83,3,87,2,200,436
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 126","Vaughan",18,7,0,96,3,83,1,208,421
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 127","Vaughan",14,3,0,72,3,78,1,171,372
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 128","Vaughan",9,7,0,77,3,108,6,210,490
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 129","Vaughan",28,5,0,93,4,104,1,235,449
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 130","Vaughan",20,13,2,77,4,109,1,226,380
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 131","Vaughan",21,9,0,100,11,152,3,296,542
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 132","Vaughan",16,6,1,70,5,133,0,231,484
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 133","Vaughan",17,8,1,47,1,105,3,182,433
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 134","Vaughan",23,10,0,99,3,98,1,234,468
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 135","Vaughan",10,4,5,67,5,123,1,215,403
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 136","Vaughan",15,3,0,55,6,113,1,193,351
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 137","Vaughan",17,5,0,103,4,125,0,254,572
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 138","Vaughan",18,4,0,95,4,113,3,237,417
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 139","Vaughan",15,6,0,56,2,110,6,195,345
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 140","Vaughan",8,5,2,42,0,122,6,185,329
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 141","Vaughan",20,0,0,63,4,107,2,196,388
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 142","Vaughan",11,7,1,98,4,127,2,250,458
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 143","Vaughan",2,6,0,73,1,70,3,155,372
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 144","Vaughan",20,7,0,97,2,126,2,254,560
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 145","Vaughan",19,8,1,99,6,156,3,292,604
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 146","Vaughan",22,3,2,101,3,150,3,284,623
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 147","Vaughan",9,5,1,31,2,99,0,147,384
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 148A","Vaughan",24,11,0,63,8,109,2,217,519
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 148B","Vaughan",23,6,0,60,6,92,4,191,543
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 149","Vaughan",14,12,1,66,2,127,2,224,459
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 150","Vaughan",32,6,5,66,4,135,1,249,469
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 151A","Vaughan",22,6,2,71,8,105,1,215,417
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 151B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501B,,,,,,,,121
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 152","Vaughan",15,1,0,46,3,107,5,177,346
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 153","Vaughan",11,6,0,64,8,106,3,198,412
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 154","Vaughan",13,2,1,77,1,81,2,177,392
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 155","Vaughan",14,7,1,42,6,115,5,190,415
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 156","Vaughan",12,8,0,53,6,106,0,185,363
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 157","Vaughan",27,2,0,52,4,137,4,226,570
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 158","Vaughan",21,5,1,50,4,71,0,152,350
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 159","Vaughan",23,4,2,73,2,100,0,204,445
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 160","Vaughan",18,7,0,57,8,112,5,207,495
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 161","Vaughan",33,14,1,67,5,119,3,242,510
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 162","Vaughan",27,7,0,55,5,105,2,201,446
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 163","Vaughan",25,4,1,44,1,107,1,183,363
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 164","Vaughan",24,6,2,82,12,174,2,302,562
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 165","Vaughan",12,4,0,70,11,116,1,214,373
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 166","Vaughan",38,5,0,64,6,142,0,255,484
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 167","Vaughan",17,4,2,58,8,119,0,208,382
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 168","Vaughan",14,3,0,42,11,91,0,161,326
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 169","Vaughan",11,4,0,51,8,117,5,196,464
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 170","Vaughan",7,3,0,42,4,80,0,136,386
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 171","Vaughan",14,2,0,52,3,122,8,201,443
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 172","Vaughan",16,2,2,77,9,113,2,221,527
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 173","Vaughan",19,5,0,46,5,132,2,209,415
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 174","Vaughan",22,6,0,80,7,113,0,228,577
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 175","Vaughan",11,10,1,78,5,96,0,201,401
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 176","Vaughan",36,10,1,108,6,138,4,303,636
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 177","Vaughan",21,6,1,47,3,99,0,177,412
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 178","Vaughan",14,7,0,37,1,86,1,146,419
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 179","Vaughan",11,6,0,78,8,94,5,202,466
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 180A","Vaughan",6,1,1,47,1,69,0,125,306
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 180B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,,,129
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 500","Mobile poll/Bureau itinérant",4,1,1,25,1,42,3,77,131
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 501A","Mobile poll/Bureau itinérant",0,5,1,13,2,71,11,103,86
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 501B","Mobile poll/Bureau itinérant",3,0,0,11,0,84,10,108,56
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 600","Vaughan",61,9,3,299,9,350,0,731,
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 601","Vaughan",69,26,2,395,13,460,5,970,
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 602","Vaughan",71,24,3,481,10,580,10,1179,
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 603","Vaughan",115,33,6,391,17,545,6,1113,
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 604","Vaughan",40,26,1,368,12,373,10,830,
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 605","Vaughan",42,13,4,264,11,288,3,625,
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 606","Vaughan",32,24,2,536,13,623,13,1243,
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 607","Vaughan",84,35,3,285,35,621,9,1072,
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 608","Vaughan",69,41,2,338,26,614,5,1095,
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 609","Vaughan",69,21,4,362,14,513,10,993,
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge"," 610","Vaughan",73,16,2,298,12,474,0,875,
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge",,Group 1/Groupe 1, 4,2,0,2,0,35,3,46,74
35111,"Vaughan--Woodbridge/Vaughan--Woodbridge",,Group 2/Groupe 2, 75,20,1,154,9,293,17,569,
