Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Tanya Herbert,Nigel Logan,Don Melanson,Amarjeet Sohi,Tim Uppal,Annie Young,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 94","Edmonton",2,29,0,74,91,1,5,202,428
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 95","Edmonton",1,23,1,64,109,3,2,203,426
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 96A","Edmonton",4,9,2,36,65,3,11,130,239
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 96B","Mobile poll/Bureau itinérant",7,11,1,33,66,0,4,122,151
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 97A","Edmonton",2,13,0,25,50,3,1,94,290
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 97B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°96B,,,,,,,,108
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 98","Edmonton",1,46,1,78,116,8,0,250,557
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 99","Edmonton",3,40,1,118,153,0,3,318,623
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 100","Edmonton",4,34,1,64,107,6,0,216,437
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 101","Edmonton",1,17,0,44,81,1,0,144,298
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 102","Edmonton",4,26,0,74,146,1,0,251,498
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 103","Edmonton",4,28,1,67,107,4,3,214,475
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 104","Edmonton",2,39,1,133,182,1,3,361,638
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 105","Edmonton",5,36,0,70,116,2,0,229,481
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 106","Edmonton",6,36,1,108,144,4,1,300,558
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 107","Edmonton",5,31,1,55,124,3,0,219,440
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 108","Edmonton",10,15,1,68,156,4,0,254,477
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 109","Edmonton",10,36,2,75,160,4,0,287,486
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 110","Edmonton",8,39,2,70,184,2,0,305,584
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 111","Edmonton",9,40,2,64,136,5,1,257,455
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 112","Edmonton",1,26,5,72,88,3,3,198,417
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 113","Edmonton",2,21,1,55,100,8,0,187,375
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 114","Edmonton",4,27,2,69,107,5,2,216,453
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 115","Edmonton",1,23,0,58,95,6,0,183,396
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 116","Edmonton",1,23,0,46,54,4,2,130,395
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 117","Edmonton",5,36,0,71,110,4,3,229,469
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 118","Edmonton",4,31,0,54,163,2,0,254,454
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 119","Edmonton",3,25,0,73,171,0,0,272,471
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 120","Edmonton",2,40,0,50,91,4,1,188,428
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 121","Edmonton",7,30,1,67,107,7,0,219,418
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 122","Edmonton",0,28,0,109,129,7,4,277,597
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 123","Edmonton",3,38,0,71,108,2,1,223,531
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 124","Edmonton",4,27,1,50,114,0,4,200,450
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 125","Edmonton",0,29,2,77,93,0,3,204,572
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 126","Edmonton",2,24,0,60,78,1,1,166,443
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 127","Edmonton",5,26,0,80,114,1,4,230,480
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 128","Edmonton",3,17,0,70,81,2,1,174,474
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 129","Edmonton",0,22,0,56,73,0,0,151,430
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 130","Edmonton",4,34,0,73,69,1,0,181,435
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 131","Edmonton",11,39,0,55,79,1,0,185,381
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 132","Edmonton",3,21,1,39,104,8,2,178,364
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 133","Edmonton",0,35,0,66,121,6,2,230,416
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 134","Edmonton",3,25,2,73,100,9,0,212,432
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 135","Edmonton",3,23,2,55,84,3,0,170,372
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 136","Edmonton",5,36,0,54,72,3,0,170,374
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 137","Edmonton",2,22,1,51,72,5,0,153,372
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 138","Edmonton",6,25,3,71,131,4,0,240,451
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 139","Edmonton",6,13,0,65,67,1,1,153,327
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 140","Edmonton",6,20,1,74,91,5,0,197,440
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 141","Edmonton",4,23,3,48,64,2,0,144,378
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 142","Edmonton",6,31,0,63,125,2,0,227,429
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 143","Edmonton",4,23,3,49,145,11,0,235,421
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 144","Edmonton",7,23,1,50,121,3,0,205,397
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 145","Edmonton",4,32,0,68,160,2,0,266,444
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 146","Edmonton",5,23,2,82,110,5,5,232,389
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 147","Edmonton",5,17,0,85,88,2,0,197,435
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 148","Edmonton",8,16,1,57,114,6,0,202,429
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 149","Edmonton",2,32,4,62,108,3,1,212,392
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 150","Edmonton",2,28,1,49,113,6,0,199,430
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 151","Edmonton",5,15,0,41,113,4,1,179,375
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 152","Edmonton",6,20,1,57,97,3,0,184,359
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 153","Edmonton",2,40,1,64,181,5,1,294,559
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 154A","Edmonton",2,32,0,71,111,6,2,224,443
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 154B","Mobile poll/Bureau itinérant",6,17,3,64,91,3,5,189,158
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 155","Edmonton",4,34,1,75,125,7,0,246,517
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 156","Edmonton",5,33,1,54,147,7,1,248,477
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 157","Edmonton",4,36,1,57,148,6,1,253,452
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 158","Edmonton",5,38,2,84,148,8,0,285,503
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 159","Edmonton",4,39,1,70,117,3,2,236,551
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 160","Edmonton",3,20,0,46,94,1,0,164,483
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 161","Edmonton",0,34,1,99,159,3,5,301,621
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 162","Edmonton",4,34,0,72,96,3,0,209,396
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 163","Edmonton",2,20,1,86,96,2,3,210,363
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 164","Edmonton",3,44,1,67,117,3,1,236,513
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 165","Edmonton",6,36,0,74,155,9,0,280,486
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 166","Edmonton",2,35,4,69,141,2,0,253,442
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 167","Edmonton",5,29,1,80,136,10,1,262,473
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 168","Edmonton",5,19,1,59,161,1,1,247,455
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 169","Edmonton",1,15,2,46,74,5,2,145,416
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 170","Edmonton",2,15,0,115,122,2,0,256,632
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 171","Edmonton",4,30,2,136,128,1,1,302,663
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 172","Edmonton",0,20,1,68,116,1,0,206,416
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 173","Edmonton",3,20,1,75,105,4,5,213,630
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 174","Edmonton",3,53,1,146,166,5,6,380,829
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 175","Edmonton",2,30,1,73,98,0,0,204,522
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 176","Edmonton",2,32,1,148,144,0,1,328,778
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 500A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°154B,,,,,,,,121
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 500B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°96B,,,,,,,,44
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 600","Edmonton",8,47,2,226,315,17,0,615,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 601","Edmonton",8,48,3,205,246,14,0,524,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 602","Edmonton",19,73,4,177,385,10,1,669,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 603","Edmonton",11,55,3,230,378,12,6,695,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 604","Edmonton",10,74,2,317,422,12,3,840,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 605","Edmonton",12,114,3,406,535,9,3,1082,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 606","Edmonton",7,95,3,453,499,24,4,1085,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 607","Edmonton",18,75,2,292,328,23,2,740,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 608","Edmonton",14,71,2,298,396,18,6,805,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 609","Edmonton",13,51,3,171,346,18,0,602,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 610","Edmonton",6,59,3,192,306,12,2,580,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 611","Edmonton",17,77,1,196,291,7,3,592,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 612","Edmonton",11,102,3,367,533,8,0,1024,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 613","Edmonton",12,161,0,493,602,9,5,1282,
48017,"Edmonton Mill Woods/Edmonton Mill Woods",,Group 1/Groupe 1, 10,13,1,55,43,1,12,135,177
48017,"Edmonton Mill Woods/Edmonton Mill Woods",,Group 2/Groupe 2, 64,341,16,1449,1629,64,55,3618,
