Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Will Davis,Suzanne de Montigny,Hansen Ginn,Peter Julian,Neeraj Murarka,Ahmad Passyar,Joseph Theriault,Megan Veck,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 88","New Westminster",80,26,7,106,1,0,0,40,2,262,643
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 89","New Westminster",55,30,5,98,2,0,0,53,1,244,403
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 90","New Westminster",78,21,5,90,0,0,0,32,0,226,415
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 91","New Westminster",56,26,2,126,1,0,0,23,2,236,426
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 92","New Westminster",30,23,7,92,1,1,0,29,0,183,409
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 93","New Westminster",31,17,6,75,1,1,0,18,2,151,399
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 94","New Westminster",38,12,5,89,4,0,0,29,0,177,468
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 95","New Westminster",87,15,0,171,1,0,1,64,1,340,727
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 96","New Westminster",50,28,4,127,2,1,0,49,0,261,550
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 97","New Westminster",39,19,9,92,1,1,0,44,1,206,420
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 98","New Westminster",51,16,7,108,1,0,0,33,5,221,515
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 99","New Westminster",46,40,6,136,0,0,0,50,3,281,494
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 100","New Westminster",46,18,2,81,2,1,0,34,1,185,448
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 101","New Westminster",50,15,3,107,1,1,0,38,4,219,413
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 102","New Westminster",53,12,6,64,0,0,0,62,8,205,538
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 103","New Westminster",46,15,6,69,0,0,0,36,0,172,391
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 104","New Westminster",49,8,6,88,1,1,0,41,3,197,393
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 105","New Westminster",59,16,1,72,2,0,1,49,1,201,398
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 106","New Westminster",58,18,8,77,0,0,0,61,1,223,485
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 107","New Westminster",55,24,4,104,4,0,0,28,1,220,544
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 108","New Westminster",56,15,4,135,2,2,0,52,1,267,550
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 109","New Westminster",52,22,6,102,1,1,0,46,1,231,432
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 110","New Westminster",43,24,6,119,1,0,0,32,1,226,418
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 111","New Westminster",48,22,7,102,3,0,1,31,2,216,428
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 112","New Westminster",63,12,1,109,0,0,0,45,1,231,441
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 113","New Westminster",37,21,7,77,0,0,0,39,2,183,417
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 114","New Westminster",46,12,6,82,0,0,0,40,0,186,435
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 115","New Westminster",42,15,7,114,0,1,0,41,1,221,412
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 116","New Westminster",49,24,2,118,1,0,0,34,0,228,442
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 117","New Westminster",41,18,1,88,1,1,0,45,6,201,501
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 118","New Westminster",46,13,1,104,2,0,0,36,0,202,453
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 119","New Westminster",39,25,8,114,3,1,0,42,2,234,520
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 120","New Westminster",53,27,5,105,4,1,1,39,2,237,583
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 121","New Westminster",44,23,5,112,2,0,2,28,0,216,465
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 122","New Westminster",41,17,4,128,1,0,0,42,1,234,482
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 123","New Westminster",25,22,5,72,0,0,0,36,0,160,431
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 124","New Westminster",50,14,9,90,2,0,1,24,0,190,493
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 125","New Westminster",43,11,3,106,1,0,0,36,1,201,482
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 126","New Westminster",53,15,0,57,2,0,1,47,1,176,348
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 127","New Westminster",78,33,6,93,3,0,1,65,0,279,693
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 128","New Westminster",75,21,4,106,2,0,0,50,1,259,541
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 129","New Westminster",52,11,5,79,0,1,0,59,0,207,554
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 130","New Westminster",51,10,1,100,2,0,0,36,1,201,508
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 131","New Westminster",69,28,2,133,0,0,0,68,1,301,642
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 132","New Westminster",81,26,1,157,1,0,0,70,3,339,575
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 133","New Westminster",60,41,3,113,3,0,0,60,0,280,510
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 134","New Westminster",40,17,3,84,1,0,1,25,0,171,436
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 135","New Westminster",40,23,4,92,2,0,0,30,0,191,444
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 136","New Westminster",58,31,1,98,0,0,0,54,1,243,418
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 137","New Westminster",22,19,3,85,0,0,0,13,3,145,399
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 138","New Westminster",32,21,5,117,3,0,0,42,1,221,492
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 139","New Westminster",38,23,5,87,2,0,0,30,1,186,500
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 140","New Westminster",16,15,1,69,1,0,1,22,1,126,388
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 141","New Westminster",25,17,4,53,0,1,0,22,0,122,318
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 142","New Westminster",38,25,0,94,1,1,1,25,1,186,452
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 143","New Westminster",22,19,0,69,1,0,0,17,2,130,378
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 144","New Westminster",38,12,1,65,0,0,1,30,3,150,384
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 145","New Westminster",40,9,5,67,0,0,0,35,3,159,498
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 146","New Westminster",33,19,4,71,1,0,0,49,0,177,537
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 147","New Westminster",48,32,3,112,1,0,0,29,2,227,507
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 148","New Westminster",27,24,5,80,0,0,0,31,0,167,407
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 149","New Westminster",51,32,3,125,0,1,0,47,4,263,595
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 150","New Westminster",57,30,11,144,1,1,0,43,0,287,632
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 151","New Westminster",42,27,8,129,2,0,0,44,0,252,555
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 152","New Westminster",71,31,1,97,3,1,0,59,1,264,538
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 153","New Westminster",73,29,3,115,2,0,0,47,1,270,562
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 154","New Westminster",42,24,4,92,2,0,0,30,1,195,372
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 155","New Westminster",55,17,1,71,0,0,0,27,0,171,403
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 156","New Westminster",75,21,3,106,3,0,0,61,1,270,541
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 157","New Westminster",110,18,6,150,1,1,0,76,3,365,910
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 158","New Westminster",47,14,4,87,1,0,0,35,2,190,450
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 159","New Westminster",66,19,1,133,0,0,0,39,1,259,585
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 160","New Westminster",31,18,0,86,2,1,0,29,0,167,433
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 161","New Westminster",93,29,11,152,1,0,0,48,1,335,706
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 162","New Westminster",70,21,5,88,2,0,0,56,1,243,486
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 163","New Westminster",74,21,0,125,1,0,0,38,0,259,610
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 164","New Westminster",69,15,0,74,1,0,0,54,1,214,550
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 165","New Westminster",76,4,0,117,2,0,0,26,0,225,544
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 166","New Westminster",51,10,5,78,2,1,0,69,0,216,499
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 167","New Westminster",48,6,5,92,2,0,0,42,5,200,530
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 168","New Westminster",61,7,1,67,1,1,0,50,1,189,555
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 169","New Westminster",53,15,0,48,0,0,0,39,0,155,385
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 170","New Westminster",61,14,1,58,0,1,0,41,1,177,437
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 171","New Westminster",81,11,2,105,1,0,0,38,3,241,594
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 172","New Westminster",59,11,1,104,1,0,1,32,5,214,649
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 173","New Westminster",69,11,5,57,3,1,0,54,3,203,566
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 174","New Westminster",39,4,1,78,4,1,0,24,1,152,434
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 175","New Westminster",59,3,2,76,1,0,0,42,0,183,456
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 176","New Westminster",42,11,4,88,2,1,0,59,1,208,503
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 177","New Westminster",103,34,5,129,1,0,1,74,0,347,625
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 178","New Westminster",82,30,12,145,0,1,1,58,0,329,345
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 179","New Westminster",Merged with No./Fusionné avec le n°178,,,,,,,,,,230
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 400","Burnaby",Void/Supprimé,,,,,,,,,,
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 401","Burnaby",Merged with No./Fusionné avec le n°40,,,,,,,,,,14
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 402","Burnaby",Void/Supprimé,,,,,,,,,,
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 403","New Westminster",Merged with No./Fusionné avec le n°69,,,,,,,,,,0
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 404","New Westminster",Merged with No./Fusionné avec le n°159,,,,,,,,,,2
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 500","Mobile poll/Bureau itinérant",42,4,2,37,4,1,1,24,2,117,203
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 501","Mobile poll/Bureau itinérant",26,10,2,32,0,2,0,13,6,91,133
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 502","Mobile poll/Bureau itinérant",34,10,0,41,1,0,0,17,3,106,165
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 503","Mobile poll/Bureau itinérant",12,4,0,23,1,0,0,12,2,54,80
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 504","Mobile poll/Bureau itinérant",11,6,0,15,0,0,0,9,1,42,73
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 505","Mobile poll/Bureau itinérant",25,8,1,25,2,0,0,13,3,77,106
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 600","Burnaby",239,60,15,367,5,2,5,306,8,1007,
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 601","Burnaby",218,55,9,408,7,1,1,230,18,947,
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 602","Burnaby",220,50,15,425,7,0,0,248,5,970,
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 603","New Westminster",201,55,12,363,1,0,2,165,5,804,
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 604","Burnaby",276,64,22,587,15,4,0,264,13,1245,
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 605","Burnaby",126,49,6,275,2,1,1,169,2,631,
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 606","New Westminster",214,75,10,498,4,2,0,195,7,1005,
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 607","New Westminster",122,48,14,316,2,0,1,119,2,624,
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 608","New Westminster",158,90,10,344,2,0,0,134,3,741,
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 609","New Westminster",224,105,11,448,3,1,1,247,7,1047,
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 610","New Westminster",288,134,15,549,3,1,0,235,10,1235,
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 611","New Westminster",181,96,17,471,4,2,3,161,12,947,
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 612","New Westminster",197,112,19,536,6,0,0,158,12,1040,
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 613","New Westminster",260,81,21,489,5,1,0,209,4,1070,
59019,"New Westminster--Burnaby/New Westminster--Burnaby"," 614","New Westminster",350,97,19,703,7,3,4,357,13,1553,
59019,"New Westminster--Burnaby/New Westminster--Burnaby",,Group 1/Groupe 1, 55,22,3,81,0,0,0,24,7,192,274
59019,"New Westminster--Burnaby/New Westminster--Burnaby",,Group 2/Groupe 2, 349,198,36,828,7,5,2,338,43,1806,
