Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jacques Binette,Guy Croteau,Domenico Cusmano,Yves Le Seigle,Chu Anh Pham,Pablo Rodriguez,Patrick St-Onge,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24029,"Honoré-Mercier/Honoré-Mercier"," 18","Montréal",33,13,3,0,13,76,3,7,148,367
24029,"Honoré-Mercier/Honoré-Mercier"," 19","Montréal",38,27,3,0,25,152,1,3,249,483
24029,"Honoré-Mercier/Honoré-Mercier"," 20","Montréal",24,38,6,0,14,175,0,2,259,512
24029,"Honoré-Mercier/Honoré-Mercier"," 21","Montréal",15,10,1,1,8,142,1,2,180,431
24029,"Honoré-Mercier/Honoré-Mercier"," 22","Montréal",41,21,7,0,22,101,0,1,193,411
24029,"Honoré-Mercier/Honoré-Mercier"," 23","Montréal",35,21,8,0,15,114,0,4,197,483
24029,"Honoré-Mercier/Honoré-Mercier"," 24","Montréal",40,12,5,0,16,131,4,5,213,486
24029,"Honoré-Mercier/Honoré-Mercier"," 25","Montréal",10,11,4,0,13,118,5,2,163,406
24029,"Honoré-Mercier/Honoré-Mercier"," 26","Montréal",10,33,7,0,27,153,1,1,232,395
24029,"Honoré-Mercier/Honoré-Mercier"," 27","Montréal",18,18,4,0,18,96,1,4,159,355
24029,"Honoré-Mercier/Honoré-Mercier"," 28","Montréal",9,21,3,0,18,153,1,5,210,367
24029,"Honoré-Mercier/Honoré-Mercier"," 29","Montréal",30,14,2,2,20,151,5,4,228,481
24029,"Honoré-Mercier/Honoré-Mercier"," 30","Montréal",21,26,7,0,14,139,0,6,213,485
24029,"Honoré-Mercier/Honoré-Mercier"," 31","Montréal",42,14,9,1,17,77,5,2,167,385
24029,"Honoré-Mercier/Honoré-Mercier"," 32","Montréal",8,11,4,0,18,122,3,4,170,385
24029,"Honoré-Mercier/Honoré-Mercier"," 33","Montréal",21,21,2,0,26,107,0,1,178,376
24029,"Honoré-Mercier/Honoré-Mercier"," 34","Montréal",21,17,10,0,17,95,3,4,167,334
24029,"Honoré-Mercier/Honoré-Mercier"," 35","Montréal",30,29,3,0,15,139,0,4,220,404
24029,"Honoré-Mercier/Honoré-Mercier"," 36","Montréal",24,15,5,1,8,128,3,3,187,362
24029,"Honoré-Mercier/Honoré-Mercier"," 37","Montréal",36,17,5,0,13,150,1,0,222,555
24029,"Honoré-Mercier/Honoré-Mercier"," 38","Montréal",25,16,6,0,12,117,0,3,179,392
24029,"Honoré-Mercier/Honoré-Mercier"," 39","Montréal",25,14,3,0,10,98,2,6,158,359
24029,"Honoré-Mercier/Honoré-Mercier"," 40","Montréal",10,21,6,0,5,91,2,3,138,371
24029,"Honoré-Mercier/Honoré-Mercier"," 41","Montréal",31,13,5,0,16,102,1,7,175,397
24029,"Honoré-Mercier/Honoré-Mercier"," 42","Montréal",2,24,2,1,24,150,2,2,207,434
24029,"Honoré-Mercier/Honoré-Mercier"," 43","Montréal",35,19,6,0,10,105,3,2,180,475
24029,"Honoré-Mercier/Honoré-Mercier"," 44","Montréal",5,23,9,2,13,143,0,5,200,393
24029,"Honoré-Mercier/Honoré-Mercier"," 45","Montréal",20,38,7,0,24,163,2,9,263,558
24029,"Honoré-Mercier/Honoré-Mercier"," 46","Montréal",8,28,9,0,31,144,2,3,225,459
24029,"Honoré-Mercier/Honoré-Mercier"," 47","Montréal",20,19,3,0,29,119,4,1,195,384
24029,"Honoré-Mercier/Honoré-Mercier"," 48","Montréal",3,36,10,0,13,125,4,1,192,426
24029,"Honoré-Mercier/Honoré-Mercier"," 49","Montréal",15,28,8,0,8,125,1,5,190,488
24029,"Honoré-Mercier/Honoré-Mercier"," 50","Montréal",4,25,4,0,5,118,2,3,161,397
24029,"Honoré-Mercier/Honoré-Mercier"," 51","Montréal",40,15,11,1,20,127,4,3,221,416
24029,"Honoré-Mercier/Honoré-Mercier"," 52","Montréal",47,30,7,1,18,143,4,4,254,452
24029,"Honoré-Mercier/Honoré-Mercier"," 53","Montréal",6,33,4,1,7,126,0,6,183,392
24029,"Honoré-Mercier/Honoré-Mercier"," 54","Montréal",31,40,10,1,16,126,5,8,237,417
24029,"Honoré-Mercier/Honoré-Mercier"," 55","Montréal",27,21,8,0,9,119,1,6,191,461
24029,"Honoré-Mercier/Honoré-Mercier"," 56","Montréal",19,17,1,1,9,116,2,3,168,421
24029,"Honoré-Mercier/Honoré-Mercier"," 57","Montréal",29,20,1,1,14,142,4,0,211,446
24029,"Honoré-Mercier/Honoré-Mercier"," 58","Montréal",3,48,5,0,15,136,1,1,209,428
24029,"Honoré-Mercier/Honoré-Mercier"," 59","Montréal",9,19,2,0,8,154,0,4,196,367
24029,"Honoré-Mercier/Honoré-Mercier"," 60","Montréal",4,26,4,0,11,117,2,0,164,336
24029,"Honoré-Mercier/Honoré-Mercier"," 61","Montréal",4,24,9,0,10,151,0,8,206,371
24029,"Honoré-Mercier/Honoré-Mercier"," 62","Montréal",11,24,4,0,9,168,7,8,231,510
24029,"Honoré-Mercier/Honoré-Mercier"," 63","Montréal",13,36,6,0,15,134,1,2,207,456
24029,"Honoré-Mercier/Honoré-Mercier"," 64","Montréal",6,23,9,0,22,142,2,2,206,377
24029,"Honoré-Mercier/Honoré-Mercier"," 65","Montréal",9,26,8,0,12,113,2,4,174,435
24029,"Honoré-Mercier/Honoré-Mercier"," 66","Montréal",6,18,2,0,6,103,0,7,142,401
24029,"Honoré-Mercier/Honoré-Mercier"," 67","Montréal",13,15,5,0,10,114,0,7,164,373
24029,"Honoré-Mercier/Honoré-Mercier"," 68","Montréal",23,38,8,0,23,148,4,3,247,442
24029,"Honoré-Mercier/Honoré-Mercier"," 69","Montréal",18,22,10,0,20,165,2,5,242,462
24029,"Honoré-Mercier/Honoré-Mercier"," 70","Montréal",13,14,6,1,15,171,3,9,232,461
24029,"Honoré-Mercier/Honoré-Mercier"," 71","Montréal",24,21,3,0,17,162,2,2,231,461
24029,"Honoré-Mercier/Honoré-Mercier"," 72","Montréal",27,22,6,0,16,114,2,2,189,406
24029,"Honoré-Mercier/Honoré-Mercier"," 73","Montréal",19,20,9,0,17,143,0,2,210,469
24029,"Honoré-Mercier/Honoré-Mercier"," 74","Montréal",17,5,5,0,5,107,0,3,142,375
24029,"Honoré-Mercier/Honoré-Mercier"," 75","Montréal",9,3,0,0,20,107,0,2,141,377
24029,"Honoré-Mercier/Honoré-Mercier"," 76","Montréal",27,14,4,0,5,71,3,4,128,377
24029,"Honoré-Mercier/Honoré-Mercier"," 77","Montréal",11,11,1,0,22,124,1,6,176,391
24029,"Honoré-Mercier/Honoré-Mercier"," 78","Montréal",31,14,4,0,23,103,2,3,180,409
24029,"Honoré-Mercier/Honoré-Mercier"," 79","Montréal",40,35,13,0,32,145,2,7,274,538
24029,"Honoré-Mercier/Honoré-Mercier"," 80","Montréal",6,29,2,2,18,144,3,6,210,432
24029,"Honoré-Mercier/Honoré-Mercier"," 81","Montréal",38,12,3,1,25,94,1,8,182,347
24029,"Honoré-Mercier/Honoré-Mercier"," 82","Montréal",28,13,7,0,16,98,0,2,164,389
24029,"Honoré-Mercier/Honoré-Mercier"," 83","Montréal",21,22,2,0,23,175,7,2,252,524
24029,"Honoré-Mercier/Honoré-Mercier"," 84","Montréal",20,16,5,0,23,147,2,7,220,483
24029,"Honoré-Mercier/Honoré-Mercier"," 85","Montréal",23,21,2,0,17,123,1,1,188,464
24029,"Honoré-Mercier/Honoré-Mercier"," 86","Anjou",53,17,8,0,18,132,3,7,238,497
24029,"Honoré-Mercier/Honoré-Mercier"," 87","Anjou",51,14,10,0,12,150,1,0,238,488
24029,"Honoré-Mercier/Honoré-Mercier"," 88","Anjou",58,34,7,1,38,117,1,6,262,478
24029,"Honoré-Mercier/Honoré-Mercier"," 89","Anjou",43,12,5,0,16,107,1,7,191,447
24029,"Honoré-Mercier/Honoré-Mercier"," 90","Anjou",60,11,7,1,16,80,2,0,177,370
24029,"Honoré-Mercier/Honoré-Mercier"," 91","Anjou",42,14,4,0,12,99,0,2,173,456
24029,"Honoré-Mercier/Honoré-Mercier"," 92","Anjou",29,15,3,0,18,107,0,5,177,387
24029,"Honoré-Mercier/Honoré-Mercier"," 93","Anjou",98,19,9,0,25,101,1,4,257,488
24029,"Honoré-Mercier/Honoré-Mercier"," 94","Anjou",78,17,6,0,33,115,0,7,256,479
24029,"Honoré-Mercier/Honoré-Mercier"," 95","Anjou",61,14,11,0,24,100,1,3,214,420
24029,"Honoré-Mercier/Honoré-Mercier"," 96","Anjou",54,9,3,0,15,129,4,5,219,480
24029,"Honoré-Mercier/Honoré-Mercier"," 97","Anjou",21,4,3,0,13,83,2,3,129,321
24029,"Honoré-Mercier/Honoré-Mercier"," 98","Anjou",40,5,5,1,15,84,3,4,157,387
24029,"Honoré-Mercier/Honoré-Mercier"," 99","Anjou",39,12,8,1,19,99,1,5,184,370
24029,"Honoré-Mercier/Honoré-Mercier"," 100","Montréal",20,16,11,0,12,74,6,0,139,354
24029,"Honoré-Mercier/Honoré-Mercier"," 101","Montréal",18,10,3,0,19,112,3,1,166,415
24029,"Honoré-Mercier/Honoré-Mercier"," 102","Montréal",6,28,4,1,14,141,0,1,195,424
24029,"Honoré-Mercier/Honoré-Mercier"," 103","Montréal",53,22,6,1,35,141,1,3,262,550
24029,"Honoré-Mercier/Honoré-Mercier"," 104","Montréal",4,8,8,1,8,109,4,5,147,430
24029,"Honoré-Mercier/Honoré-Mercier"," 105A","Montréal",84,16,7,0,20,122,2,3,254,493
24029,"Honoré-Mercier/Honoré-Mercier"," 105B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500B,,,,,,,,,23
24029,"Honoré-Mercier/Honoré-Mercier"," 106","Montréal",11,14,4,0,16,99,2,2,148,374
24029,"Honoré-Mercier/Honoré-Mercier"," 107","Montréal",13,13,2,1,9,87,0,6,131,389
24029,"Honoré-Mercier/Honoré-Mercier"," 108","Montréal",16,12,2,1,8,110,1,4,154,393
24029,"Honoré-Mercier/Honoré-Mercier"," 109","Montréal",6,11,3,1,7,67,1,1,97,365
24029,"Honoré-Mercier/Honoré-Mercier"," 110","Montréal",15,27,9,0,19,116,2,10,198,462
24029,"Honoré-Mercier/Honoré-Mercier"," 111","Montréal",19,9,2,0,7,94,0,5,136,397
24029,"Honoré-Mercier/Honoré-Mercier"," 112","Montréal",8,31,7,0,28,158,5,10,247,492
24029,"Honoré-Mercier/Honoré-Mercier"," 113","Montréal",21,32,9,1,15,112,3,2,195,436
24029,"Honoré-Mercier/Honoré-Mercier"," 114","Anjou",43,16,11,0,21,132,1,3,227,421
24029,"Honoré-Mercier/Honoré-Mercier"," 115","Anjou",53,20,4,0,16,129,1,11,234,498
24029,"Honoré-Mercier/Honoré-Mercier"," 116","Anjou",28,19,5,0,16,169,3,0,240,577
24029,"Honoré-Mercier/Honoré-Mercier"," 117","Anjou",54,8,2,0,16,74,2,0,156,346
24029,"Honoré-Mercier/Honoré-Mercier"," 118","Anjou",27,13,6,0,15,98,4,0,163,445
24029,"Honoré-Mercier/Honoré-Mercier"," 119","Anjou",33,14,7,0,15,155,3,3,230,414
24029,"Honoré-Mercier/Honoré-Mercier"," 120","Anjou",29,12,2,0,12,70,1,4,130,468
24029,"Honoré-Mercier/Honoré-Mercier"," 121","Anjou",29,20,6,1,17,137,0,1,211,438
24029,"Honoré-Mercier/Honoré-Mercier"," 122","Anjou",47,10,7,0,17,127,3,3,214,437
24029,"Honoré-Mercier/Honoré-Mercier"," 123","Anjou",49,15,6,0,29,81,3,4,187,378
24029,"Honoré-Mercier/Honoré-Mercier"," 124","Anjou",31,10,3,1,19,80,1,2,147,412
24029,"Honoré-Mercier/Honoré-Mercier"," 125","Anjou",36,16,4,0,11,114,1,8,190,457
24029,"Honoré-Mercier/Honoré-Mercier"," 126","Anjou",32,15,1,0,20,99,1,1,169,400
24029,"Honoré-Mercier/Honoré-Mercier"," 127","Anjou",48,25,5,1,16,121,1,1,218,508
24029,"Honoré-Mercier/Honoré-Mercier"," 128","Anjou",50,8,3,0,22,136,0,8,227,451
24029,"Honoré-Mercier/Honoré-Mercier"," 129","Anjou",67,10,9,0,27,139,2,6,260,487
24029,"Honoré-Mercier/Honoré-Mercier"," 130","Anjou",53,8,3,0,29,87,0,3,183,381
24029,"Honoré-Mercier/Honoré-Mercier"," 131","Anjou",64,4,10,0,11,87,1,3,180,340
24029,"Honoré-Mercier/Honoré-Mercier"," 132","Anjou",55,8,3,0,15,83,0,0,164,320
24029,"Honoré-Mercier/Honoré-Mercier"," 133","Anjou",50,15,7,0,27,111,2,5,217,409
24029,"Honoré-Mercier/Honoré-Mercier"," 134","Anjou",38,10,3,0,13,105,0,3,172,398
24029,"Honoré-Mercier/Honoré-Mercier"," 135","Anjou",53,13,5,0,13,116,2,4,206,421
24029,"Honoré-Mercier/Honoré-Mercier"," 136","Anjou",67,14,14,0,28,100,1,1,225,414
24029,"Honoré-Mercier/Honoré-Mercier"," 137","Anjou",54,21,14,0,32,158,1,3,283,437
24029,"Honoré-Mercier/Honoré-Mercier"," 138","Anjou",36,9,6,0,9,111,0,1,172,406
24029,"Honoré-Mercier/Honoré-Mercier"," 139","Anjou",65,24,5,0,25,105,5,6,235,454
24029,"Honoré-Mercier/Honoré-Mercier"," 140","Anjou",55,17,8,0,36,165,1,9,291,536
24029,"Honoré-Mercier/Honoré-Mercier"," 141","Anjou",32,13,6,0,11,82,1,5,150,377
24029,"Honoré-Mercier/Honoré-Mercier"," 142","Anjou",26,7,5,1,16,86,0,3,144,440
24029,"Honoré-Mercier/Honoré-Mercier"," 143","Anjou",25,16,6,1,19,79,3,3,152,341
24029,"Honoré-Mercier/Honoré-Mercier"," 144","Anjou",40,9,4,1,25,129,0,4,212,424
24029,"Honoré-Mercier/Honoré-Mercier"," 145","Anjou",50,7,4,0,9,73,2,1,146,321
24029,"Honoré-Mercier/Honoré-Mercier"," 146","Anjou",52,17,10,0,30,113,0,3,225,487
24029,"Honoré-Mercier/Honoré-Mercier"," 147","Montréal",63,7,5,0,21,115,3,0,214,420
24029,"Honoré-Mercier/Honoré-Mercier"," 148","Anjou",79,14,7,0,32,94,2,2,230,419
24029,"Honoré-Mercier/Honoré-Mercier"," 149","Anjou",35,16,5,0,20,104,2,2,184,395
24029,"Honoré-Mercier/Honoré-Mercier"," 150","Anjou",42,17,14,0,30,114,0,1,218,395
24029,"Honoré-Mercier/Honoré-Mercier"," 151","Anjou",56,27,5,0,18,107,2,2,217,371
24029,"Honoré-Mercier/Honoré-Mercier"," 152","Anjou",30,17,3,0,15,62,1,0,128,370
24029,"Honoré-Mercier/Honoré-Mercier"," 153","Anjou",44,9,5,0,24,93,0,4,179,464
24029,"Honoré-Mercier/Honoré-Mercier"," 154","Anjou",38,13,2,1,9,77,3,2,145,495
24029,"Honoré-Mercier/Honoré-Mercier"," 155","Anjou",44,17,2,0,3,48,0,9,123,365
24029,"Honoré-Mercier/Honoré-Mercier"," 156","Anjou",36,20,3,1,15,56,0,3,134,343
24029,"Honoré-Mercier/Honoré-Mercier"," 157","Anjou",52,12,6,0,5,92,2,5,174,504
24029,"Honoré-Mercier/Honoré-Mercier"," 158","Anjou",41,19,3,0,5,63,0,4,135,399
24029,"Honoré-Mercier/Honoré-Mercier"," 159","Anjou",53,22,3,0,7,85,0,5,175,475
24029,"Honoré-Mercier/Honoré-Mercier"," 160","Anjou",46,16,5,0,23,117,2,2,211,446
24029,"Honoré-Mercier/Honoré-Mercier"," 161","Anjou",50,11,3,0,6,80,0,2,152,352
24029,"Honoré-Mercier/Honoré-Mercier"," 162","Anjou",60,12,3,0,12,147,2,3,239,482
24029,"Honoré-Mercier/Honoré-Mercier"," 163","Anjou",72,16,1,0,6,99,2,3,199,551
24029,"Honoré-Mercier/Honoré-Mercier"," 164","Anjou",24,14,1,1,11,84,1,4,140,370
24029,"Honoré-Mercier/Honoré-Mercier"," 165","Anjou",52,11,4,1,34,153,1,1,257,590
24029,"Honoré-Mercier/Honoré-Mercier"," 166","Anjou",37,24,2,1,21,80,1,3,169,388
24029,"Honoré-Mercier/Honoré-Mercier"," 167","Anjou",57,30,8,0,37,148,2,3,285,532
24029,"Honoré-Mercier/Honoré-Mercier"," 168","Anjou",69,15,6,0,35,99,1,3,228,450
24029,"Honoré-Mercier/Honoré-Mercier"," 169","Anjou",48,11,3,0,7,97,1,4,171,478
24029,"Honoré-Mercier/Honoré-Mercier"," 170","Anjou",47,24,7,0,11,112,0,5,206,513
24029,"Honoré-Mercier/Honoré-Mercier"," 171","Montréal",29,22,4,2,14,82,0,2,155,444
24029,"Honoré-Mercier/Honoré-Mercier"," 172","Montréal",12,38,1,0,8,79,2,1,141,384
24029,"Honoré-Mercier/Honoré-Mercier"," 173","Montréal",26,20,2,0,17,99,0,8,172,423
24029,"Honoré-Mercier/Honoré-Mercier"," 174","Montréal",41,19,3,0,14,86,3,0,166,464
24029,"Honoré-Mercier/Honoré-Mercier"," 175","Montréal",19,33,3,0,22,149,0,6,232,519
24029,"Honoré-Mercier/Honoré-Mercier"," 400","Montréal",26,14,6,2,6,56,3,2,115,125
24029,"Honoré-Mercier/Honoré-Mercier"," 401A","Montréal",62,20,5,1,5,73,0,6,172,227
24029,"Honoré-Mercier/Honoré-Mercier"," 401B","Montréal",65,12,4,0,6,125,0,3,215,285
24029,"Honoré-Mercier/Honoré-Mercier"," 401C","Montréal",72,13,2,0,5,112,0,6,210,272
24029,"Honoré-Mercier/Honoré-Mercier"," 401D","Montréal",64,12,3,1,4,81,0,11,176,208
24029,"Honoré-Mercier/Honoré-Mercier"," 402A","Montréal",66,18,4,0,5,169,0,9,271,383
24029,"Honoré-Mercier/Honoré-Mercier"," 402B","Montréal",111,19,3,1,3,155,5,11,308,391
24029,"Honoré-Mercier/Honoré-Mercier"," 403","Anjou",37,4,0,0,2,64,0,15,122,163
24029,"Honoré-Mercier/Honoré-Mercier"," 404","Anjou",54,18,2,1,2,140,0,21,238,304
24029,"Honoré-Mercier/Honoré-Mercier"," 405","Anjou",37,12,3,0,3,76,0,8,139,196
24029,"Honoré-Mercier/Honoré-Mercier"," 500A","Mobile poll/Bureau itinérant",43,13,1,2,2,67,2,11,141,102
24029,"Honoré-Mercier/Honoré-Mercier"," 500B","Mobile poll/Bureau itinérant",36,7,1,0,0,22,0,4,70,66
24029,"Honoré-Mercier/Honoré-Mercier"," 501","Mobile poll/Bureau itinérant",27,5,0,1,7,42,4,6,92,168
24029,"Honoré-Mercier/Honoré-Mercier"," 502","Mobile poll/Bureau itinérant",45,8,3,0,3,56,1,8,124,168
24029,"Honoré-Mercier/Honoré-Mercier"," 503","Mobile poll/Bureau itinérant",16,5,0,3,2,43,0,8,77,170
24029,"Honoré-Mercier/Honoré-Mercier"," 600","Montréal",162,67,25,0,53,371,8,7,693,
24029,"Honoré-Mercier/Honoré-Mercier"," 601","Montréal",136,82,14,0,54,423,8,10,727,
24029,"Honoré-Mercier/Honoré-Mercier"," 602","Montréal",104,53,21,1,43,371,7,9,609,
24029,"Honoré-Mercier/Honoré-Mercier"," 603","Montréal",129,102,16,2,54,534,14,13,864,
24029,"Honoré-Mercier/Honoré-Mercier"," 604","Montréal",118,98,16,0,35,410,7,6,690,
24029,"Honoré-Mercier/Honoré-Mercier"," 605","Montréal",57,84,22,1,51,548,11,15,789,
24029,"Honoré-Mercier/Honoré-Mercier"," 606","Montréal",114,66,23,0,40,458,15,9,725,
24029,"Honoré-Mercier/Honoré-Mercier"," 607","Montréal",123,82,21,0,77,492,10,13,818,
24029,"Honoré-Mercier/Honoré-Mercier"," 608","Montréal",128,72,24,0,47,593,11,12,887,
24029,"Honoré-Mercier/Honoré-Mercier"," 609","Anjou",244,70,20,1,61,330,12,14,752,
24029,"Honoré-Mercier/Honoré-Mercier"," 610","Anjou",370,113,35,2,108,627,10,28,1293,
24029,"Honoré-Mercier/Honoré-Mercier"," 611","Anjou",367,113,18,1,35,475,8,15,1032,
24029,"Honoré-Mercier/Honoré-Mercier"," 612","Montréal",379,97,26,0,74,549,10,16,1151,
24029,"Honoré-Mercier/Honoré-Mercier"," 613","Anjou",294,51,17,2,63,377,4,17,825,
24029,"Honoré-Mercier/Honoré-Mercier"," 614","Anjou",245,60,24,2,71,490,8,15,915,
24029,"Honoré-Mercier/Honoré-Mercier"," 615","Anjou",242,40,21,0,39,347,5,16,710,
24029,"Honoré-Mercier/Honoré-Mercier",,Group 1/Groupe 1, 4,5,2,0,8,59,0,9,87,92
24029,"Honoré-Mercier/Honoré-Mercier",,Group 2/Groupe 2, 162,54,49,2,99,522,6,31,925,
