Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Tony D'Angelo,Terry Dowdall,Sherri Jackson,Lorne Kenney,Ilona Matthews,Richard Sommer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35099,"Simcoe--Grey/Simcoe--Grey"," 47","Collingwood",0,66,40,80,49,5,4,244,468
35099,"Simcoe--Grey/Simcoe--Grey"," 48","Collingwood",1,67,37,76,24,5,1,211,420
35099,"Simcoe--Grey/Simcoe--Grey"," 49","Collingwood",0,66,31,71,33,3,3,207,469
35099,"Simcoe--Grey/Simcoe--Grey"," 50","Collingwood",0,59,36,60,31,9,3,198,461
35099,"Simcoe--Grey/Simcoe--Grey"," 51","Collingwood",0,57,41,67,41,7,1,214,485
35099,"Simcoe--Grey/Simcoe--Grey"," 52","Collingwood",2,67,30,73,29,7,1,209,407
35099,"Simcoe--Grey/Simcoe--Grey"," 53","Collingwood",1,51,29,66,27,0,1,175,329
35099,"Simcoe--Grey/Simcoe--Grey"," 54","Collingwood",0,71,34,98,22,7,5,237,504
35099,"Simcoe--Grey/Simcoe--Grey"," 55A","Collingwood",0,56,29,84,34,2,0,205,370
35099,"Simcoe--Grey/Simcoe--Grey"," 55B","Collingwood",0,67,25,75,18,1,0,186,342
35099,"Simcoe--Grey/Simcoe--Grey"," 56","Collingwood",0,49,31,80,31,4,0,195,455
35099,"Simcoe--Grey/Simcoe--Grey"," 57","Collingwood",0,54,27,66,7,3,1,158,365
35099,"Simcoe--Grey/Simcoe--Grey"," 58","Collingwood",0,79,23,91,18,2,0,213,402
35099,"Simcoe--Grey/Simcoe--Grey"," 59","Collingwood",2,53,23,80,22,0,0,180,401
35099,"Simcoe--Grey/Simcoe--Grey"," 60","Wasaga Beach",0,67,24,53,26,3,1,174,489
35099,"Simcoe--Grey/Simcoe--Grey"," 61","Wasaga Beach",0,71,21,48,23,4,2,169,460
35099,"Simcoe--Grey/Simcoe--Grey"," 62","Wasaga Beach",0,76,17,49,18,2,0,162,405
35099,"Simcoe--Grey/Simcoe--Grey"," 63A","Wasaga Beach",0,68,17,37,24,0,3,149,389
35099,"Simcoe--Grey/Simcoe--Grey"," 63B","Wasaga Beach",3,50,18,34,20,3,1,129,292
35099,"Simcoe--Grey/Simcoe--Grey"," 64","Wasaga Beach",0,94,15,117,32,2,1,261,523
35099,"Simcoe--Grey/Simcoe--Grey"," 65","Wasaga Beach",2,73,19,73,36,2,0,205,477
35099,"Simcoe--Grey/Simcoe--Grey"," 66","Wasaga Beach",0,59,12,40,14,0,2,127,366
35099,"Simcoe--Grey/Simcoe--Grey"," 67","Wasaga Beach",0,41,20,63,17,1,3,145,422
35099,"Simcoe--Grey/Simcoe--Grey"," 68","Wasaga Beach",0,78,17,77,31,6,4,213,462
35099,"Simcoe--Grey/Simcoe--Grey"," 69","Wasaga Beach",0,82,15,46,22,1,4,170,370
35099,"Simcoe--Grey/Simcoe--Grey"," 70","Wasaga Beach",0,60,17,53,32,1,0,163,397
35099,"Simcoe--Grey/Simcoe--Grey"," 71","Wasaga Beach",2,52,23,42,30,6,0,155,403
35099,"Simcoe--Grey/Simcoe--Grey"," 72","Wasaga Beach",0,108,17,68,32,6,0,231,594
35099,"Simcoe--Grey/Simcoe--Grey"," 73","Wasaga Beach",1,128,18,104,31,5,3,290,646
35099,"Simcoe--Grey/Simcoe--Grey"," 74","Wasaga Beach",0,69,11,56,22,3,0,161,423
35099,"Simcoe--Grey/Simcoe--Grey"," 75","Wasaga Beach",1,57,16,53,18,4,0,149,423
35099,"Simcoe--Grey/Simcoe--Grey"," 76","Wasaga Beach",2,53,17,72,31,8,1,184,589
35099,"Simcoe--Grey/Simcoe--Grey"," 77","Wasaga Beach",0,95,22,48,22,14,2,203,535
35099,"Simcoe--Grey/Simcoe--Grey"," 78","Wasaga Beach",0,70,29,64,44,6,0,213,476
35099,"Simcoe--Grey/Simcoe--Grey"," 79","Wasaga Beach",2,76,19,48,24,5,4,178,437
35099,"Simcoe--Grey/Simcoe--Grey"," 80","Wasaga Beach",1,72,17,50,33,4,0,177,477
35099,"Simcoe--Grey/Simcoe--Grey"," 81","Wasaga Beach",0,100,10,72,26,3,4,215,516
35099,"Simcoe--Grey/Simcoe--Grey"," 82","Wasaga Beach",1,64,22,42,17,2,1,149,411
35099,"Simcoe--Grey/Simcoe--Grey"," 83","Wasaga Beach",3,102,23,69,22,2,1,222,366
35099,"Simcoe--Grey/Simcoe--Grey"," 84","Wasaga Beach",2,123,21,105,18,1,0,270,465
35099,"Simcoe--Grey/Simcoe--Grey"," 85","Wasaga Beach",0,89,24,70,18,2,4,207,362
35099,"Simcoe--Grey/Simcoe--Grey"," 86","Wasaga Beach",2,109,14,84,15,3,1,228,526
35099,"Simcoe--Grey/Simcoe--Grey"," 87","Wasaga Beach",0,63,18,48,24,6,2,161,404
35099,"Simcoe--Grey/Simcoe--Grey"," 88","Wasaga Beach",2,56,12,32,20,4,4,130,339
35099,"Simcoe--Grey/Simcoe--Grey"," 89","Wasaga Beach",0,64,29,67,29,3,2,194,555
35099,"Simcoe--Grey/Simcoe--Grey"," 90","Wasaga Beach",0,75,16,43,36,6,1,177,469
35099,"Simcoe--Grey/Simcoe--Grey"," 91","Wasaga Beach",0,56,19,53,40,2,1,171,522
35099,"Simcoe--Grey/Simcoe--Grey"," 92","Wasaga Beach",0,57,31,56,24,3,3,174,482
35099,"Simcoe--Grey/Simcoe--Grey"," 93","Wasaga Beach",0,48,14,62,15,0,0,139,346
35099,"Simcoe--Grey/Simcoe--Grey"," 94","Wasaga Beach",0,108,26,71,31,10,0,246,602
35099,"Simcoe--Grey/Simcoe--Grey"," 95","Wasaga Beach",2,94,20,74,25,10,0,225,509
35099,"Simcoe--Grey/Simcoe--Grey"," 96","Wasaga Beach",0,78,15,48,26,5,0,172,468
35099,"Simcoe--Grey/Simcoe--Grey"," 97","Wasaga Beach",0,69,19,72,36,1,1,198,487
35099,"Simcoe--Grey/Simcoe--Grey"," 98","Wasaga Beach",0,71,17,57,46,2,1,194,455
35099,"Simcoe--Grey/Simcoe--Grey"," 99A","Wasaga Beach",2,63,10,39,10,3,0,127,355
35099,"Simcoe--Grey/Simcoe--Grey"," 99B","Wasaga Beach",0,55,7,40,10,3,1,116,319
35099,"Simcoe--Grey/Simcoe--Grey"," 100","Wasaga Beach",0,98,28,89,17,2,5,239,483
35099,"Simcoe--Grey/Simcoe--Grey"," 101","Clearview",1,110,25,66,24,8,0,234,427
35099,"Simcoe--Grey/Simcoe--Grey"," 102","Clearview",0,93,31,77,13,3,0,217,389
35099,"Simcoe--Grey/Simcoe--Grey"," 103","Clearview",1,87,35,54,25,7,0,209,341
35099,"Simcoe--Grey/Simcoe--Grey"," 104","Clearview",0,71,34,76,15,5,1,202,334
35099,"Simcoe--Grey/Simcoe--Grey"," 105","Clearview",1,92,33,49,27,3,0,205,374
35099,"Simcoe--Grey/Simcoe--Grey"," 106","Clearview",0,92,20,45,25,1,1,184,393
35099,"Simcoe--Grey/Simcoe--Grey"," 107","Clearview",4,91,25,45,36,4,0,205,425
35099,"Simcoe--Grey/Simcoe--Grey"," 108","Clearview",0,111,26,60,31,1,2,231,515
35099,"Simcoe--Grey/Simcoe--Grey"," 109","Clearview",1,72,24,48,15,4,0,164,408
35099,"Simcoe--Grey/Simcoe--Grey"," 110","Clearview",1,76,22,33,31,1,0,164,410
35099,"Simcoe--Grey/Simcoe--Grey"," 111","Clearview",1,92,27,41,44,3,0,208,421
35099,"Simcoe--Grey/Simcoe--Grey"," 112","Clearview",0,89,20,56,18,0,2,185,381
35099,"Simcoe--Grey/Simcoe--Grey"," 113","Clearview",1,75,25,37,21,5,3,167,379
35099,"Simcoe--Grey/Simcoe--Grey"," 114","Clearview",4,111,37,31,27,6,1,217,502
35099,"Simcoe--Grey/Simcoe--Grey"," 115","Clearview--Wasaga Beach",0,82,19,32,12,3,2,150,336
35099,"Simcoe--Grey/Simcoe--Grey"," 116","Clearview--Wasaga Beach",1,53,17,20,17,1,0,109,247
35099,"Simcoe--Grey/Simcoe--Grey"," 117","Clearview",2,120,20,41,9,2,0,194,406
35099,"Simcoe--Grey/Simcoe--Grey"," 118","Clearview",0,86,20,43,14,5,0,168,335
35099,"Simcoe--Grey/Simcoe--Grey"," 119","Clearview",0,119,24,27,31,8,2,211,423
35099,"Simcoe--Grey/Simcoe--Grey"," 120","Clearview",1,81,26,41,26,3,0,178,389
35099,"Simcoe--Grey/Simcoe--Grey"," 121","Clearview",1,127,23,50,34,5,0,240,453
35099,"Simcoe--Grey/Simcoe--Grey"," 122","Clearview",5,100,23,40,23,8,0,199,403
35099,"Simcoe--Grey/Simcoe--Grey"," 123","Clearview",1,77,52,71,17,3,0,221,444
35099,"Simcoe--Grey/Simcoe--Grey"," 124","Clearview",0,58,50,48,11,3,0,170,348
35099,"Simcoe--Grey/Simcoe--Grey"," 125","Clearview",0,65,37,33,15,2,1,153,261
35099,"Simcoe--Grey/Simcoe--Grey"," 126","Clearview",1,95,51,59,15,3,1,225,397
35099,"Simcoe--Grey/Simcoe--Grey"," 127","Clearview",0,54,34,29,13,0,0,130,296
35099,"Simcoe--Grey/Simcoe--Grey"," 128","Clearview",0,64,18,35,8,1,2,128,288
35099,"Simcoe--Grey/Simcoe--Grey"," 129","Clearview",1,62,29,36,18,4,2,152,309
35099,"Simcoe--Grey/Simcoe--Grey"," 130","Clearview",0,73,38,38,14,3,0,166,315
35099,"Simcoe--Grey/Simcoe--Grey"," 131","Essa",0,92,10,16,22,5,0,145,385
35099,"Simcoe--Grey/Simcoe--Grey"," 132","Essa",0,110,11,40,34,6,0,201,466
35099,"Simcoe--Grey/Simcoe--Grey"," 133","Essa",1,78,11,41,18,2,0,151,337
35099,"Simcoe--Grey/Simcoe--Grey"," 134","Essa",0,53,12,35,17,1,0,118,373
35099,"Simcoe--Grey/Simcoe--Grey"," 135","Essa",1,77,8,25,22,3,1,137,335
35099,"Simcoe--Grey/Simcoe--Grey"," 136","Essa",0,74,23,23,25,3,0,148,356
35099,"Simcoe--Grey/Simcoe--Grey"," 137","Essa",0,78,16,29,17,3,0,143,360
35099,"Simcoe--Grey/Simcoe--Grey"," 138","Essa",2,91,18,43,38,6,1,199,461
35099,"Simcoe--Grey/Simcoe--Grey"," 139","Essa",1,108,23,50,34,5,0,221,494
35099,"Simcoe--Grey/Simcoe--Grey"," 140","Essa",0,65,25,31,24,5,0,150,428
35099,"Simcoe--Grey/Simcoe--Grey"," 141","Essa",1,91,8,31,35,6,0,172,429
35099,"Simcoe--Grey/Simcoe--Grey"," 142","Essa",3,107,14,36,51,5,1,217,487
35099,"Simcoe--Grey/Simcoe--Grey"," 143","Essa",0,94,14,26,39,5,2,180,435
35099,"Simcoe--Grey/Simcoe--Grey"," 144","Essa",1,81,10,28,25,7,0,152,356
35099,"Simcoe--Grey/Simcoe--Grey"," 145A","Essa",1,59,7,34,28,4,2,135,380
35099,"Simcoe--Grey/Simcoe--Grey"," 145B","Essa",0,57,6,33,17,5,0,118,297
35099,"Simcoe--Grey/Simcoe--Grey"," 146","Essa",2,121,13,40,31,8,3,218,575
35099,"Simcoe--Grey/Simcoe--Grey"," 147","Essa",0,63,12,44,22,0,0,141,337
35099,"Simcoe--Grey/Simcoe--Grey"," 148","Essa",1,135,12,69,27,5,2,251,674
35099,"Simcoe--Grey/Simcoe--Grey"," 149","Essa",2,106,17,54,21,5,3,208,507
35099,"Simcoe--Grey/Simcoe--Grey"," 150","Essa",0,114,11,45,30,7,1,208,508
35099,"Simcoe--Grey/Simcoe--Grey"," 151","Essa",0,40,5,12,9,1,0,67,195
35099,"Simcoe--Grey/Simcoe--Grey"," 152","Essa",2,80,30,58,20,4,1,195,407
35099,"Simcoe--Grey/Simcoe--Grey"," 153","Essa",2,89,21,48,32,2,1,195,487
35099,"Simcoe--Grey/Simcoe--Grey"," 154","Essa",0,88,10,70,37,9,3,217,532
35099,"Simcoe--Grey/Simcoe--Grey"," 155","Essa",1,103,14,61,38,3,0,220,532
35099,"Simcoe--Grey/Simcoe--Grey"," 156","Essa",0,102,15,48,21,6,1,193,350
35099,"Simcoe--Grey/Simcoe--Grey"," 157","Essa",1,81,17,25,21,5,0,150,363
35099,"Simcoe--Grey/Simcoe--Grey"," 158","Essa",1,71,24,37,13,4,0,150,369
35099,"Simcoe--Grey/Simcoe--Grey"," 159","Essa",0,75,14,34,14,6,0,143,334
35099,"Simcoe--Grey/Simcoe--Grey"," 160","Essa",1,116,20,57,16,5,0,215,368
35099,"Simcoe--Grey/Simcoe--Grey"," 161","Essa",0,106,17,59,20,3,2,207,389
35099,"Simcoe--Grey/Simcoe--Grey"," 162","Essa",0,67,22,57,25,7,1,179,378
35099,"Simcoe--Grey/Simcoe--Grey"," 163","Essa",0,92,16,43,10,1,1,163,335
35099,"Simcoe--Grey/Simcoe--Grey"," 164","Essa",0,103,20,26,21,1,1,172,343
35099,"Simcoe--Grey/Simcoe--Grey"," 165","Essa",0,57,10,33,7,8,4,119,299
35099,"Simcoe--Grey/Simcoe--Grey"," 166","Essa",2,113,17,42,19,3,2,198,403
35099,"Simcoe--Grey/Simcoe--Grey"," 167","Essa",1,80,15,31,12,3,0,142,351
35099,"Simcoe--Grey/Simcoe--Grey"," 168","Essa",0,90,16,36,16,1,0,159,339
35099,"Simcoe--Grey/Simcoe--Grey"," 169","Essa",0,75,13,36,19,4,0,147,311
35099,"Simcoe--Grey/Simcoe--Grey"," 170","Essa",1,95,10,45,17,6,0,174,320
35099,"Simcoe--Grey/Simcoe--Grey"," 171","Essa",0,125,12,40,15,3,0,195,390
35099,"Simcoe--Grey/Simcoe--Grey"," 172","Essa",1,78,10,27,15,7,0,138,294
35099,"Simcoe--Grey/Simcoe--Grey"," 173","Adjala-Tosorontio",0,84,18,31,27,5,0,165,321
35099,"Simcoe--Grey/Simcoe--Grey"," 174","Adjala-Tosorontio",0,97,9,31,29,5,0,171,370
35099,"Simcoe--Grey/Simcoe--Grey"," 175","Adjala-Tosorontio",1,128,30,51,22,5,0,237,430
35099,"Simcoe--Grey/Simcoe--Grey"," 176","Adjala-Tosorontio",1,85,25,32,17,0,3,163,326
35099,"Simcoe--Grey/Simcoe--Grey"," 177","Adjala-Tosorontio",1,108,20,49,30,2,0,210,360
35099,"Simcoe--Grey/Simcoe--Grey"," 178","Adjala-Tosorontio",1,101,14,36,24,5,2,183,342
35099,"Simcoe--Grey/Simcoe--Grey"," 179","Adjala-Tosorontio",3,125,25,55,33,4,0,245,436
35099,"Simcoe--Grey/Simcoe--Grey"," 180","Adjala-Tosorontio",1,81,19,32,32,4,0,169,324
35099,"Simcoe--Grey/Simcoe--Grey"," 181","Adjala-Tosorontio",1,85,20,27,15,4,1,153,259
35099,"Simcoe--Grey/Simcoe--Grey"," 182","Adjala-Tosorontio",1,110,23,57,21,3,0,215,422
35099,"Simcoe--Grey/Simcoe--Grey"," 183","Adjala-Tosorontio",0,57,17,22,26,4,0,126,297
35099,"Simcoe--Grey/Simcoe--Grey"," 184","Adjala-Tosorontio",1,96,19,54,29,8,1,208,417
35099,"Simcoe--Grey/Simcoe--Grey"," 185","Adjala-Tosorontio",0,75,8,25,20,3,1,132,275
35099,"Simcoe--Grey/Simcoe--Grey"," 186","Adjala-Tosorontio",0,79,11,32,21,4,1,148,342
35099,"Simcoe--Grey/Simcoe--Grey"," 187","Adjala-Tosorontio",1,61,18,26,17,2,2,127,303
35099,"Simcoe--Grey/Simcoe--Grey"," 188","Adjala-Tosorontio",2,77,16,37,13,5,0,150,354
35099,"Simcoe--Grey/Simcoe--Grey"," 189","Adjala-Tosorontio",3,93,21,36,16,5,3,177,324
35099,"Simcoe--Grey/Simcoe--Grey"," 190","Adjala-Tosorontio",4,88,12,67,28,5,1,205,418
35099,"Simcoe--Grey/Simcoe--Grey"," 191","Adjala-Tosorontio",2,142,37,75,30,2,1,289,530
35099,"Simcoe--Grey/Simcoe--Grey"," 192","Adjala-Tosorontio",0,95,28,73,18,8,0,222,409
35099,"Simcoe--Grey/Simcoe--Grey"," 193","Adjala-Tosorontio",1,83,10,49,7,0,2,152,365
35099,"Simcoe--Grey/Simcoe--Grey"," 194","Adjala-Tosorontio",2,82,26,62,20,5,1,198,349
35099,"Simcoe--Grey/Simcoe--Grey"," 195","Adjala-Tosorontio",1,25,3,20,6,1,0,56,127
35099,"Simcoe--Grey/Simcoe--Grey"," 196","Adjala-Tosorontio",0,74,16,48,11,3,0,152,377
35099,"Simcoe--Grey/Simcoe--Grey"," 197","Adjala-Tosorontio",0,89,7,47,20,6,3,172,338
35099,"Simcoe--Grey/Simcoe--Grey"," 198","New Tecumseth",0,110,10,84,31,8,1,244,553
35099,"Simcoe--Grey/Simcoe--Grey"," 199","New Tecumseth",0,73,14,53,28,2,0,170,311
35099,"Simcoe--Grey/Simcoe--Grey"," 200","New Tecumseth",0,92,17,55,32,2,1,199,472
35099,"Simcoe--Grey/Simcoe--Grey"," 201","New Tecumseth",1,92,19,63,35,7,1,218,540
35099,"Simcoe--Grey/Simcoe--Grey"," 202","New Tecumseth",2,93,12,86,23,3,3,222,449
35099,"Simcoe--Grey/Simcoe--Grey"," 203A","New Tecumseth",0,95,18,54,23,3,1,194,428
35099,"Simcoe--Grey/Simcoe--Grey"," 203B","New Tecumseth",3,75,12,69,21,5,0,185,403
35099,"Simcoe--Grey/Simcoe--Grey"," 204","New Tecumseth",0,74,12,51,24,5,0,166,426
35099,"Simcoe--Grey/Simcoe--Grey"," 205","New Tecumseth",2,77,7,56,22,13,0,177,427
35099,"Simcoe--Grey/Simcoe--Grey"," 206","New Tecumseth",2,87,20,68,26,5,0,208,530
35099,"Simcoe--Grey/Simcoe--Grey"," 207","New Tecumseth",0,67,21,39,14,4,4,149,321
35099,"Simcoe--Grey/Simcoe--Grey"," 208","New Tecumseth",1,84,15,57,32,2,1,192,453
35099,"Simcoe--Grey/Simcoe--Grey"," 209","New Tecumseth",0,56,17,34,26,1,1,135,373
35099,"Simcoe--Grey/Simcoe--Grey"," 210","New Tecumseth",0,91,17,68,16,2,3,197,488
35099,"Simcoe--Grey/Simcoe--Grey"," 211","New Tecumseth",0,97,19,64,43,8,1,232,535
35099,"Simcoe--Grey/Simcoe--Grey"," 212","New Tecumseth",0,83,21,46,23,3,0,176,413
35099,"Simcoe--Grey/Simcoe--Grey"," 213","New Tecumseth",0,75,16,53,23,3,0,170,401
35099,"Simcoe--Grey/Simcoe--Grey"," 214","New Tecumseth",0,53,9,60,13,2,1,138,293
35099,"Simcoe--Grey/Simcoe--Grey"," 215","New Tecumseth",0,69,21,41,23,4,0,158,352
35099,"Simcoe--Grey/Simcoe--Grey"," 216","New Tecumseth",1,86,19,52,26,8,0,192,485
35099,"Simcoe--Grey/Simcoe--Grey"," 217","New Tecumseth",0,109,21,51,40,6,3,230,522
35099,"Simcoe--Grey/Simcoe--Grey"," 218","New Tecumseth",0,67,22,34,36,5,0,164,456
35099,"Simcoe--Grey/Simcoe--Grey"," 219","New Tecumseth",2,111,30,71,45,9,1,269,623
35099,"Simcoe--Grey/Simcoe--Grey"," 220","New Tecumseth",0,88,29,43,26,8,0,194,457
35099,"Simcoe--Grey/Simcoe--Grey"," 221","New Tecumseth",2,66,10,80,10,3,2,173,450
35099,"Simcoe--Grey/Simcoe--Grey"," 222","New Tecumseth",0,70,9,52,7,0,2,140,363
35099,"Simcoe--Grey/Simcoe--Grey"," 223","New Tecumseth",0,71,16,93,12,3,0,195,483
35099,"Simcoe--Grey/Simcoe--Grey"," 224","New Tecumseth",1,58,6,82,13,3,3,166,353
35099,"Simcoe--Grey/Simcoe--Grey"," 225","New Tecumseth",1,71,19,90,15,0,2,198,487
35099,"Simcoe--Grey/Simcoe--Grey"," 226","New Tecumseth",2,111,20,98,28,4,1,264,606
35099,"Simcoe--Grey/Simcoe--Grey"," 227","New Tecumseth",1,66,7,38,21,1,1,135,354
35099,"Simcoe--Grey/Simcoe--Grey"," 228A","New Tecumseth",2,51,5,67,14,0,3,142,340
35099,"Simcoe--Grey/Simcoe--Grey"," 228B","New Tecumseth",0,56,7,56,12,0,2,133,361
35099,"Simcoe--Grey/Simcoe--Grey"," 229","New Tecumseth",1,65,11,88,10,5,4,184,452
35099,"Simcoe--Grey/Simcoe--Grey"," 230","New Tecumseth",0,69,11,86,12,7,3,188,419
35099,"Simcoe--Grey/Simcoe--Grey"," 231","New Tecumseth",0,98,12,31,11,7,1,160,379
35099,"Simcoe--Grey/Simcoe--Grey"," 232","New Tecumseth",0,126,30,62,41,5,1,265,526
35099,"Simcoe--Grey/Simcoe--Grey"," 233","New Tecumseth",0,101,12,43,34,2,0,192,500
35099,"Simcoe--Grey/Simcoe--Grey"," 234A","New Tecumseth",0,58,14,51,30,5,1,159,370
35099,"Simcoe--Grey/Simcoe--Grey"," 234B","New Tecumseth",0,49,13,54,26,3,2,147,329
35099,"Simcoe--Grey/Simcoe--Grey"," 235","New Tecumseth",0,81,16,24,14,4,1,140,324
35099,"Simcoe--Grey/Simcoe--Grey"," 236","New Tecumseth",1,99,30,57,21,3,0,211,394
35099,"Simcoe--Grey/Simcoe--Grey"," 237","New Tecumseth",2,123,30,52,30,5,1,243,454
35099,"Simcoe--Grey/Simcoe--Grey"," 238","New Tecumseth",0,64,14,60,15,6,1,160,335
35099,"Simcoe--Grey/Simcoe--Grey"," 239","New Tecumseth",0,85,18,68,29,6,2,208,427
35099,"Simcoe--Grey/Simcoe--Grey"," 240","New Tecumseth",0,109,20,71,21,7,2,230,458
35099,"Simcoe--Grey/Simcoe--Grey"," 241","New Tecumseth",1,72,22,65,28,1,0,189,399
35099,"Simcoe--Grey/Simcoe--Grey"," 242","New Tecumseth",0,83,17,49,22,5,2,178,357
35099,"Simcoe--Grey/Simcoe--Grey"," 243","New Tecumseth",1,86,8,45,13,3,1,157,373
35099,"Simcoe--Grey/Simcoe--Grey"," 244","New Tecumseth",0,84,29,63,30,5,1,212,464
35099,"Simcoe--Grey/Simcoe--Grey"," 245","New Tecumseth",0,96,24,63,21,4,3,211,443
35099,"Simcoe--Grey/Simcoe--Grey"," 246","New Tecumseth",0,55,15,41,26,1,0,138,312
35099,"Simcoe--Grey/Simcoe--Grey"," 247","New Tecumseth",4,96,11,51,19,6,1,188,392
