Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Balagtas,Paul Coulbeck,Dave Epp,Katie Omstead,Mark Vercouteren,Tony Walsh,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 44","Chatham",2,0,70,40,13,53,0,178,453
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 45","Chatham",0,1,40,40,5,29,1,116,233
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 46","Chatham",2,0,75,77,7,19,1,181,340
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 47","Chatham",11,2,68,39,8,33,1,162,386
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 48","Chatham",3,2,61,68,5,35,0,174,403
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 49","Chatham",1,4,78,85,8,34,0,210,477
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 50","Chatham",4,4,79,61,13,38,4,203,448
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 51","Chatham",3,4,62,41,11,45,3,169,412
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 52","Chatham",2,1,46,31,6,38,2,126,408
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 53","Chatham",3,3,57,49,6,29,1,148,325
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 54","Chatham",4,4,48,64,8,60,4,192,459
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 55","Chatham",4,1,53,77,6,30,0,171,402
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 56","Chatham",2,1,33,47,2,31,1,117,324
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 57","Chatham",3,0,32,37,7,29,4,112,410
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 58","Chatham",2,0,62,45,5,37,3,154,375
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 59","Chatham",3,1,37,37,5,37,0,120,350
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 60","Chatham",3,0,83,72,1,17,0,176,333
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 61","Chatham",3,3,62,45,6,24,0,143,338
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 62","Chatham",1,0,89,81,5,29,1,206,381
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 63","Chatham",4,0,81,45,8,41,3,182,346
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 64","Chatham",4,3,47,36,7,33,0,130,353
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 65","Chatham",4,1,83,86,16,48,2,240,443
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 66","Chatham",2,0,39,27,7,28,0,103,279
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 67","Chatham",1,1,57,71,4,12,0,146,300
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 68","Chatham",7,1,42,51,3,18,1,123,322
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 69","Chatham",1,1,30,19,6,32,1,90,247
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 70","Chatham",7,2,71,41,8,40,4,173,437
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 71","Chatham",4,1,54,29,6,47,3,144,427
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 72","Chatham",4,3,43,38,7,36,0,131,373
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 73","Chatham",4,1,46,41,6,37,2,137,321
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 74","Chatham",2,1,93,58,7,26,1,188,384
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 75","Chatham",3,1,34,30,4,20,2,94,322
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 76","Chatham",5,4,73,39,1,31,0,153,346
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 77","Chatham",4,1,155,127,12,33,7,339,658
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 78","Chatham",2,0,57,53,5,29,1,147,297
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 79","Chatham",4,0,49,106,6,40,1,206,361
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 80","Chatham",5,5,63,67,14,35,1,190,408
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 81","Chatham",4,0,79,64,10,31,0,188,333
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 82","Chatham",2,0,56,62,9,35,2,166,352
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 83","Chatham",1,0,64,86,7,44,4,206,454
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 84","Chatham",2,1,44,40,5,34,1,127,246
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 85","Chatham",7,3,33,26,7,25,0,101,318
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 86","Chatham",10,2,76,64,6,52,2,212,379
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 87","Chatham",1,0,92,13,5,12,0,123,228
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 88","Chatham",6,2,67,53,17,28,3,176,334
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 89","Chatham",1,1,53,64,12,16,2,149,216
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 90","Chatham",12,3,96,76,8,45,1,241,455
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 91","Chatham",2,1,49,51,2,13,0,118,294
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 92","Chatham",3,2,70,71,10,39,3,198,403
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 93","Chatham",9,0,68,59,6,40,1,183,410
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 94","Chatham",3,1,83,59,8,30,5,189,332
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 95","Chatham",4,0,79,52,5,34,0,174,339
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 96","Chatham",8,0,48,51,6,36,0,149,329
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 97","Chatham",3,0,82,67,5,23,3,183,323
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 98","Chatham",4,0,66,78,8,20,1,177,328
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 99","Chatham",5,1,92,74,7,23,0,202,413
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 100","Chatham",1,0,83,83,10,24,1,202,353
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 101","Chatham",1,1,74,58,3,24,0,161,300
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 102","Chatham",0,0,112,79,7,17,0,215,400
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 103","Chatham-Kent",3,0,97,85,13,18,1,217,377
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 104","Chatham-Kent",1,1,112,45,13,36,1,209,370
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 105","Chatham-Kent",12,2,121,57,9,26,1,228,419
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 106","Chatham-Kent",2,0,90,55,15,18,3,183,358
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 107","Chatham-Kent",7,1,103,46,8,33,0,198,422
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 108","Blenheim",3,2,75,35,7,24,2,148,383
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 109","Blenheim",2,1,52,29,8,19,0,111,327
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 110","Blenheim",7,1,75,50,13,29,0,175,404
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 111","Blenheim",5,3,89,57,13,28,3,198,473
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 112","Blenheim",5,2,108,79,8,35,2,239,430
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 113","Chatham-Kent",9,1,73,36,7,20,4,150,367
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 114","Chatham-Kent",0,0,108,45,12,16,1,182,361
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 115","Blenheim",4,1,106,36,13,36,0,196,417
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 116","Blenheim",3,2,73,75,10,42,0,205,413
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 117","Blenheim",3,1,61,55,12,41,1,174,393
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 118","Blenheim",2,1,82,54,12,24,0,175,393
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 119","Chatham-Kent",2,0,99,70,6,24,1,202,343
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 120","Chatham",2,1,39,37,2,20,0,101,274
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 121","Chatham",4,4,40,31,8,31,0,118,325
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 122","Chatham",9,0,68,29,7,34,0,147,316
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 123","Chatham",3,3,37,35,4,51,2,135,411
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 124","Chatham",3,0,35,29,5,26,0,98,213
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 125","Chatham",3,2,67,99,4,32,0,207,367
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 126","Chatham",6,0,84,69,14,33,1,207,462
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 127","Chatham",4,5,100,80,6,37,1,233,481
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 128","Chatham",2,1,96,52,10,41,0,202,459
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 129","Chatham",2,0,57,57,14,33,0,163,373
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 130","Chatham",2,1,86,85,11,31,4,220,424
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 131","Chatham",5,0,63,73,14,43,1,199,342
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 132","Chatham",8,2,74,68,8,39,1,200,431
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 133","Chatham",7,1,55,48,10,48,2,171,444
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 134","Chatham",2,2,59,51,10,36,1,161,443
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 135","Chatham-Kent",1,2,44,23,5,11,2,88,215
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 136","Chatham-Kent",4,1,90,52,1,33,2,183,333
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 137","Chatham-Kent",3,1,146,38,10,28,1,227,367
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 138","Chatham-Kent",1,1,93,63,10,33,0,201,327
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 139","Chatham-Kent",5,1,100,63,3,23,1,196,388
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 140","Chatham-Kent",6,1,111,59,7,32,2,218,436
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 141","Chatham-Kent",2,0,72,42,5,13,0,134,249
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 142","Chatham-Kent",4,0,95,46,16,28,1,190,437
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 143","Chatham-Kent",4,2,89,68,12,39,1,215,444
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 144","Chatham-Kent",4,2,115,52,9,20,0,202,318
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 145","Lakeshore",0,2,102,51,11,49,2,217,408
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 146","Lakeshore",4,4,108,46,9,57,2,230,449
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 147","Lakeshore",6,2,72,52,7,42,3,184,398
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 148","Lakeshore",4,5,77,43,4,46,0,179,341
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 149","Chatham-Kent",5,2,80,42,5,24,5,163,298
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 150","Tilbury",2,1,75,36,2,26,3,145,299
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 151","Tilbury",6,1,50,24,2,32,1,116,260
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 152","Tilbury",2,1,70,42,2,35,0,152,384
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 153","Tilbury",1,2,51,42,5,25,0,126,387
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 154","Chatham-Kent",3,2,75,39,4,22,2,147,315
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 155","Chatham-Kent",1,0,73,35,7,25,3,144,288
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 156","Chatham-Kent",5,0,118,35,9,33,0,200,429
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 157","Chatham-Kent",6,0,95,38,6,24,2,171,324
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 158","Lakeshore",6,0,138,78,9,39,0,270,580
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 159","Chatham-Kent",2,1,90,30,5,20,0,148,311
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 160","Lakeshore",1,0,118,51,8,23,0,201,446
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 161","Tilbury",4,2,54,26,9,19,0,114,258
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 162","Tilbury",2,0,103,32,13,50,0,200,449
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 163","Tilbury",3,5,72,43,11,31,1,166,377
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 164","Tilbury",6,5,88,62,3,21,1,186,355
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 165","Tilbury",2,1,84,47,2,21,0,157,323
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 166","Chatham-Kent",5,2,94,74,13,34,2,224,481
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 167","Chatham-Kent",4,1,123,29,9,12,0,178,360
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 168","Lakeshore",2,2,66,44,3,33,1,151,276
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 169","Lakeshore",9,1,85,61,11,56,4,227,438
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 170","Lakeshore",9,4,98,44,12,43,0,210,436
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 171","Lakeshore",9,0,133,40,3,20,2,207,451
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 172","Chatham-Kent",5,0,114,46,4,23,0,192,451
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 173","Mersea",4,3,128,28,8,11,0,182,444
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 174","Wheatley",5,1,113,53,8,23,0,203,506
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 175","Mersea",3,2,133,21,7,12,0,178,339
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 176","Mersea",1,0,107,36,5,18,0,167,342
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 177","Mersea",3,0,179,27,4,25,1,239,424
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 178","Mersea",1,1,136,35,3,10,0,186,337
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 179","Mersea",3,0,141,39,3,8,4,198,398
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 180","Chatham-Kent",6,0,124,42,12,24,2,210,448
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 181","Wheatley",2,0,97,26,13,14,1,153,369
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 182","Wheatley",7,0,112,44,3,19,1,186,442
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 183","Chatham-Kent",3,0,84,47,9,25,0,168,376
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 184","Wheatley",4,1,105,43,11,23,1,188,450
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 185","Mersea",0,0,114,28,3,14,2,161,353
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 186","Mersea",4,0,129,39,5,12,2,191,430
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 187","Mersea",1,0,118,32,7,7,4,169,399
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 188","Leamington",6,0,81,62,7,21,0,177,486
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 189","Leamington",2,0,59,35,6,22,2,126,339
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 190","Leamington",6,0,96,35,6,14,2,159,377
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 191","Leamington",7,2,95,72,8,29,8,221,525
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 192","Leamington",0,3,107,65,3,21,1,200,487
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 193","Leamington",4,2,99,49,7,32,2,195,429
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 194","Leamington",0,3,62,71,11,12,1,160,435
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 195","Leamington",10,1,62,45,6,19,3,146,440
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 196","Leamington",2,4,77,61,6,18,4,172,451
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 197","Leamington",2,0,51,76,5,23,0,157,418
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 198","Leamington",1,1,87,57,5,19,2,172,471
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 199","Leamington",10,0,125,101,2,20,4,262,530
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 200","Leamington",3,0,89,33,10,29,2,166,430
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 201","Leamington",3,1,107,69,12,32,2,226,544
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 202","Leamington",4,1,100,68,6,24,2,205,466
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 203","Leamington",3,1,99,30,5,17,2,157,389
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 204","Leamington",3,0,129,49,3,22,2,208,415
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 205","Leamington",9,0,98,57,6,26,2,198,520
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 206","Leamington",3,2,112,35,22,12,3,189,472
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 207","Leamington",3,2,90,58,0,13,3,169,421
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 208","Leamington",3,0,86,34,9,24,0,156,418
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 209","Leamington",3,1,71,74,0,19,5,173,405
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 210","Leamington",4,2,115,81,6,14,0,222,460
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 211","Leamington",9,2,79,66,5,22,0,183,448
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 212","Leamington",4,1,59,45,4,21,1,135,373
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 213","Leamington",3,0,113,37,5,14,7,179,395
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 214","Leamington",5,1,108,81,7,14,7,223,471
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 215","Leamington",5,1,67,55,6,26,0,160,405
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 216","Mersea",3,2,149,34,4,18,0,210,402
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 217","Mersea",2,1,140,46,6,9,1,205,433
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 218","Leamington",6,1,144,93,13,43,3,303,591
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 219","Leamington",2,1,75,80,3,16,2,179,366
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 220","Leamington",1,3,107,60,5,18,0,194,413
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 221","Leamington",1,1,115,73,7,23,0,220,454
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 222","Mersea",5,2,103,40,14,12,1,177,394
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 223","Leamington",1,0,88,48,1,19,0,157,306
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 224","Pelee Island",1,1,45,26,10,9,0,92,171
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 400","Chatham-Kent",0,3,22,26,6,10,10,77,207
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 401","Chatham-Kent",2,0,15,25,3,10,0,55,95
35017,"Chatham-Kent--Leamington/Chatham-Kent--Leamington"," 402","Chatham-Kent",2,0,44,50,4,6,3,109,145
