Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Garnett Genuis,Patrick McElrea,Laura Sanderson,Aidan Theroux,Ron Thiering,Darren Villetard,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 25","Fort Saskatchewan",111,0,3,10,10,0,0,134,349
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 26","Fort Saskatchewan",118,0,4,21,12,3,1,159,377
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 27","Fort Saskatchewan",175,2,10,26,6,4,0,223,455
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 28","Fort Saskatchewan",210,1,5,38,16,4,1,275,595
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 29","Fort Saskatchewan",165,0,3,31,25,3,3,230,477
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 30","Fort Saskatchewan",162,0,2,28,9,4,2,207,420
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 31","Fort Saskatchewan",67,0,3,16,5,2,0,93,309
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 32","Fort Saskatchewan",177,0,2,27,19,6,1,232,486
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 33","Fort Saskatchewan",89,1,0,17,21,2,1,131,406
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 34","Fort Saskatchewan",208,0,6,30,33,7,1,285,655
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 35","Fort Saskatchewan",204,1,2,33,21,5,0,266,548
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 36","Fort Saskatchewan",137,1,3,29,15,3,0,188,431
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 37","Fort Saskatchewan",138,0,1,8,3,1,0,151,343
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 38","Fort Saskatchewan",180,1,2,36,20,3,0,242,500
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 39","Fort Saskatchewan",216,0,4,36,12,2,0,270,566
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 40","Fort Saskatchewan",186,1,3,32,15,4,0,241,497
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 41","Strathcona County",118,0,0,8,11,3,0,140,324
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 42","Josephburg",126,1,3,12,9,3,1,155,318
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 43A","Fort Saskatchewan",91,0,5,26,10,3,1,136,353
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 43B","Fort Saskatchewan",66,2,2,19,4,4,0,97,296
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 44A","Fort Saskatchewan",131,4,7,24,4,1,0,171,389
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 44B","Fort Saskatchewan",132,1,4,19,9,4,0,169,379
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 45","Fort Saskatchewan",256,2,4,23,11,5,1,302,611
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 46","Fort Saskatchewan",91,0,1,17,3,4,0,116,275
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 47A","Strathcona County",165,2,6,22,22,5,0,222,407
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 47B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,47
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 48","Uncas",114,0,5,15,26,4,0,164,352
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 49","Sherwood Park",147,0,6,33,16,4,0,206,361
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 50","Sherwood Park",124,0,3,33,18,4,0,182,337
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 51","Sherwood Park",160,1,1,56,30,1,0,249,472
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 52","Sherwood Park",156,0,5,53,34,5,0,253,471
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 53","Akenside",225,1,6,38,41,7,0,318,587
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 54","Akenside",118,1,3,14,18,6,0,160,419
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 55","Akenside",181,1,8,44,24,4,2,264,583
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 56","Sherwood Park",140,2,5,30,20,5,2,204,421
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 57A","Akenside",132,0,4,32,30,2,4,204,364
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 57B","Akenside",126,0,6,37,32,3,1,205,394
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 58","Akenside",244,0,6,38,47,2,3,340,601
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 59","Akenside",227,2,10,47,35,5,1,327,577
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 60","Sherwood Park",148,0,4,49,38,3,1,243,565
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 61","Sherwood Park",204,2,6,47,39,2,0,300,539
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 62","Ardrossan",128,2,5,19,15,5,0,174,332
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 63","Ardrossan",145,0,3,15,17,1,2,183,347
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 64","Ardrossan",124,0,2,10,10,2,2,150,286
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 65","Strathcona County",121,0,3,15,14,2,0,155,348
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 66","Sherwood Park",107,0,5,19,15,0,0,146,393
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 67","Sherwood Park",232,0,6,36,27,3,0,304,566
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 68","Sherwood Park",220,0,3,42,47,3,0,315,629
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 69","Sherwood Park",166,1,3,32,29,3,1,235,489
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 70","Sherwood Park",204,0,3,46,31,2,0,286,554
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 71","Sherwood Park",208,1,10,28,34,4,2,287,570
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 72","Ardrossan",107,5,2,20,5,3,0,142,303
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 73","Sherwood Park",203,0,7,23,26,2,0,261,511
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 74","Sherwood Park",194,0,6,36,32,4,0,272,549
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 75","Sherwood Park",234,1,9,33,23,3,0,303,554
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 76","Sherwood Park",171,1,3,35,39,1,0,250,480
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 77","Sherwood Park",185,2,7,55,29,2,2,282,496
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 78","Sherwood Park",186,3,6,29,32,6,1,263,450
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 79","Sherwood Park",132,0,1,29,19,0,1,182,364
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 80","Sherwood Park",224,0,6,34,22,7,2,295,530
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 81","Sherwood Park",169,1,5,18,28,1,1,223,472
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 82","Sherwood Park",127,0,2,16,20,3,3,171,405
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 83","Sherwood Park",202,0,7,40,35,5,1,290,547
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 84","Sherwood Park",162,2,5,18,15,3,0,205,349
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 85","Sherwood Park",218,1,4,33,24,1,2,283,486
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 86","Sherwood Park",161,0,7,40,29,2,0,239,415
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 87","Sherwood Park",132,1,4,41,23,1,1,203,403
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 88","Sherwood Park",189,0,8,34,48,4,2,285,457
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 89","Sherwood Park",140,0,3,47,44,6,1,241,413
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 90","Sherwood Park",161,0,8,37,29,0,1,236,364
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 91","Sherwood Park",176,1,8,41,24,5,3,258,453
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 92","Sherwood Park",164,1,8,44,34,6,1,258,455
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 93","Sherwood Park",165,0,10,35,54,3,0,267,426
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 94","Sherwood Park",176,2,7,43,30,6,0,264,428
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 95","Sherwood Park",163,0,8,42,39,4,3,259,427
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 96","Sherwood Park",181,2,10,45,49,3,3,293,473
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 97","Sherwood Park",171,0,6,39,39,5,3,263,439
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 98","Sherwood Park",179,0,5,40,29,9,1,263,412
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 99","Sherwood Park",188,3,9,46,42,5,0,293,495
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 100","Sherwood Park",121,0,7,44,24,4,1,201,338
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 101","Sherwood Park",185,1,8,50,44,2,0,290,566
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 102","Sherwood Park",146,0,4,27,27,2,0,206,411
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 103","Sherwood Park",167,2,3,40,25,5,3,245,509
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 104","Sherwood Park",194,0,2,41,43,7,0,287,502
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 105","Sherwood Park",188,2,0,21,32,4,0,247,429
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 106","Sherwood Park",162,0,3,43,34,4,2,248,403
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 107","Sherwood Park",121,1,6,41,19,2,0,190,372
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 108","Sherwood Park",136,1,9,41,39,7,3,236,433
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 109","Sherwood Park",154,4,7,32,21,9,1,228,417
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 110","Sherwood Park",159,1,7,35,18,6,0,226,388
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 111","Sherwood Park",175,2,8,42,28,9,2,266,454
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 112","Sherwood Park",134,0,4,17,21,0,1,177,303
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 113","Sherwood Park",189,1,5,42,26,6,2,271,427
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 114","Sherwood Park",156,2,4,35,39,5,0,241,396
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 115","Sherwood Park",129,1,7,34,13,10,1,195,392
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 116","Sherwood Park",176,0,5,64,35,4,0,284,472
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 117","Sherwood Park",135,0,18,41,28,6,2,230,449
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 118","Sherwood Park",161,1,3,25,25,4,1,220,436
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 119","Sherwood Park",148,0,5,52,29,6,1,241,442
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 120","Sherwood Park",100,0,4,33,23,7,0,167,297
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 121","Sherwood Park",110,0,5,37,26,4,0,182,362
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 122","Sherwood Park",114,3,6,25,17,0,1,166,358
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 123","Sherwood Park",153,1,9,37,31,2,0,233,564
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 124","Sherwood Park",114,3,6,33,11,4,0,171,328
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 125","Sherwood Park",122,0,1,23,24,1,0,171,325
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 126","Sherwood Park",180,3,8,32,42,2,0,267,487
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 127","Sherwood Park",103,1,1,18,13,2,1,139,303
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 128","Sherwood Park",197,0,1,36,28,4,2,268,480
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 129","Sherwood Park",224,2,3,51,39,2,0,321,520
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 130","Sherwood Park",181,1,5,30,28,3,1,249,430
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 131","Sherwood Park",170,0,4,23,33,2,0,232,459
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 132","Sherwood Park",151,1,2,31,27,2,3,217,405
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 133","Ardrossan",185,1,10,15,15,6,1,233,446
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 134","Ardrossan",141,1,4,12,8,4,0,170,341
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 135","Ardrossan",115,1,5,26,6,3,0,156,326
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 136","Sherwood Park",179,3,5,60,30,2,1,280,503
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 137","Sherwood Park",178,4,5,38,20,5,2,252,403
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 138","Sherwood Park",135,3,6,44,22,5,1,216,391
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 139","Sherwood Park",171,2,11,44,41,5,1,275,454
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 140","Sherwood Park",162,2,6,35,27,5,0,237,397
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 141","Sherwood Park",151,0,6,54,36,4,2,253,436
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 142","Sherwood Park",124,2,0,38,13,2,1,180,297
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 143","Sherwood Park",159,0,3,30,36,0,0,228,393
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 144","Sherwood Park",107,4,1,16,28,3,0,159,317
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 145","Sherwood Park",150,1,2,16,23,0,0,192,355
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 146","Sherwood Park",173,0,7,41,36,5,0,262,503
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 147","Sherwood Park",146,1,10,53,28,4,2,244,418
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 148","Sherwood Park",191,0,0,31,17,1,1,241,416
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 149","Wyeclif",175,0,1,18,13,2,1,210,338
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 150","Sherwood Park",156,3,3,48,41,9,1,261,473
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 151","Sherwood Park",168,2,10,47,37,4,3,271,439
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 152","Sherwood Park",186,3,6,34,22,5,2,258,418
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 153","Sherwood Park",194,2,7,36,24,2,0,265,410
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 154","Sherwood Park",201,4,8,47,22,4,1,287,499
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 155","Sherwood Park",179,3,4,22,31,1,0,240,463
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 156","Sherwood Park",117,1,1,31,20,1,2,173,351
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 157","Sherwood Park",159,0,2,44,40,2,0,247,464
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 158","Sherwood Park",135,2,1,13,21,5,2,179,313
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 159","Sherwood Park",174,2,2,44,29,4,0,255,499
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 160","Sherwood Park",158,0,0,28,33,5,0,224,413
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 161","Sherwood Park",175,0,1,32,16,3,0,227,395
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 162","Sherwood Park",200,0,3,38,35,0,0,276,474
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 163","Sherwood Park",161,0,3,28,39,3,0,234,492
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 164","Sherwood Park",139,1,3,21,31,3,0,198,417
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 165A","Whitecroft",Merged with No./Fusionné avec le n°166A,,,,,,,,52
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 165B","Whitecroft",Merged with No./Fusionné avec le n°166B,,,,,,,,37
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 166A","Whitecroft",207,1,3,23,27,6,1,268,468
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 166B","Whitecroft",175,1,7,24,27,3,1,238,478
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 167","Sherwood Park",142,1,4,23,14,2,2,188,408
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 168","Sherwood Park",153,1,3,34,11,3,0,205,353
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 169","Sherwood Park",179,0,4,16,28,10,0,237,444
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 170","Sherwood Park",244,1,3,50,28,4,2,332,595
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 171","Sherwood Park",159,1,4,51,33,7,0,255,464
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 172","Sherwood Park",156,0,6,18,26,5,0,211,409
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 173","Sherwood Park",186,0,6,35,33,3,2,265,457
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 174","Sherwood Park",169,1,5,26,29,3,0,233,404
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 175","Sherwood Park",140,0,4,40,41,7,1,233,399
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 176","Whitecroft",169,1,4,37,37,7,1,256,579
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 177","Whitecroft",102,1,5,11,24,0,0,143,307
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 178","Whitecroft",112,1,6,15,14,5,1,154,338
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 179","Ardrossan",200,0,18,24,16,9,1,268,448
48032,"Sherwood Park--Fort Saskatchewan/Sherwood Park--Fort Saskatchewan"," 180","Ardrossan",134,0,2,22,14,2,0,174,323
