Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Taylor Bachrach,Dave Birdi,Jody Craven,Danny Nunes,Claire Rattée,Merv Ritchie,Mike Sawyer,Rod Taylor,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 20","Gitanyow 1",85,10,1,0,3,1,21,4,0,125,178
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 21","Metlakatla",43,1,1,0,4,0,1,0,0,50,49
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 22","Fort Babine",25,2,0,0,0,0,4,2,0,33,40
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 23","Kispiox 1",123,8,0,1,3,1,39,5,1,181,438
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 24","Dodge Cove",11,0,2,0,3,0,2,0,0,18,38
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 25","Glen Vowell",43,3,0,1,3,1,19,0,0,70,166
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 26","Prince Rupert",90,24,2,0,36,2,22,4,0,180,539
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 27","Prince Rupert",100,16,5,0,42,2,12,1,3,181,469
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 28","Prince Rupert",100,24,5,2,37,0,8,2,0,178,479
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 29","Prince Rupert",85,63,2,0,70,1,16,7,2,246,533
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 30","Prince Rupert",97,23,3,1,47,1,16,1,3,192,439
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 31","Prince Rupert",85,37,2,0,33,1,15,1,2,176,395
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 32","Prince Rupert",107,18,4,2,40,0,16,4,1,192,554
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 33","Prince Rupert",100,22,3,0,50,0,19,1,1,196,500
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 34","Prince Rupert",136,18,2,2,40,0,17,13,2,230,501
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 35","Prince Rupert",98,22,1,1,52,1,16,3,0,194,455
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 36","Prince Rupert",114,29,0,2,49,3,21,9,3,230,473
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 37","Prince Rupert",97,9,4,0,12,0,19,3,0,144,489
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 38","Prince Rupert",105,9,2,2,19,0,14,5,1,157,431
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 39","Prince Rupert",72,25,1,0,58,1,14,2,0,173,359
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 40","Prince Rupert",74,13,2,0,29,1,7,1,2,129,310
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 41","Prince Rupert",97,30,0,0,45,0,15,2,1,190,444
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 42","Prince Rupert",90,21,0,0,41,4,10,1,3,170,405
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 43","Prince Rupert",109,24,0,2,29,3,11,1,1,180,419
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 44","Prince Rupert",85,20,2,0,31,1,10,3,2,154,366
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 45","Prince Rupert",86,37,2,2,46,4,10,3,2,192,395
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 46","Prince Rupert",111,18,2,0,35,0,9,2,1,178,450
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 47","Hazelton",73,3,4,0,22,1,21,1,0,125,286
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 48","Hazelton",75,3,1,0,6,1,15,1,0,102,227
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 49","Hazelton",85,12,1,0,3,1,18,2,1,123,251
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 50","South Hazelton",35,4,1,0,20,0,17,4,0,81,212
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 51","Gitwangak",144,9,3,2,8,0,22,3,1,192,500
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 52","Rosswood",33,10,1,0,27,0,8,1,0,80,141
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 53","Oona River",9,0,0,0,2,0,0,0,0,11,13
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 54","Gitwangak",41,16,1,0,49,1,19,3,1,131,220
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 55","Port Edward",99,20,4,0,65,3,20,5,0,216,401
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 56","Gitsegukla 1",147,12,2,1,2,0,15,2,0,181,346
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 57","Skidegate 1",201,17,5,2,4,2,58,0,15,304,605
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 58A","Queen Charlotte City",Merged with No./Fusionné avec le n°59A,,,,,,,,,,122
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 58B","Queen Charlotte City",Merged with No./Fusionné avec le n°59B,,,,,,,,,,135
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 59A","Queen Charlotte City",89,22,0,0,21,2,32,1,0,167,250
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 59B","Queen Charlotte City",106,21,3,0,11,0,39,1,1,182,266
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 60","South Hazelton",29,11,0,1,36,1,24,8,2,112,305
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 61","New Hazelton",52,18,2,1,27,1,23,7,2,133,299
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 62","New Hazelton",70,14,0,1,25,0,28,5,0,143,375
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 63","Terrace",89,31,8,0,115,3,18,6,4,274,495
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 64","Terrace",101,31,6,0,82,0,11,6,0,237,434
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 65","Terrace",123,42,11,0,128,1,19,2,4,330,588
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 66","Terrace",81,48,3,0,109,0,12,1,0,254,500
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 67","Terrace",102,31,4,1,89,1,15,3,0,246,467
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 68","Terrace",92,23,2,1,78,0,14,6,0,216,414
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 69","Moricetown 1",160,12,1,1,12,1,25,25,1,238,479
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 70","Takla Landing",41,9,0,0,3,1,5,0,0,59,147
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 71","Kitsumkaylum 1",143,12,3,0,26,1,11,7,0,203,373
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 72","Sandspit",66,16,1,1,46,0,32,1,0,163,266
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 73","Terrace",107,46,3,2,110,0,12,4,1,285,532
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 74","Terrace",100,37,4,2,105,0,9,8,3,268,476
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 75","Terrace",80,33,2,1,74,1,19,10,2,222,467
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 76","Terrace",95,27,2,0,64,1,17,6,2,214,470
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 77","Terrace",100,36,6,0,54,1,15,6,2,220,510
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 78","Terrace",74,40,3,1,57,0,7,4,0,186,416
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 79","Terrace",95,26,1,2,39,2,10,5,1,181,478
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 80","Terrace",95,19,3,0,54,0,14,3,0,188,425
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 81","Kitkatla",26,5,3,3,2,0,6,0,0,45,238
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 82","Terrace",66,19,8,2,70,2,12,6,0,185,460
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 83","Kitimat-Stikine C (Part 1)",96,42,11,1,60,0,12,2,2,226,498
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 84","Terrace",75,18,3,2,26,2,9,2,0,137,384
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 85","Terrace",72,22,2,1,39,1,7,2,4,150,414
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 86","Terrace",79,20,11,0,62,1,15,4,1,193,364
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 87","Terrace",72,30,7,0,42,0,3,7,2,163,421
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 88","Bulkley-Nechako A",69,21,8,0,54,0,11,24,1,188,326
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 89","Thornhill",53,13,0,0,71,1,11,2,0,151,323
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 90","Thornhill",78,16,5,2,66,2,7,1,0,177,455
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 91","Thornhill",73,38,6,6,82,2,13,0,0,220,455
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 92","Thornhill",53,18,11,0,84,0,18,6,0,190,420
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 93","Thornhill",51,16,6,1,74,0,4,1,1,154,350
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 94","Thornhill",68,23,1,0,43,3,6,1,0,145,356
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 95","Thornhill",65,24,3,0,77,0,4,1,0,174,305
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 96","Thornhill",56,18,10,0,75,0,9,2,0,170,349
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 97","Thornhill",61,27,6,2,93,0,18,4,1,212,448
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 98","Thornhill",83,23,9,0,80,1,8,3,0,207,441
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 99","Evelyn",66,12,5,1,99,0,16,20,1,220,486
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 100","Bulkley-Nechako A",57,21,0,1,107,0,17,22,2,227,484
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 101","Bulkley-Nechako A",59,21,0,1,89,0,12,16,0,198,465
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 102","Smithers",73,25,4,1,112,0,13,14,5,247,643
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 103","Bulkley-Nechako A",58,20,5,0,119,1,10,23,1,237,487
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 104","Smithers",113,27,5,0,85,1,16,14,0,261,511
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 105","Smithers",72,20,6,0,54,1,25,18,0,196,501
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 106","Smithers",105,20,1,1,52,0,18,12,0,209,519
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 107","Smithers",121,9,6,0,55,2,16,11,2,222,587
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 108","Bulkley-Nechako A",77,12,2,1,91,0,17,30,1,231,467
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 109","Smithers",83,5,1,0,93,1,19,7,0,209,493
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 110","Bulkley-Nechako A",77,12,11,1,96,0,17,7,0,221,473
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 111","Usk",100,21,3,0,66,0,18,3,0,211,425
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 112","Germansen Landing",1,0,1,1,12,2,6,0,0,23,38
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 113","Lakelse Lake",42,17,2,0,60,2,2,1,0,126,249
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 114","Kitimat",66,38,9,0,86,0,6,2,3,210,499
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 115","Kitimat",63,19,2,5,77,0,8,1,0,175,378
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 116","Kitimat",75,37,7,2,82,0,6,3,2,214,433
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 117","Kitimat",55,36,7,0,94,0,0,3,0,195,419
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 118","Kitimat",57,30,10,3,88,0,1,2,3,194,439
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 119","Kitimat",93,66,4,1,97,0,12,7,3,283,504
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 120","Kitimat",47,33,12,1,91,0,3,2,2,191,492
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 121","Kitimat",70,38,10,2,71,0,8,4,1,204,409
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 122","Bulkley-Nechako A",52,6,1,0,85,0,10,16,2,172,417
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 123","Telkwa",71,14,9,0,95,0,16,34,0,239,596
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 124","Telkwa",76,20,8,0,147,0,14,34,2,301,543
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 125","Telkwa",62,24,4,1,104,0,13,34,0,242,483
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 126","Telkwa",47,17,3,0,79,0,10,24,0,180,318
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 127","Telkwa",75,16,8,0,114,0,21,34,0,268,465
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 128","Kitimat",56,17,11,0,105,1,5,4,4,203,489
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 129","Kitimat",67,19,7,1,75,0,6,4,0,179,440
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 130","Kitimat",78,34,5,6,72,1,3,0,1,200,431
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 131","Kitimat",86,30,6,3,79,1,12,9,1,227,480
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 132","Kitimat",79,26,6,2,110,2,13,6,6,250,587
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 133","Kitimat Village",146,18,2,1,15,1,8,4,2,197,432
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 134","Tlell",71,8,4,0,19,1,15,0,1,119,196
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 135","Granisle",51,37,6,2,104,0,14,1,5,220,402
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 136","Houston",30,26,7,0,100,1,7,12,0,183,348
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 137","Houston",25,16,3,0,99,0,8,12,0,163,323
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 138","Houston",32,7,1,2,80,0,5,4,4,135,307
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 139","Houston",12,3,0,2,50,0,5,6,1,79,152
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 140","Houston",29,9,2,0,68,0,5,12,1,126,288
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 141","Houston",23,17,4,0,99,0,5,10,0,158,343
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 142","Houston",24,19,4,0,99,0,9,8,0,163,342
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 143","Houston",5,3,0,0,27,0,0,16,1,52,99
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 144","Houston",37,24,8,0,119,0,7,9,4,208,443
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 145","Burns Lake",53,19,8,0,68,0,5,8,1,162,367
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 146","Burns Lake",57,11,0,0,89,0,17,7,1,182,464
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 147","Burns Lake",131,13,0,1,36,2,7,3,2,195,441
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 148","Burns Lake",60,14,3,1,61,0,17,4,0,160,342
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 149","Burns Lake",45,15,3,0,70,1,5,1,1,141,265
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 150","Burns Lake",81,11,5,0,58,0,11,3,0,169,338
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 151","Burns Lake",30,19,4,0,79,0,11,9,0,152,367
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 152","Topley",32,27,4,1,81,0,19,10,0,174,360
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 153","Hartley Bay",37,2,2,0,0,0,3,0,0,44,85
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 154","Topley",63,15,3,0,118,0,9,12,1,221,414
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 155","Tachie",35,21,1,0,7,0,4,0,0,68,133
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 156","Ye Koo Che",4,2,1,0,0,0,1,0,0,8,10
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 157","Burns Lake",12,7,0,0,44,0,7,2,0,72,117
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 158","Wistaria",4,1,0,0,14,0,2,2,0,23,27
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 159","François Lake",50,21,4,0,135,0,20,5,2,237,426
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 160","Fort St. James",44,21,2,1,60,1,16,4,1,150,406
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 161","Fort St. James",35,48,6,1,81,1,15,5,0,192,400
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 162","Fort St. James",46,16,1,0,62,1,12,6,1,145,348
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 163","Fort St. James",44,29,3,0,51,0,12,2,1,142,300
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 164A","Fort St. James",45,15,0,0,35,0,14,5,2,116,265
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 164B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504,,,,,,,,,,12
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 165","Fort St. James",32,31,2,0,28,0,2,0,0,95,410
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 166","Fort St. James",61,33,3,1,63,2,17,0,0,180,548
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 167","Fort St. James",25,7,1,0,33,1,13,2,0,82,225
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 168","Endako",18,7,8,1,50,0,5,3,0,92,198
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 169","Southbank",33,17,0,0,57,1,8,2,1,119,231
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 170","Fraser Lake",30,28,6,1,57,0,3,2,2,129,244
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 171","Fraser Lake",36,10,4,1,62,2,11,2,0,128,324
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 172","Fraser Lake",22,11,2,1,47,2,4,7,1,97,249
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 173","Fraser Lake",48,17,5,0,82,1,9,5,1,168,406
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 174","François Lake",8,11,0,0,27,0,6,0,0,52,130
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 175","Grassy Plains",31,15,7,0,104,0,20,2,1,180,318
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 176","Klemtu",75,6,4,1,5,0,6,2,0,99,197
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 177","Fort Fraser",31,12,10,0,83,0,15,4,0,155,233
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 178","Fort Fraser",56,20,6,1,97,0,19,3,0,202,435
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 179","Ocean Falls",3,3,0,0,2,0,3,0,0,11,27
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 180","Bella Bella 1",122,16,2,0,1,0,9,2,0,152,501
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 181","Bella Bella 1",87,13,0,0,0,0,10,0,0,110,314
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 182A","Bella Coola 1",85,7,3,1,20,0,17,3,1,137,232
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 182B","Bella Coola 1",93,10,2,2,17,1,19,2,0,146,217
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 182C","Bella Coola 1",68,5,1,1,9,0,17,2,3,106,216
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 183A","Bella Coola ",Merged with No./Fusionné avec le n°182A,,,,,,,,,,33
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 183B","Bella Coola ",Merged with No./Fusionné avec le n°182B,,,,,,,,,,40
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 183C","Bella Coola ",Merged with No./Fusionné avec le n°182C,,,,,,,,,,23
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 184A","Bella Coola ",Merged with No./Fusionné avec le n°182A,,,,,,,,,,101
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 184B","Bella Coola ",Merged with No./Fusionné avec le n°182B,,,,,,,,,,80
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 184C","Bella Coola ",Merged with No./Fusionné avec le n°182C,,,,,,,,,,77
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 185","Shearwater",28,12,0,0,4,0,12,0,0,56,77
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 186","Hagensborg",49,13,13,0,39,0,16,4,0,134,263
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 187","Hagensborg",37,12,2,2,32,0,30,2,0,117,253
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 500","Mobile poll/Bureau itinérant",13,3,3,1,6,0,0,0,2,28,33
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 501","Mobile poll/Bureau itinérant",8,8,0,0,5,0,3,1,1,26,42
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 502","Mobile poll/Bureau itinérant",22,16,1,0,13,1,4,4,3,64,106
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 503","Mobile poll/Bureau itinérant",1,2,0,0,8,0,1,2,1,15,26
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 504","Mobile poll/Bureau itinérant",0,9,1,0,6,0,1,2,1,20,5
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 600","Atlin",18,10,1,1,37,0,11,3,0,81,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 601","Dease Lake",21,7,1,1,5,1,2,0,0,38,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 602","Stewart",15,17,1,0,87,0,3,3,0,126,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 603","Aiyansh",74,7,1,1,10,2,7,2,0,104,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 604","Hazelton",51,10,2,0,27,1,20,2,1,114,
59028,"Skeena--Bulkley Valley/Skeena--Bulkley Valley"," 605","Hazelton",107,16,9,4,49,1,36,11,1,234,
