Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Max Chapman,Dave Delisle,Carol Hughes,Le Marquis De Marmalade,Dave Williamson,Heather Wilson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 503","Mobile poll/Bureau itinérant",1,0,23,3,12,14,2,55,106
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 600","Hearst",36,23,195,2,98,291,5,650,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 601","Kapuskasing",20,14,259,4,157,236,6,696,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 602","Smooth Rock Falls",7,19,88,0,47,119,5,285,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 603","Kapuskasing",22,10,241,1,121,182,4,581,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 604","Hornepayne",12,6,79,0,57,34,3,191,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 605","White River",2,5,74,1,24,31,3,140,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 606","Dubreuilville",2,1,61,0,19,20,1,104,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 607","Michipicoten",17,9,185,0,60,70,0,341,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 608","Chapleau",27,9,207,0,79,90,2,414,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 609","Thessalon",16,4,126,0,116,78,3,343,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 610","Desbarats",26,1,54,1,128,50,0,260,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 611","Desbarats",32,8,117,0,183,82,3,425,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 612","Blind River",50,12,324,0,250,270,6,912,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 613","Elliot Lake",34,8,237,0,155,177,3,614,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 614","Elliot Lake",26,1,72,0,68,67,1,235,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 615","Elliot Lake",41,14,377,2,211,209,14,868,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 616","Elliot Lake",7,6,83,0,66,56,3,221,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 617","Massey",28,2,153,0,114,58,0,355,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 618","Espanola",3,0,24,0,10,12,0,49,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 619","Espanola",42,20,281,0,183,240,9,775,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 620","Gore Bay",22,4,121,0,93,59,6,305,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 621","Central Manitoulin",29,9,153,0,111,70,4,376,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing"," 622","Little Current",47,7,199,1,141,81,1,477,
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing",,Group 1/Groupe 1, 6,1,17,0,10,35,4,73,81
35002,"Algoma--Manitoulin--Kapuskasing/Algoma--Manitoulin--Kapuskasing",,Group 2/Groupe 2, 156,38,809,6,416,442,38,1905,
