Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Nick Capra,Lorne Gershuny,Alykhan Pabani,Terry Parker,Adam Pham,Paul Taylor,Arif Virani,Greg Wycliffe,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35081,"Parkdale--High Park/Parkdale--High Park"," 107","Toronto",9,0,1,1,16,73,80,1,10,191,404
35081,"Parkdale--High Park/Parkdale--High Park"," 108","Toronto",8,1,1,1,24,93,79,5,1,213,444
35081,"Parkdale--High Park/Parkdale--High Park"," 109","Toronto",8,2,2,0,18,115,83,0,3,231,553
35081,"Parkdale--High Park/Parkdale--High Park"," 110","Toronto",9,0,0,2,19,76,90,3,3,202,513
35081,"Parkdale--High Park/Parkdale--High Park"," 111","Toronto",23,0,0,1,20,114,110,0,0,268,520
35081,"Parkdale--High Park/Parkdale--High Park"," 112","Toronto",22,0,0,1,30,92,118,2,1,266,444
35081,"Parkdale--High Park/Parkdale--High Park"," 113","Toronto",18,0,1,0,26,108,101,3,0,257,471
35081,"Parkdale--High Park/Parkdale--High Park"," 114","Toronto",16,0,0,1,30,92,109,0,0,248,475
35081,"Parkdale--High Park/Parkdale--High Park"," 115","Toronto",19,0,0,0,22,76,113,0,0,230,477
35081,"Parkdale--High Park/Parkdale--High Park"," 116","Toronto",21,0,0,1,13,131,98,3,1,268,473
35081,"Parkdale--High Park/Parkdale--High Park"," 117","Toronto",12,3,3,4,17,112,90,2,0,243,495
35081,"Parkdale--High Park/Parkdale--High Park"," 118","Toronto",7,2,2,1,93,35,92,2,10,244,444
35081,"Parkdale--High Park/Parkdale--High Park"," 119","Toronto",15,0,2,3,18,143,75,4,0,260,471
35081,"Parkdale--High Park/Parkdale--High Park"," 120","Toronto",9,0,0,0,16,66,130,1,3,225,473
35081,"Parkdale--High Park/Parkdale--High Park"," 121","Toronto",12,0,1,1,8,93,89,2,1,207,453
35081,"Parkdale--High Park/Parkdale--High Park"," 122","Toronto",9,0,1,0,42,75,70,4,0,201,474
35081,"Parkdale--High Park/Parkdale--High Park"," 123","Toronto",6,0,0,0,24,65,87,3,5,190,495
35081,"Parkdale--High Park/Parkdale--High Park"," 124","Toronto",13,0,3,0,16,91,92,0,3,218,545
35081,"Parkdale--High Park/Parkdale--High Park"," 125","Toronto",9,1,1,1,19,84,76,3,1,195,486
35081,"Parkdale--High Park/Parkdale--High Park"," 126","Toronto",13,0,2,1,23,103,91,0,2,235,496
35081,"Parkdale--High Park/Parkdale--High Park"," 127","Toronto",11,0,1,0,63,50,130,0,3,258,473
35081,"Parkdale--High Park/Parkdale--High Park"," 128","Toronto",22,0,0,1,53,45,110,2,2,235,417
35081,"Parkdale--High Park/Parkdale--High Park"," 129","Toronto",13,0,0,1,71,48,98,6,0,237,464
35081,"Parkdale--High Park/Parkdale--High Park"," 130","Toronto",18,1,0,0,27,108,103,1,2,260,494
35081,"Parkdale--High Park/Parkdale--High Park"," 131","Toronto",3,0,0,1,22,65,98,5,2,196,510
35081,"Parkdale--High Park/Parkdale--High Park"," 132","Toronto",5,0,0,0,15,69,111,0,0,200,550
35081,"Parkdale--High Park/Parkdale--High Park"," 133","Toronto",13,0,1,1,18,102,56,0,0,191,415
35081,"Parkdale--High Park/Parkdale--High Park"," 134","Toronto",3,0,0,0,28,85,61,4,2,183,474
35081,"Parkdale--High Park/Parkdale--High Park"," 135","Toronto",18,0,3,0,18,132,74,1,3,249,525
35081,"Parkdale--High Park/Parkdale--High Park"," 136","Toronto",Void/Supprimé,,,,,,,,,,
35081,"Parkdale--High Park/Parkdale--High Park"," 137","Toronto",Void/Supprimé,,,,,,,,,,
35081,"Parkdale--High Park/Parkdale--High Park"," 138","Toronto",Void/Supprimé,,,,,,,,,,
35081,"Parkdale--High Park/Parkdale--High Park"," 139","Toronto",Void/Supprimé,,,,,,,,,,
35081,"Parkdale--High Park/Parkdale--High Park"," 140","Toronto",Void/Supprimé,,,,,,,,,,
35081,"Parkdale--High Park/Parkdale--High Park"," 141","Toronto",11,1,1,0,22,72,96,0,0,203,482
35081,"Parkdale--High Park/Parkdale--High Park"," 142","Toronto",22,0,0,1,16,139,85,0,1,264,483
35081,"Parkdale--High Park/Parkdale--High Park"," 143","Toronto",11,0,2,0,20,101,99,1,0,234,476
35081,"Parkdale--High Park/Parkdale--High Park"," 144","Toronto",10,0,2,1,35,91,81,5,2,227,495
35081,"Parkdale--High Park/Parkdale--High Park"," 145","Toronto",7,0,0,1,26,74,107,3,8,226,495
35081,"Parkdale--High Park/Parkdale--High Park"," 146","Toronto",13,0,1,0,32,102,82,0,0,230,505
35081,"Parkdale--High Park/Parkdale--High Park"," 147","Toronto",3,0,0,0,15,54,110,1,6,189,415
35081,"Parkdale--High Park/Parkdale--High Park"," 148","Toronto",14,1,0,1,20,99,83,0,2,220,495
35081,"Parkdale--High Park/Parkdale--High Park"," 149","Toronto",4,0,0,1,24,97,111,2,0,239,490
35081,"Parkdale--High Park/Parkdale--High Park"," 150","Toronto",6,0,3,2,23,94,97,3,3,231,499
35081,"Parkdale--High Park/Parkdale--High Park"," 151","Toronto",27,0,0,0,51,55,92,5,0,230,445
35081,"Parkdale--High Park/Parkdale--High Park"," 152","Toronto",12,1,0,0,35,53,81,8,3,193,446
35081,"Parkdale--High Park/Parkdale--High Park"," 153","Toronto",9,0,0,2,33,56,101,3,1,205,522
35081,"Parkdale--High Park/Parkdale--High Park"," 154","Toronto",14,0,0,1,77,28,101,0,1,222,454
35081,"Parkdale--High Park/Parkdale--High Park"," 155","Toronto",27,0,0,0,70,28,93,1,0,219,472
35081,"Parkdale--High Park/Parkdale--High Park"," 156A","Toronto",17,0,0,0,53,34,91,2,0,197,302
35081,"Parkdale--High Park/Parkdale--High Park"," 156B","Toronto",20,0,0,0,36,45,102,1,1,205,316
35081,"Parkdale--High Park/Parkdale--High Park"," 157","Toronto",16,0,0,0,41,44,127,1,0,229,346
35081,"Parkdale--High Park/Parkdale--High Park"," 158","Toronto",15,0,0,0,32,55,98,6,1,207,353
35081,"Parkdale--High Park/Parkdale--High Park"," 400","Toronto",3,0,0,0,22,6,42,1,5,79,126
35081,"Parkdale--High Park/Parkdale--High Park"," 401","Toronto",2,0,2,0,9,17,67,0,2,99,183
35081,"Parkdale--High Park/Parkdale--High Park"," 402","Toronto",0,0,0,0,11,16,52,2,2,83,168
35081,"Parkdale--High Park/Parkdale--High Park"," 403","Toronto",3,0,0,0,7,27,100,1,0,138,315
35081,"Parkdale--High Park/Parkdale--High Park"," 404","Toronto",15,3,2,0,42,69,112,6,4,253,453
35081,"Parkdale--High Park/Parkdale--High Park"," 405","Toronto",10,0,0,2,51,69,124,4,4,264,448
35081,"Parkdale--High Park/Parkdale--High Park"," 406","Toronto",12,0,0,0,44,108,124,3,1,292,424
35081,"Parkdale--High Park/Parkdale--High Park"," 407","Toronto",14,0,0,0,34,41,75,4,0,168,289
35081,"Parkdale--High Park/Parkdale--High Park"," 408","Toronto",19,0,0,0,22,57,94,2,3,197,295
35081,"Parkdale--High Park/Parkdale--High Park"," 409","Toronto",8,0,0,0,26,56,48,0,0,138,210
35081,"Parkdale--High Park/Parkdale--High Park"," 410","Toronto",11,0,2,3,18,80,78,7,0,199,320
35081,"Parkdale--High Park/Parkdale--High Park"," 411","Toronto",21,0,0,1,19,53,75,0,1,170,263
35081,"Parkdale--High Park/Parkdale--High Park"," 412","Toronto",4,1,1,0,32,43,167,3,0,251,491
35081,"Parkdale--High Park/Parkdale--High Park"," 413","Toronto",12,0,2,1,42,44,83,3,5,192,303
35081,"Parkdale--High Park/Parkdale--High Park"," 414","Toronto",11,0,2,0,40,47,81,4,0,185,279
35081,"Parkdale--High Park/Parkdale--High Park"," 415","Toronto",11,0,0,0,23,49,84,5,0,172,249
35081,"Parkdale--High Park/Parkdale--High Park"," 416","Toronto",18,0,0,2,37,83,121,1,1,263,386
35081,"Parkdale--High Park/Parkdale--High Park"," 417","Toronto",3,0,0,1,17,28,75,3,0,127,223
35081,"Parkdale--High Park/Parkdale--High Park"," 418","Toronto",11,0,0,0,18,60,84,1,0,174,256
35081,"Parkdale--High Park/Parkdale--High Park"," 419","Toronto",22,0,1,1,39,72,108,9,0,252,373
35081,"Parkdale--High Park/Parkdale--High Park"," 420","Toronto",11,1,2,0,39,39,122,1,0,215,302
35081,"Parkdale--High Park/Parkdale--High Park"," 421","Toronto",2,0,2,1,15,55,106,0,2,183,420
35081,"Parkdale--High Park/Parkdale--High Park"," 422","Toronto",6,1,2,1,28,60,117,1,4,220,443
35081,"Parkdale--High Park/Parkdale--High Park"," 423","Toronto",9,0,0,0,42,29,106,4,1,191,347
35081,"Parkdale--High Park/Parkdale--High Park"," 424","Toronto",7,0,0,0,46,27,99,2,0,181,283
35081,"Parkdale--High Park/Parkdale--High Park"," 425","Toronto",2,3,0,1,27,42,135,0,12,222,425
35081,"Parkdale--High Park/Parkdale--High Park"," 426","Toronto",2,0,1,1,7,6,27,1,0,45,81
35081,"Parkdale--High Park/Parkdale--High Park"," 427","Toronto",7,0,0,0,47,56,150,6,1,267,411
35081,"Parkdale--High Park/Parkdale--High Park"," 428","Toronto",9,0,1,1,27,27,74,3,0,142,246
35081,"Parkdale--High Park/Parkdale--High Park"," 429","Toronto",11,0,0,1,47,35,92,5,3,194,311
35081,"Parkdale--High Park/Parkdale--High Park"," 430","Toronto",10,0,0,0,57,49,118,3,1,238,317
35081,"Parkdale--High Park/Parkdale--High Park"," 431","Toronto",17,0,1,0,54,57,152,3,0,284,422
35081,"Parkdale--High Park/Parkdale--High Park"," 432","Toronto",5,0,0,0,25,22,87,0,0,139,201
35081,"Parkdale--High Park/Parkdale--High Park"," 433","Toronto",17,1,0,0,55,82,162,1,2,320,536
35081,"Parkdale--High Park/Parkdale--High Park"," 434","Toronto",13,1,1,0,70,81,154,1,0,321,541
35081,"Parkdale--High Park/Parkdale--High Park"," 500","Mobile poll/Bureau itinérant",4,0,0,0,3,6,30,1,0,44,121
35081,"Parkdale--High Park/Parkdale--High Park"," 501","Mobile poll/Bureau itinérant",1,0,0,0,8,14,26,0,2,51,134
35081,"Parkdale--High Park/Parkdale--High Park"," 600","York",88,0,0,1,176,236,556,16,3,1076,
35081,"Parkdale--High Park/Parkdale--High Park"," 601","York",94,1,2,0,86,305,554,5,5,1052,
35081,"Parkdale--High Park/Parkdale--High Park"," 602","Toronto",74,0,0,1,110,233,710,9,4,1141,
35081,"Parkdale--High Park/Parkdale--High Park"," 603","Toronto",102,2,1,0,125,478,544,9,4,1265,
35081,"Parkdale--High Park/Parkdale--High Park"," 604","Toronto",32,0,0,2,79,203,293,11,0,620,
35081,"Parkdale--High Park/Parkdale--High Park"," 605","Toronto",42,0,0,2,63,250,318,8,0,683,
35081,"Parkdale--High Park/Parkdale--High Park"," 606","Toronto",75,0,0,0,78,328,380,15,7,883,
35081,"Parkdale--High Park/Parkdale--High Park"," 607","Toronto",121,0,1,1,112,442,546,14,5,1242,
35081,"Parkdale--High Park/Parkdale--High Park"," 608","Toronto",83,0,2,3,188,246,617,18,2,1159,
35081,"Parkdale--High Park/Parkdale--High Park"," 609","Toronto",68,0,0,0,167,153,539,6,1,934,
35081,"Parkdale--High Park/Parkdale--High Park"," 610","Toronto",28,0,1,0,86,85,293,4,2,499,
35081,"Parkdale--High Park/Parkdale--High Park"," 611","Toronto",61,0,2,3,45,427,283,8,3,832,
35081,"Parkdale--High Park/Parkdale--High Park"," 612","Toronto",77,0,1,2,81,458,509,8,1,1137,
35081,"Parkdale--High Park/Parkdale--High Park"," 613","Toronto",43,2,2,5,52,439,473,14,2,1032,
35081,"Parkdale--High Park/Parkdale--High Park"," 614","Toronto",32,2,3,2,68,296,392,12,8,815,
35081,"Parkdale--High Park/Parkdale--High Park"," 615","Toronto",42,0,3,4,76,330,348,13,3,819,
35081,"Parkdale--High Park/Parkdale--High Park",,Group 1/Groupe 1, 19,0,0,1,22,118,203,6,21,390,562
35081,"Parkdale--High Park/Parkdale--High Park",,Group 2/Groupe 2, 159,1,3,3,262,606,964,19,26,2043,
