Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Matthew Chapman,Greg Malone,Kenneth McDonald,Lea Mary Movelle,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10001,"Avalon/Avalon"," 33","Carbonear",56,15,71,40,7,189,441
10001,"Avalon/Avalon"," 34","Paradise",80,4,74,50,3,211,438
10001,"Avalon/Avalon"," 35","Paradise",61,6,78,35,2,182,397
10001,"Avalon/Avalon"," 36","Paradise",56,4,68,54,1,183,475
10001,"Avalon/Avalon"," 37","Paradise",50,5,89,40,0,184,463
10001,"Avalon/Avalon"," 38","Paradise",72,9,135,106,0,322,670
10001,"Avalon/Avalon"," 39","Paradise",79,7,102,82,0,270,597
10001,"Avalon/Avalon"," 40","Paradise",77,7,81,55,1,221,535
10001,"Avalon/Avalon"," 41","Paradise",66,10,101,53,1,231,474
10001,"Avalon/Avalon"," 42","Paradise",96,10,102,63,3,274,596
10001,"Avalon/Avalon"," 43","Paradise",60,12,82,38,1,193,396
10001,"Avalon/Avalon"," 44","Paradise",84,9,88,43,0,224,497
10001,"Avalon/Avalon"," 45","Paradise",58,3,61,52,0,174,330
10001,"Avalon/Avalon"," 46","Paradise",65,16,77,58,3,219,426
10001,"Avalon/Avalon"," 47","Conception Bay South",64,22,100,50,2,238,454
10001,"Avalon/Avalon"," 48","Conception Bay South",51,14,94,66,0,225,460
10001,"Avalon/Avalon"," 49","Paradise",73,9,77,37,1,197,416
10001,"Avalon/Avalon"," 50","Conception Bay South",40,13,119,54,0,226,488
10001,"Avalon/Avalon"," 51","Conception Bay South",67,22,129,51,2,271,545
10001,"Avalon/Avalon"," 52","Conception Bay South",61,11,85,45,0,202,503
10001,"Avalon/Avalon"," 53","Paradise",64,10,89,18,0,181,378
10001,"Avalon/Avalon"," 54","Conception Bay South",49,11,80,44,2,186,381
10001,"Avalon/Avalon"," 55","Conception Bay South",39,7,81,40,0,167,377
10001,"Avalon/Avalon"," 56","Conception Bay South",65,12,97,47,0,221,510
10001,"Avalon/Avalon"," 57","Conception Bay South",57,16,97,61,1,232,521
10001,"Avalon/Avalon"," 58","Conception Bay South",63,17,88,58,2,228,492
10001,"Avalon/Avalon"," 59","Upper Island Cove",58,6,131,30,2,227,444
10001,"Avalon/Avalon"," 60","Upper Island Cove",35,7,84,13,0,139,293
10001,"Avalon/Avalon"," 61","Upper Island Cove",29,3,50,18,0,100,239
10001,"Avalon/Avalon"," 62","Upper Island Cove",91,4,123,42,0,260,464
10001,"Avalon/Avalon"," 63","Harbour Grace South",65,13,123,28,0,229,479
10001,"Avalon/Avalon"," 64","Riverhead--Harbour Grace",32,4,43,19,1,99,224
10001,"Avalon/Avalon"," 65","Bay Roberts",89,7,129,40,3,268,573
10001,"Avalon/Avalon"," 66","Bay Roberts",86,6,83,32,0,207,491
10001,"Avalon/Avalon"," 67","Bay Roberts",84,12,106,42,0,244,483
10001,"Avalon/Avalon"," 68","Bay Roberts",107,8,119,54,1,289,581
10001,"Avalon/Avalon"," 69","Bay Roberts",111,13,164,47,1,336,716
10001,"Avalon/Avalon"," 70","Bay Roberts",75,9,130,29,0,243,559
10001,"Avalon/Avalon"," 71","Blow Me Down--Port de Grave",89,2,92,18,5,206,411
10001,"Avalon/Avalon"," 72","Conception Bay South",51,14,105,54,0,224,489
10001,"Avalon/Avalon"," 73","Conception Bay South",33,12,80,43,0,168,362
10001,"Avalon/Avalon"," 74","Conception Bay South",40,26,85,41,0,192,379
10001,"Avalon/Avalon"," 75","Conception Bay South",54,10,78,48,0,190,389
10001,"Avalon/Avalon"," 76","Conception Bay South",66,10,89,43,2,210,428
10001,"Avalon/Avalon"," 77","Conception Bay South",60,16,140,45,1,262,577
10001,"Avalon/Avalon"," 78","Conception Bay South",75,14,133,59,6,287,567
10001,"Avalon/Avalon"," 79","Conception Bay South",82,28,134,55,1,300,636
10001,"Avalon/Avalon"," 80","Conception Bay South",63,6,106,42,5,222,513
10001,"Avalon/Avalon"," 81","Conception Bay South",60,10,84,70,1,225,583
10001,"Avalon/Avalon"," 82A","Conception Bay South",68,9,99,43,2,221,526
10001,"Avalon/Avalon"," 82B","Mobile poll/Bureau itinérant",23,4,39,4,7,77,66
10001,"Avalon/Avalon"," 83","Conception Bay South",36,5,56,31,0,128,350
10001,"Avalon/Avalon"," 84","Conception Bay South",73,6,102,68,2,251,584
10001,"Avalon/Avalon"," 85","Conception Bay South",60,8,118,86,1,273,596
10001,"Avalon/Avalon"," 86","Conception Bay South",56,9,99,60,0,224,483
10001,"Avalon/Avalon"," 87","Conception Bay South",61,13,113,50,0,237,530
10001,"Avalon/Avalon"," 88","Conception Bay South",44,4,90,43,0,181,422
10001,"Avalon/Avalon"," 89","Conception Bay South",47,7,101,59,4,218,484
10001,"Avalon/Avalon"," 90","Conception Bay South",42,7,90,29,1,169,401
10001,"Avalon/Avalon"," 91","Conception Bay South",49,9,63,51,0,172,462
10001,"Avalon/Avalon"," 92","Conception Bay South",55,18,121,52,5,251,518
10001,"Avalon/Avalon"," 93A","Conception Bay South",79,6,112,52,0,249,526
10001,"Avalon/Avalon"," 93B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502E,,,,,,9
10001,"Avalon/Avalon"," 94","Conception Bay South",78,7,111,41,0,237,478
10001,"Avalon/Avalon"," 95A","Conception Bay South",71,10,85,76,0,242,508
10001,"Avalon/Avalon"," 95B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502B,,,,,,10
10001,"Avalon/Avalon"," 96","Conception Bay South",90,15,109,59,0,273,612
10001,"Avalon/Avalon"," 97","Conception Bay South",56,12,79,48,0,195,439
10001,"Avalon/Avalon"," 98","Cupids",48,5,60,23,2,138,256
10001,"Avalon/Avalon"," 99","Cupids",63,19,59,29,1,171,343
10001,"Avalon/Avalon"," 100","Conception Bay South",82,11,67,56,0,216,456
10001,"Avalon/Avalon"," 101","Conception Bay South",42,19,109,46,0,216,472
10001,"Avalon/Avalon"," 102","Conception Bay South",46,4,70,42,2,164,445
10001,"Avalon/Avalon"," 103","Conception Bay South",107,9,134,65,0,315,624
10001,"Avalon/Avalon"," 104","Conception Bay South",131,14,124,67,2,338,640
10001,"Avalon/Avalon"," 105","Conception Bay South",61,16,117,51,1,246,598
10001,"Avalon/Avalon"," 106","Conception Bay South",59,18,109,51,0,237,481
10001,"Avalon/Avalon"," 107","Tilton",66,8,77,20,0,171,317
10001,"Avalon/Avalon"," 108","Spaniard's Bay",56,5,52,27,0,140,349
10001,"Avalon/Avalon"," 109","Spaniard's Bay",65,4,79,35,1,184,379
10001,"Avalon/Avalon"," 110","Spaniard's Bay",52,21,74,39,0,186,429
10001,"Avalon/Avalon"," 111","Spaniard's Bay",55,10,73,28,1,167,383
10001,"Avalon/Avalon"," 112","Spaniard's Bay",55,4,53,20,0,132,292
10001,"Avalon/Avalon"," 113","Bareneed--The Dock--Black Duck",60,4,57,25,0,146,314
10001,"Avalon/Avalon"," 114","Brigus",61,11,102,40,1,215,417
10001,"Avalon/Avalon"," 115","Georgetown",36,9,43,22,0,110,290
10001,"Avalon/Avalon"," 116","South River",70,6,71,13,0,160,323
10001,"Avalon/Avalon"," 117","South River",50,5,43,18,0,116,204
10001,"Avalon/Avalon"," 118","North River--Otterbury--Birch Hills",41,4,37,11,2,95,217
10001,"Avalon/Avalon"," 119","Clarke's Beach",62,9,71,22,0,164,359
10001,"Avalon/Avalon"," 120","Clarke's Beach",63,3,67,27,0,160,405
10001,"Avalon/Avalon"," 121","Clarke's Beach",106,3,56,26,0,191,471
10001,"Avalon/Avalon"," 122","North River",75,6,106,27,0,214,404
10001,"Avalon/Avalon"," 123","Conception Harbour",103,7,53,21,0,184,345
10001,"Avalon/Avalon"," 124","Conception Harbour",36,6,46,13,0,101,183
10001,"Avalon/Avalon"," 125","Shearstown",91,4,129,29,1,254,632
10001,"Avalon/Avalon"," 126","Shearstown",36,1,56,13,0,106,321
10001,"Avalon/Avalon"," 127","Butlerville",29,3,31,14,0,77,194
10001,"Avalon/Avalon"," 128","Harbour Main--Chapel Cove--Lakeview",63,16,75,21,0,175,350
10001,"Avalon/Avalon"," 129","Harbour Main--Chapel Cove--Lakeview",72,17,105,37,1,232,394
10001,"Avalon/Avalon"," 130","Harbour Main--Chapel Cove--Lakeview",28,7,34,12,0,81,144
10001,"Avalon/Avalon"," 131","Holyrood",73,7,101,44,1,226,470
10001,"Avalon/Avalon"," 132","Holyrood",75,8,95,49,0,227,437
10001,"Avalon/Avalon"," 133","Holyrood",59,14,76,33,0,182,325
10001,"Avalon/Avalon"," 134A","Holyrood",86,9,101,24,0,220,488
10001,"Avalon/Avalon"," 134B","Mobile poll/Bureau itinérant",9,7,27,7,9,59,26
10001,"Avalon/Avalon"," 135","Holyrood",61,6,54,19,0,140,275
10001,"Avalon/Avalon"," 136","Colliers",55,5,72,24,4,160,304
10001,"Avalon/Avalon"," 137","Colliers",53,3,54,12,0,122,246
10001,"Avalon/Avalon"," 138","Marysvale",89,10,61,13,4,177,359
10001,"Avalon/Avalon"," 139","Marysvale",59,5,51,16,0,131,227
10001,"Avalon/Avalon"," 140","Makinsons",99,8,81,51,3,242,516
10001,"Avalon/Avalon"," 141","Mobile",44,9,49,31,0,133,241
10001,"Avalon/Avalon"," 142","Tors Cove",70,17,88,35,2,212,368
10001,"Avalon/Avalon"," 143","Avondale",39,24,29,11,0,103,213
10001,"Avalon/Avalon"," 144","Avondale",60,14,68,24,5,171,326
10001,"Avalon/Avalon"," 145","Bauline East",48,12,63,21,0,144,216
10001,"Avalon/Avalon"," 146","Brigus Junction",40,8,50,12,0,110,200
10001,"Avalon/Avalon"," 147","Cape Broyle",36,6,32,17,4,95,216
10001,"Avalon/Avalon"," 148","Cape Broyle",66,10,111,20,11,218,430
10001,"Avalon/Avalon"," 149","Calvert",34,8,44,30,1,117,182
10001,"Avalon/Avalon"," 150","St. Catherine's",26,4,45,12,0,87,256
10001,"Avalon/Avalon"," 151","Mount Carmel",46,6,119,21,1,193,276
10001,"Avalon/Avalon"," 152","Ferryland",55,11,60,19,8,153,408
10001,"Avalon/Avalon"," 153","Markland",34,7,56,15,0,112,169
10001,"Avalon/Avalon"," 154","Long Harbour",44,11,69,25,0,149,237
10001,"Avalon/Avalon"," 155","Fermeuse--Port Kirwan",41,6,79,38,10,174,343
10001,"Avalon/Avalon"," 156","Colinet",29,6,55,5,0,95,155
10001,"Avalon/Avalon"," 157","Ship Harbour",14,2,40,5,0,61,87
10001,"Avalon/Avalon"," 158","Fox Harbour",38,5,56,10,0,109,208
10001,"Avalon/Avalon"," 159","Riverhead",29,1,55,2,0,87,170
10001,"Avalon/Avalon"," 160","Renews",49,6,65,25,0,145,278
10001,"Avalon/Avalon"," 161","Dunville",60,8,103,17,0,188,384
10001,"Avalon/Avalon"," 162","Dunville",60,9,166,33,0,268,493
10001,"Avalon/Avalon"," 163","St. Joseph's",28,5,69,15,0,117,197
10001,"Avalon/Avalon"," 164","Jerseyside",44,10,58,8,0,120,299
10001,"Avalon/Avalon"," 165","Southeast Placentia",127,9,156,24,13,329,595
10001,"Avalon/Avalon"," 166","Placentia",40,11,73,6,8,138,332
10001,"Avalon/Avalon"," 167","Placentia",48,9,62,19,7,145,385
10001,"Avalon/Avalon"," 168","Freshwater",29,14,42,7,5,97,190
10001,"Avalon/Avalon"," 169","Freshwater",43,8,47,14,3,115,276
10001,"Avalon/Avalon"," 170","North Harbour",8,0,37,4,0,49,62
10001,"Avalon/Avalon"," 171","St. Mary's",61,8,86,11,9,175,441
10001,"Avalon/Avalon"," 172","St. Vincent's-St. Stephen's-Peter's River",30,6,88,8,12,144,291
10001,"Avalon/Avalon"," 173","Patrick's Cove",Merged with No./Fusionné avec le n°181,,,,,,46
10001,"Avalon/Avalon"," 174","Portugal Cove South",20,8,23,10,2,63,109
10001,"Avalon/Avalon"," 175","Gaskiers-Point La Haye",34,0,58,5,0,97,148
10001,"Avalon/Avalon"," 176","Trepassey",24,5,46,5,14,94,214
10001,"Avalon/Avalon"," 177","Trepassey",34,3,47,6,0,90,257
10001,"Avalon/Avalon"," 178","Admirals Beach",17,0,47,4,3,71,123
10001,"Avalon/Avalon"," 179","Branch",41,5,83,3,1,133,195
10001,"Avalon/Avalon"," 180","St. Shotts",18,1,21,1,0,41,65
10001,"Avalon/Avalon"," 181","St. Bride's",42,5,80,9,13,149,287
10001,"Avalon/Avalon"," 182","Point Lance",10,2,38,1,0,51,78
10001,"Avalon/Avalon"," 400","Mobile poll/Bureau itinérant",29,5,56,6,2,98,102
10001,"Avalon/Avalon"," 401","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°400,,,,,,46
10001,"Avalon/Avalon"," 500A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°82B,,,,,,13
10001,"Avalon/Avalon"," 500B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°82B,,,,,,21
10001,"Avalon/Avalon"," 500C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500D,,,,,,73
10001,"Avalon/Avalon"," 500D","Mobile poll/Bureau itinérant",28,1,72,9,4,114,87
10001,"Avalon/Avalon"," 500E","Conception Bay South",Merged with No./Fusionné avec le n°79,,,,,,7
10001,"Avalon/Avalon"," 501A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502E,,,,,,20
10001,"Avalon/Avalon"," 501B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502B,,,,,,10
10001,"Avalon/Avalon"," 501C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502B,,,,,,8
10001,"Avalon/Avalon"," 501D","Conception Bay South",Merged with No./Fusionné avec le n°94,,,,,,1
10001,"Avalon/Avalon"," 502A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502B,,,,,,11
10001,"Avalon/Avalon"," 502B","Mobile poll/Bureau itinérant",18,2,26,4,2,52,17
10001,"Avalon/Avalon"," 502C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°134B,,,,,,14
10001,"Avalon/Avalon"," 502D","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°134B,,,,,,17
10001,"Avalon/Avalon"," 502E","Mobile poll/Bureau itinérant",28,8,40,3,10,89,91
10001,"Avalon/Avalon"," 503A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°134B,,,,,,12
10001,"Avalon/Avalon"," 503B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502E,,,,,,10
10001,"Avalon/Avalon"," 503C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502B,,,,,,15
10001,"Avalon/Avalon"," 504","Mobile poll/Bureau itinérant",18,2,37,4,6,67,111
10001,"Avalon/Avalon"," 505","Mobile poll/Bureau itinérant",10,2,40,3,3,58,72
10001,"Avalon/Avalon"," 600","Victoria",41,3,42,20,0,106,
10001,"Avalon/Avalon"," 601","Carbonear",48,11,82,18,9,168,
10001,"Avalon/Avalon"," 602","Carbonear",67,16,187,36,0,306,
10001,"Avalon/Avalon"," 603","Harbour Grace--Bristol's Hope",85,27,174,33,1,320,
10001,"Avalon/Avalon"," 604","Upper Island Cove",29,3,72,10,0,114,
10001,"Avalon/Avalon"," 605","Spaniard's Bay",62,4,114,24,0,204,
10001,"Avalon/Avalon"," 606","Bay Roberts",149,23,255,68,2,497,
10001,"Avalon/Avalon"," 607","Clarke's Beach",100,20,151,59,4,334,
10001,"Avalon/Avalon"," 608","Conception Bay South",183,34,296,68,4,585,
10001,"Avalon/Avalon"," 609","Upper Gullies",129,36,278,83,11,537,
10001,"Avalon/Avalon"," 610","Conception Bay South",140,55,442,111,2,750,
10001,"Avalon/Avalon"," 611","Conception Bay South",184,73,368,102,0,727,
10001,"Avalon/Avalon"," 612","Paradise",210,30,332,151,0,723,
10001,"Avalon/Avalon"," 613","Conception Bay South",209,33,326,100,1,669,
10001,"Avalon/Avalon"," 614","Avondale",69,21,110,12,1,213,
10001,"Avalon/Avalon"," 615","Holyrood",61,10,115,19,0,205,
10001,"Avalon/Avalon"," 616","Tors Cove",25,4,19,10,0,58,
10001,"Avalon/Avalon"," 617","Ferryland",31,8,69,7,3,118,
10001,"Avalon/Avalon"," 618","St. Joseph's",17,2,52,7,0,78,
10001,"Avalon/Avalon"," 619","Placentia",80,0,153,29,14,276,
10001,"Avalon/Avalon"," 620","St. Bride's",29,3,38,2,0,72,
10001,"Avalon/Avalon"," 621","Trepassey",27,1,35,2,1,66,
10001,"Avalon/Avalon",,Group 1/Groupe 1, 18,6,29,8,3,64,48
10001,"Avalon/Avalon",,Group 2/Groupe 2, 508,107,636,145,31,1427,
