Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Colette Amram Ducharme,Guillaume Côté,Jean-Christophe Cusson,Gérard Deltell,Jeanne-Paule Desgagnés,Sandra Mara Riedo,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 43","Québec",9,7,39,66,26,4,3,154,346
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 44","Québec",15,5,30,80,29,6,5,170,401
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 45","Québec",12,4,24,71,22,1,3,137,335
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 46","Québec",8,6,38,78,35,7,4,176,343
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 47","Québec",21,9,40,133,58,14,3,278,520
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 48","Québec",13,7,45,118,46,3,9,241,544
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 49","Québec",10,7,31,110,50,3,4,215,465
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 50","Québec",10,3,6,90,43,5,4,161,384
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 51","Québec",10,6,22,101,52,7,3,201,425
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 52","Québec",24,5,78,93,71,14,5,290,549
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 53","Québec",18,11,47,82,39,17,2,216,346
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 54","Québec",25,8,55,77,72,7,5,249,415
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 55","Québec",22,5,32,77,40,15,0,191,516
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 56","Village-des-Hurons",11,2,33,46,21,1,5,119,448
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 57","Québec",5,0,41,41,42,7,2,138,384
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 58","Québec",8,3,24,43,26,8,2,114,323
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 59","Québec",11,3,36,72,35,12,2,171,415
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 60","Québec",21,2,21,50,26,5,1,126,390
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 61","Québec",18,5,26,72,24,10,4,159,483
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 62","Québec",7,13,35,104,28,4,5,196,455
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 63","Québec",16,7,41,118,44,9,2,237,477
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 64","Québec",18,7,32,122,36,8,4,227,453
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 65","Québec",13,1,21,100,34,9,2,180,370
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 66","Québec",18,6,37,112,36,9,6,224,569
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 67","Québec",17,4,43,94,31,4,0,193,518
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 68","Québec",13,1,25,59,30,3,3,134,301
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 69","Québec",20,3,52,134,44,8,5,266,534
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 70","Québec",15,1,37,60,43,10,5,171,360
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 71","Québec",12,3,50,99,32,5,3,204,437
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 72","Québec",20,5,69,77,63,11,4,249,509
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 73","Québec",19,3,30,71,47,3,4,177,384
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 74A","Québec",13,2,31,88,51,9,3,197,402
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 74B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°79B,,,,,,,,19
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 74C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°79B,,,,,,,,40
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 75","Québec",18,6,46,88,69,5,2,234,464
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 76","Québec",34,7,48,84,38,14,4,229,475
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 77","Québec",21,3,51,88,32,16,6,217,432
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 78","Québec",19,5,36,68,32,7,4,171,436
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 79A","Québec",16,5,39,94,55,8,4,221,454
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 79B","Mobile poll/Bureau itinérant",0,2,24,33,15,0,4,78,94
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 80","Québec",12,12,47,59,46,7,3,186,421
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 81","Québec",13,5,49,57,37,8,0,169,390
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 82","Québec",18,4,52,54,61,7,2,198,465
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 83","Québec",20,4,53,71,47,3,9,207,428
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 84","Québec",21,1,59,68,43,10,2,204,439
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 85","Québec",17,3,51,55,36,3,4,169,348
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 86A","Québec",5,2,38,60,38,4,3,150,366
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 86B","Québec",20,5,50,49,45,4,3,176,371
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 87","Québec",5,0,32,36,26,6,1,106,290
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 88","Québec",22,3,59,70,48,4,6,212,499
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 89","Québec",11,5,49,78,58,5,2,208,587
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 90","Québec",9,5,61,83,36,2,2,198,478
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 91","Québec",1,2,8,13,11,2,0,37,94
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 92","Québec",13,3,51,45,41,8,4,165,477
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 93","Québec",15,11,40,86,65,15,0,232,510
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 94","Québec",12,2,45,48,48,5,2,162,337
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 95","Québec",14,6,29,78,41,5,2,175,381
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 96","Québec",6,3,13,43,24,2,3,94,347
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 97","Québec",19,4,34,77,49,12,0,195,501
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 98","Québec",27,5,28,49,19,12,7,147,529
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 99","Québec",13,2,27,82,48,3,4,179,374
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 100","Québec",16,2,27,55,32,2,3,137,383
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 101","Québec",15,7,54,80,55,16,4,231,514
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 102","Québec",21,4,52,69,30,3,3,182,331
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 103","Québec",17,6,51,114,72,6,0,266,567
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 104","Québec",8,7,67,96,52,3,1,234,472
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 105","Québec",20,7,63,91,40,9,2,232,466
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 106","Québec",10,5,46,44,29,5,0,139,358
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 107","Québec",15,0,40,101,30,11,2,199,385
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 108","Québec",15,5,68,83,52,9,2,234,428
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 109","Québec",20,0,36,82,40,4,5,187,380
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 110","Québec",24,0,40,51,35,5,1,156,322
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 111","Québec",15,8,55,83,44,13,3,221,481
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 112","Québec",14,8,26,120,48,14,5,235,453
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 113","Québec",16,4,41,76,50,3,4,194,348
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 114","Québec",11,4,33,94,42,8,5,197,351
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 115","Québec",22,5,28,54,48,7,5,169,464
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 116","Québec",14,3,22,86,48,4,4,181,460
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 117","Québec",22,4,48,73,38,2,5,192,376
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 118","Québec",19,3,50,87,38,12,4,213,484
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 119A","Québec",10,0,33,60,32,6,2,143,397
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 119B","Québec",2,1,32,30,36,1,0,102,179
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 120A","Québec",13,3,53,47,39,7,3,165,384
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 120B","Québec",7,9,38,47,28,4,0,133,348
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 121","Québec",11,3,43,65,37,4,2,165,417
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 122","Québec",13,7,38,77,17,5,2,159,301
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 123","Québec",26,4,51,51,41,12,0,185,440
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 124","Québec",21,8,52,59,29,14,5,188,419
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 125","Québec",20,2,32,30,22,2,7,115,281
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 126","Québec",29,7,45,122,56,15,7,281,573
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 127","Québec",9,6,37,108,40,0,4,204,360
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 128","Québec",16,2,53,101,48,6,1,227,494
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 129","Québec",23,6,29,91,50,6,9,214,421
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 130","Québec",17,6,20,65,41,10,0,159,378
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 131","Québec",16,1,43,84,50,11,5,210,449
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 132","Québec",19,2,32,109,43,7,1,213,389
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 133","Québec",24,7,30,102,45,10,6,224,464
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 134","Québec",8,7,14,112,23,8,8,180,399
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 135","Québec",9,8,18,95,23,2,5,160,321
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 136","Québec",12,12,23,93,56,8,5,209,461
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 137","Québec",8,8,35,88,45,10,4,198,410
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 138","Québec",10,3,28,61,29,2,1,134,317
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 139","Québec",11,0,29,87,35,10,2,174,329
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 140","Québec",12,7,49,88,46,8,6,216,444
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 141","Québec",15,5,33,68,26,7,0,154,319
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 142","Québec",25,5,38,51,43,9,5,176,464
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 143","Québec",18,1,15,34,34,8,1,111,304
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 144","Québec",6,0,25,66,38,4,2,141,327
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 145","Québec",27,16,46,154,49,9,4,305,587
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 146","Québec",20,4,49,108,37,7,7,232,504
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 147","Québec",28,9,61,108,59,16,5,286,689
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 148","Québec",20,9,41,103,25,6,3,207,466
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 149","Québec",15,2,42,102,27,8,1,197,431
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 150","Québec",9,2,39,111,35,8,4,208,442
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 151","Québec",10,0,35,80,38,3,1,167,402
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 152","Québec",12,4,18,76,33,4,1,148,336
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 153","Québec",11,5,22,65,28,3,1,135,302
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 154","Québec",12,2,30,103,43,9,5,204,399
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 155","Québec",17,3,20,85,36,8,2,171,364
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 156","Québec",10,2,35,69,25,1,4,146,329
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 157","Québec",14,4,26,74,31,10,3,162,329
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 158","Québec",22,6,38,98,57,6,2,229,575
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 159","Québec",11,5,32,118,58,9,7,240,586
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 160","Québec",9,1,44,23,27,8,2,114,293
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 161","Québec",24,3,42,66,36,5,1,177,408
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 162","Québec",18,4,40,85,55,9,3,214,435
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 163A","Québec",16,0,23,63,34,6,2,144,319
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 163B","Québec",10,0,24,69,24,3,1,131,321
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 164","Québec",13,5,27,49,29,5,4,132,408
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 165","Québec",17,7,47,108,45,2,2,228,470
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 166","Québec",14,3,29,48,31,5,1,131,399
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 167","L'Ancienne-Lorette",14,4,32,112,41,13,2,218,366
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 168","L'Ancienne-Lorette",20,2,42,113,39,5,4,225,407
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 169","L'Ancienne-Lorette",19,4,40,97,53,5,2,220,424
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 170","L'Ancienne-Lorette",22,1,31,97,63,7,6,227,383
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 171","L'Ancienne-Lorette",10,5,54,88,53,6,4,220,421
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 172","L'Ancienne-Lorette",14,8,36,98,45,9,6,216,406
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 173","L'Ancienne-Lorette",18,1,33,52,38,6,5,153,339
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 174","L'Ancienne-Lorette",6,5,24,67,46,4,2,154,315
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 175","L'Ancienne-Lorette",21,10,39,97,40,6,3,216,425
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 176","Québec",14,4,37,91,37,8,6,197,433
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 177","Québec",17,6,25,116,41,11,1,217,582
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 178","Québec",15,7,26,97,44,5,8,202,441
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 179","Québec",8,12,20,57,32,3,4,136,355
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 180","Québec",15,9,23,97,51,4,1,200,520
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 181","Québec",9,1,15,71,16,3,4,119,324
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 182","Québec",10,3,24,69,19,4,1,130,401
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 183","Québec",9,1,31,80,42,5,5,173,506
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 184","Québec",16,4,28,98,38,8,3,195,437
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 185","Québec",17,1,28,92,20,9,1,168,405
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 186","Québec",21,9,34,109,35,10,8,226,517
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 187","Québec",17,5,20,91,25,4,6,168,367
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 188","Québec",11,3,25,65,15,8,2,129,336
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 189","Québec",8,12,18,80,16,3,2,139,350
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 190","Québec",16,4,27,74,35,8,6,170,428
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 191","Québec",18,12,50,152,30,12,2,276,581
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 192","Québec",23,13,50,111,48,15,8,268,542
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 193","Québec",12,6,26,100,48,5,2,199,460
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 194","L'Ancienne-Lorette",18,1,63,95,32,8,2,219,431
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 195","L'Ancienne-Lorette",20,3,40,98,48,12,4,225,462
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 196","L'Ancienne-Lorette",13,2,36,79,41,5,0,176,378
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 197","L'Ancienne-Lorette",9,6,37,50,39,6,4,151,415
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 198","L'Ancienne-Lorette",9,4,43,95,32,9,6,198,393
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 199","L'Ancienne-Lorette",11,5,44,70,26,7,5,168,381
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 200","L'Ancienne-Lorette",18,2,48,83,50,10,4,215,438
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 201","L'Ancienne-Lorette",19,4,27,72,40,3,4,169,323
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 202","L'Ancienne-Lorette",15,8,39,76,36,5,6,185,391
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 203","L'Ancienne-Lorette",10,4,41,48,33,4,0,140,317
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 204","L'Ancienne-Lorette",19,4,50,78,53,8,2,214,432
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 205","L'Ancienne-Lorette",6,6,32,71,46,9,4,174,381
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 206","L'Ancienne-Lorette",13,4,29,51,42,10,2,151,346
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 207","L'Ancienne-Lorette",11,1,33,74,39,9,3,170,368
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 208","L'Ancienne-Lorette",15,1,34,63,42,4,5,164,379
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 209A","L'Ancienne-Lorette",7,8,37,58,47,7,9,173,368
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 209B","L'Ancienne-Lorette",Merged with No./Fusionné avec le n°407,,,,,,,,83
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 210","L'Ancienne-Lorette",18,3,25,49,37,8,0,140,343
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 211","L'Ancienne-Lorette",16,4,25,48,32,8,3,136,343
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 212","L'Ancienne-Lorette",6,0,37,41,34,2,0,120,367
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 213A","L'Ancienne-Lorette",8,3,30,66,44,6,3,160,314
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 213B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502A,,,,,,,,34
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 214","L'Ancienne-Lorette",13,1,39,73,45,4,3,178,352
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 215","L'Ancienne-Lorette",11,1,31,78,27,8,6,162,382
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 216","L'Ancienne-Lorette",10,4,32,36,21,8,3,114,346
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 217","L'Ancienne-Lorette",11,2,17,46,27,2,9,114,350
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 400","Québec",1,2,51,28,25,3,6,116,207
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 401","Québec",0,2,103,44,41,2,7,199,218
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 402","Québec",3,2,71,82,48,2,11,219,265
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 403","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,,67
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 404","Québec",0,4,63,57,26,1,11,162,207
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 405","Québec",1,1,47,52,22,1,14,138,166
24045,"Louis-Saint-Laurent/Louis-Saint-Laurent"," 406","Québec",5,3,101,98,61,1,13,282,403
