Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Julie Benoît,Gary Charles,Dana Chevalier,Ralston Coelho,Victoria de Martigny,Ann Francis,Milan Kona-Mancini,Francis Scarpaleggia,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 51","Pierrefonds",17,2,23,0,2,30,2,107,0,183,483
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 52","Pierrefonds",12,0,14,0,1,31,6,78,2,144,341
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 53","Pierrefonds",23,1,21,0,4,41,10,113,2,215,470
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 54","Pierrefonds",7,3,22,0,0,24,7,86,2,151,372
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 55","Pierrefonds",7,6,15,0,4,29,4,80,0,145,381
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 56","Pierrefonds",7,3,19,0,1,28,14,102,3,177,388
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 57","Pierrefonds",12,1,25,0,0,24,14,92,2,170,393
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 58","Pierrefonds",12,1,23,0,0,18,5,51,1,111,351
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 59","Kirkland",5,1,22,0,0,23,12,89,1,153,379
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 60","Kirkland",6,1,14,0,0,19,6,70,0,116,346
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 61","Kirkland",8,7,13,0,1,30,6,103,1,169,421
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 62","Kirkland",7,1,15,1,0,31,10,99,0,164,361
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 63","Kirkland",4,2,30,0,2,34,15,96,0,183,428
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 64","Kirkland",6,0,13,0,0,28,6,87,0,140,385
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 65","Kirkland",8,1,26,0,0,39,8,96,0,178,462
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 66","Pointe-Claire",8,7,27,0,1,37,15,156,3,254,564
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 67","Pointe-Claire",5,3,36,0,0,20,13,110,2,189,534
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 68","Pointe-Claire",7,2,37,0,1,28,19,107,5,206,437
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 69","Pointe-Claire",7,2,15,0,2,14,19,70,1,130,387
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 70","Pointe-Claire",5,1,23,0,0,27,10,111,1,178,443
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 71","Pointe-Claire",7,1,9,0,2,14,10,82,2,127,366
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 72","Pointe-Claire",9,3,24,0,1,20,24,88,2,171,350
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 73","Pointe-Claire",8,1,27,0,1,33,21,122,1,214,455
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 74","Pointe-Claire",13,4,19,0,1,14,7,81,0,139,365
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 75","Pierrefonds",5,1,34,0,1,35,4,140,5,225,527
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 76","Pierrefonds",6,4,30,0,0,17,10,108,2,177,351
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 77","Pierrefonds",25,3,16,0,0,24,16,106,1,191,412
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 78","Pierrefonds",12,3,16,0,1,29,9,78,1,149,387
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 79","Pierrefonds",9,6,24,0,0,31,3,88,4,165,378
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 80","Pierrefonds",14,3,19,0,0,24,9,99,0,168,377
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 81","Pierrefonds",33,0,27,0,2,35,10,119,1,227,429
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 82","Kirkland",4,4,21,0,1,30,12,113,2,187,477
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 83","Kirkland",6,2,20,0,0,30,11,85,1,155,316
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 84","Kirkland",9,3,19,0,2,32,16,124,1,206,512
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 85","Kirkland",6,3,18,0,2,29,12,95,1,166,336
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 86","Kirkland",7,0,24,0,1,40,14,120,3,209,421
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 87","Kirkland",3,1,11,0,0,13,8,107,2,145,414
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 88","Kirkland",8,1,16,0,1,31,6,79,0,142,310
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 89","Kirkland",2,6,18,0,0,31,10,108,0,175,403
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 90","Kirkland",5,1,25,0,0,22,11,114,0,178,418
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 91","Kirkland",10,4,12,0,0,32,9,90,0,157,321
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 92","Kirkland",9,0,14,1,2,19,12,94,1,152,339
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 93","Kirkland",10,0,31,0,1,28,10,91,0,171,392
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 94","Kirkland",7,5,19,0,1,18,13,128,1,192,391
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 95","Kirkland",7,1,11,0,2,22,12,83,0,138,336
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 96","Kirkland",6,1,21,0,1,25,2,100,1,157,404
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 97","Kirkland",6,2,20,0,0,41,4,96,0,169,384
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 98","Pierrefonds",14,3,24,0,4,33,3,82,1,164,361
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 99","Pierrefonds",9,2,15,0,0,39,5,65,1,136,407
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 100","Pierrefonds",12,1,22,0,0,37,7,66,1,146,368
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 101","Pierrefonds",2,2,30,0,2,46,7,104,3,196,486
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 102","Pierrefonds",16,1,22,0,0,22,3,101,0,165,365
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 103","Pierrefonds",12,1,22,1,1,61,17,109,1,225,533
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 104","Pierrefonds",17,3,21,0,0,69,7,132,1,250,619
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 105","Pierrefonds",18,2,18,0,4,21,5,67,0,135,377
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 106","Pierrefonds",13,3,25,0,1,58,3,110,0,213,528
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 107","Pierrefonds",28,0,14,0,1,27,5,73,1,149,366
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 108","Pierrefonds",5,8,25,0,2,33,8,97,3,181,416
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 109","Pierrefonds",10,1,32,0,0,58,6,167,1,275,590
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 110","Pierrefonds",10,1,39,0,1,31,16,141,1,240,499
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 111","Pierrefonds",6,1,23,0,0,25,4,97,1,157,390
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 112","Pierrefonds",8,2,16,0,1,32,5,113,2,179,395
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 113","Pointe-Claire",3,1,15,0,1,9,11,65,0,105,258
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 114","Beaconsfield",4,1,25,0,0,41,14,123,0,208,367
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 115","Beaconsfield",12,3,23,0,1,48,15,153,0,255,480
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 116","Beaconsfield",7,0,39,0,1,27,10,111,2,197,401
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 117","Beaconsfield",6,4,29,0,1,31,31,125,1,228,414
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 118","Beaconsfield",6,7,24,0,3,32,8,145,3,228,447
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 119","Kirkland",8,1,33,0,2,30,12,114,2,202,410
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 120","Kirkland",10,6,24,0,2,26,11,119,0,198,420
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 121","Kirkland",8,5,15,0,2,18,5,90,0,143,378
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 122A","Pointe-Claire",9,3,12,0,0,18,7,105,0,154,404
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 122B","Pointe-Claire",8,3,8,0,1,10,9,88,0,127,414
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 123","Pointe-Claire",13,1,39,0,2,20,17,109,1,202,442
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 124","Pointe-Claire",5,6,38,0,2,26,30,94,3,204,431
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 125","Pointe-Claire",14,1,24,0,0,28,21,110,0,198,381
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 126","Pointe-Claire",3,1,23,0,2,42,33,130,1,235,408
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 127","Pointe-Claire",18,0,16,0,3,19,14,119,0,189,418
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 128","Pointe-Claire",9,1,31,0,0,34,23,125,4,227,472
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 129","Kirkland",12,3,18,0,0,25,7,84,0,149,342
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 130","Kirkland",10,1,15,1,0,42,7,103,2,181,410
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 131","Kirkland",2,1,23,0,0,27,7,99,0,159,397
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 132","Kirkland",8,0,19,0,2,36,11,129,0,205,422
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 133","Kirkland",8,0,20,1,0,47,8,87,0,171,355
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 134","Kirkland",4,1,11,0,0,24,5,82,1,128,279
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 135","Beaconsfield",6,0,27,0,2,24,10,113,2,184,410
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 136","Beaconsfield",9,4,45,0,1,22,22,127,1,231,459
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 137","Beaconsfield",12,4,17,0,1,17,8,102,0,161,433
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 138","Beaconsfield",6,2,24,0,1,27,14,125,1,200,410
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 139","Beaconsfield",5,4,23,0,3,37,11,90,1,174,417
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 140","Beaconsfield",7,6,32,0,2,19,18,106,0,190,403
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 141","Beaconsfield",4,1,24,1,1,31,20,128,3,213,430
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 142","Kirkland",7,4,19,0,1,55,18,131,1,236,461
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 143","Kirkland",10,2,14,0,0,33,10,125,0,194,390
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 144","Kirkland",8,4,23,1,4,44,8,130,0,222,374
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 145","Kirkland",6,1,26,0,2,38,12,145,2,232,416
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 146","Kirkland",4,1,22,0,0,30,8,129,3,197,391
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 147","Beaconsfield",5,3,36,1,1,41,11,154,0,252,448
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 148","Kirkland",3,5,16,0,1,17,10,92,2,146,296
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 149","Kirkland",8,3,10,0,3,33,9,102,0,168,354
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 150","Beaconsfield",3,2,29,0,1,50,8,162,0,255,510
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 151","Beaconsfield",10,7,33,0,3,42,19,142,2,258,469
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 152","Beaconsfield",6,3,24,0,0,25,16,109,0,183,346
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 153","Beaconsfield",4,3,15,0,0,23,13,83,2,143,324
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 154","Beaconsfield",15,5,26,0,3,53,10,149,0,261,475
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 155","Beaconsfield",5,9,37,0,4,44,12,100,1,212,421
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 156","Beaconsfield",7,1,10,0,1,43,19,92,0,173,375
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 157","Pointe-Claire",6,0,21,0,1,21,19,103,1,172,366
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 158","Pointe-Claire",9,0,21,0,1,19,16,105,1,172,377
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 159","Pointe-Claire",11,4,36,0,3,26,27,108,3,218,405
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 160","Pointe-Claire",17,4,27,0,0,20,29,91,1,189,396
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 161","Pointe-Claire",14,4,41,0,4,21,29,94,0,207,387
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 162","Pointe-Claire",22,4,14,0,1,14,13,86,1,155,334
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 163","Beaconsfield",10,3,27,0,1,30,32,110,1,214,385
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 164","Beaconsfield",11,3,18,0,2,17,24,90,0,165,352
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 165","Beaconsfield",9,5,32,0,3,22,18,101,0,190,336
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 166","Beaconsfield",9,0,16,1,0,28,24,99,2,179,380
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 167","Beaconsfield",11,4,25,0,1,16,7,108,0,172,354
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 168","Beaconsfield",16,2,11,0,2,39,19,99,0,188,401
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 169","Beaconsfield",7,1,14,0,1,25,16,74,0,138,320
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 170","Beaconsfield",10,1,17,0,2,28,16,89,0,163,358
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 171","Sainte-Anne-de-Bellevue",19,1,39,0,9,39,9,141,2,259,408
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 172","Sainte-Anne-de-Bellevue",11,2,33,0,0,35,5,133,3,222,378
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 173","Sainte-Anne-de-Bellevue",17,3,42,0,3,19,15,133,1,233,367
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 174","Sainte-Anne-de-Bellevue",5,2,38,0,0,46,10,127,0,228,420
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 175","Beaconsfield",3,8,40,0,2,30,12,126,0,221,398
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 176","Beaconsfield",4,1,27,0,0,9,26,108,1,176,359
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 177","Beaconsfield",8,1,31,0,2,18,25,109,0,194,380
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 178","Beaconsfield",9,1,20,0,1,32,30,111,0,204,381
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 179","Beaconsfield",13,2,22,0,1,16,13,102,0,169,378
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 180","Beaconsfield",13,2,30,0,0,21,17,115,2,200,351
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 181","Beaconsfield",3,2,21,0,1,17,23,107,1,175,353
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 182","Beaconsfield",10,0,20,0,1,28,12,127,0,198,398
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 183","Beaconsfield",4,1,10,0,0,35,24,109,0,183,436
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 184","Senneville",11,4,23,0,0,30,25,104,0,197,415
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 185","Sainte-Anne-de-Bellevue",8,2,41,0,2,7,22,73,2,157,357
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 186","Senneville",17,2,29,0,4,15,17,101,1,186,424
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 187","Sainte-Anne-de-Bellevue",13,2,45,0,1,15,20,70,1,167,362
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 188","Sainte-Anne-de-Bellevue",16,3,36,0,1,21,19,87,6,189,431
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 189","Sainte-Anne-de-Bellevue",8,1,54,0,3,13,24,74,3,180,424
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 190","Sainte-Anne-de-Bellevue",25,0,43,0,3,4,13,43,0,131,329
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 191","Baie-d'Urfé",8,0,36,0,1,27,13,59,0,144,352
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 192","Baie-d'Urfé",10,4,19,0,0,38,18,89,0,178,366
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 193","Baie-d'Urfé",8,4,16,0,5,27,5,93,1,159,345
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 194","Baie-d'Urfé",5,1,17,0,0,27,8,72,1,131,278
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 195","Baie-d'Urfé",0,2,20,0,0,25,14,83,2,146,297
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 196","Baie-d'Urfé",6,3,20,0,1,18,15,82,0,145,316
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 197","Baie-d'Urfé",5,1,25,0,0,24,7,67,1,130,293
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 198","Baie-d'Urfé",3,1,12,0,2,24,12,69,3,126,298
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 199","Baie-d'Urfé",8,2,16,0,1,18,15,48,0,108,299
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 400","Pointe-Claire",3,1,3,0,1,16,7,126,7,164,249
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 401","Pointe-Claire",0,0,6,0,0,14,4,97,1,122,145
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 402","Pointe-Claire",1,2,10,0,1,27,8,193,2,244,308
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 403","Pointe-Claire",6,4,11,2,0,16,5,173,2,219,261
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 404","Kirkland",1,4,3,0,2,15,4,125,2,156,193
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 405","Sainte-Anne-de-Bellevue",9,1,3,2,2,8,2,86,6,119,383
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 500","Mobile poll/Bureau itinérant",8,1,5,0,2,14,4,103,12,149,190
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 501","Mobile poll/Bureau itinérant",26,0,6,1,1,14,4,92,8,152,214
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 502","Mobile poll/Bureau itinérant",2,1,4,0,0,16,5,121,1,150,194
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 503","Mobile poll/Bureau itinérant",3,1,12,0,0,16,6,98,2,138,215
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 504","Mobile poll/Bureau itinérant",12,2,10,0,2,14,8,105,3,156,283
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 505","Mobile poll/Bureau itinérant",0,0,4,0,1,10,3,82,7,107,171
24036,"Lac-Saint-Louis/Lac-Saint-Louis"," 600","Pointe-Claire",56,20,160,1,7,176,87,808,3,1318,
