Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Matthew Barton,Kayley Kennedy,Stephen Kotze,Scott Reid,Satinka Schilling,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 17","Mississippi Mills",3,114,23,161,52,1,354,661
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 18","Mississippi Mills",5,51,41,72,40,1,210,448
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 19","Mississippi Mills",2,38,15,84,19,1,159,272
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 20","Mississippi Mills",3,68,31,157,44,1,304,589
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 21A","Lanark",3,38,16,97,20,1,175,283
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 21B","Lanark",Merged with No./Fusionné avec le n°40,,,,,,,15
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 22","Mississippi Mills",7,54,19,90,27,0,197,388
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 23","Mississippi Mills",5,50,16,109,48,0,228,479
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 24","Carleton Place",4,53,14,76,33,0,180,332
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 25","Carleton Place",3,55,18,90,28,2,196,348
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 26","Carleton Place",3,51,36,83,43,0,216,447
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 27","Carleton Place",7,91,30,137,59,0,324,728
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 28","Carleton Place",8,81,36,110,45,2,282,575
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 29","Carleton Place",3,39,17,54,40,0,153,383
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 30","Carleton Place",3,52,25,92,43,0,215,425
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 31","Carleton Place",3,74,14,126,39,0,256,487
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 32","Mississippi Mills",5,49,38,148,33,1,274,402
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 33","Mississippi Mills",4,53,44,175,46,1,323,541
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 34","Ashton Station",2,52,18,95,31,2,200,419
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 35","Ashton Station",5,34,12,109,25,2,187,328
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 36","Ashton Station",2,34,5,72,29,0,142,265
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 37","Franktown",5,38,23,130,25,0,221,428
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 38","Carleton Place",2,58,17,131,41,3,252,462
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 39","Franktown",1,51,17,102,25,4,200,337
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 40","French Line",4,17,20,89,19,0,149,265
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 41","Mississippi Mills",3,54,23,118,20,2,220,394
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 42","Carleton Place",2,51,22,87,36,0,198,402
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 43","Carleton Place",3,49,19,88,34,2,195,446
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 44","Carleton Place",4,54,25,113,35,2,233,454
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 45","Carleton Place",4,44,20,96,31,0,195,415
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 46","Carleton Place",4,46,19,95,50,0,214,406
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 47","Carleton Place",2,58,27,77,46,1,211,480
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 48","McDiarmid's Shore",1,19,12,52,23,0,107,245
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 49","Mississippi Mills",6,47,14,121,34,0,222,438
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 50","Innisville",1,38,12,64,20,0,135,299
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 51","Carleton Place",4,55,27,85,32,1,204,391
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 52","Carleton Place",8,55,26,117,45,1,252,435
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 53","Carleton Place",4,29,10,108,34,4,189,380
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 54","Blacks Corners",4,68,13,128,51,1,265,587
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 55","Carleton Place",9,65,30,177,53,0,334,588
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 56","Beckwith",6,44,14,125,25,0,214,477
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 57","Blacks Corners",0,47,11,105,36,0,199,380
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 58","Blacks Corners",4,47,12,111,32,0,206,403
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 59","Beckwith",4,31,11,71,25,0,142,269
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 60","Beckwith",2,55,12,133,27,3,232,457
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 61","Beckwith",3,53,16,103,30,1,206,461
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 62","Beckwith",1,36,17,84,35,1,174,373
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 63","Lloyd",4,28,8,72,11,0,123,275
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 64","Lloyd",2,16,17,99,22,0,156,365
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 65","Hopetown",3,19,33,76,24,0,155,399
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 66","Beckwith",6,53,20,162,34,0,275,457
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 67","Beckwith",1,33,19,153,35,2,243,387
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 68","Beckwith",7,32,18,90,23,0,170,323
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 69","Coleman's Shore",3,47,20,145,40,4,259,506
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 70","Clyde Forks",3,18,24,53,8,0,106,231
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 71","Lanark Highlands",3,28,18,114,29,0,192,350
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 72","Lanark Highlands",6,27,23,101,13,1,171,298
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 73","Lanark Highlands",8,23,21,98,29,1,180,315
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 74","Lanark Highlands",6,27,36,181,28,3,281,473
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 75","Ferguson Falls",6,41,34,120,29,0,230,413
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 76","Lanark Highlands",3,19,27,61,15,2,127,240
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 77","Innisville",2,29,7,108,22,1,169,324
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 78","Innisville",1,32,10,59,6,0,108,229
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 79","Ferguson Falls",1,26,20,97,18,2,164,312
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 80","McNaughton Shore",2,48,24,134,29,2,239,436
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 81","Drummond",4,36,12,148,25,0,225,505
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 82","Armstrongs Corners",3,27,30,91,31,1,183,313
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 83","Montague",3,31,11,97,18,0,160,273
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 84","Montague",6,36,35,86,24,0,187,309
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 85","Nolans Corners",1,55,8,117,36,2,219,338
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 86","Montague",4,37,17,106,38,4,206,369
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 87","Numogate",3,29,16,112,21,1,182,335
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 88","Numogate",17,22,12,118,21,2,192,326
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 89","Smiths Falls",5,42,19,59,32,1,158,409
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 90","Smiths Falls",5,48,30,61,19,1,164,386
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 91","North Elmsley",6,38,16,127,17,3,207,457
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 92","Kilmarnock",4,13,11,105,22,1,156,376
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 93","Kilmarnock",10,32,19,62,22,0,145,341
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 94","Smiths Falls",5,45,14,89,22,3,178,497
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 95","Smiths Falls",2,24,14,62,33,0,135,375
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 96","Smiths Falls",7,49,25,138,46,0,265,617
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 97","Smiths Falls",6,38,20,111,37,1,213,518
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 98","Smiths Falls",3,36,8,70,21,0,138,357
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 99","Smiths Falls",7,30,8,53,31,0,129,399
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 100","Smiths Falls",1,32,15,68,29,0,145,420
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 101","North Frontenac",4,27,30,105,16,0,182,345
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 102","Watson's Corners",5,11,45,85,13,0,159,374
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 103","North Sherbrooke",3,25,31,113,20,2,194,469
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 104","Glenview",1,45,18,143,39,4,250,418
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 105","Drummond Centre",1,24,18,109,15,0,167,358
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 106","Armstrongs Corners",3,25,11,72,9,0,120,282
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 107","Drummond",1,28,17,91,21,0,158,302
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 108","Port Elmsley",6,23,9,77,11,1,127,251
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 109","Perth",4,76,41,135,27,2,285,634
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 110","Drummond/North Elmsley",5,53,18,134,30,1,241,379
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 111","Smiths Falls",1,48,19,66,36,5,175,411
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 112","Smiths Falls",1,60,23,84,32,0,200,459
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 113","Smiths Falls",3,62,27,106,28,1,227,457
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 114","Smiths Falls",2,73,8,121,34,1,239,526
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 115","Smiths Falls",5,49,17,93,26,2,192,358
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 116","Smiths Falls",3,37,12,89,26,0,167,412
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 117","Smiths Falls",4,38,19,67,32,1,161,366
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 118","Smiths Falls",3,47,13,83,26,0,172,420
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 119","Perth",6,49,54,91,38,2,240,476
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 120","Perth",2,39,40,77,40,1,199,458
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 121","Perth",4,61,41,81,34,10,231,508
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 122","Perth",4,43,25,89,39,5,205,534
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 123","Perth",2,52,31,77,24,0,186,469
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 124","Perth",3,62,66,78,25,3,237,504
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 125","Perth",0,38,36,98,31,0,203,412
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 126","Harper",3,34,29,105,24,0,195,347
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 127","Glen Tay",0,41,25,123,26,1,216,446
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 128","Scotch Line",2,36,38,103,18,0,197,520
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 129","Dalhousie Lake",1,35,42,63,16,2,159,307
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 130","Elmgrove",1,36,20,71,25,0,153,307
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 131","Elmgrove",1,63,24,141,17,0,246,411
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 132","Elmgrove",3,48,35,93,14,0,193,328
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 133","Perth",1,33,34,99,43,3,213,456
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 134","Perth",2,54,30,96,26,1,209,451
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 135","Perth",5,44,27,98,36,0,210,392
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 136","North Elmsley",9,51,32,68,22,0,182,376
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 137","Narrows Locks",3,26,35,38,13,3,118,228
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 138","Fallbrook",0,22,27,70,20,3,142,290
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 139","Brooke",3,19,36,56,18,2,134,290
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 140","Christie Lake",3,22,56,109,16,1,207,439
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 141","North Frontenac",0,32,10,112,11,3,168,245
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 142","North Frontenac",4,30,11,69,11,1,126,249
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 143","Fallbrook",2,20,27,70,16,0,135,289
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 144","Maberly",2,32,30,116,25,3,208,363
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 145","Maberly",4,47,62,120,25,0,258,419
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 146","Narrows Locks",1,22,19,68,16,0,126,222
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 147","Stanleyville",5,39,27,90,40,1,202,347
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 148","Narrows Locks",4,31,28,118,17,2,200,332
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 149","Elm Grove--Narrows Locks",0,27,11,78,17,2,135,219
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 150","Oso",2,30,23,64,20,2,141,310
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 151","Olden",4,13,12,34,20,1,84,260
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 152","Crow Lake",1,50,7,62,18,0,138,400
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 153","North Frontenac",5,52,12,97,31,0,197,311
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 154","North Frontenac",3,44,6,120,23,0,196,336
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 155","Sharbot Lake",4,46,20,61,16,1,148,429
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 156","Oconto",1,26,20,48,18,1,114,304
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 157","Kennebec",2,56,12,76,22,4,172,314
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 158","Bedford",3,48,31,135,35,1,253,426
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 159","Oconto",2,22,8,53,21,0,106,326
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 160","Arden",5,53,23,121,27,3,232,473
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 161","Glendower",0,24,5,29,10,1,69,212
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 162","Parham",4,44,12,98,32,2,192,353
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 163","Hinchinbrooke",0,39,14,56,20,0,129,269
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 164","Glendower",2,56,17,82,26,1,184,444
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 165","Desert Lake",0,24,21,17,12,1,75,258
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 166","Godfrey",1,43,13,73,25,1,156,348
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 167","Hinchinbrooke",4,23,13,62,20,1,123,249
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 168","Piccadilly",1,27,12,38,11,2,91,250
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 169","Perth Road Village",3,73,34,100,24,2,236,457
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 170","Perth Road Village",6,75,31,113,50,2,277,489
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 171","Loughborough",0,67,38,106,28,0,239,455
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 172","Missouri",3,60,22,44,19,0,148,349
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 173","Keelerville",1,51,21,56,25,2,156,318
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 174","Keelerville",1,73,24,50,34,1,183,366
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 175","Battersea",4,62,26,68,32,0,192,350
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 176","South Frontenac",3,51,16,56,29,0,155,310
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 177","Verona",8,61,17,71,41,2,200,490
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 178","Bellrock",5,55,11,62,43,0,176,402
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 179","South Frontenac",1,40,13,51,17,0,122,271
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 180","South Frontenac",3,35,18,55,29,0,140,362
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 181","Kingston",0,96,19,78,35,0,228,383
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 182","Kingston",0,81,13,77,28,3,202,354
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 183","South Frontenac",1,25,10,57,26,0,119,354
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 184","Hartington",6,27,11,86,39,0,169,304
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 185","South Frontenac",2,53,10,21,19,0,105,253
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 186","South Frontenac",2,65,8,42,17,1,135,308
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 187","Milburn",2,41,11,51,24,0,129,286
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 188","South Frontenac",3,66,22,73,28,0,192,409
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 189","Missouri",1,69,24,50,30,0,174,325
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 190","South Frontenac",5,59,18,68,37,2,189,362
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 191","South Frontenac",1,37,18,37,18,0,111,230
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 192","Raiton",1,36,12,57,33,1,140,285
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 193","Sydenham",4,58,22,45,28,0,157,324
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 194","Ida Hill",3,52,24,49,17,0,145,327
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 195","Ida Hill",1,34,4,46,19,0,104,275
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 196","Sunbury",2,61,19,91,36,0,209,378
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 197","Inverary",7,84,33,75,47,2,248,407
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 198","Latimer",3,110,20,103,52,1,289,505
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 199","Latimer",1,83,13,59,25,0,181,349
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 200","Petworth",10,36,17,55,38,2,158,260
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 201","Harrowsmith",8,63,11,88,40,0,210,373
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 202","Petworth",1,53,15,69,36,1,175,317
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 203","Murvale",1,50,14,57,29,0,151,284
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 204","Kingston",5,70,9,106,23,0,213,357
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 205","Kingston",8,81,22,94,36,1,242,441
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 206","Kingston",9,74,23,81,34,6,227,404
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 207","Kingston",2,82,20,60,31,1,196,386
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 208","Raiton",4,66,15,95,35,0,215,371
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 209","Raiton",3,53,15,62,17,0,150,323
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 210","Raiton",2,46,11,54,24,3,140,356
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 211","Davidsons Beach",1,19,4,42,19,0,85,197
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 212","Harrowsmith",9,60,23,79,37,1,209,431
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 213","Murvale",5,54,18,81,41,1,200,394
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 214","Kingston",1,61,16,53,28,3,162,347
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 215","Latimer",0,62,8,49,26,0,145,244
35049,"Lanark--Frontenac--Kingston/Lanark--Frontenac--Kingston"," 216","Kingston",9,83,21,83,53,2,251,432
