Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Leslie Bory,Jeffrey Gallagher,Bob Jonkman,Phil McColeman,Sabrina Sawyer,Danielle Takacs,John The Engineer Turmel,Dave Wrobel,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35013,"Brantford--Brant/Brantford--Brant"," 27","Brant",1,0,27,102,47,47,0,5,0,229,480
35013,"Brantford--Brant/Brantford--Brant"," 28","Brant",1,2,36,112,34,84,0,2,3,274,549
35013,"Brantford--Brant/Brantford--Brant"," 29","Brant",0,0,21,87,41,98,0,0,0,247,498
35013,"Brantford--Brant/Brantford--Brant"," 30","Brant",0,0,25,97,42,88,0,3,0,255,518
35013,"Brantford--Brant/Brantford--Brant"," 31","Brant",1,0,33,115,43,84,0,5,1,282,526
35013,"Brantford--Brant/Brantford--Brant"," 32","Brant",2,0,15,92,26,87,2,3,1,228,433
35013,"Brantford--Brant/Brantford--Brant"," 33","Brant",0,2,30,72,52,79,0,6,0,241,520
35013,"Brantford--Brant/Brantford--Brant"," 34","Brant",1,0,37,124,41,77,0,6,0,286,548
35013,"Brantford--Brant/Brantford--Brant"," 35","Brant",0,0,39,65,61,88,0,5,0,258,520
35013,"Brantford--Brant/Brantford--Brant"," 36","Brantford",1,3,9,109,54,94,1,5,1,277,525
35013,"Brantford--Brant/Brantford--Brant"," 37A","Brantford",0,0,5,57,26,62,0,4,0,154,348
35013,"Brantford--Brant/Brantford--Brant"," 37B","Brantford",0,0,4,53,27,61,0,2,1,148,327
35013,"Brantford--Brant/Brantford--Brant"," 38","Brantford",1,1,7,79,38,89,1,3,3,222,475
35013,"Brantford--Brant/Brantford--Brant"," 39","Brantford",0,2,11,79,80,54,0,3,2,231,472
35013,"Brantford--Brant/Brantford--Brant"," 40","Brantford",0,5,10,78,54,56,1,7,2,213,475
35013,"Brantford--Brant/Brantford--Brant"," 41","Brantford",0,0,10,81,29,68,0,4,0,192,434
35013,"Brantford--Brant/Brantford--Brant"," 42","Brantford",0,0,29,86,34,96,0,5,3,253,490
35013,"Brantford--Brant/Brantford--Brant"," 43","Brantford",0,1,13,71,23,76,1,4,1,190,456
35013,"Brantford--Brant/Brantford--Brant"," 44","Brantford",1,0,8,95,64,103,0,3,2,276,529
35013,"Brantford--Brant/Brantford--Brant"," 45","Brantford",0,0,7,71,65,108,1,4,1,257,528
35013,"Brantford--Brant/Brantford--Brant"," 46","Brantford",0,3,12,69,68,74,1,6,1,234,482
35013,"Brantford--Brant/Brantford--Brant"," 47","Brantford",0,3,21,121,34,112,0,6,0,297,539
35013,"Brantford--Brant/Brantford--Brant"," 48","Brantford",0,2,11,96,59,95,1,6,1,271,521
35013,"Brantford--Brant/Brantford--Brant"," 49","Brantford",0,0,9,103,36,101,1,4,1,255,526
35013,"Brantford--Brant/Brantford--Brant"," 50","Brant",0,3,12,101,45,85,0,2,0,248,510
35013,"Brantford--Brant/Brantford--Brant"," 51","Brantford",3,2,19,90,44,84,1,3,1,247,547
35013,"Brantford--Brant/Brantford--Brant"," 52","Brant",0,2,15,94,79,83,1,5,2,281,498
35013,"Brantford--Brant/Brantford--Brant"," 53","Brantford",0,0,12,106,62,89,0,3,0,272,536
35013,"Brantford--Brant/Brantford--Brant"," 54","Brantford",0,0,4,108,46,111,0,0,3,272,481
35013,"Brantford--Brant/Brantford--Brant"," 55","Brantford",0,2,11,101,48,102,1,3,2,270,459
35013,"Brantford--Brant/Brantford--Brant"," 56","Brantford",0,1,21,125,35,90,1,7,2,282,447
35013,"Brantford--Brant/Brantford--Brant"," 57","Brantford",0,1,16,108,45,70,2,1,0,243,463
35013,"Brantford--Brant/Brantford--Brant"," 58","Brantford",2,0,14,96,53,88,0,6,1,260,452
35013,"Brantford--Brant/Brantford--Brant"," 59","Brantford",0,2,11,127,49,83,0,8,2,282,465
35013,"Brantford--Brant/Brantford--Brant"," 60","Brantford",0,2,4,84,33,73,1,6,4,207,464
35013,"Brantford--Brant/Brantford--Brant"," 61A","Brantford",0,0,7,59,37,71,1,3,3,181,425
35013,"Brantford--Brant/Brantford--Brant"," 61B","Brantford",0,2,12,64,33,59,0,6,2,178,446
35013,"Brantford--Brant/Brantford--Brant"," 62","Brantford",0,1,9,89,52,89,1,4,2,247,536
35013,"Brantford--Brant/Brantford--Brant"," 63","Brantford",0,3,10,89,47,87,0,9,0,245,473
35013,"Brantford--Brant/Brantford--Brant"," 64","Brantford",0,0,12,106,55,85,1,0,0,259,554
35013,"Brantford--Brant/Brantford--Brant"," 65","Brantford",1,0,8,106,58,109,2,8,1,293,546
35013,"Brantford--Brant/Brantford--Brant"," 66","Brantford",1,1,19,101,36,74,0,7,4,243,467
35013,"Brantford--Brant/Brantford--Brant"," 67","Brantford",1,1,20,87,69,62,1,5,2,248,522
35013,"Brantford--Brant/Brantford--Brant"," 68","Brantford",1,3,10,101,73,53,2,3,0,246,595
35013,"Brantford--Brant/Brantford--Brant"," 69","Brantford",1,2,13,49,74,51,3,7,2,202,485
35013,"Brantford--Brant/Brantford--Brant"," 70","Brantford",2,5,15,95,62,64,0,2,2,247,578
35013,"Brantford--Brant/Brantford--Brant"," 71","Brantford",0,5,21,85,62,64,1,8,4,250,536
35013,"Brantford--Brant/Brantford--Brant"," 72","Brantford",1,1,14,115,31,74,1,5,2,244,479
35013,"Brantford--Brant/Brantford--Brant"," 73","Brantford",0,2,8,77,44,65,1,5,1,203,523
35013,"Brantford--Brant/Brantford--Brant"," 74","Brantford",1,2,7,71,47,62,0,4,0,194,422
35013,"Brantford--Brant/Brantford--Brant"," 75","Brantford",0,3,9,90,34,54,0,2,0,192,477
35013,"Brantford--Brant/Brantford--Brant"," 76","Brantford",1,0,11,77,60,56,1,6,0,212,433
35013,"Brantford--Brant/Brantford--Brant"," 77","Brantford",0,0,14,77,60,72,0,8,1,232,529
35013,"Brantford--Brant/Brantford--Brant"," 78","Brantford",0,3,11,119,54,76,0,6,3,272,519
35013,"Brantford--Brant/Brantford--Brant"," 79","Brantford",0,0,14,114,45,54,0,13,0,240,518
35013,"Brantford--Brant/Brantford--Brant"," 80","Brantford",0,1,22,112,57,105,0,8,1,306,555
35013,"Brantford--Brant/Brantford--Brant"," 81","Brantford",0,0,10,95,60,66,0,6,1,238,527
35013,"Brantford--Brant/Brantford--Brant"," 82","Brantford",0,0,15,112,37,126,0,2,0,292,527
35013,"Brantford--Brant/Brantford--Brant"," 83","Brantford",0,1,15,94,48,119,0,2,0,279,539
35013,"Brantford--Brant/Brantford--Brant"," 84","Brantford",0,0,16,115,34,100,0,2,2,269,496
35013,"Brantford--Brant/Brantford--Brant"," 85","Brantford",0,0,23,101,51,113,0,2,3,293,504
35013,"Brantford--Brant/Brantford--Brant"," 86","Brantford",0,0,15,87,31,94,1,3,0,231,512
35013,"Brantford--Brant/Brantford--Brant"," 87","Brantford",1,4,15,66,59,87,0,5,3,240,488
35013,"Brantford--Brant/Brantford--Brant"," 88","Brantford",2,1,7,125,44,93,0,5,0,277,542
35013,"Brantford--Brant/Brantford--Brant"," 89","Brantford",0,0,6,122,41,85,1,5,3,263,511
35013,"Brantford--Brant/Brantford--Brant"," 90","Brantford",0,1,16,96,35,71,2,4,5,230,549
35013,"Brantford--Brant/Brantford--Brant"," 91","Brantford",0,1,14,93,56,83,0,2,2,251,482
35013,"Brantford--Brant/Brantford--Brant"," 92","Brantford",0,0,22,79,65,77,0,7,7,257,532
35013,"Brantford--Brant/Brantford--Brant"," 93","Brantford",0,0,14,80,68,83,0,6,3,254,556
35013,"Brantford--Brant/Brantford--Brant"," 94","Brantford",0,3,18,108,44,82,0,2,4,261,508
35013,"Brantford--Brant/Brantford--Brant"," 95","Brantford",0,4,3,112,21,74,1,3,4,222,490
35013,"Brantford--Brant/Brantford--Brant"," 96","Brantford",0,4,9,74,50,66,1,6,4,214,498
35013,"Brantford--Brant/Brantford--Brant"," 97","Brantford",0,3,12,107,53,85,2,5,5,272,542
35013,"Brantford--Brant/Brantford--Brant"," 98","Brantford",0,4,17,78,73,63,0,6,4,245,519
35013,"Brantford--Brant/Brantford--Brant"," 99","Brantford",0,2,22,95,59,59,0,10,2,249,536
35013,"Brantford--Brant/Brantford--Brant"," 100","Brantford",1,4,17,82,77,62,0,2,4,249,554
35013,"Brantford--Brant/Brantford--Brant"," 101","Brantford",2,5,15,87,68,66,0,6,4,253,583
35013,"Brantford--Brant/Brantford--Brant"," 102","Brantford",1,1,13,56,69,83,2,9,1,235,544
35013,"Brantford--Brant/Brantford--Brant"," 103","Brantford",3,4,24,66,85,59,1,7,4,253,556
35013,"Brantford--Brant/Brantford--Brant"," 104","Brantford",0,4,27,83,61,84,1,9,4,273,632
35013,"Brantford--Brant/Brantford--Brant"," 105","Brantford",1,3,9,66,63,61,0,4,2,209,476
35013,"Brantford--Brant/Brantford--Brant"," 106","Brantford",0,1,14,97,44,72,1,8,1,238,493
35013,"Brantford--Brant/Brantford--Brant"," 107","Brantford",0,11,25,63,58,55,0,8,5,225,604
35013,"Brantford--Brant/Brantford--Brant"," 108","Brant",0,1,14,200,31,88,1,9,1,345,609
35013,"Brantford--Brant/Brantford--Brant"," 109","Brant",2,0,24,132,49,57,0,7,0,271,556
35013,"Brantford--Brant/Brantford--Brant"," 110","Brantford",0,2,16,93,64,78,0,4,0,257,551
35013,"Brantford--Brant/Brantford--Brant"," 111","Brantford",0,0,12,103,50,98,0,7,4,274,519
35013,"Brantford--Brant/Brantford--Brant"," 112","Brant",0,1,26,169,44,90,1,4,2,337,620
35013,"Brantford--Brant/Brantford--Brant"," 113","Brant",1,0,24,182,24,60,2,2,0,295,590
35013,"Brantford--Brant/Brantford--Brant"," 114","Brant",0,1,35,92,66,74,2,5,0,275,547
35013,"Brantford--Brant/Brantford--Brant"," 115","Brant",2,1,34,127,45,79,3,3,0,294,558
35013,"Brantford--Brant/Brantford--Brant"," 116","Brant",1,0,26,102,57,115,1,6,0,308,565
35013,"Brantford--Brant/Brantford--Brant"," 117","Brant",0,0,18,118,43,78,1,1,0,259,477
35013,"Brantford--Brant/Brantford--Brant"," 118","Brant",1,0,25,133,51,99,0,4,3,316,553
35013,"Brantford--Brant/Brantford--Brant"," 119","Brant",0,0,26,136,42,104,0,10,1,319,554
35013,"Brantford--Brant/Brantford--Brant"," 120","Brant",0,0,12,115,61,140,2,2,0,332,552
35013,"Brantford--Brant/Brantford--Brant"," 121","Brant",0,0,15,97,30,94,0,7,1,244,426
35013,"Brantford--Brant/Brantford--Brant"," 122","Brant",0,2,12,161,31,85,1,3,0,295,552
35013,"Brantford--Brant/Brantford--Brant"," 123","Brantford",1,1,27,74,72,44,2,8,1,230,516
35013,"Brantford--Brant/Brantford--Brant"," 124","Brantford",0,8,13,81,95,71,0,10,0,278,649
35013,"Brantford--Brant/Brantford--Brant"," 125","Brantford",2,2,11,57,66,61,0,7,3,209,609
35013,"Brantford--Brant/Brantford--Brant"," 126","Brantford",0,8,19,76,59,63,1,6,0,232,553
35013,"Brantford--Brant/Brantford--Brant"," 127","Brantford",0,6,14,87,73,75,1,7,1,264,569
35013,"Brantford--Brant/Brantford--Brant"," 128","Brantford",1,3,16,54,58,73,0,4,0,209,562
35013,"Brantford--Brant/Brantford--Brant"," 129","Brantford",0,6,19,60,79,61,2,2,0,229,589
35013,"Brantford--Brant/Brantford--Brant"," 130","Brantford",1,2,19,78,66,61,0,4,0,231,575
35013,"Brantford--Brant/Brantford--Brant"," 131","Brantford",0,6,26,69,84,112,0,8,3,308,592
35013,"Brantford--Brant/Brantford--Brant"," 132","Brantford",0,2,7,39,69,42,2,10,0,171,584
35013,"Brantford--Brant/Brantford--Brant"," 133","Brantford",0,3,17,82,76,68,0,11,3,260,597
35013,"Brantford--Brant/Brantford--Brant"," 134","Brantford",1,0,20,94,36,128,0,4,4,287,478
35013,"Brantford--Brant/Brantford--Brant"," 135","Brantford",0,0,19,90,51,118,0,3,2,283,499
35013,"Brantford--Brant/Brantford--Brant"," 136","Brantford",0,3,18,103,70,85,1,4,2,286,501
35013,"Brantford--Brant/Brantford--Brant"," 137","Brantford",0,3,25,97,69,76,0,3,1,274,506
35013,"Brantford--Brant/Brantford--Brant"," 138","Brantford",0,2,11,90,76,102,1,12,6,300,584
35013,"Brantford--Brant/Brantford--Brant"," 139","Brantford",1,0,19,79,77,60,2,9,1,248,561
35013,"Brantford--Brant/Brantford--Brant"," 140","Brantford",1,5,19,89,70,72,2,15,1,274,485
35013,"Brantford--Brant/Brantford--Brant"," 141","Brantford",2,3,14,43,51,54,0,4,1,172,601
35013,"Brantford--Brant/Brantford--Brant"," 142","Brantford",0,2,28,55,77,96,0,1,2,261,612
35013,"Brantford--Brant/Brantford--Brant"," 143","Brantford",1,3,15,69,76,60,0,9,1,234,570
35013,"Brantford--Brant/Brantford--Brant"," 144","Brantford",0,4,12,49,56,56,0,7,3,187,559
35013,"Brantford--Brant/Brantford--Brant"," 145","Brantford",2,9,21,57,71,70,1,4,4,239,587
35013,"Brantford--Brant/Brantford--Brant"," 146","Brantford",1,7,12,74,70,69,0,10,1,244,556
35013,"Brantford--Brant/Brantford--Brant"," 147","Brantford",0,1,21,93,81,53,2,6,1,258,584
35013,"Brantford--Brant/Brantford--Brant"," 148","Brantford",1,10,10,64,66,49,1,4,4,209,542
35013,"Brantford--Brant/Brantford--Brant"," 149","Brantford",3,3,28,77,52,72,3,9,10,257,490
35013,"Brantford--Brant/Brantford--Brant"," 150","Six Nations (Part) 40",2,3,10,81,86,55,2,11,0,250,537
35013,"Brantford--Brant/Brantford--Brant"," 151","Brantford",0,4,25,76,73,50,1,4,1,234,553
35013,"Brantford--Brant/Brantford--Brant"," 152","Brantford",3,2,15,76,67,54,1,7,0,225,527
35013,"Brantford--Brant/Brantford--Brant"," 153","Brantford",0,6,29,74,78,55,0,6,1,249,529
35013,"Brantford--Brant/Brantford--Brant"," 154","Brantford",2,2,18,118,55,58,0,8,0,261,532
35013,"Brantford--Brant/Brantford--Brant"," 155","Six Nations (Part) 40",1,2,12,102,62,50,0,6,3,238,596
35013,"Brantford--Brant/Brantford--Brant"," 156","Brantford",0,3,12,66,72,64,0,0,1,218,542
35013,"Brantford--Brant/Brantford--Brant"," 157","Brant",0,0,18,148,55,105,1,7,0,334,613
35013,"Brantford--Brant/Brantford--Brant"," 158","Brant",0,3,17,102,54,106,0,9,2,293,555
35013,"Brantford--Brant/Brantford--Brant"," 159","Brantford",0,5,14,82,65,71,0,8,1,246,594
35013,"Brantford--Brant/Brantford--Brant"," 160","Brant",0,0,7,155,34,110,1,4,3,314,556
35013,"Brantford--Brant/Brantford--Brant"," 161","Brantford",1,2,13,91,39,63,0,3,2,214,478
35013,"Brantford--Brant/Brantford--Brant"," 162","Brantford",1,0,9,96,68,114,0,5,9,302,593
35013,"Brantford--Brant/Brantford--Brant"," 163","Brantford",0,0,18,93,41,85,0,4,2,243,503
35013,"Brantford--Brant/Brantford--Brant"," 164","Brantford",0,0,12,118,60,108,2,4,5,309,565
35013,"Brantford--Brant/Brantford--Brant"," 165","Brantford",0,0,13,126,41,100,1,4,1,286,517
35013,"Brantford--Brant/Brantford--Brant"," 166","Brantford",0,1,13,92,55,81,1,7,1,251,528
35013,"Brantford--Brant/Brantford--Brant"," 167","Brantford",1,0,12,53,63,64,1,2,2,198,500
35013,"Brantford--Brant/Brantford--Brant"," 168","Brantford",0,0,13,101,50,55,3,6,1,229,494
35013,"Brantford--Brant/Brantford--Brant"," 169","Brantford",1,1,18,84,68,49,1,7,1,230,545
35013,"Brantford--Brant/Brantford--Brant"," 170","Brantford",0,0,9,82,54,75,0,6,0,226,478
35013,"Brantford--Brant/Brantford--Brant"," 171","Brantford",1,3,9,57,44,41,0,6,1,162,579
35013,"Brantford--Brant/Brantford--Brant"," 172","Brantford",0,0,23,87,84,81,2,8,0,285,535
35013,"Brantford--Brant/Brantford--Brant"," 173","Brantford",0,0,14,117,50,82,1,2,0,266,507
35013,"Brantford--Brant/Brantford--Brant"," 174","Brant",0,1,8,148,35,111,0,2,2,307,626
35013,"Brantford--Brant/Brantford--Brant"," 175","Brantford",1,0,14,97,56,93,1,3,2,267,482
35013,"Brantford--Brant/Brantford--Brant"," 176","Brantford",1,1,11,114,62,88,1,6,2,286,539
35013,"Brantford--Brant/Brantford--Brant"," 177","Brantford",0,2,8,56,52,79,0,2,1,200,435
35013,"Brantford--Brant/Brantford--Brant"," 178","Brantford",0,0,8,90,64,79,1,10,0,252,542
35013,"Brantford--Brant/Brantford--Brant"," 179","Brantford",0,0,12,115,43,69,0,0,0,239,478
35013,"Brantford--Brant/Brantford--Brant"," 180","Brantford",3,1,15,107,53,91,1,6,3,280,608
35013,"Brantford--Brant/Brantford--Brant"," 181A","Brantford",1,0,7,45,41,55,0,4,0,153,358
35013,"Brantford--Brant/Brantford--Brant"," 181B","Brantford",1,0,4,34,36,43,0,1,1,120,340
35013,"Brantford--Brant/Brantford--Brant"," 182","Brantford",1,0,3,68,36,82,2,3,0,195,454
35013,"Brantford--Brant/Brantford--Brant"," 183","Brant",0,1,17,122,10,90,1,5,1,247,486
35013,"Brantford--Brant/Brantford--Brant"," 184","Brant",1,1,13,129,36,57,0,5,3,245,469
35013,"Brantford--Brant/Brantford--Brant"," 185","Brant",0,0,16,153,29,74,1,5,2,280,477
35013,"Brantford--Brant/Brantford--Brant"," 186","Brant",1,2,19,183,37,55,2,5,0,304,488
35013,"Brantford--Brant/Brantford--Brant"," 187","Brant",0,3,20,140,55,61,0,13,5,297,486
35013,"Brantford--Brant/Brantford--Brant"," 188","Six Nations 40",1,1,7,9,69,42,0,0,2,131,1059
35013,"Brantford--Brant/Brantford--Brant"," 189","Six Nations 40",0,0,13,15,66,53,0,1,0,148,1413
35013,"Brantford--Brant/Brantford--Brant"," 190","Six Nations 40",1,0,13,13,56,24,0,2,1,110,1050
35013,"Brantford--Brant/Brantford--Brant"," 191","Six Nations 40",0,1,4,15,57,40,0,1,0,118,988
35013,"Brantford--Brant/Brantford--Brant"," 192","Brant",0,1,16,145,37,87,1,6,3,296,563
35013,"Brantford--Brant/Brantford--Brant"," 193","Brant",0,4,25,155,66,99,0,6,2,357,641
35013,"Brantford--Brant/Brantford--Brant"," 194","Brant",1,3,19,170,39,100,1,5,1,339,621
35013,"Brantford--Brant/Brantford--Brant"," 195","Brant",0,1,22,192,42,62,0,5,1,325,559
35013,"Brantford--Brant/Brantford--Brant"," 196","Brant",1,1,16,142,46,70,0,7,0,283,441
35013,"Brantford--Brant/Brantford--Brant"," 197","Brant",0,1,30,165,50,54,2,6,0,308,475
35013,"Brantford--Brant/Brantford--Brant"," 198","New Credit 40A",0,1,3,17,60,22,0,1,1,105,432
35013,"Brantford--Brant/Brantford--Brant"," 500","Mobile poll/Bureau itinérant",0,1,2,39,4,12,1,1,8,68,111
35013,"Brantford--Brant/Brantford--Brant"," 501","Mobile poll/Bureau itinérant",2,1,14,66,17,55,0,0,6,161,217
35013,"Brantford--Brant/Brantford--Brant"," 502","Mobile poll/Bureau itinérant",0,0,6,69,6,55,0,2,7,145,165
35013,"Brantford--Brant/Brantford--Brant"," 503","Mobile poll/Bureau itinérant",0,2,7,39,9,51,0,0,1,109,204
35013,"Brantford--Brant/Brantford--Brant"," 504","Mobile poll/Bureau itinérant",0,0,5,33,8,26,0,0,5,77,121
35013,"Brantford--Brant/Brantford--Brant"," 505","Mobile poll/Bureau itinérant",0,2,2,29,12,29,0,0,0,74,94
35013,"Brantford--Brant/Brantford--Brant"," 506","Mobile poll/Bureau itinérant",0,1,3,32,4,22,0,0,10,72,105
35013,"Brantford--Brant/Brantford--Brant"," 507","Mobile poll/Bureau itinérant",0,0,3,30,12,36,0,4,0,85,136
35013,"Brantford--Brant/Brantford--Brant"," 508","Mobile poll/Bureau itinérant",2,0,6,41,13,26,0,2,2,92,134
35013,"Brantford--Brant/Brantford--Brant"," 600","Brant",1,1,109,429,161,340,2,23,6,1072,
35013,"Brantford--Brant/Brantford--Brant"," 601","Brant",0,0,73,370,102,250,1,4,6,806,
35013,"Brantford--Brant/Brantford--Brant"," 602","Brant",0,1,52,381,128,254,1,17,10,844,
35013,"Brantford--Brant/Brantford--Brant"," 603","Brantford",0,0,28,416,130,199,1,14,6,794,
35013,"Brantford--Brant/Brantford--Brant"," 604","Brantford",0,1,43,442,135,351,1,14,3,990,
35013,"Brantford--Brant/Brantford--Brant"," 605","Brant",0,1,66,454,52,223,0,17,1,814,
35013,"Brantford--Brant/Brantford--Brant"," 606","Brantford",1,4,32,251,120,173,2,11,7,601,
35013,"Brantford--Brant/Brantford--Brant"," 607","Brantford",2,6,50,432,115,270,1,7,6,889,
35013,"Brantford--Brant/Brantford--Brant"," 608","Brant",0,0,43,262,60,144,1,9,3,522,
35013,"Brantford--Brant/Brantford--Brant"," 609","Brantford",1,2,35,295,108,199,0,11,5,656,
35013,"Brantford--Brant/Brantford--Brant"," 610","Brantford",1,1,27,186,107,94,4,14,9,443,
35013,"Brantford--Brant/Brantford--Brant"," 611","Brantford",0,1,28,249,95,163,0,15,4,555,
35013,"Brantford--Brant/Brantford--Brant"," 612","Brantford",1,4,47,373,100,297,0,11,4,837,
35013,"Brantford--Brant/Brantford--Brant"," 613","Brantford",1,5,20,151,128,142,1,7,2,457,
35013,"Brantford--Brant/Brantford--Brant"," 614","Brantford",0,6,33,174,105,106,0,9,7,440,
35013,"Brantford--Brant/Brantford--Brant"," 615","Brantford",1,3,44,206,146,152,2,18,3,575,
35013,"Brantford--Brant/Brantford--Brant"," 616","Brantford",1,2,51,297,127,219,2,17,5,721,
35013,"Brantford--Brant/Brantford--Brant"," 617","Brantford",1,3,27,283,152,251,1,11,3,732,
35013,"Brantford--Brant/Brantford--Brant"," 618","Brant",0,0,43,342,80,153,1,17,5,641,
35013,"Brantford--Brant/Brantford--Brant"," 619","Brant",3,0,27,239,49,97,1,7,1,424,
35013,"Brantford--Brant/Brantford--Brant"," 620","Six Nations",0,0,6,10,51,41,0,2,0,110,
35013,"Brantford--Brant/Brantford--Brant"," 621","Mississaugas of the New Credit",0,0,3,1,6,4,1,0,0,15,
35013,"Brantford--Brant/Brantford--Brant",,Group 1/Groupe 1, 1,2,17,29,14,68,0,4,17,152,182
35013,"Brantford--Brant/Brantford--Brant",,Group 2/Groupe 2, 0,5,134,804,233,376,2,21,26,1601,
