Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Claude André,Alexandre Boulerice,Gisèle Desrochers,Jean Désy,Geneviève Hinse,Jos Guitare Lavoie,Bobby Pellerin,Normand Raymond,Johanna Sarfati,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 77","Montréal",80,91,0,15,33,1,1,0,6,2,229,477
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 78","Montréal",47,100,1,10,52,0,0,0,5,2,217,418
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 79","Montréal",52,131,0,20,45,2,0,3,4,2,259,446
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 80","Montréal",62,76,0,12,40,5,1,0,3,5,204,365
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 81","Montréal",37,76,1,11,29,1,1,0,3,2,161,291
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 82","Montréal",66,133,0,19,46,2,2,0,4,2,274,518
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 83","Montréal",45,103,0,11,46,0,1,0,2,2,210,366
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 84","Montréal",44,84,0,16,35,2,2,0,2,2,187,366
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 85","Montréal",65,132,0,17,41,1,3,1,2,0,262,515
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 86","Montréal",49,56,0,3,61,0,3,0,8,0,180,398
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 87","Montréal",39,51,0,7,16,2,4,0,2,3,124,317
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 88","Montréal",55,77,1,17,96,0,2,0,5,5,258,467
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 89","Montréal",72,113,1,19,82,1,2,0,10,0,300,578
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 90","Montréal",68,150,0,20,39,0,0,0,2,0,279,518
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 91","Montréal",49,75,0,17,39,1,0,0,6,2,189,516
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 92","Montréal",64,88,0,21,49,2,1,0,1,4,230,414
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 93","Montréal",46,80,0,6,105,2,1,0,6,1,247,710
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 94","Montréal",31,54,0,12,46,0,1,0,7,0,151,363
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 95","Montréal",56,116,0,7,104,0,2,1,10,1,297,696
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 96","Montréal",94,172,0,20,134,5,0,0,7,3,435,963
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 97","Montréal",61,85,0,16,30,1,1,0,4,2,200,399
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 98","Montréal",52,58,1,6,36,1,1,0,2,4,161,357
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 99","Montréal",59,93,0,16,46,1,1,0,4,2,222,439
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 100","Montréal",34,57,0,7,39,2,3,0,4,4,150,365
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 101","Montréal",45,121,0,10,56,2,1,0,5,2,242,416
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 102","Montréal",70,150,0,24,49,3,0,0,7,4,307,533
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 103","Montréal",65,97,0,19,34,0,1,0,3,4,223,435
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 104","Montréal",72,114,0,6,42,0,1,0,8,1,244,433
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 105","Montréal",70,116,0,15,44,2,0,0,4,2,253,387
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 106","Montréal",88,116,1,17,34,2,0,1,3,1,263,496
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 107","Montréal",86,135,0,20,49,1,0,1,7,4,303,463
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 108","Montréal",37,88,0,16,28,0,0,0,1,0,170,334
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 109","Montréal",30,138,0,13,30,1,0,0,1,0,213,403
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 110","Montréal",48,84,1,13,45,2,0,0,3,3,199,388
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 111","Montréal",52,76,0,9,34,0,0,0,0,2,173,345
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 112","Montréal",29,86,0,6,52,3,1,0,4,2,183,332
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 113","Montréal",51,117,0,8,63,4,0,1,2,2,248,398
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 114","Montréal",42,98,0,8,53,1,1,0,2,2,207,397
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 115","Montréal",45,85,2,10,57,4,3,0,0,5,211,375
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 116","Montréal",35,81,0,8,87,3,0,1,5,3,223,468
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 117","Montréal",38,88,0,12,55,2,1,0,13,1,210,450
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 118","Montréal",47,118,0,14,35,3,2,0,2,4,225,439
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 119","Montréal",51,109,0,18,68,0,0,1,4,3,254,565
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 120","Montréal",37,50,0,10,46,3,1,0,1,2,150,371
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 121","Montréal",46,117,0,9,36,3,0,0,4,2,217,469
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 122","Montréal",34,67,0,14,39,2,0,0,3,1,160,382
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 123","Montréal",69,150,0,17,63,4,1,1,2,3,310,549
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 124","Montréal",36,74,1,5,80,2,1,0,14,3,216,486
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 125","Montréal",78,89,0,19,67,0,1,0,7,1,262,463
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 126","Montréal",43,108,0,12,65,1,0,2,6,4,241,457
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 127","Montréal",32,68,0,10,38,1,1,0,4,1,155,311
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 128","Montréal",46,111,1,12,37,2,0,0,2,2,213,376
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 129","Montréal",50,119,0,18,41,2,2,1,4,5,242,489
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 130","Montréal",66,124,0,19,41,1,0,0,2,0,253,494
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 131","Montréal",50,129,0,19,35,0,0,0,2,1,236,445
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 132","Montréal",54,78,0,11,65,0,0,0,8,4,220,404
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 133","Montréal",38,89,0,6,44,0,1,0,2,0,180,363
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 134","Montréal",53,114,0,16,80,7,2,0,7,2,281,543
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 135","Montréal",35,115,0,14,42,0,1,1,2,1,211,398
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 136","Montréal",36,103,0,4,28,2,1,0,0,1,175,312
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 137","Montréal",73,128,0,10,67,1,2,0,6,2,289,553
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 138","Montréal",38,71,0,6,20,2,2,0,3,2,144,327
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 139","Montréal",46,97,0,19,46,4,2,1,3,2,220,435
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 140","Montréal",23,93,0,15,27,3,0,0,1,2,164,335
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 141","Montréal",49,109,0,17,35,0,0,0,0,1,211,427
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 142","Montréal",37,96,0,9,23,0,0,1,0,2,168,336
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 143","Montréal",34,83,1,11,27,0,0,0,1,3,160,304
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 144","Montréal",25,110,0,12,14,1,0,0,2,1,165,286
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 145","Montréal",43,101,0,12,22,4,0,0,2,2,186,362
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 146","Montréal",31,99,0,14,27,1,0,0,3,2,177,318
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 147","Montréal",36,80,0,8,14,0,1,0,9,2,150,325
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 148","Montréal",44,126,0,16,47,1,0,0,2,5,241,432
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 149","Montréal",43,96,0,12,39,1,1,1,5,3,201,404
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 150","Montréal",31,106,0,10,26,4,0,0,1,1,179,301
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 151","Montréal",41,125,0,9,41,4,0,0,1,4,225,403
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 152","Montréal",47,77,0,11,48,3,2,1,8,6,203,397
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 153","Montréal",55,113,0,26,106,2,3,1,4,11,321,558
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 154","Montréal",23,78,0,6,36,2,2,1,5,0,153,342
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 155","Montréal",21,69,0,11,27,3,0,0,3,0,134,338
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 156","Montréal",33,102,0,22,88,0,1,0,6,1,253,449
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 157","Montréal",24,85,0,11,28,1,0,0,3,1,153,304
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 158","Montréal",28,69,0,5,21,1,0,0,2,1,127,323
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 159","Montréal",36,75,0,16,31,0,1,0,5,7,171,302
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 160","Montréal",43,114,0,15,43,3,0,2,4,1,225,419
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 161","Montréal",30,98,0,16,45,5,2,1,3,2,202,414
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 162","Montréal",26,103,0,11,25,0,2,1,2,4,174,391
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 163","Montréal",10,43,0,1,25,1,0,0,1,1,82,179
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 164","Montréal",29,62,1,17,60,1,0,1,6,8,185,347
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 165","Montréal",48,81,0,20,43,5,1,0,7,6,211,358
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 166","Montréal",44,110,1,17,44,2,2,0,2,3,225,399
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 167","Montréal",25,108,0,11,26,1,2,0,4,2,179,369
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 168","Montréal",38,179,1,24,55,1,3,1,7,2,311,544
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 169","Montréal",46,101,0,27,58,1,1,0,9,1,244,455
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 170","Montréal",46,118,2,17,76,3,2,0,5,5,274,523
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 171","Montréal",52,123,0,25,69,1,2,0,4,4,280,508
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 172","Montréal",42,163,1,19,58,3,1,0,2,4,293,506
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 173","Montréal",60,146,0,10,96,1,5,0,6,2,326,718
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 174","Montréal",22,95,0,13,27,1,0,0,4,4,166,303
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 175","Montréal",36,118,0,11,38,1,3,2,2,4,215,406
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 176","Montréal",41,56,0,15,66,0,0,2,4,3,187,391
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 177","Montréal",21,178,0,23,47,4,0,1,3,0,277,449
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 178","Montréal",32,87,0,22,39,6,0,0,4,0,190,365
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 179","Montréal",44,67,0,11,102,0,0,1,6,7,238,443
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 180","Montréal",35,113,1,18,49,2,2,0,6,1,227,394
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 181","Montréal",43,76,0,8,62,1,1,0,5,1,197,368
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 182","Montréal",31,107,1,16,52,0,0,1,2,0,210,398
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 183","Montréal",16,98,0,13,61,1,1,0,0,2,192,337
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 184","Montréal",28,110,0,15,53,1,0,0,3,1,211,384
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 185","Montréal",39,109,0,8,22,0,0,0,1,2,181,333
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 186","Montréal",14,86,0,15,81,0,1,1,9,1,208,405
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 187","Montréal",30,113,1,13,68,2,0,1,11,2,241,452
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 188","Montréal",31,121,0,25,87,0,0,1,12,3,280,492
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 189","Montréal",17,101,0,13,71,2,1,0,5,0,210,372
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 190","Montréal",26,105,0,21,60,1,3,0,4,3,223,380
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 191","Montréal",25,110,0,17,49,1,1,1,4,0,208,431
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 192","Montréal",27,96,0,9,43,2,2,2,10,1,192,324
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 193","Montréal",22,97,1,12,46,2,0,0,6,1,187,347
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 194","Montréal",26,69,0,19,48,1,2,0,2,2,169,363
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 195","Montréal",18,88,0,10,59,4,1,0,5,1,186,408
24064,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 196","Montréal",28,114,0,24,64,1,0,0,4,3,238,452
