Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Chris Caldwell,Branko Gasperlin,James Maloney,Janice Murray,Barry O'Brien,Jude Sulejmani,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 19","Etobicoke",20,9,121,1,74,5,0,230,458
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 20","Etobicoke",12,10,109,0,62,1,1,195,404
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 21","Etobicoke",12,7,86,0,57,3,0,165,341
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 22","Etobicoke",12,13,102,1,57,0,0,185,393
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 23","Etobicoke",14,18,124,0,92,1,0,249,485
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 24","Etobicoke",19,35,91,1,83,8,1,238,572
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 25","Etobicoke",12,21,136,0,76,3,5,253,551
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 26","Etobicoke",7,32,188,0,24,4,4,259,600
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 27","Etobicoke",15,23,117,1,80,0,5,241,569
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 28","Etobicoke",14,30,86,1,43,1,4,179,362
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 29","Etobicoke",17,35,123,2,85,8,6,276,548
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 30","Etobicoke",5,21,92,0,41,1,1,161,320
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 31","Etobicoke",5,30,190,2,29,2,5,263,624
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 32","Etobicoke",15,42,175,0,83,3,1,319,597
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 33","Etobicoke",13,34,163,1,61,0,0,272,500
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 34","Etobicoke",19,29,96,0,61,5,2,212,539
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 35","Etobicoke",11,32,60,0,84,5,0,192,533
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 36","Etobicoke",21,35,81,0,78,11,1,227,460
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 37","Etobicoke",11,34,82,0,60,9,1,197,533
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 38","Etobicoke",17,21,125,1,90,4,0,258,515
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 39","Etobicoke",14,42,70,0,50,7,0,183,469
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 40","Etobicoke",12,23,80,0,38,2,0,155,351
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 41","Etobicoke",10,32,72,1,49,5,7,176,416
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 42","Etobicoke",14,30,86,1,75,2,0,208,451
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 43","Etobicoke",20,9,99,1,66,2,0,197,406
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 44","Etobicoke",23,21,140,0,75,1,3,263,589
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 45","Etobicoke",10,26,127,0,63,4,3,233,541
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 46","Etobicoke",12,7,87,1,56,3,0,166,352
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 47","Etobicoke",10,30,109,0,73,3,0,225,522
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 48","Etobicoke",12,36,142,1,75,3,1,270,639
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 49","Etobicoke",11,11,99,1,56,0,5,183,391
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 50","Etobicoke",18,13,107,0,46,4,1,189,419
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 51","Etobicoke",18,34,131,1,100,8,3,295,716
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 52","Etobicoke",15,27,147,2,50,1,2,244,388
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 53","Etobicoke",20,23,95,1,77,4,5,225,478
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 54","Etobicoke",6,18,77,0,81,1,0,183,420
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 55","Etobicoke",6,19,99,0,63,5,1,193,376
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 56","Etobicoke",14,19,119,0,76,2,0,230,358
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 57","Etobicoke",20,21,128,0,63,3,1,236,473
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 58","Etobicoke",10,15,111,0,75,4,0,215,473
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 59","Etobicoke",8,18,99,1,67,3,1,197,426
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 60","Etobicoke",10,23,93,1,73,2,2,204,392
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 61","Etobicoke",12,23,117,1,59,2,0,214,415
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 62","Etobicoke",9,34,110,1,65,3,1,223,452
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 63","Etobicoke",12,38,141,1,74,5,0,271,544
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 64","Etobicoke",12,52,231,3,85,7,3,393,664
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 65","Etobicoke",14,40,144,0,64,7,0,269,510
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 66","Etobicoke",27,75,199,0,79,11,5,396,675
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 67","Etobicoke",9,21,106,1,53,2,1,193,352
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 68","Etobicoke",7,21,92,1,53,2,0,176,449
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 69","Etobicoke",12,38,115,1,61,7,2,236,466
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 70","Etobicoke",8,22,77,0,55,2,0,164,340
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 71","Etobicoke",7,20,105,0,99,1,2,234,460
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 72","Etobicoke",8,51,132,0,67,1,0,259,514
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 73","Etobicoke",18,51,159,0,58,2,1,289,681
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 74","Etobicoke",16,44,119,2,69,3,2,255,462
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 75","Etobicoke",14,31,135,0,54,2,1,237,462
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 76","Etobicoke",15,21,115,2,65,2,5,225,519
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 77","Etobicoke",14,30,116,0,85,5,1,251,582
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 78","Etobicoke",9,33,99,0,39,3,1,184,426
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 79","Etobicoke",19,45,191,0,98,4,3,360,821
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 80","Etobicoke",15,10,116,0,58,4,1,204,457
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 81","Etobicoke",15,51,132,0,55,10,2,265,594
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 82","Etobicoke",17,59,157,0,59,4,0,296,570
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 83","Etobicoke",9,22,79,1,45,5,4,165,520
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 84","Etobicoke",22,52,161,1,89,2,2,329,584
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 85","Etobicoke",9,18,88,0,70,1,6,192,452
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 86","Etobicoke",4,21,94,0,58,2,0,179,385
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 87","Etobicoke",8,19,74,1,92,1,1,196,417
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 88A","Etobicoke",14,22,87,1,80,7,3,214,441
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 88B","Etobicoke",3,9,55,1,27,0,0,95,225
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 89","Etobicoke",4,24,85,0,72,1,4,190,412
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 90","Etobicoke",8,14,94,1,71,1,4,193,422
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 91","Etobicoke",16,23,203,1,130,7,5,385,634
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 92","Etobicoke",18,40,137,1,63,4,1,264,433
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 93","Etobicoke",11,42,121,0,83,3,4,264,432
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 94","Etobicoke",14,22,104,5,82,4,8,239,400
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 95","Etobicoke",8,21,127,0,60,0,2,218,564
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 96","Etobicoke",8,15,99,1,65,5,1,194,407
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 97A","Etobicoke",3,21,33,0,25,1,5,88,281
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 97B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,64
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 98","Etobicoke",9,20,78,0,47,3,0,157,420
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 99","Etobicoke",8,40,71,2,54,3,2,180,493
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 100","Etobicoke",15,55,113,2,50,6,7,248,590
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 101","Etobicoke",12,33,130,1,66,8,3,253,505
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 102","Etobicoke",5,23,137,0,74,1,1,241,477
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 103","Etobicoke",1,16,39,0,13,0,1,70,163
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 104","Etobicoke",3,24,103,2,69,0,2,203,470
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 105","Etobicoke",8,27,96,1,82,2,3,219,438
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 106","Etobicoke",12,44,121,1,73,8,2,261,599
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 107","Etobicoke",17,36,89,1,56,0,2,201,455
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 108","Etobicoke",26,31,137,0,55,3,3,255,483
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 109","Etobicoke",31,39,109,0,55,3,1,238,518
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 110","Etobicoke",11,34,155,0,50,3,1,254,500
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 111","Etobicoke",16,60,196,0,67,7,6,352,640
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 112","Etobicoke",30,37,143,0,71,8,2,291,555
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 113","Etobicoke",18,58,116,0,49,6,6,253,615
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 114","Etobicoke",15,47,148,3,67,4,0,284,530
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 115","Etobicoke",25,29,155,1,58,7,1,276,557
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 116","Etobicoke",24,15,112,0,54,10,1,216,429
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 117","Etobicoke",12,25,70,0,54,1,2,164,393
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 118","Etobicoke",7,17,48,0,68,6,1,147,332
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 119","Etobicoke",12,37,144,1,107,5,2,308,630
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 120","Etobicoke",5,40,114,0,72,6,2,239,475
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 121","Etobicoke",4,22,100,1,55,2,0,184,409
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 122","Etobicoke",13,20,95,0,53,10,3,194,421
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 123","Etobicoke",9,44,84,1,88,3,2,231,545
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 124","Etobicoke",13,41,125,1,70,11,3,264,528
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 125","Etobicoke",13,24,102,1,80,6,2,228,450
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 126","Etobicoke",15,29,140,2,82,1,4,273,555
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 127","Etobicoke",Merged with No./Fusionné avec le n°128,,,,,,,,134
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 128","Etobicoke",18,43,153,0,61,5,1,281,390
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 129","Etobicoke",13,50,81,0,49,5,5,203,404
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 130","Etobicoke",15,32,99,0,46,2,0,194,447
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 131","Etobicoke",14,31,97,1,60,1,3,207,296
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 132","Etobicoke",26,72,201,1,65,3,2,370,815
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 133","Etobicoke",15,41,113,1,49,3,3,225,393
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 134","Etobicoke",20,49,163,0,69,5,2,308,505
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 135","Etobicoke",24,49,171,0,57,7,2,310,541
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 136","Etobicoke",11,63,127,0,63,4,6,274,610
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 137","Etobicoke",9,28,111,0,84,6,3,241,555
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 138","Etobicoke",10,36,142,0,58,4,5,255,531
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 139","Etobicoke",13,38,132,0,49,3,5,240,529
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 140","Etobicoke",12,40,128,1,56,4,2,243,593
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 141","Etobicoke",21,48,137,0,78,2,2,288,577
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 142","Etobicoke",19,40,110,1,48,2,2,222,538
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 143","Etobicoke",Merged with No./Fusionné avec le n°144,,,,,,,,28
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 144","Etobicoke",14,21,137,1,67,0,2,242,571
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 145","Etobicoke",6,22,132,2,64,1,2,229,441
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 146","Etobicoke",18,34,128,0,108,5,1,294,536
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 147","Etobicoke",14,20,121,0,63,2,0,220,433
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 148","Etobicoke",17,29,110,0,86,6,2,250,506
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 149","Etobicoke",21,25,119,1,72,7,3,248,555
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 150","Etobicoke",14,26,123,0,83,1,4,251,466
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 151","Etobicoke",16,25,124,0,79,7,2,253,470
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 152","Etobicoke",5,27,109,0,61,6,1,209,462
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 153","Etobicoke",13,46,77,0,46,0,0,182,518
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 154","Etobicoke",23,38,87,1,62,5,3,219,473
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 155","Etobicoke",13,34,109,0,58,0,0,214,475
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 156","Etobicoke",7,48,121,2,29,4,8,219,702
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 157","Etobicoke",23,59,213,4,31,2,6,338,746
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 158","Etobicoke",14,31,135,0,56,3,1,240,520
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 159","Etobicoke",7,24,100,0,28,1,3,163,334
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 160","Etobicoke",11,25,77,4,48,4,3,172,387
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 161","Etobicoke",23,32,121,0,44,2,2,224,442
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 162","Etobicoke",16,29,97,2,54,1,2,201,477
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 163","Etobicoke",15,28,99,1,41,1,0,185,421
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 164","Etobicoke",26,55,216,1,139,5,3,445,958
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 165","Etobicoke",17,18,74,0,48,2,1,160,396
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 166","Etobicoke",18,49,95,0,62,2,1,227,591
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 167","Etobicoke",6,36,72,0,67,1,0,182,463
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 168","Etobicoke",26,29,102,0,49,2,1,209,509
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 169","Etobicoke",3,8,26,0,23,0,2,62,200
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 170","Etobicoke",36,58,201,0,101,5,3,404,893
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 171","Etobicoke",22,22,125,1,73,1,1,245,534
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 172","Etobicoke",14,7,61,1,35,0,3,121,237
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 400","Etobicoke",13,17,126,0,69,4,5,234,332
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 401","Etobicoke",19,18,145,2,58,5,4,251,357
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 402","Etobicoke",Void/Supprimé,,,,,,,,
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 403","Etobicoke",4,11,160,1,121,1,2,300,427
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 404","Etobicoke",19,44,110,0,46,4,1,224,449
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 405","Etobicoke",15,55,192,2,78,8,1,351,674
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 406","Etobicoke",17,36,149,3,45,4,2,256,446
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 407","Etobicoke",19,55,164,1,45,8,0,292,546
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 408","Etobicoke",14,21,131,3,53,0,3,225,404
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 409","Etobicoke",8,14,67,0,25,3,0,117,253
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 410","Etobicoke",8,26,79,0,42,0,1,156,301
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 411A","Etobicoke",6,17,120,0,75,1,3,222,351
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 411B","Etobicoke",8,12,116,1,93,1,0,231,337
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 412A","Etobicoke",11,9,122,1,90,1,3,237,381
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 412B","Etobicoke",10,12,131,0,79,0,3,235,383
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 413","Etobicoke",10,27,101,0,51,0,0,189,382
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 414","Etobicoke",6,32,115,1,59,4,3,220,355
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 415","Etobicoke",7,21,133,1,64,3,1,230,442
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 416","Etobicoke",10,34,146,0,68,3,2,263,421
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 417","Etobicoke",18,22,141,1,78,3,0,263,447
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 418","Etobicoke",8,27,137,0,63,5,1,241,356
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 419","Etobicoke",9,28,102,2,70,3,1,215,337
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 420","Etobicoke",13,18,146,0,83,3,3,266,391
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 421","Etobicoke",16,44,126,0,73,0,0,259,415
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 422","Etobicoke",14,33,147,1,62,2,1,260,440
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 423","Etobicoke",10,27,127,0,53,1,1,219,383
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 424","Etobicoke",Void/Supprimé,,,,,,,,
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 425","Etobicoke",2,13,51,0,16,3,0,85,169
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 426","Etobicoke",11,42,121,0,40,1,4,219,397
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 427","Etobicoke",9,38,100,0,40,1,2,190,334
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 428","Etobicoke",9,47,133,0,48,3,1,241,418
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 429","Etobicoke",7,28,127,0,49,3,0,214,402
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 430","Etobicoke",12,27,133,0,80,3,1,256,424
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 431","Etobicoke",8,28,146,0,51,2,4,239,407
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 432","Etobicoke",13,40,131,0,70,6,2,262,439
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 433","Etobicoke",9,34,123,0,59,0,2,227,371
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 434","Etobicoke",2,42,115,0,63,2,1,225,422
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 435","Etobicoke",6,48,147,0,61,1,1,264,479
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 436","Etobicoke",21,31,118,0,59,2,0,231,406
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 437","Etobicoke",15,28,132,1,76,1,0,253,438
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 438","Etobicoke",18,15,120,0,53,4,1,211,368
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 439","Etobicoke",13,20,117,0,56,3,2,211,378
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 440","Etobicoke",12,36,112,1,33,3,2,199,355
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 441","Etobicoke",4,19,64,0,39,0,5,131,253
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 442","Etobicoke",5,32,111,0,36,2,1,187,308
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 443","Etobicoke",9,37,98,1,52,2,1,200,365
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 444","Etobicoke",11,20,114,0,80,1,1,227,389
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 445","Etobicoke",11,33,97,1,74,1,0,217,374
35028,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 500A","Mobile poll/Bureau itinérant",4,8,128,5,55,2,4,206,241
