Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Nathaniel Erskine-Smith,Sean Manners,Deborah McKenzie,Mae J. Nam,Nadirah Nazeer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35007,"Beaches--East York/Beaches--East York"," 98","Toronto",113,11,7,49,21,0,201,426
35007,"Beaches--East York/Beaches--East York"," 99","Toronto",141,19,6,40,24,2,232,408
35007,"Beaches--East York/Beaches--East York"," 100","Toronto",147,24,2,46,23,0,242,535
35007,"Beaches--East York/Beaches--East York"," 101","Toronto",84,15,3,56,17,2,177,374
35007,"Beaches--East York/Beaches--East York"," 102","Toronto",133,18,7,63,30,1,252,480
35007,"Beaches--East York/Beaches--East York"," 103","Toronto",140,11,2,68,33,1,255,439
35007,"Beaches--East York/Beaches--East York"," 104","Toronto",153,23,0,39,31,0,246,411
35007,"Beaches--East York/Beaches--East York"," 105","Toronto",102,19,4,61,36,0,222,421
35007,"Beaches--East York/Beaches--East York"," 106","Toronto",104,10,2,19,34,0,169,333
35007,"Beaches--East York/Beaches--East York"," 107","Toronto",145,16,3,39,42,0,245,504
35007,"Beaches--East York/Beaches--East York"," 108","Toronto",115,11,1,36,24,0,187,344
35007,"Beaches--East York/Beaches--East York"," 109","Toronto",84,9,3,47,18,0,161,351
35007,"Beaches--East York/Beaches--East York"," 110","Toronto",117,14,5,44,13,0,193,387
35007,"Beaches--East York/Beaches--East York"," 111","Toronto",138,12,1,64,29,2,246,525
35007,"Beaches--East York/Beaches--East York"," 112","Toronto",147,20,2,79,17,1,266,504
35007,"Beaches--East York/Beaches--East York"," 113","Toronto",138,16,1,53,11,3,222,454
35007,"Beaches--East York/Beaches--East York"," 114","Toronto",141,12,3,60,23,0,239,525
35007,"Beaches--East York/Beaches--East York"," 115","Toronto",127,9,4,70,39,2,251,486
35007,"Beaches--East York/Beaches--East York"," 116","Toronto",102,15,2,21,39,1,180,327
35007,"Beaches--East York/Beaches--East York"," 117","Toronto",146,18,2,30,51,1,248,456
35007,"Beaches--East York/Beaches--East York"," 118","Toronto",143,19,1,33,44,0,240,475
35007,"Beaches--East York/Beaches--East York"," 119","Toronto",129,10,3,39,23,0,204,416
35007,"Beaches--East York/Beaches--East York"," 120","Toronto",155,16,3,36,53,2,265,486
35007,"Beaches--East York/Beaches--East York"," 121","Toronto",90,10,2,25,32,0,159,386
35007,"Beaches--East York/Beaches--East York"," 122","Toronto",130,13,3,32,19,2,199,474
35007,"Beaches--East York/Beaches--East York"," 123","Toronto",150,11,4,51,45,1,262,508
35007,"Beaches--East York/Beaches--East York"," 124","Toronto",117,9,1,27,32,0,186,446
35007,"Beaches--East York/Beaches--East York"," 125","Toronto",75,13,3,30,33,1,155,337
35007,"Beaches--East York/Beaches--East York"," 126","Toronto",64,11,1,42,28,0,146,456
35007,"Beaches--East York/Beaches--East York"," 127","Toronto",111,19,7,45,39,1,222,501
35007,"Beaches--East York/Beaches--East York"," 128","Toronto",130,16,8,58,33,0,245,567
35007,"Beaches--East York/Beaches--East York"," 129","Toronto",88,11,1,56,13,0,169,412
35007,"Beaches--East York/Beaches--East York"," 130","Toronto",115,20,1,54,25,0,215,444
35007,"Beaches--East York/Beaches--East York"," 131","Toronto",144,21,2,89,39,4,299,618
35007,"Beaches--East York/Beaches--East York"," 132","Toronto",89,11,6,38,17,0,161,339
35007,"Beaches--East York/Beaches--East York"," 133","Toronto",135,11,1,38,27,0,212,543
35007,"Beaches--East York/Beaches--East York"," 134","Toronto",134,8,0,38,20,0,200,456
35007,"Beaches--East York/Beaches--East York"," 135","Toronto",130,12,3,68,26,1,240,557
35007,"Beaches--East York/Beaches--East York"," 136A","Toronto",61,5,2,34,22,2,126,300
35007,"Beaches--East York/Beaches--East York"," 136B","Toronto",71,8,3,32,25,0,139,339
35007,"Beaches--East York/Beaches--East York"," 137","Toronto",227,19,3,68,26,0,343,507
35007,"Beaches--East York/Beaches--East York"," 138","Toronto",91,12,3,38,14,3,161,344
35007,"Beaches--East York/Beaches--East York"," 139","Toronto",202,10,5,71,53,2,343,539
35007,"Beaches--East York/Beaches--East York"," 140","Toronto",111,13,2,32,33,1,192,394
35007,"Beaches--East York/Beaches--East York"," 141","Toronto",107,6,2,42,19,1,177,338
35007,"Beaches--East York/Beaches--East York"," 142","Toronto",151,16,6,65,29,1,268,546
35007,"Beaches--East York/Beaches--East York"," 143","Toronto",139,13,5,49,24,0,230,442
35007,"Beaches--East York/Beaches--East York"," 144","Toronto",85,11,4,54,27,0,181,413
35007,"Beaches--East York/Beaches--East York"," 145","Toronto",148,17,0,71,39,2,277,527
35007,"Beaches--East York/Beaches--East York"," 146","Toronto",157,21,0,62,36,0,276,519
35007,"Beaches--East York/Beaches--East York"," 147","Toronto",112,22,2,96,36,0,268,477
35007,"Beaches--East York/Beaches--East York"," 148","Toronto",134,28,1,29,30,2,224,426
35007,"Beaches--East York/Beaches--East York"," 149","Toronto",116,18,0,29,23,5,191,428
35007,"Beaches--East York/Beaches--East York"," 150","Toronto",123,15,6,28,25,0,197,429
35007,"Beaches--East York/Beaches--East York"," 151","Toronto",85,13,1,34,23,0,156,343
35007,"Beaches--East York/Beaches--East York"," 152","Toronto",154,27,6,68,46,4,305,557
35007,"Beaches--East York/Beaches--East York"," 153","Toronto",178,24,6,48,47,2,305,535
35007,"Beaches--East York/Beaches--East York"," 154","Toronto",117,16,3,36,21,0,193,371
35007,"Beaches--East York/Beaches--East York"," 155","Toronto",144,19,5,51,35,2,256,494
35007,"Beaches--East York/Beaches--East York"," 156","Toronto",179,21,4,60,36,2,302,535
35007,"Beaches--East York/Beaches--East York"," 157","Toronto",135,16,1,42,37,2,233,465
35007,"Beaches--East York/Beaches--East York"," 158","Toronto",119,13,11,32,26,0,201,485
35007,"Beaches--East York/Beaches--East York"," 159","Toronto",134,20,3,45,18,0,220,408
35007,"Beaches--East York/Beaches--East York"," 160","Toronto",101,9,2,24,39,1,176,402
35007,"Beaches--East York/Beaches--East York"," 161","Toronto",152,19,1,29,49,1,251,568
35007,"Beaches--East York/Beaches--East York"," 162","Toronto",101,17,1,63,27,1,210,391
35007,"Beaches--East York/Beaches--East York"," 163","Toronto",112,14,2,34,61,0,223,438
35007,"Beaches--East York/Beaches--East York"," 164","Toronto",119,20,4,67,29,5,244,536
35007,"Beaches--East York/Beaches--East York"," 165","Toronto",149,4,1,26,46,2,228,454
35007,"Beaches--East York/Beaches--East York"," 166","Toronto",136,10,4,23,51,0,224,479
35007,"Beaches--East York/Beaches--East York"," 400","North York",120,3,1,30,17,2,173,426
35007,"Beaches--East York/Beaches--East York"," 401A","East York",148,2,1,34,16,4,205,477
35007,"Beaches--East York/Beaches--East York"," 401B","East York",125,4,3,30,20,0,182,469
35007,"Beaches--East York/Beaches--East York"," 402","East York",131,8,1,26,16,7,189,505
35007,"Beaches--East York/Beaches--East York"," 403A","East York",146,3,2,25,17,6,199,497
35007,"Beaches--East York/Beaches--East York"," 403B","East York",106,7,1,22,23,4,163,428
35007,"Beaches--East York/Beaches--East York"," 404A","East York",108,0,0,13,12,4,137,390
35007,"Beaches--East York/Beaches--East York"," 404B","East York",100,1,0,18,9,3,131,350
35007,"Beaches--East York/Beaches--East York"," 405A","East York",97,4,6,23,13,0,143,352
35007,"Beaches--East York/Beaches--East York"," 405B","East York",94,1,7,14,10,4,130,365
35007,"Beaches--East York/Beaches--East York"," 406","East York",60,5,1,23,16,0,105,192
35007,"Beaches--East York/Beaches--East York"," 407","Toronto",109,7,1,26,14,0,157,426
35007,"Beaches--East York/Beaches--East York"," 408","Toronto",123,4,3,45,18,2,195,437
35007,"Beaches--East York/Beaches--East York"," 409","Toronto",78,9,1,21,10,9,128,200
35007,"Beaches--East York/Beaches--East York"," 500","Mobile poll/Bureau itinérant",104,13,4,23,29,2,175,125
35007,"Beaches--East York/Beaches--East York"," 501","Mobile poll/Bureau itinérant",44,4,3,14,10,2,77,188
35007,"Beaches--East York/Beaches--East York"," 502","Mobile poll/Bureau itinérant",35,2,1,16,14,6,74,112
35007,"Beaches--East York/Beaches--East York"," 600","North York",398,42,13,111,205,0,769,
35007,"Beaches--East York/Beaches--East York"," 601","East York",470,44,14,108,146,3,785,
35007,"Beaches--East York/Beaches--East York"," 602","East York",404,37,11,143,115,1,711,
35007,"Beaches--East York/Beaches--East York"," 603","East York",710,79,14,294,186,6,1289,
35007,"Beaches--East York/Beaches--East York"," 604","East York",742,88,19,342,147,7,1345,
35007,"Beaches--East York/Beaches--East York"," 605","East York",553,62,24,305,82,7,1033,
35007,"Beaches--East York/Beaches--East York"," 606","East York",1011,25,11,138,98,0,1283,
35007,"Beaches--East York/Beaches--East York"," 607","East York",786,73,22,340,179,7,1407,
35007,"Beaches--East York/Beaches--East York"," 608","East York",677,80,16,340,75,6,1194,
35007,"Beaches--East York/Beaches--East York"," 609","Toronto",842,84,15,379,110,3,1433,
35007,"Beaches--East York/Beaches--East York"," 610","Toronto",507,56,11,178,95,0,847,
35007,"Beaches--East York/Beaches--East York"," 611","Toronto",765,78,11,195,152,3,1204,
35007,"Beaches--East York/Beaches--East York"," 612","Toronto",791,91,18,227,167,3,1297,
35007,"Beaches--East York/Beaches--East York"," 613","Toronto",879,85,20,195,190,8,1377,
35007,"Beaches--East York/Beaches--East York"," 614","Toronto",709,84,24,262,192,3,1274,
35007,"Beaches--East York/Beaches--East York",,Group 1/Groupe 1, 186,18,3,46,18,8,279,379
35007,"Beaches--East York/Beaches--East York",,Group 2/Groupe 2, 754,102,15,271,136,31,1309,
