Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Robert Aubin,Louise Charbonneau,Marie Duplessis,Marc André Gingras,Yves Lévesque,Valérie Renaud-Martin,Ronald St-Onge Lynch,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24076,"Trois-Rivières/Trois-Rivières"," 60","Trois-Rivières",17,47,3,0,33,22,0,1,123,397
24076,"Trois-Rivières/Trois-Rivières"," 61","Trois-Rivières",12,32,4,2,21,30,0,4,105,317
24076,"Trois-Rivières/Trois-Rivières"," 62","Trois-Rivières",14,49,1,3,39,24,0,1,131,325
24076,"Trois-Rivières/Trois-Rivières"," 63","Trois-Rivières",18,46,6,0,32,20,0,2,124,362
24076,"Trois-Rivières/Trois-Rivières"," 64","Trois-Rivières",11,42,5,1,21,27,0,1,108,342
24076,"Trois-Rivières/Trois-Rivières"," 65","Trois-Rivières",18,43,1,3,25,33,0,0,123,353
24076,"Trois-Rivières/Trois-Rivières"," 66","Trois-Rivières",34,47,2,3,31,19,0,3,139,399
24076,"Trois-Rivières/Trois-Rivières"," 67","Trois-Rivières",18,58,6,4,30,27,2,4,149,413
24076,"Trois-Rivières/Trois-Rivières"," 68","Trois-Rivières",22,31,4,1,45,30,0,0,133,359
24076,"Trois-Rivières/Trois-Rivières"," 69","Trois-Rivières",29,45,4,0,39,46,0,1,164,384
24076,"Trois-Rivières/Trois-Rivières"," 70","Trois-Rivières",45,41,2,0,28,61,0,0,177,357
24076,"Trois-Rivières/Trois-Rivières"," 71","Trois-Rivières",21,42,10,1,29,26,0,5,134,457
24076,"Trois-Rivières/Trois-Rivières"," 72","Trois-Rivières",23,32,4,0,22,19,0,2,102,362
24076,"Trois-Rivières/Trois-Rivières"," 73","Trois-Rivières",35,36,4,0,41,53,0,3,172,446
24076,"Trois-Rivières/Trois-Rivières"," 74","Trois-Rivières",22,34,5,3,22,20,0,3,109,368
24076,"Trois-Rivières/Trois-Rivières"," 75","Trois-Rivières",27,22,2,0,14,13,0,0,78,395
24076,"Trois-Rivières/Trois-Rivières"," 76","Trois-Rivières",55,59,6,1,54,81,0,2,258,515
24076,"Trois-Rivières/Trois-Rivières"," 77","Trois-Rivières",14,44,2,1,38,46,2,3,150,329
24076,"Trois-Rivières/Trois-Rivières"," 78","Trois-Rivières",26,49,1,0,39,31,0,2,148,407
24076,"Trois-Rivières/Trois-Rivières"," 79","Trois-Rivières",38,28,5,1,23,30,0,2,127,370
24076,"Trois-Rivières/Trois-Rivières"," 80","Trois-Rivières",46,52,6,0,48,54,0,0,206,451
24076,"Trois-Rivières/Trois-Rivières"," 81","Trois-Rivières",33,44,0,0,38,25,1,1,142,338
24076,"Trois-Rivières/Trois-Rivières"," 82A","Trois-Rivières",21,30,2,3,51,77,1,3,188,341
24076,"Trois-Rivières/Trois-Rivières"," 82B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°513,,,,,,,,,27
24076,"Trois-Rivières/Trois-Rivières"," 83","Trois-Rivières",29,52,2,1,52,68,0,1,205,456
24076,"Trois-Rivières/Trois-Rivières"," 84","Trois-Rivières",37,67,5,4,51,69,0,2,235,534
24076,"Trois-Rivières/Trois-Rivières"," 85","Trois-Rivières",29,32,2,1,49,53,0,3,169,347
24076,"Trois-Rivières/Trois-Rivières"," 86","Trois-Rivières",35,50,2,1,43,76,0,2,209,367
24076,"Trois-Rivières/Trois-Rivières"," 87","Trois-Rivières",32,69,5,0,35,65,1,2,209,393
24076,"Trois-Rivières/Trois-Rivières"," 88","Trois-Rivières",49,84,7,3,34,79,0,2,258,454
24076,"Trois-Rivières/Trois-Rivières"," 89","Trois-Rivières",37,46,11,1,27,50,1,3,176,355
24076,"Trois-Rivières/Trois-Rivières"," 90","Trois-Rivières",45,50,5,1,31,78,1,2,213,395
24076,"Trois-Rivières/Trois-Rivières"," 91","Trois-Rivières",40,52,8,1,28,54,0,1,184,418
24076,"Trois-Rivières/Trois-Rivières"," 92","Trois-Rivières",38,30,9,1,23,38,0,4,143,320
24076,"Trois-Rivières/Trois-Rivières"," 93A","Trois-Rivières",40,69,9,1,51,63,0,8,241,615
24076,"Trois-Rivières/Trois-Rivières"," 93B","Mobile poll/Bureau itinérant",10,23,2,1,21,124,0,12,193,148
24076,"Trois-Rivières/Trois-Rivières"," 94","Trois-Rivières",26,31,5,1,30,15,0,2,110,356
24076,"Trois-Rivières/Trois-Rivières"," 95","Trois-Rivières",37,38,6,2,19,16,1,2,121,388
24076,"Trois-Rivières/Trois-Rivières"," 96","Trois-Rivières",51,34,6,2,20,18,0,6,137,391
24076,"Trois-Rivières/Trois-Rivières"," 97","Trois-Rivières",29,28,4,2,16,33,0,0,112,371
24076,"Trois-Rivières/Trois-Rivières"," 98","Trois-Rivières",49,53,6,0,29,34,0,4,175,363
24076,"Trois-Rivières/Trois-Rivières"," 99","Trois-Rivières",46,73,6,0,31,42,1,2,201,427
24076,"Trois-Rivières/Trois-Rivières"," 100","Trois-Rivières",38,55,5,1,32,43,0,0,174,416
24076,"Trois-Rivières/Trois-Rivières"," 101","Trois-Rivières",29,36,3,0,33,29,1,3,134,399
24076,"Trois-Rivières/Trois-Rivières"," 102","Trois-Rivières",27,41,4,2,25,26,0,2,127,493
24076,"Trois-Rivières/Trois-Rivières"," 103","Trois-Rivières",29,32,7,0,12,16,0,2,98,384
24076,"Trois-Rivières/Trois-Rivières"," 104","Trois-Rivières",34,28,4,5,8,7,0,5,91,363
24076,"Trois-Rivières/Trois-Rivières"," 105","Trois-Rivières",36,50,3,2,49,44,2,5,191,414
24076,"Trois-Rivières/Trois-Rivières"," 106","Trois-Rivières",28,51,7,2,46,59,1,3,197,376
24076,"Trois-Rivières/Trois-Rivières"," 107","Trois-Rivières",29,28,1,2,33,24,0,0,117,353
24076,"Trois-Rivières/Trois-Rivières"," 108","Trois-Rivières",44,69,4,1,45,59,0,0,222,505
24076,"Trois-Rivières/Trois-Rivières"," 109","Trois-Rivières",17,39,5,0,38,12,0,3,114,318
24076,"Trois-Rivières/Trois-Rivières"," 110","Trois-Rivières",15,40,2,1,22,41,0,3,124,415
24076,"Trois-Rivières/Trois-Rivières"," 111","Trois-Rivières",16,32,2,1,29,34,0,1,115,307
24076,"Trois-Rivières/Trois-Rivières"," 112","Trois-Rivières",23,31,5,2,24,36,0,1,122,385
24076,"Trois-Rivières/Trois-Rivières"," 113","Trois-Rivières",34,63,7,2,56,31,0,4,197,462
24076,"Trois-Rivières/Trois-Rivières"," 114","Trois-Rivières",30,33,3,1,50,50,0,3,170,338
24076,"Trois-Rivières/Trois-Rivières"," 115","Trois-Rivières",34,49,11,4,50,37,0,2,187,448
24076,"Trois-Rivières/Trois-Rivières"," 116","Trois-Rivières",36,77,2,0,50,45,0,1,211,453
24076,"Trois-Rivières/Trois-Rivières"," 117","Trois-Rivières",23,56,1,1,65,26,0,4,176,428
24076,"Trois-Rivières/Trois-Rivières"," 118","Trois-Rivières",32,47,7,0,65,51,0,3,205,445
24076,"Trois-Rivières/Trois-Rivières"," 119","Trois-Rivières",24,36,1,0,30,33,1,2,127,316
24076,"Trois-Rivières/Trois-Rivières"," 120","Trois-Rivières",21,60,4,5,42,68,0,2,202,446
24076,"Trois-Rivières/Trois-Rivières"," 121","Trois-Rivières",42,68,5,4,67,43,1,2,232,494
24076,"Trois-Rivières/Trois-Rivières"," 122","Trois-Rivières",24,42,5,2,36,61,0,0,170,365
24076,"Trois-Rivières/Trois-Rivières"," 123","Trois-Rivières",31,42,7,0,50,47,1,2,180,339
24076,"Trois-Rivières/Trois-Rivières"," 124","Trois-Rivières",43,50,5,4,53,65,0,1,221,432
24076,"Trois-Rivières/Trois-Rivières"," 125","Trois-Rivières",24,40,0,0,58,54,0,0,176,599
24076,"Trois-Rivières/Trois-Rivières"," 126","Trois-Rivières",19,49,9,0,58,20,0,1,156,378
24076,"Trois-Rivières/Trois-Rivières"," 127","Trois-Rivières",28,37,3,0,28,40,1,1,138,432
24076,"Trois-Rivières/Trois-Rivières"," 128","Trois-Rivières",24,51,7,3,36,28,1,4,154,442
24076,"Trois-Rivières/Trois-Rivières"," 129","Trois-Rivières",17,31,1,2,47,48,0,2,148,349
24076,"Trois-Rivières/Trois-Rivières"," 130","Trois-Rivières",30,49,5,1,23,34,0,2,144,427
24076,"Trois-Rivières/Trois-Rivières"," 131","Trois-Rivières",21,42,3,4,7,39,1,0,117,355
24076,"Trois-Rivières/Trois-Rivières"," 132","Trois-Rivières",22,52,5,1,29,37,0,2,148,467
24076,"Trois-Rivières/Trois-Rivières"," 133","Trois-Rivières",33,32,3,1,4,23,0,1,97,387
24076,"Trois-Rivières/Trois-Rivières"," 134","Trois-Rivières",38,33,7,1,19,51,0,3,152,322
24076,"Trois-Rivières/Trois-Rivières"," 135","Trois-Rivières",49,44,2,2,15,39,0,2,153,315
24076,"Trois-Rivières/Trois-Rivières"," 136","Trois-Rivières",36,32,3,0,17,29,0,0,117,319
24076,"Trois-Rivières/Trois-Rivières"," 137","Trois-Rivières",22,34,4,1,18,15,0,4,98,406
24076,"Trois-Rivières/Trois-Rivières"," 138","Trois-Rivières",26,33,5,2,25,19,0,3,113,314
24076,"Trois-Rivières/Trois-Rivières"," 139","Trois-Rivières",15,25,3,3,15,26,0,0,87,228
24076,"Trois-Rivières/Trois-Rivières"," 140","Trois-Rivières",16,40,4,0,31,38,0,2,131,351
24076,"Trois-Rivières/Trois-Rivières"," 141","Trois-Rivières",47,59,4,5,19,41,1,1,177,333
24076,"Trois-Rivières/Trois-Rivières"," 142","Trois-Rivières",16,30,7,0,15,23,0,1,92,325
24076,"Trois-Rivières/Trois-Rivières"," 143","Trois-Rivières",37,40,8,1,38,31,0,4,159,400
24076,"Trois-Rivières/Trois-Rivières"," 144","Trois-Rivières",22,40,5,1,37,55,0,13,173,444
24076,"Trois-Rivières/Trois-Rivières"," 145","Trois-Rivières",22,54,4,2,33,46,0,1,162,455
24076,"Trois-Rivières/Trois-Rivières"," 146","Trois-Rivières",32,45,1,3,37,42,0,0,160,441
24076,"Trois-Rivières/Trois-Rivières"," 147","Trois-Rivières",22,42,6,0,60,33,0,0,163,365
24076,"Trois-Rivières/Trois-Rivières"," 148","Trois-Rivières",31,31,5,1,26,36,0,0,130,418
24076,"Trois-Rivières/Trois-Rivières"," 149A","Trois-Rivières",18,27,2,1,23,31,1,5,108,409
24076,"Trois-Rivières/Trois-Rivières"," 149B","Trois-Rivières",Merged with No./Fusionné avec le n°402,,,,,,,,,72
24076,"Trois-Rivières/Trois-Rivières"," 150","Trois-Rivières",25,33,2,1,47,47,0,5,160,422
24076,"Trois-Rivières/Trois-Rivières"," 151","Trois-Rivières",41,54,1,2,65,58,2,1,224,571
24076,"Trois-Rivières/Trois-Rivières"," 152","Trois-Rivières",21,21,2,1,35,33,0,1,114,356
24076,"Trois-Rivières/Trois-Rivières"," 153","Trois-Rivières",19,25,3,1,38,25,0,4,115,351
24076,"Trois-Rivières/Trois-Rivières"," 154","Trois-Rivières",15,18,3,1,36,27,0,3,103,391
24076,"Trois-Rivières/Trois-Rivières"," 155","Trois-Rivières",25,41,7,1,39,28,0,4,145,382
24076,"Trois-Rivières/Trois-Rivières"," 156","Trois-Rivières",18,47,7,2,57,39,0,3,173,344
24076,"Trois-Rivières/Trois-Rivières"," 157","Trois-Rivières",25,39,4,0,19,28,0,3,118,343
24076,"Trois-Rivières/Trois-Rivières"," 158","Trois-Rivières",19,37,8,1,28,25,0,0,118,336
24076,"Trois-Rivières/Trois-Rivières"," 159","Trois-Rivières",21,36,7,0,36,28,0,3,131,326
24076,"Trois-Rivières/Trois-Rivières"," 160","Trois-Rivières",24,39,12,0,27,47,0,4,153,380
24076,"Trois-Rivières/Trois-Rivières"," 161","Trois-Rivières",37,47,10,5,43,39,0,0,181,365
24076,"Trois-Rivières/Trois-Rivières"," 162","Trois-Rivières",28,63,6,1,69,44,0,0,211,421
24076,"Trois-Rivières/Trois-Rivières"," 163","Trois-Rivières",28,35,2,2,47,34,0,1,149,396
24076,"Trois-Rivières/Trois-Rivières"," 164","Trois-Rivières",32,62,6,1,49,37,1,3,191,417
24076,"Trois-Rivières/Trois-Rivières"," 165","Trois-Rivières",34,34,2,0,13,14,1,2,100,300
24076,"Trois-Rivières/Trois-Rivières"," 166","Trois-Rivières",20,35,6,0,18,18,0,5,102,318
24076,"Trois-Rivières/Trois-Rivières"," 167","Trois-Rivières",25,21,9,1,17,18,0,2,93,337
24076,"Trois-Rivières/Trois-Rivières"," 168","Trois-Rivières",21,33,6,0,31,14,0,4,109,442
24076,"Trois-Rivières/Trois-Rivières"," 169","Trois-Rivières",19,35,5,0,34,36,0,6,135,385
24076,"Trois-Rivières/Trois-Rivières"," 170","Trois-Rivières",22,38,7,2,31,32,0,3,135,416
24076,"Trois-Rivières/Trois-Rivières"," 171","Trois-Rivières",31,35,7,3,45,23,0,2,146,427
24076,"Trois-Rivières/Trois-Rivières"," 172","Trois-Rivières",27,43,5,0,27,32,1,2,137,415
24076,"Trois-Rivières/Trois-Rivières"," 173","Trois-Rivières",20,32,2,0,21,40,0,4,119,359
24076,"Trois-Rivières/Trois-Rivières"," 174","Trois-Rivières",24,34,4,2,22,33,0,4,123,357
24076,"Trois-Rivières/Trois-Rivières"," 175","Trois-Rivières",44,49,0,0,28,56,0,1,178,363
24076,"Trois-Rivières/Trois-Rivières"," 176","Trois-Rivières",33,38,2,2,40,49,0,2,166,324
24076,"Trois-Rivières/Trois-Rivières"," 177","Trois-Rivières",28,61,8,2,43,32,2,1,177,452
24076,"Trois-Rivières/Trois-Rivières"," 178","Trois-Rivières",33,46,3,2,63,43,1,2,193,352
24076,"Trois-Rivières/Trois-Rivières"," 179","Trois-Rivières",40,46,3,1,54,72,1,0,217,398
24076,"Trois-Rivières/Trois-Rivières"," 180","Trois-Rivières",36,64,3,3,33,63,0,1,203,357
24076,"Trois-Rivières/Trois-Rivières"," 181","Trois-Rivières",41,55,3,0,71,57,0,1,228,408
24076,"Trois-Rivières/Trois-Rivières"," 182","Trois-Rivières",39,47,9,1,67,72,0,2,237,404
24076,"Trois-Rivières/Trois-Rivières"," 183","Trois-Rivières",26,79,3,0,54,67,0,2,231,419
24076,"Trois-Rivières/Trois-Rivières"," 184","Trois-Rivières",29,63,1,2,67,60,1,6,229,484
24076,"Trois-Rivières/Trois-Rivières"," 185","Trois-Rivières",33,39,1,1,38,33,1,1,147,360
24076,"Trois-Rivières/Trois-Rivières"," 186","Trois-Rivières",37,55,3,0,43,47,0,0,185,405
24076,"Trois-Rivières/Trois-Rivières"," 187","Trois-Rivières",22,51,4,3,40,31,0,1,152,438
24076,"Trois-Rivières/Trois-Rivières"," 188","Trois-Rivières",19,44,5,1,42,44,0,9,164,393
24076,"Trois-Rivières/Trois-Rivières"," 189","Trois-Rivières",21,43,5,0,37,42,2,2,152,388
24076,"Trois-Rivières/Trois-Rivières"," 190","Trois-Rivières",27,38,3,0,43,27,0,5,143,382
24076,"Trois-Rivières/Trois-Rivières"," 191","Trois-Rivières",18,43,4,0,34,41,0,2,142,331
24076,"Trois-Rivières/Trois-Rivières"," 192","Trois-Rivières",19,41,6,2,43,31,0,1,143,370
24076,"Trois-Rivières/Trois-Rivières"," 193","Trois-Rivières",35,58,3,1,56,36,0,2,191,399
24076,"Trois-Rivières/Trois-Rivières"," 194","Trois-Rivières",26,40,4,3,56,35,1,2,167,371
24076,"Trois-Rivières/Trois-Rivières"," 195","Trois-Rivières",20,40,3,3,49,29,0,1,145,404
24076,"Trois-Rivières/Trois-Rivières"," 196","Trois-Rivières",29,35,1,1,46,25,0,0,137,364
24076,"Trois-Rivières/Trois-Rivières"," 197","Trois-Rivières",38,57,11,0,40,57,2,2,207,556
24076,"Trois-Rivières/Trois-Rivières"," 198","Trois-Rivières",15,52,3,3,51,38,0,8,170,438
24076,"Trois-Rivières/Trois-Rivières"," 199","Trois-Rivières",22,53,5,0,50,61,0,0,191,483
24076,"Trois-Rivières/Trois-Rivières"," 200","Trois-Rivières",33,54,8,3,65,44,0,0,207,426
24076,"Trois-Rivières/Trois-Rivières"," 201","Trois-Rivières",24,36,7,2,48,57,3,0,177,358
24076,"Trois-Rivières/Trois-Rivières"," 202","Trois-Rivières",21,56,7,4,38,52,0,4,182,364
24076,"Trois-Rivières/Trois-Rivières"," 203","Trois-Rivières",17,35,6,4,40,29,0,2,133,365
24076,"Trois-Rivières/Trois-Rivières"," 204","Trois-Rivières",21,31,1,2,56,58,0,0,169,341
24076,"Trois-Rivières/Trois-Rivières"," 205","Trois-Rivières",21,36,1,1,89,43,0,3,194,357
24076,"Trois-Rivières/Trois-Rivières"," 206","Trois-Rivières",21,37,2,0,30,24,0,2,116,341
24076,"Trois-Rivières/Trois-Rivières"," 207","Trois-Rivières",22,37,3,1,46,23,1,3,136,343
24076,"Trois-Rivières/Trois-Rivières"," 208","Trois-Rivières",40,34,2,1,91,46,0,1,215,464
24076,"Trois-Rivières/Trois-Rivières"," 209","Trois-Rivières",34,83,4,5,90,65,1,3,285,617
24076,"Trois-Rivières/Trois-Rivières"," 210","Trois-Rivières",24,66,2,1,63,37,0,2,195,546
24076,"Trois-Rivières/Trois-Rivières"," 211","Trois-Rivières",44,62,2,3,73,88,1,1,274,656
24076,"Trois-Rivières/Trois-Rivières"," 212","Trois-Rivières",10,22,2,1,42,27,0,0,104,288
24076,"Trois-Rivières/Trois-Rivières"," 213","Trois-Rivières",38,61,6,1,71,53,0,2,232,520
24076,"Trois-Rivières/Trois-Rivières"," 214","Trois-Rivières",25,63,1,1,63,41,1,5,200,447
24076,"Trois-Rivières/Trois-Rivières"," 215","Trois-Rivières",33,33,4,1,40,33,0,0,144,330
24076,"Trois-Rivières/Trois-Rivières"," 216","Trois-Rivières",18,34,4,1,40,41,0,2,140,340
24076,"Trois-Rivières/Trois-Rivières"," 217","Trois-Rivières",29,51,8,4,44,38,1,2,177,338
24076,"Trois-Rivières/Trois-Rivières"," 218","Trois-Rivières",25,60,3,2,35,36,0,5,166,346
24076,"Trois-Rivières/Trois-Rivières"," 219","Trois-Rivières",23,46,0,2,44,45,2,2,164,377
24076,"Trois-Rivières/Trois-Rivières"," 220","Trois-Rivières",35,57,3,1,54,41,0,2,193,457
24076,"Trois-Rivières/Trois-Rivières"," 221","Trois-Rivières",20,57,6,0,39,40,1,4,167,399
24076,"Trois-Rivières/Trois-Rivières"," 400","Trois-Rivières",8,43,0,1,23,43,0,2,120,164
24076,"Trois-Rivières/Trois-Rivières"," 401","Trois-Rivières",10,26,0,0,32,31,0,3,102,414
24076,"Trois-Rivières/Trois-Rivières"," 402","Trois-Rivières",12,37,3,2,67,112,3,12,248,275
24076,"Trois-Rivières/Trois-Rivières"," 403","Trois-Rivières",10,27,5,1,40,64,0,4,151,207
24076,"Trois-Rivières/Trois-Rivières"," 500","Mobile poll/Bureau itinérant",8,33,3,3,31,60,0,10,148,231
24076,"Trois-Rivières/Trois-Rivières"," 501","Mobile poll/Bureau itinérant",17,50,3,0,45,104,0,9,228,358
24076,"Trois-Rivières/Trois-Rivières"," 502","Mobile poll/Bureau itinérant",2,4,1,1,10,8,1,3,30,213
24076,"Trois-Rivières/Trois-Rivières"," 503A","Mobile poll/Bureau itinérant",8,16,1,2,24,43,1,17,112,118
24076,"Trois-Rivières/Trois-Rivières"," 503B","Trois-Rivières",Merged with No./Fusionné avec le n°57,,,,,,,,,42
24076,"Trois-Rivières/Trois-Rivières"," 504","Mobile poll/Bureau itinérant",6,8,0,0,10,16,0,7,47,144
24076,"Trois-Rivières/Trois-Rivières"," 505","Mobile poll/Bureau itinérant",15,40,4,1,38,61,1,5,165,236
24076,"Trois-Rivières/Trois-Rivières"," 506","Mobile poll/Bureau itinérant",14,53,4,0,36,126,2,9,244,369
24076,"Trois-Rivières/Trois-Rivières"," 507","Mobile poll/Bureau itinérant",7,29,0,0,32,38,1,5,112,178
24076,"Trois-Rivières/Trois-Rivières"," 508","Mobile poll/Bureau itinérant",11,26,0,0,19,42,0,3,101,184
24076,"Trois-Rivières/Trois-Rivières"," 509","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°93B,,,,,,,,,109
24076,"Trois-Rivières/Trois-Rivières"," 510","Mobile poll/Bureau itinérant",11,22,1,0,44,47,0,21,146,202
24076,"Trois-Rivières/Trois-Rivières"," 511","Mobile poll/Bureau itinérant",1,6,0,0,10,10,1,1,29,296
24076,"Trois-Rivières/Trois-Rivières"," 512A","Mobile poll/Bureau itinérant",1,1,0,0,8,10,0,2,22,246
24076,"Trois-Rivières/Trois-Rivières"," 512B","Trois-Rivières",Merged with No./Fusionné avec le n°402,,,,,,,,,3
