Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rhino Jacques Bélanger,Julien Côté,Isabel Dion,David Lametti,Jency Mercier,Claudio Rocchi,Steven Scott,Eileen Studd,Daniel Turgeon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 25","Montréal",0,2,37,49,12,11,30,0,0,0,141,386
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 26","Montréal",0,1,29,52,15,7,16,0,2,1,123,429
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 27","Montréal",2,1,43,66,20,20,51,0,2,2,207,438
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 28","Montréal",0,1,30,50,7,8,28,0,2,2,128,347
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 29","Montréal",2,1,52,63,11,13,29,0,2,6,179,399
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 30","Montréal",0,0,33,75,4,8,28,0,1,0,149,380
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 31","Montréal",1,0,29,94,8,10,29,2,2,4,179,436
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 32","Montréal",4,1,47,62,11,11,30,1,4,2,173,423
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 33","Verdun",2,2,49,79,15,8,22,0,2,1,180,415
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 34","Montréal",5,1,69,66,9,4,40,1,2,3,200,392
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 35","Montréal",1,0,60,86,14,13,28,0,0,6,208,473
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 36","Montréal",1,1,63,71,8,17,49,0,6,3,219,452
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 37","Montréal",0,2,61,77,22,17,41,0,6,5,231,541
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 38","Verdun",1,2,45,77,22,6,44,0,1,1,199,428
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 39","Verdun",1,2,37,67,21,7,54,0,1,3,193,468
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 40","Verdun",2,2,44,93,10,19,59,0,2,2,233,552
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 41","Verdun",0,2,42,63,27,2,48,0,3,2,189,438
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 42","Verdun",1,2,32,79,21,14,65,0,2,4,220,531
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 43","Verdun",2,0,37,60,23,8,70,0,3,2,205,502
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 44","Verdun",2,1,53,84,25,3,69,0,4,5,246,564
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 45","Verdun",0,3,50,78,20,6,57,1,3,2,220,518
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 46","Verdun",0,0,33,78,10,9,45,0,1,4,180,519
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 47","Verdun",3,1,47,85,19,15,58,1,2,5,236,514
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 48","Verdun",0,1,43,53,12,10,21,0,0,1,141,382
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 49","Verdun",2,1,68,74,16,10,22,0,1,0,194,444
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 50","Verdun",1,2,44,62,24,4,43,0,0,3,183,372
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 51","Verdun",2,1,44,54,14,19,52,0,2,8,196,437
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 52","Verdun",0,0,43,76,19,11,32,0,0,2,183,471
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 53","Verdun",1,1,36,63,20,4,42,0,2,2,171,415
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 54","Verdun",0,3,34,58,20,14,47,0,2,5,183,420
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 55","Verdun",2,1,36,80,22,4,58,0,0,3,206,488
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 56","Verdun",0,1,40,88,21,10,59,0,4,6,229,511
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 57","Verdun",4,1,44,85,20,15,54,0,3,2,228,556
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 58","Verdun",2,3,53,75,17,8,52,0,3,5,218,420
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 59","Verdun",3,2,54,83,13,11,66,0,3,0,235,522
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 60","Verdun",1,1,55,53,13,8,55,0,3,4,193,454
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 61","Verdun",1,2,42,90,21,6,69,1,3,7,242,518
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 62","Montréal",0,1,42,85,16,8,24,0,0,4,180,406
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 63","Montréal",0,1,80,83,17,19,36,0,0,4,240,468
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 64","Montréal",2,2,90,136,14,21,51,1,4,4,325,530
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 65","Montréal",1,0,40,57,9,10,35,0,2,1,155,386
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 66","Montréal",0,0,63,45,12,10,35,0,1,3,169,380
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 67","Montréal",2,3,57,66,8,8,34,0,1,4,183,414
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 68","Montréal",1,5,87,140,13,14,39,0,1,4,304,521
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 69","Montréal",1,2,58,71,15,22,39,1,5,5,219,494
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 70","Montréal",0,1,38,78,7,11,31,0,3,4,173,351
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 71","Montréal",3,3,62,85,11,16,48,1,3,5,237,507
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 72","Montréal",1,0,64,95,20,11,49,2,2,5,249,482
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 73","Montréal",1,2,58,115,11,11,33,0,0,9,240,485
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 74","Verdun",2,0,50,61,11,12,27,0,1,4,168,307
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 75","Verdun",4,1,49,79,24,14,46,0,2,4,223,511
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 76","Verdun",1,1,38,56,16,9,30,0,1,2,154,386
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 77","Verdun",3,0,40,76,12,13,28,0,2,4,178,408
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 78","Verdun",3,1,70,103,20,12,40,0,0,3,252,519
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 79","Verdun",0,3,51,46,3,0,8,0,0,5,116,230
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 80","Verdun",0,2,70,85,23,19,52,0,0,4,255,541
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 81","Verdun",0,0,69,74,10,4,46,0,1,3,207,475
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 82","Verdun",2,4,70,98,15,10,65,1,3,5,273,549
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 83","Verdun",1,0,54,115,19,17,65,0,2,2,275,578
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 84","Verdun",0,1,37,85,15,11,48,0,4,0,201,408
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 85","Verdun",3,0,42,73,15,8,52,0,0,4,197,463
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 86","Verdun",2,0,52,84,17,5,41,0,0,3,204,406
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 87","Verdun",0,1,45,96,24,15,44,0,1,0,226,453
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 88","Verdun",2,0,60,111,29,8,67,0,3,3,283,599
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 89","Verdun",0,3,79,143,21,10,35,0,3,4,298,534
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 90","Montréal",0,0,64,94,12,22,20,0,2,9,223,476
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 91","Montréal",0,0,71,84,15,9,26,0,1,2,208,403
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 92","Montréal",3,1,59,111,10,26,45,0,3,7,265,504
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 93","Montréal",1,0,66,115,6,11,31,0,4,1,235,479
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 94","Montréal",0,3,18,39,8,26,9,0,3,0,106,246
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 95","Montréal",0,1,72,93,15,13,35,0,1,3,233,441
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 96","Montréal",2,1,72,77,14,17,45,0,2,2,232,432
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 97","Montréal",0,4,47,72,15,13,32,0,1,5,189,398
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 98","Montréal",0,1,55,111,16,13,29,0,4,2,231,425
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 99","Montréal",2,0,47,83,15,12,34,0,4,1,198,385
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 100","Montréal",0,1,74,84,16,16,29,0,1,3,224,448
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 101","Montréal",1,2,42,89,5,10,22,0,1,3,175,386
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 102","Montréal",1,2,40,79,12,9,38,0,0,3,184,445
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 103","Montréal",1,1,41,114,10,9,19,0,2,4,201,412
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 104","Verdun",2,1,72,102,19,19,58,3,5,5,286,538
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 105","Verdun",0,0,83,101,25,21,45,1,5,3,284,514
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 106","Verdun",3,0,38,98,11,5,28,0,0,5,188,339
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 107","Verdun",1,0,63,113,17,12,45,1,2,5,259,489
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 108","Verdun",2,4,59,104,16,10,54,0,1,4,254,484
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 109","Verdun",0,0,57,113,12,6,49,0,1,0,238,482
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 110","Verdun",1,1,68,124,13,16,37,0,1,2,263,521
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 111","Verdun",0,0,57,86,14,20,47,0,1,1,226,481
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 112","Verdun",0,0,48,114,10,12,31,0,1,1,217,401
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 113","Verdun",1,2,58,86,12,9,29,0,3,4,204,388
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 114","Verdun",0,1,45,72,16,13,35,0,1,4,187,450
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 115","Verdun",0,3,77,102,12,17,45,0,1,2,259,503
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 116","Montréal",0,0,62,62,17,8,30,0,1,1,181,352
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 117","Montréal",3,1,58,95,9,25,34,0,3,0,228,411
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 118","Montréal",1,1,74,93,10,13,33,0,4,4,233,442
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 119","Montréal",3,5,69,101,9,10,30,0,1,5,233,395
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 120","Montréal",1,2,42,90,14,13,36,1,0,1,200,430
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 121","Montréal",1,2,71,108,16,16,37,0,3,5,259,518
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 122","Montréal",1,0,53,93,9,29,24,0,1,2,212,447
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 123","Montréal",1,0,28,90,7,13,28,1,0,1,169,375
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 124","Montréal",0,0,44,77,8,14,31,0,2,5,181,353
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 125","Montréal",2,1,64,60,12,18,22,0,1,7,187,457
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 126","Montréal",0,0,60,128,4,13,18,0,5,10,238,437
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 127","Montréal",4,3,38,88,9,13,31,0,2,1,189,390
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 128","Montréal",1,2,48,83,14,10,20,0,0,3,181,366
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 129","Montréal",0,2,33,93,10,28,31,0,3,4,204,454
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 130","Verdun",0,0,19,20,5,1,12,0,2,0,59,201
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 131","Verdun",0,1,63,105,13,17,42,0,2,3,246,408
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 132","Verdun",1,0,92,142,19,17,44,0,3,3,321,543
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 133","Verdun",0,0,93,156,25,11,41,0,1,1,328,533
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 134","LaSalle",1,0,59,114,15,16,23,0,0,4,232,477
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 135","LaSalle",1,1,50,76,9,26,21,0,4,2,190,452
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 136","LaSalle",0,0,58,94,12,20,27,0,4,1,216,489
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 137","LaSalle",0,0,39,89,10,10,36,0,3,1,188,477
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 138","LaSalle",2,0,39,126,13,34,19,1,4,4,242,515
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 139","LaSalle",0,0,31,121,10,29,30,0,5,2,228,543
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 140","LaSalle",0,2,24,127,6,17,26,0,3,3,208,525
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 141","LaSalle",1,2,30,119,7,47,30,0,2,6,244,540
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 142","LaSalle",0,0,27,143,9,30,29,0,3,0,241,491
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 143","LaSalle",0,2,40,101,10,33,18,0,4,0,208,516
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 144","LaSalle",0,0,16,83,3,28,13,0,0,0,143,412
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 145","LaSalle",1,1,24,110,5,13,19,0,3,3,179,456
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 146","LaSalle",3,2,62,85,8,15,33,0,1,1,210,422
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 147","LaSalle",0,0,52,65,7,30,27,0,0,3,184,427
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 148","LaSalle",1,0,46,119,16,25,36,0,4,6,253,559
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 149","LaSalle",2,2,79,87,13,25,28,1,1,2,240,492
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 150","LaSalle",0,0,76,86,28,20,36,0,3,2,251,503
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 151","LaSalle",3,1,79,103,30,25,44,0,2,4,291,553
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 152","LaSalle",2,1,38,104,8,27,13,0,2,4,199,422
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 153","LaSalle",2,0,38,127,10,38,18,0,1,1,235,631
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 154","LaSalle",0,0,27,108,6,35,19,0,3,4,202,448
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 155","LaSalle",2,1,32,107,5,21,26,0,1,0,195,446
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 156","LaSalle",0,0,28,150,15,40,17,0,2,1,253,512
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 157","LaSalle",1,0,76,107,17,12,59,0,3,4,279,540
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 158","LaSalle",1,1,55,74,18,15,48,0,3,5,220,402
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 159","LaSalle",2,1,76,81,16,18,33,0,2,7,236,420
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 160","LaSalle",0,0,26,138,6,16,21,0,4,3,214,438
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 161","LaSalle",1,1,22,100,0,24,29,0,1,8,186,461
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 162","LaSalle",3,0,34,142,2,27,23,0,1,3,235,513
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 163","LaSalle",2,0,34,125,9,29,17,0,3,12,231,524
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 164","LaSalle",1,1,42,155,10,36,30,0,2,0,277,537
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 165","LaSalle",0,0,37,150,5,37,34,0,7,1,271,523
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 166","LaSalle",0,2,32,112,6,36,18,0,2,2,210,438
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 167","LaSalle",0,0,40,132,7,20,17,0,1,0,217,408
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 168","LaSalle",1,1,60,112,8,17,20,0,7,5,231,469
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 169","LaSalle",0,0,35,128,7,25,22,0,0,4,221,519
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 170","LaSalle",1,1,62,164,17,28,25,0,1,1,300,535
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 171","LaSalle",1,1,40,89,10,15,27,0,2,4,189,478
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 172","LaSalle",1,1,65,133,6,18,30,0,1,6,261,542
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 173","LaSalle",1,1,59,95,5,23,44,0,1,4,233,538
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 174","LaSalle",2,2,77,98,16,21,36,0,3,3,258,542
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 175","LaSalle",1,0,41,96,19,17,23,1,4,3,205,527
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 176","LaSalle",1,0,66,97,7,11,31,1,1,2,217,421
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 400","Verdun",1,4,51,85,0,5,3,0,2,9,160,198
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 401","LaSalle",4,2,56,144,5,6,5,2,0,19,243,292
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 500","Mobile poll/Bureau itinérant",1,1,13,42,3,5,2,0,0,3,70,159
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 501A","Mobile poll/Bureau itinérant",2,2,41,60,6,5,0,0,1,9,126,193
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 501B","Montréal",Merged with No./Fusionné avec le n°68,,,,,,,,,,,68
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 502","Mobile poll/Bureau itinérant",1,2,10,27,1,4,0,0,0,5,50,200
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 503","Mobile poll/Bureau itinérant",0,0,10,31,0,5,2,0,1,9,58,127
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 504","Mobile poll/Bureau itinérant",3,1,13,51,0,2,2,0,0,10,82,184
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 600","Montréal",5,6,136,235,59,44,108,0,0,4,597,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 601","LaSalle",4,5,167,280,44,36,117,0,5,9,667,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 602","Montréal",1,5,226,381,82,45,143,0,5,21,909,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 603","Montréal",3,4,206,221,43,43,78,1,6,13,618,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 604","Montréal",7,7,165,282,69,38,152,1,6,5,732,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 605","Montréal",4,1,202,284,65,47,91,1,5,12,712,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 606","Montréal",6,10,189,252,66,37,164,0,10,12,746,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 607","Montréal",4,3,215,289,74,46,163,1,2,19,816,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 608","Montréal",2,1,142,186,45,32,68,1,3,10,490,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 609","Montréal",4,3,178,202,32,42,87,0,5,5,558,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 610","Montréal",1,0,186,307,63,45,87,0,2,4,695,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 611","Montréal",2,6,263,388,61,45,109,1,5,16,896,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 612","Montréal",3,1,166,224,41,48,64,0,5,7,559,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 613","Montréal",1,1,201,377,41,51,69,0,7,4,752,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 614","Montréal",3,2,193,409,32,83,74,0,5,13,814,
24037,"LaSalle--Émard--Verdun/LaSalle--Émard--Verdun"," 615","Montréal",2,2,174,489,34,89,66,1,13,10,880,
